season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2018/19,222677,45,45,2,37,0,0,0,1,0,0,0,0,0,0,0,3,6.2,2.1,39.0,4.7
2019/20,222677,45,42,3,34,0,0,0,0,0,0,0,0,0,0,0,6,1.4,1.1,6.0,0.7
2020/21,222677,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
