season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2018/19,96994,55,52,80,1413,5,3,4,30,0,0,0,0,0,0,9,276,296.6,224.4,392.0,91.0
2020/21,96994,55,53,88,2367,5,3,9,32,0,0,0,7,0,0,6,343,384.8,254.1,503.0,114.1
