goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,player_name
1,1,0.014647945761680603,88,FW,Manchester United,Fulham,1,1,2021-05-18,14800,2020,472301,0.274844229221344,0,1,1,0.014647945761680603,0.31849926710128784,0.02900708094239235,Edinson Cavani
0,2,0.3325716555118561,90,FW,Manchester United,Liverpool,2,4,2021-05-13,14770,2020,470592,0.20332033932209015,1,2,0,0.3325716555118561,0.5557557344436646,0.01986376754939556,Edinson Cavani
0,0,0,23,Sub,Manchester United,Leicester,1,2,2021-05-11,14788,2020,469907,0,0,0,0,0,0,0,Edinson Cavani
1,2,0.46833351254463196,24,Sub,Aston Villa,Manchester United,1,3,2021-05-09,14776,2020,469413,0,0,0,1,0.46833351254463196,0.46833351254463196,0,Edinson Cavani
0,0,0,3,Sub,Leeds,Manchester United,0,0,2021-04-25,14758,2020,466033,0.08435405045747757,0,1,0,0,0.08435405045747757,0.08435405045747757,Edinson Cavani
1,1,0.9194797873497009,43,Sub,Manchester United,Burnley,3,1,2021-04-18,14751,2020,463686,0,0,0,1,0.9194797873497009,1.3624069690704346,0.44292718172073364,Edinson Cavani
1,2,0.40147706866264343,90,FW,Tottenham,Manchester United,1,3,2021-04-11,14742,2020,462075,0.11448375135660172,0,2,1,0.40147706866264343,0.6724790334701538,0.18307305872440338,Edinson Cavani
0,0,0,84,FW,Manchester United,Brighton,2,1,2021-04-04,14731,2020,460505,0,0,0,0,0,0.015784233808517456,0.015784233808517456,Edinson Cavani
0,2,0.1783539205789566,76,FW,Crystal Palace,Manchester United,0,0,2021-03-03,14717,2020,454161,0.07781993597745895,0,1,0,0.1783539205789566,0.10240545868873596,0,Edinson Cavani
0,0,0,90,FW,West Bromwich Albion,Manchester United,1,1,2021-02-14,14673,2020,449661,0,0,0,0,0,0.042948633432388306,0.042948633432388306,Edinson Cavani
1,2,0.5961853861808777,90,FW,Manchester United,Everton,3,3,2021-02-06,14660,2020,447936,0.4562495946884155,0,2,1,0.5961853861808777,1.2746022939682007,0.3337900936603546,Edinson Cavani
1,1,0.38206419348716736,48,FW,Manchester United,Southampton,9,0,2021-02-02,14651,2020,446749,0,0,0,1,0.38206419348716736,0.4661267399787903,0.08406257629394531,Edinson Cavani
0,2,1.0695462226867676,90,FW,Arsenal,Manchester United,0,0,2021-01-30,14635,2020,445877,0.016205167397856712,0,1,0,1.0695462226867676,1.0857512950897217,0,Edinson Cavani
0,1,0.06367684155702591,21,Sub,Manchester United,Sheffield United,1,2,2021-01-27,14628,2020,445213,0,0,0,0,0.06367684155702591,0.06367684155702591,0,Edinson Cavani
1,2,0.9144340753555298,90,FW,Fulham,Manchester United,1,2,2021-01-20,14607,2020,443651,0,0,0,1,0.9144340753555298,0.9144340753555298,0,Edinson Cavani
0,0,0,29,Sub,Liverpool,Manchester United,0,0,2021-01-17,14620,2020,442855,0,0,0,0,0,0.48609915375709534,0.48609915375709534,Edinson Cavani
0,3,0.29515376687049866,90,FW,Burnley,Manchester United,0,1,2021-01-12,14088,2020,441840,0.400456041097641,0,2,0,0.29515376687049866,0.706809937953949,0.09373006224632263,Edinson Cavani
0,2,1.0739696025848389,90,FW,Manchester United,Wolverhampton Wanderers,1,0,2020-12-29,14592,2020,438555,0,0,0,0,1.0739696025848389,1.0739696025848389,0,Edinson Cavani
0,0,0,14,Sub,Leicester,Manchester United,2,2,2020-12-26,14579,2020,438072,0.40202316641807556,1,1,0,0,0.40202316641807556,0,Edinson Cavani
0,2,0.40632274746894836,17,Sub,Manchester United,Leeds,6,2,2020-12-20,14570,2020,436858,0,0,0,0,0.40632274746894836,0.47069042921066284,0.06436768919229507,Edinson Cavani
0,0,0,47,FW,West Ham,Manchester United,1,3,2020-12-05,14544,2020,431536,0,0,0,0,0,0,0,Edinson Cavani
2,4,0.7482427358627319,42,Sub,Southampton,Manchester United,2,3,2020-11-29,14534,2020,430390,0.2874872386455536,1,1,2,0.7482427358627319,0.44592344760894775,0.2874872386455536,Edinson Cavani
0,2,0.15441666543483734,26,Sub,Manchester United,West Bromwich Albion,1,0,2020-11-21,14520,2020,428277,0,0,0,0,0.15441666543483734,0.7039281129837036,0.5631503462791443,Edinson Cavani
1,1,0.41813090443611145,4,Sub,Everton,Manchester United,1,3,2020-11-07,14509,2020,426059,0,0,0,1,0.41813090443611145,0.41813090443611145,0,Edinson Cavani
0,0,0,15,Sub,Manchester United,Arsenal,0,1,2020-11-01,14500,2020,425372,0,0,0,0,0,0,0,Edinson Cavani
0,2,0.16622468829154968,31,Sub,Manchester United,Chelsea,0,0,2020-10-24,14491,2020,423102,0,0,0,0,0.16622468829154968,0.12405449151992798,0,Edinson Cavani
