season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2017/18,79934,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019/20,79934,50,47,98,3089,1,3,13,36,0,0,0,8,0,0,6,563,608.4,808.8,100.0,151.8
2020/21,79934,50,45,54,2214,0,0,5,43,0,0,0,6,0,0,0,355,395.4,464.4,57.0,91.9
