name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,16,14,8,False,2020-09-20T13:00:00Z,0,3,2,89,1,0,1,0,0,0,0,0,0,0,2,27,34.8,11.3,23.0,6.9,55,-1161,35030,5332,6493
Aaron Cresswell,DEF,West Ham,435,9,1,1,False,2020-09-19T19:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,17,27.0,35.0,0.0,6.2,50,-12662,62831,1523,14185
Aaron Mooy,MID,Brighton,60,16,14,0,False,2020-09-20T13:00:00Z,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-545,1495,44,589
Aaron Ramsdale,GK,Sheffield Utd,483,10,2,2,False,2020-09-21T17:00:00Z,1,0,2,90,0,0,0,1,0,0,0,0,0,1,0,10,11.2,0.0,0.0,1.1,50,-41600,440147,15075,56675
Aaron Wan-Bissaka,DEF,Man Utd,313,15,6,0,True,2020-09-19T16:30:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,59156,865810,118395,59239
Abdoulaye Doucouré,MID,Everton,512,12,18,1,True,2020-09-19T11:30:00Z,5,2,2,64,0,0,0,2,0,0,0,1,0,0,0,13,6.4,2.7,0.0,0.9,55,9014,172602,34383,25369
Aboubakar Kamara,MID,Fulham,190,13,10,1,False,2020-09-19T14:00:00Z,4,3,2,57,0,0,0,4,0,0,0,0,0,0,0,3,0.6,2.0,2.0,0.5,50,174,9228,2197,2023
Adama Traoré,MID,Wolves,465,18,12,2,True,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,17,25.6,39.2,2.0,6.7,65,-102740,1192596,59207,161947
Adam Forshaw,MID,Leeds,199,13,8,0,True,2020-09-19T14:00:00Z,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-721,1293,33,754
Adam Lallana,MID,Brighton,54,16,14,1,False,2020-09-20T13:00:00Z,0,3,2,12,0,0,0,0,0,0,0,0,0,0,0,3,6.4,1.2,0.0,0.8,65,-25783,57682,2185,27968
Adam Webster,DEF,Brighton,66,16,14,6,False,2020-09-20T13:00:00Z,0,3,2,90,0,0,1,0,0,0,0,0,0,0,0,21,10.0,1.0,0.0,1.1,45,-17741,171745,2892,20633
