name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,114,9,1,False,2020-12-13T19:15:00Z,3,0,12,28,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,53,-72,34652,2757,2829
Aaron Cresswell,DEF,West Ham,435,113,10,5,False,2020-12-11T20:00:00Z,1,2,12,90,0,1,0,1,0,0,0,0,0,0,0,24,33.2,29.3,0.0,6.3,52,-4686,828738,39220,43906
Aaron Mooy,MID,Brighton,60,114,9,0,False,2020-12-13T19:15:00Z,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-10,916,21,31
Aaron Ramsdale,GK,Sheffield Utd,483,117,16,2,False,2020-12-13T12:00:00Z,3,0,12,90,0,0,0,3,0,0,0,0,0,3,0,20,25.0,0.0,0.0,2.5,48,-9663,188768,1160,10823
Aaron Wan-Bissaka,DEF,Man Utd,313,115,12,6,True,2020-12-12T17:30:00Z,0,0,12,90,0,0,1,0,0,0,0,0,0,0,0,25,20.8,1.0,0.0,2.2,54,-25100,631254,8782,33882
Abdoulaye Doucouré,MID,Everton,512,111,5,2,True,2020-12-12T20:00:00Z,1,0,12,90,0,0,1,0,0,0,0,1,0,0,0,3,15.4,2.3,0.0,1.8,53,-4890,82413,2583,7473
Aboubakar Kamara,MID,Fulham,190,112,11,1,True,2020-12-13T16:30:00Z,1,1,12,16,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.8,0.0,0.0,48,-52,3685,60,112
Adama Traoré,MID,Wolves,465,118,2,1,True,2020-12-12T12:30:00Z,0,1,12,90,0,0,0,1,0,0,0,1,0,0,0,6,11.6,26.6,17.0,5.5,62,-12913,470497,6630,19543
Adam Forshaw,MID,Leeds,199,113,19,0,True,2020-12-11T20:00:00Z,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-43,597,28,71
Adam Lallana,MID,Brighton,54,114,9,0,False,2020-12-13T19:15:00Z,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-2048,24114,78,2126
Adam Webster,DEF,Brighton,66,114,9,0,False,2020-12-13T19:15:00Z,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-3445,127371,1964,5409
