name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,19,13,2,True,2020-09-26T11:30:00Z,2,3,3,73,0,0,0,2,0,0,0,0,0,0,0,2,0.0,12.1,8.0,1.9,55,13526,55356,26823,13297
Aaron Cresswell,DEF,West Ham,435,28,20,7,True,2020-09-27T18:00:00Z,4,0,3,90,0,0,1,0,0,0,0,0,0,0,1,32,35.8,52.5,0.0,8.8,49,-7282,58281,2292,9574
Aaron Mooy,MID,Brighton,60,19,13,0,True,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-282,1253,9666,9948
Aaron Ramsdale,GK,Sheffield Utd,483,25,10,4,True,2020-09-27T11:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,7,0,26,42.0,10.0,0.0,5.2,50,-66442,377916,9045,75487
Aaron Wan-Bissaka,DEF,Man Utd,313,19,3,1,False,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,14,16.2,1.2,0.0,1.7,55,-123785,759590,34697,158482
Abdoulaye Doucouré,MID,Everton,512,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,12,14.6,4.7,33.0,5.2,55,-43447,130294,7437,50884
Aboubakar Kamara,MID,Fulham,190,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,51,0,0,0,1,0,0,0,1,0,0,0,1,6.0,37.4,0.0,4.3,50,-1099,8392,1028,2127
Adama Traoré,MID,Wolves,465,28,19,2,False,2020-09-27T18:00:00Z,4,0,3,61,0,0,0,2,0,0,0,0,0,0,0,9,7.8,8.3,0.0,1.6,65,-150445,1079344,66003,216448
Adam Forshaw,MID,Leeds,199,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-360,978,37,397
Adam Lallana,MID,Brighton,54,19,13,2,True,2020-09-26T11:30:00Z,2,3,3,73,0,0,0,2,0,0,0,0,0,0,0,7,1.4,2.8,0.0,0.4,64,-13848,45742,1340,15188
