name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,260,9,0,True,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-353,24130,623,976
Aaron Cresswell,DEF,West Ham,435,268,10,12,True,2021-03-08T20:00:00Z,2,0,27,90,0,1,1,0,0,0,0,0,0,0,3,44,33.0,36.8,8.0,7.8,58,48508,2033246,85189,36681
Aaron Mooy,MID,Brighton,60,260,9,0,True,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-5,833,0,5
Aaron Ramsdale,GK,Sheffield Utd,483,265,16,2,True,2021-03-06T15:00:00Z,0,2,27,90,0,0,0,2,0,0,0,0,0,5,0,18,34.4,0.0,0.0,3.4,46,1232,142392,3138,1906
Aaron Wan-Bissaka,DEF,Man Utd,313,264,12,6,False,2021-03-07T16:30:00Z,0,2,27,90,0,0,1,0,0,0,0,0,0,0,0,25,17.2,0.8,0.0,1.8,56,-37923,1385752,28258,66181
Abdoulaye Doucouré,MID,Everton,512,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-3188,70161,1065,4253
Aboubakar Kamara,MID,Fulham,190,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-28,3168,0,28
Adama Traoré,MID,Wolves,465,259,2,3,False,2021-03-06T17:30:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,5,6.8,13.5,0.0,2.0,60,-867,396225,3229,4096
Adam Forshaw,MID,Leeds,199,268,19,0,False,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-13,617,37,50
Adam Lallana,MID,Brighton,54,260,9,9,True,2021-03-06T20:00:00Z,1,2,27,90,1,0,0,2,0,0,0,0,0,0,2,27,48.0,2.9,50.0,10.1,62,-15,21739,250,265
Adam Webster,DEF,Brighton,66,260,9,0,True,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-5517,80369,124,5641
Ademipo Odubeko,FWD,West Ham,638,268,10,0,True,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-205,3169,338,543
Ademola Lookman,MID,Fulham,557,263,11,3,False,2021-03-07T14:00:00Z,0,1,27,82,0,0,1,0,0,0,0,0,0,0,0,11,9.2,18.8,46.0,7.4,50,-10709,185074,11163,21872
Adrien Silva,MID,Leicester,220,260,3,0,False,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-74,16773,0,74
Adrián Bernabé,MID,Man City,537,264,13,0,True,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3,991,22,19
Adrián Bernabé,MID,Man City,537,325,16,0,True,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3,991,22,19
Adrián San Miguel del Castillo,GK,Liverpool,245,263,8,0,True,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,1471,29078,2180,709
Ahmed El-Sayed Hegazy,DEF,West Brom,414,267,14,0,True,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-59,10012,0,59
Ahmed El Mohamady,DEF,Aston Villa,29,259,20,8,True,2021-03-06T17:30:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,2,24,15.0,5.2,4.0,2.4,43,571,34731,1699,1128
Ainsley Maitland-Niles,DEF,West Brom,15,267,14,6,True,2021-03-07T12:00:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,22,8.2,4.1,12.0,2.4,46,3381,76521,5982,2601
Albian Ajeti,FWD,West Ham,447,268,10,0,True,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-3,510,0,3
Aleksandar Mitrović,FWD,Fulham,184,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,5,0,0,0,0,0,0,0,1,0,0,0,-1,1.0,0.1,7.0,0.8,55,-1742,270580,1267,3009
Alex Nicolao Telles,DEF,Man Utd,568,264,12,0,False,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1207,44811,151,1358
Alexandre Jankewitz,MID,Southampton,643,265,15,0,False,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,53,441,113,60
Alexandre Jankewitz,MID,Southampton,643,325,12,0,False,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,53,441,113,60
Alexandre Lacazette,FWD,Arsenal,6,261,4,1,False,2021-03-06T12:30:00Z,1,1,27,27,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.6,4.0,0.5,81,19723,342388,32282,12559
Alexis Mac Allister,MID,Brighton,80,260,9,2,True,2021-03-06T20:00:00Z,1,2,27,67,0,0,0,1,0,0,0,0,0,0,0,7,10.6,13.1,8.0,3.2,53,4,3243,163,159
Alex Iwobi,MID,Everton,159,262,5,1,False,2021-03-08T18:00:00Z,2,0,27,55,0,0,0,1,0,0,0,0,0,0,0,3,3.2,11.7,2.0,1.7,59,-454,17240,219,673
Alex McCarthy,GK,Southampton,363,265,15,0,False,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-23224,1200335,13457,36681
Alex McCarthy,GK,Southampton,363,325,12,1,False,2021-03-10T18:00:00Z,5,2,27,90,0,0,0,5,0,0,0,0,0,5,0,19,39.4,0.0,0.0,3.9,45,-23224,1200335,13457,36681
Alex Oxlade-Chamberlain,MID,Liverpool,248,263,8,0,True,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-27,3811,101,128
Alfie Devine,MID,Spurs,650,266,6,0,True,2021-03-07T19:15:00Z,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,55,550,151,96
Alfie Mawson,DEF,Fulham,185,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-3,581,0,3
Alireza Jahanbakhsh,MID,Brighton,71,260,9,1,True,2021-03-06T20:00:00Z,1,2,27,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,54,0,2539,25,25
Alisson Ramses Becker,GK,Liverpool,252,263,8,2,True,2021-03-07T14:00:00Z,0,1,27,90,0,0,0,1,0,0,0,0,0,2,0,12,16.4,0.1,0.0,1.7,59,-3529,482808,4231,7760
Allan Marques Loureiro,MID,Everton,502,262,5,2,False,2021-03-08T18:00:00Z,2,0,27,90,0,0,0,2,0,0,0,0,0,0,0,19,12.8,1.3,0.0,1.4,52,-35,49182,187,222
Allan Saint-Maximin,MID,Newcastle,338,267,18,0,False,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-8898,191273,1690,10588
Allan Tchaptchet,DEF,Southampton,635,265,15,0,False,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,18,1108,115,97
Allan Tchaptchet,DEF,Southampton,635,325,12,0,False,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,18,1108,115,97
Alphonse Areola,GK,Fulham,516,263,11,8,False,2021-03-07T14:00:00Z,0,1,27,90,0,0,1,0,0,0,0,0,0,3,1,29,24.2,0.0,0.0,2.4,45,1306,383924,12800,11494
Amad Diallo,MID,Man Utd,640,264,12,0,False,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-39,931,100,139
Andi Zeqiri,FWD,Brighton,574,260,9,0,True,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-77,6728,440,517
Andreas Christensen,DEF,Chelsea,116,262,7,6,True,2021-03-08T18:00:00Z,2,0,27,90,0,0,1,0,0,0,0,0,0,0,0,27,22.6,14.0,2.0,3.9,47,12857,32097,13634,777
Andreas Pereira,MID,Man Utd,304,264,12,0,False,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-9,2439,0,9
Andreas Söndergaard,GK,Wolves,617,259,2,0,False,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-188,21885,525,713
Andrew Robertson,DEF,Liverpool,255,263,8,2,True,2021-03-07T14:00:00Z,0,1,27,90,0,0,0,1,0,0,0,0,0,0,0,16,12.4,19.5,6.0,3.8,72,-21590,1219645,16717,38307
Andriy Yarmolenko,MID,West Ham,436,268,10,0,True,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-88,5373,13,101
Andros Townsend,MID,Crystal Palace,137,266,17,2,False,2021-03-07T19:15:00Z,4,1,27,64,0,0,0,3,0,0,0,0,0,0,0,6,11.4,15.7,0.0,2.7,55,-644,90069,501,1145
André Filipe Tavares Gomes,MID,Everton,158,262,5,2,False,2021-03-08T18:00:00Z,2,0,27,75,0,0,0,2,0,0,0,0,0,0,0,6,6.2,2.6,11.0,2.0,53,-4,17376,190,194
André-Frank Zambo Anguissa,MID,Fulham,191,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,198,119974,5004,4806
Andy Carroll,FWD,Newcastle,320,267,18,1,False,2021-03-07T12:00:00Z,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,51,-34,24630,991,1025
Andy Lonergan,GK,West Brom,639,267,14,0,True,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-128,2448,146,274
Angelo Ogbonna,DEF,West Ham,432,268,10,0,True,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-9911,83537,74,9985
Angus Gunn,GK,Southampton,371,265,15,0,False,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-69,8254,0,69
Angus Gunn,GK,Southampton,371,325,12,0,False,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-69,8254,0,69
Anthony Driscoll-Glennon,DEF,Burnley,536,261,1,0,True,2021-03-06T12:30:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-44,7883,174,218
Anthony Gordon,MID,Everton,168,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-882,37374,0,882
Anthony Knockaert,MID,Fulham,177,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-10,2371,0,10
Anthony Mancini,MID,Burnley,612,261,1,0,True,2021-03-06T12:30:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,75,615,149,74
Anthony Martial,FWD,Man Utd,303,264,12,5,False,2021-03-07T16:30:00Z,0,2,27,87,0,1,1,0,0,0,0,0,0,0,0,6,11.4,11.8,70.0,9.3,87,-35950,308156,977,36927
Antonee Robinson,DEF,Fulham,484,263,11,1,False,2021-03-07T14:00:00Z,0,1,27,7,0,0,0,0,0,0,0,0,0,0,0,4,5.0,0.0,0.0,0.5,44,-696,17150,288,984
