name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,159,20,5,True,2021-01-02T17:30:00Z,3,3,17,45,1,0,0,3,0,0,0,0,0,0,0,27,37.0,0.0,50.0,8.7,52,-1081,28722,717,1798
Aaron Cresswell,DEF,West Ham,435,163,7,11,False,2021-01-01T17:30:00Z,0,1,17,90,0,1,1,0,0,0,0,0,0,0,2,33,6.4,7.1,12.0,2.6,53,26545,997919,67591,41046
Aaron Mooy,MID,Brighton,60,159,20,0,True,2021-01-02T17:30:00Z,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3,881,10,13
Aaron Ramsdale,GK,Sheffield Utd,483,162,6,1,False,2021-01-02T15:00:00Z,2,0,17,90,0,0,0,2,0,0,0,0,0,2,0,13,15.8,0.0,0.0,1.6,47,-4674,156955,2030,6704
Aaron Wan-Bissaka,DEF,Man Utd,313,164,2,6,True,2021-01-01T20:00:00Z,2,1,17,90,0,1,0,1,0,0,0,0,0,0,1,31,43.8,26.2,2.0,7.2,53,11330,557599,27750,16420
Abdoulaye Doucouré,MID,Everton,512,163,19,2,True,2021-01-01T17:30:00Z,0,1,17,90,0,0,0,1,0,0,0,0,0,0,0,16,10.8,11.6,11.0,3.3,53,-532,77942,3133,3665
Adama Traoré,MID,Wolves,465,159,3,5,False,2021-01-02T17:30:00Z,3,3,17,90,0,1,0,3,0,0,0,0,0,0,0,28,22.0,30.2,6.0,5.8,61,-5092,429615,4446,9538
Adam Forshaw,MID,Leeds,199,167,17,0,False,2021-01-02T12:30:00Z,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3,581,7,10
Adam Lallana,MID,Brighton,54,159,20,1,True,2021-01-02T17:30:00Z,3,3,17,21,0,0,0,0,0,0,0,0,0,0,0,5,5.2,0.6,0.0,0.6,62,-794,22915,30,824
Adam Webster,DEF,Brighton,66,159,20,1,True,2021-01-02T17:30:00Z,3,3,17,90,0,0,0,3,0,0,0,0,0,0,0,19,27.6,12.7,9.0,4.9,44,-2435,126359,3959,6394
Adrien Silva,MID,Leicester,220,165,14,0,False,2021-01-03T14:15:00Z,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-262,18731,7,269
Adrián Bernabé,MID,Man City,537,161,5,0,False,2021-01-03T16:30:00Z,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-12,941,28,40
Adrián San Miguel del Castillo,GK,Liverpool,245,166,16,0,False,2021-01-04T20:00:00Z,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-949,29136,300,1249
Ahmed El-Sayed Hegazy,DEF,West Brom,414,168,1,0,True,2021-01-02T20:00:00Z,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-312,11726,66,378
Ahmed El Mohamady,DEF,Aston Villa,29,164,13,0,False,2021-01-01T20:00:00Z,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1063,28245,1357,2420
Ainsley Maitland-Niles,DEF,Arsenal,15,168,18,1,False,2021-01-02T20:00:00Z,0,4,17,36,0,0,0,0,0,0,0,0,0,0,0,6,5.6,0.7,0.0,0.6,46,-1103,62749,1192,2295
Albian Ajeti,FWD,West Ham,447,163,7,0,False,2021-01-01T17:30:00Z,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,8,542,29,21
Alex Nicolao Telles,DEF,Man Utd,568,164,2,0,True,2021-01-01T20:00:00Z,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-9133,87725,3627,12760
Alexandre Lacazette,FWD,Arsenal,6,168,18,12,False,2021-01-02T20:00:00Z,0,4,17,90,2,0,1,0,0,0,0,0,0,0,2,53,87.6,32.3,95.0,21.5,82,44034,256906,52898,8864
Alexis Mac Allister,MID,Brighton,80,159,20,0,True,2021-01-02T17:30:00Z,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-32,2854,29,61
