name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,299,7,0,True,2021-04-12T19:15:00Z,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-423,22456,32,455
Aaron Cresswell,DEF,West Ham,435,308,9,0,True,2021-04-11T13:05:00Z,3,2,31,52,0,0,0,0,0,0,0,1,0,0,0,1,1.6,1.5,0.0,0.3,59,-19994,2314484,41030,61024
Aaron Mooy,MID,Brighton,60,299,7,0,True,2021-04-12T19:15:00Z,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2,827,0,2
Aaron Ramsdale,GK,Sheffield Utd,483,305,1,1,True,2021-04-11T18:00:00Z,0,3,31,90,0,0,0,3,0,0,0,0,0,2,0,13,17.4,0.0,0.0,1.7,46,-425,137544,1876,2301
Aaron Wan-Bissaka,DEF,Man Utd,313,306,17,2,False,2021-04-11T15:30:00Z,1,3,31,90,0,0,0,1,0,0,0,0,0,0,0,19,39.0,17.3,21.0,7.7,57,-17805,1364384,20221,38026
Abdoulaye Doucouré,MID,Everton,512,299,3,0,False,2021-04-12T19:15:00Z,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-1490,52282,16,1506
Aboubakar Kamara,MID,Fulham,190,302,20,0,True,2021-04-09T19:00:00Z,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-10,3119,0,10
Adama Traoré,MID,Wolves,465,302,8,8,False,2021-04-09T19:00:00Z,0,1,31,90,1,0,1,0,0,0,0,0,0,0,0,19,32.0,2.9,20.0,5.5,60,5551,398361,7644,2093
Adam Forshaw,MID,Leeds,199,304,12,0,False,2021-04-10T11:30:00Z,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-5,632,18,23
Adam Lallana,MID,Brighton,54,299,7,3,True,2021-04-12T19:15:00Z,0,0,31,90,0,0,1,0,0,0,0,0,0,0,0,19,17.4,33.9,51.0,10.2,62,-3534,31708,428,3962
