name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,369,1,1,False,2021-05-23T15:00:00Z,2,0,38,45,0,0,0,2,0,0,0,0,0,0,0,3,1.2,10.8,10.0,2.2,52,135,22182,425,290
Aaron Cresswell,DEF,West Ham,435,377,16,6,True,2021-05-23T15:00:00Z,3,0,38,90,0,0,1,0,0,0,0,0,0,0,0,29,22.0,25.8,0.0,4.8,57,90828,1504350,107894,17066
Aaron Mooy,MID,Brighton,60,369,1,0,False,2021-05-23T15:00:00Z,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2,823,0,2
Aaron Ramsdale,GK,Sheffield Utd,483,376,4,9,True,2021-05-23T15:00:00Z,1,0,38,90,0,0,1,0,0,0,0,0,0,3,2,30,22.0,10.0,0.0,3.2,46,13618,162985,17381,3763
Aaron Wan-Bissaka,DEF,Man Utd,313,378,20,0,False,2021-05-23T15:00:00Z,1,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-14465,1550550,34978,49443
Abdoulaye Doucouré,MID,Everton,512,375,12,1,False,2021-05-23T15:00:00Z,5,0,38,56,0,0,0,3,0,0,0,0,0,0,0,7,6.8,11.5,0.0,1.8,51,-173,50749,191,364
Aboubakar Kamara,MID,Fulham,190,371,14,0,True,2021-05-23T15:00:00Z,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-8,3067,0,8
Adama Traoré,MID,Wolves,465,378,13,1,True,2021-05-23T15:00:00Z,1,2,38,26,0,0,0,1,0,0,0,0,0,0,0,4,4.2,14.6,26.0,4.5,60,-6753,436026,3707,10460
Adam Forshaw,MID,Leeds,199,372,18,0,True,2021-05-23T15:00:00Z,3,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,17,643,37,20
Adam Lallana,MID,Brighton,54,369,1,1,False,2021-05-23T15:00:00Z,2,0,38,45,0,0,0,2,0,0,0,0,0,0,0,9,5.8,1.8,2.0,1.0,62,-48,25321,318,366
Adam Webster,DEF,Brighton,66,369,1,1,False,2021-05-23T15:00:00Z,2,0,38,90,0,0,0,2,0,0,0,0,0,0,0,14,16.4,1.3,0.0,1.8,43,1049,79381,2914,1865
Ademipo Odubeko,FWD,West Ham,638,377,16,0,True,2021-05-23T15:00:00Z,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,20,3807,209,189
