name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW
James Bree,DEF,Aston Villa,43,259,20,0,True,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,484,0,0,27
James Garner,MID,Man Utd,317,264,12,0,False,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-16,3123,0,16,27
James Justin,DEF,Leicester,239,260,3,0,False,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-93321,708860,424,93745,27
James Maddison,MID,Leicester,231,260,3,0,False,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,72,-327472,570292,8583,336055,27
James McArthur,MID,Crystal Palace,130,266,17,0,False,2021-03-07T19:15:00Z,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-124,7150,17,141,27
James McCarthy,MID,Crystal Palace,131,266,17,0,False,2021-03-07T19:15:00Z,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-572,63085,542,1114,27
James Milner,MID,Liverpool,241,263,8,2,True,2021-03-07T14:00:00Z,0,1,27,75,0,0,0,1,0,0,0,0,0,0,0,10,5.2,8.3,4.0,1.8,53,12,8626,95,83,27
James Rodríguez,MID,Everton,508,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,77,-88779,749202,10819,99598,27
James Tarkowski,DEF,Burnley,81,261,1,2,True,2021-03-06T12:30:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,15,23.0,0.9,0.0,2.4,53,-11085,227761,2900,13985,27
James Tomkins,DEF,Crystal Palace,129,266,17,0,False,2021-03-07T19:15:00Z,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-70,2241,19,89,27
James Trafford,GK,Man City,595,264,13,0,True,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-339,6512,43,382,27
James Trafford,GK,Man City,595,325,16,0,True,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-339,6512,43,382,27
James Ward-Prowse,MID,Southampton,370,265,15,11,False,2021-03-06T15:00:00Z,0,2,27,90,1,0,1,0,0,0,0,0,0,0,3,36,40.8,1.8,17.0,6.0,59,137739,728610,161653,23914,27
James Ward-Prowse,MID,Southampton,370,325,12,7,False,2021-03-10T18:00:00Z,5,2,27,90,1,0,0,5,0,0,0,0,0,0,0,35,50.4,33.8,32.0,11.6,59,137739,728610,161653,23914,27
Jamie Shackleton,MID,Leeds,210,268,19,0,False,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-39,2142,8,47,27
Jamie Vardy,FWD,Leicester,224,260,3,2,False,2021-03-06T20:00:00Z,1,2,27,90,0,0,0,1,0,0,0,0,0,0,0,7,5.0,15.1,7.0,2.7,102,-32641,1636044,59552,92193,27
Jannik Vestergaard,DEF,Southampton,369,265,15,5,False,2021-03-06T15:00:00Z,0,2,27,90,0,0,1,0,0,0,0,1,0,0,0,23,16.4,0.2,4.0,2.1,47,34798,281133,40821,6023,27
Jannik Vestergaard,DEF,Southampton,369,325,12,3,False,2021-03-10T18:00:00Z,5,2,27,90,0,1,0,5,0,0,0,0,0,0,0,25,23.8,0.6,19.0,4.3,47,34798,281133,40821,6023,27
Jan Bednarek,DEF,Southampton,376,265,15,6,False,2021-03-06T15:00:00Z,0,2,27,90,0,0,1,0,0,0,0,0,0,0,0,23,26.8,0.4,0.0,2.7,49,2116,543034,24585,22469,27
Jan Bednarek,DEF,Southampton,376,325,12,0,False,2021-03-10T18:00:00Z,5,2,27,90,0,0,0,5,0,0,0,0,0,0,0,17,22.0,0.9,0.0,2.3,49,2116,543034,24585,22469,27
Japhet Tanganga,DEF,Spurs,402,266,6,0,True,2021-03-07T19:15:00Z,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-136,4124,54,190,27
Jarrad Branthwaite,DEF,Everton,170,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-1509,94595,0,1509,27
Jarrod Bowen,MID,West Ham,445,268,10,1,True,2021-03-08T20:00:00Z,2,0,27,17,0,0,0,0,0,0,0,0,0,0,0,4,6.4,0.1,7.0,1.4,60,-2666,129995,2784,5450,27
Jason Steele,GK,Brighton,528,260,9,0,True,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,6040,54457,7121,1081,27
Javier Manquillo,DEF,Newcastle,332,267,18,0,False,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-266,14041,96,362,27
Jay-Roy Grot,MID,Leeds,207,268,19,0,False,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-9,1396,0,9,27
Jayden Bogle,DEF,Sheffield Utd,510,265,16,0,True,2021-03-06T15:00:00Z,0,2,27,90,0,0,0,2,0,0,0,1,0,0,0,-1,0.8,1.8,8.0,1.1,43,-1046,7945,31,1077,27
Jayson Molumby,MID,Brighton,550,260,9,0,True,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-16,869,0,16,27
Jay Rodriguez,FWD,Burnley,86,261,1,1,True,2021-03-06T12:30:00Z,1,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,6.0,0.8,58,-3407,42763,3213,6620,27
Jean Michaël Seri,MID,Fulham,189,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-4,2211,0,4,27
Jean-Philippe Gbamin,MID,Everton,161,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-8,257,15,23,27
Jean-Philippe Mateta,FWD,Crystal Palace,641,266,17,1,False,2021-03-07T19:15:00Z,4,1,27,16,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,4.0,0.2,58,-2368,6645,512,2880,27
Jed Steer,GK,Aston Villa,32,259,20,0,True,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,5478,363991,12407,6929,27
Jeffrey Schlupp,MID,Crystal Palace,142,266,17,1,False,2021-03-07T19:15:00Z,4,1,27,25,0,0,0,1,0,0,0,0,0,0,0,6,7.2,10.8,2.0,2.0,53,4,4477,39,35,27
Jeff Hendrick,MID,Newcastle,485,267,18,1,False,2021-03-07T12:00:00Z,0,0,27,56,0,0,0,0,0,0,0,0,0,0,0,1,6.6,12.0,2.0,2.1,45,-679,103556,804,1483,27
Jensen Weir,MID,Brighton,633,260,9,0,True,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,4,321,54,50,27
Jesse Lingard,MID,West Ham,301,268,10,5,True,2021-03-08T20:00:00Z,2,0,27,86,1,0,1,0,0,0,1,1,0,0,0,11,39.6,24.6,56.0,12.0,60,443156,711809,455281,12125,27
Jimmy Dunne,DEF,Burnley,519,261,1,0,True,2021-03-06T12:30:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,3936,366222,14207,10271,27
Joachim Andersen,DEF,Fulham,571,263,11,7,False,2021-03-07T14:00:00Z,0,1,27,90,0,0,1,0,0,0,0,0,0,0,1,29,23.8,10.2,0.0,3.4,45,4477,17319,6123,1646,27
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,340,267,18,2,False,2021-03-07T12:00:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,7,7.6,3.0,62.0,7.3,57,1509,27558,2833,1324,27
Joel Matip,DEF,Liverpool,246,263,8,0,True,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-476,31197,35,511,27
Joel Mumbongo,FWD,Burnley,613,261,1,0,True,2021-03-06T12:30:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-83,3119,280,363,27
Joel Ward,DEF,Crystal Palace,134,266,17,0,False,2021-03-07T19:15:00Z,4,1,27,90,0,0,0,4,0,0,0,0,0,0,0,12,14.8,2.0,0.0,1.7,43,1174,52995,1881,707,27
Joe Bryan,DEF,Fulham,182,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-205,23422,81,286,27
Joe Gelhardt,FWD,Leeds,667,268,19,0,False,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,8,896,189,181,27
Joe Hart,GK,Spurs,482,266,6,0,True,2021-03-07T19:15:00Z,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-240,45855,234,474,27
Joe Rodon,DEF,Spurs,584,266,6,0,True,2021-03-07T19:15:00Z,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-92,2695,49,141,27
Johann Berg Gudmundsson,MID,Burnley,90,261,1,2,True,2021-03-06T12:30:00Z,1,1,27,67,0,0,0,1,0,0,0,0,0,0,0,11,9.8,2.2,0.0,1.2,54,-251,3448,65,316,27
John Egan,DEF,Sheffield Utd,353,265,16,0,True,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-2475,137759,52,2527,27
John Fleck,MID,Sheffield Utd,346,265,16,1,True,2021-03-06T15:00:00Z,0,2,27,90,0,0,0,2,0,0,0,1,0,0,0,15,16.8,35.3,8.0,6.0,56,618,10081,1035,417,27
John Lundstram,MID,Sheffield Utd,355,265,16,2,True,2021-03-06T15:00:00Z,0,2,27,90,0,0,0,2,0,0,0,0,0,0,0,17,18.2,18.3,1.0,3.8,49,70,110816,956,886,27
John McGinn,MID,Aston Villa,38,259,20,3,True,2021-03-06T17:30:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,16,14.0,23.1,2.0,3.9,55,-371,75478,2160,2531,27
John Ruddy,GK,Wolves,453,259,2,0,False,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-67,18455,102,169,27
John Stones,DEF,Man City,273,264,13,1,True,2021-03-07T16:30:00Z,0,2,27,90,0,0,0,2,0,0,0,0,0,0,0,15,21.0,3.3,22.0,4.6,52,74287,1963877,124797,50510,27
John Stones,DEF,Man City,273,325,16,0,True,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,74287,1963877,124797,50510,27
Jonas Lössl,GK,Everton,151,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-99,7769,0,99,27
Jonathan Castro Otto,DEF,Wolves,462,259,2,7,False,2021-03-06T17:30:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,1,23,8.2,2.3,0.0,1.1,54,-2,3417,288,290,27
Jonathan Leko,MID,West Brom,420,267,14,0,True,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-8,1657,0,8,27
Jonjoe Kenny,DEF,Everton,160,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-93,6752,0,93,27
Jonjo Shelvey,MID,Newcastle,321,267,18,3,False,2021-03-07T12:00:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,14,28.0,11.4,17.0,5.6,53,450,11006,797,347,27
Jonny Evans,DEF,Leicester,219,260,3,0,False,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-19832,79975,3117,22949,27
Jordan Ayew,FWD,Crystal Palace,140,266,17,1,False,2021-03-07T19:15:00Z,4,1,27,90,0,0,0,4,0,0,0,1,0,0,0,-1,6.0,1.3,2.0,0.9,56,-4305,135398,2737,7042,27
Jordan Henderson,MID,Liverpool,244,263,8,0,True,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-3868,78322,37,3905,27
Jordan Hugill,FWD,West Ham,444,268,10,0,True,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-3,484,0,3,27
Jordan Pickford,GK,Everton,157,262,5,3,False,2021-03-08T18:00:00Z,2,0,27,90,0,0,0,2,0,0,0,0,0,8,0,20,54.6,0.0,0.0,5.5,48,-2216,420674,6772,8988,27
Jordan Stevens,MID,Leeds,212,268,19,0,False,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-209,30182,0,209,27
Jorge Luiz Frello Filho,MID,Chelsea,105,262,7,10,True,2021-03-08T18:00:00Z,2,0,27,90,1,0,1,0,0,0,0,0,0,0,2,29,47.4,18.3,19.0,8.5,47,-5468,351816,12371,17839,27
Joseph Gomez,DEF,Liverpool,260,263,8,0,True,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-467,85425,37,504,27
Joseph Willock,MID,Newcastle,20,267,18,3,False,2021-03-07T12:00:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,7,14.0,10.7,23.0,4.8,47,2506,11316,3182,676,27
Joshua King,FWD,Everton,651,262,5,1,False,2021-03-08T18:00:00Z,2,0,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.1,54,-1259,9274,576,1835,27
Josh Benson,MID,Burnley,535,261,1,0,True,2021-03-06T12:30:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-8,1811,49,57,27
Josh Brownhill,MID,Burnley,98,261,1,2,True,2021-03-06T12:30:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,11,3.8,1.6,4.0,0.9,49,117,3465,223,106,27
Josh Maja,FWD,Fulham,665,263,11,2,False,2021-03-07T14:00:00Z,0,1,27,66,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.2,59.0,6.0,55,-8410,99917,9690,18100,27
Josh Onomah,MID,Fulham,188,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,50,3044,91,41,27
Josh Sims,MID,Southampton,374,265,15,0,False,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-62,6676,0,62,27
Josh Sims,MID,Southampton,374,325,12,0,False,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-62,6676,0,62,27
José Diogo Dalot Teixeira,DEF,Man Utd,314,264,12,0,False,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-10,2158,0,10,27
José Ignacio Peleteiro Romallo,MID,Aston Villa,34,259,20,0,True,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-6,3223,0,6,27
José Izquierdo,MID,Brighton,72,260,9,0,True,2021-03-06T20:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-4,466,22,26,27
João Filipe Iria Santos Moutinho,MID,Wolves,454,259,2,3,False,2021-03-06T17:30:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,18,19.6,37.5,0.0,5.7,52,251,69708,1049,798,27
João Pedro Cavaco Cancelo,DEF,Man City,277,264,13,1,True,2021-03-07T16:30:00Z,0,2,27,64,0,0,0,2,0,0,0,0,0,0,0,9,5.0,13.4,10.0,2.8,62,-136016,2016907,31444,167460,27
João Pedro Cavaco Cancelo,DEF,Man City,277,325,16,0,True,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-136016,2016907,31444,167460,27
João Virgínia,GK,Everton,167,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-18,5598,40,58,27
Joël Veltman,DEF,Brighton,67,260,9,1,True,2021-03-06T20:00:00Z,1,2,27,90,0,0,0,2,0,0,0,0,0,0,0,3,6.8,1.7,6.0,1.5,43,7861,85005,14185,6324,27
Juan Foyth,DEF,Spurs,406,266,6,0,True,2021-03-07T19:15:00Z,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-26,4326,0,26,27
Juan Mata,MID,Man Utd,290,264,12,0,False,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-235,10270,20,255,27
Kaine Hayden,MID,Aston Villa,671,259,20,0,True,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,17,103,40,23,27
Kai Havertz,MID,Chelsea,500,262,7,9,True,2021-03-08T18:00:00Z,2,0,27,90,0,2,1,0,0,0,0,0,0,0,0,27,0.2,6.3,28.0,3.5,82,-1020,193889,758,1778,27
Kalvin Phillips,MID,Leeds,204,268,19,1,False,2021-03-08T20:00:00Z,2,0,27,90,0,0,0,2,0,0,0,1,0,0,0,8,12.0,15.8,1.0,2.9,49,-1089,72096,33,1122,27
Kamil Grosicki,MID,West Brom,410,267,14,0,True,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-21,2353,11,32,27
Kamil Miazek,GK,Leeds,208,268,19,0,False,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-663,68111,0,663,27
Karlan Grant,FWD,West Brom,582,267,14,1,True,2021-03-07T12:00:00Z,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.0,0.0,0.1,57,-180,2709,137,317,27
Karlo Ziger,GK,Chelsea,593,262,7,0,True,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1039,55398,189,1228,27
Karl Darlow,GK,Newcastle,325,267,18,0,False,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-5225,126099,1868,7093,27
Kasper Schmeichel,GK,Leicester,217,260,3,2,False,2021-03-06T20:00:00Z,1,2,27,90,0,0,0,1,0,0,0,0,0,1,0,14,15.4,0.0,0.0,1.5,55,-2919,823708,14065,16984,27
Kayne Ramsay,DEF,Southampton,598,265,15,0,False,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,39,6783,305,266,27
Kayne Ramsay,DEF,Southampton,598,325,12,0,False,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,39,6783,305,266,27
Kean Bryan,DEF,Sheffield Utd,603,265,16,1,True,2021-03-06T15:00:00Z,0,2,27,90,0,0,0,2,0,0,0,0,0,0,0,14,20.8,1.3,6.0,2.8,39,5916,34604,7669,1753,27
Keinan Davis,FWD,Aston Villa,50,259,20,1,True,2021-03-06T17:30:00Z,0,0,27,12,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0.1,0.0,0.3,43,1798,659006,23205,21407,27
Kelechi Iheanacho,FWD,Leicester,233,260,3,9,False,2021-03-06T20:00:00Z,1,2,27,90,1,0,0,1,0,0,0,0,0,0,3,31,35.8,15.3,25.0,7.6,56,8538,34083,9907,1369,27
Kelland Watts,DEF,Newcastle,342,267,18,0,False,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-132,12706,0,132,27
Kenneth Zohore,FWD,West Brom,416,267,14,0,True,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-18,2431,0,18,27
Kenny Tete,DEF,Fulham,517,263,11,5,False,2021-03-07T14:00:00Z,0,1,27,90,0,0,1,0,0,0,0,1,0,0,0,19,16.2,28.8,2.0,4.7,43,-247,15201,781,1028,27
Kepa Arrizabalaga,GK,Chelsea,112,262,7,0,True,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-612,45351,182,794,27
Kevin De Bruyne,MID,Man City,272,264,13,2,True,2021-03-07T16:30:00Z,0,2,27,90,0,0,0,2,0,0,0,0,0,0,0,22,26.8,101.4,52.0,18.0,118,346002,1345202,359655,13653,27
Kevin De Bruyne,MID,Man City,272,325,16,14,True,2021-03-10T18:00:00Z,5,2,27,71,2,0,0,2,0,0,0,0,0,0,2,45,72.6,17.7,73.0,16.3,118,346002,1345202,359655,13653,27
Kevin Long,DEF,Burnley,85,261,1,0,True,2021-03-06T12:30:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-90,12695,115,205,27
Kevin McDonald,MID,Fulham,172,263,11,0,False,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-3,1556,0,3,27
Kgaogelo Chauke,MID,Southampton,624,265,15,0,False,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,51,529,114,63,27
Kgaogelo Chauke,MID,Southampton,624,325,12,0,False,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,51,529,114,63,27
Ki-Jana Hoever,DEF,Wolves,545,259,2,0,False,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-9,3676,65,74,27
Kieran Gibbs,DEF,West Brom,407,267,14,0,True,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-276,12439,41,317,27
Kieran Tierney,DEF,Arsenal,17,261,4,2,False,2021-03-06T12:30:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,15,8.4,19.1,4.0,3.2,52,34527,373950,39292,4765,27
Konstantinos Tsimikas,DEF,Liverpool,242,263,8,0,True,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-27,2988,39,66,27
Kortney Hause,DEF,Aston Villa,39,259,20,0,True,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-653,12505,21,674,27
Kurt Zouma,DEF,Chelsea,110,262,7,6,True,2021-03-08T18:00:00Z,2,0,27,90,0,0,1,0,0,0,0,0,0,0,0,25,17.4,1.3,17.0,3.6,54,-26687,669235,1791,28478,27
Kyle Bartley,DEF,West Brom,412,267,14,6,True,2021-03-07T12:00:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,26,18.4,10.6,44.0,7.3,44,14146,29761,16992,2846,27
Kyle Edwards,MID,West Brom,421,267,14,0,True,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-36,1843,22,58,27
Kyle John,DEF,Everton,679,262,5,0,False,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,60,139,70,10,27
Kyle Walker-Peters,DEF,Southampton,375,265,15,7,False,2021-03-06T15:00:00Z,0,2,27,90,0,0,1,0,0,0,0,0,0,0,1,27,13.2,15.2,8.0,3.6,47,-15655,332950,1102,16757,27
Kyle Walker-Peters,DEF,Southampton,375,325,12,0,False,2021-03-10T18:00:00Z,5,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-15655,332950,1102,16757,27
Kyle Walker,DEF,Man City,270,264,13,1,True,2021-03-07T16:30:00Z,0,2,27,25,0,0,0,0,0,0,0,0,0,0,0,8,2.0,2.8,2.0,0.7,61,-3385,404905,2757,6142,27
Kyle Walker,DEF,Man City,270,325,16,1,True,2021-03-10T18:00:00Z,5,2,27,90,0,0,0,2,0,0,0,0,0,0,0,14,22.0,16.2,0.0,3.8,61,-3385,404905,2757,6142,27
Kyron Gordon,DEF,Sheffield Utd,646,265,16,0,True,2021-03-06T15:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2,1121,127,125,27
Leander Dendoncker,MID,Wolves,464,259,2,3,False,2021-03-06T17:30:00Z,0,0,27,90,0,0,1,0,0,0,0,0,0,0,0,15,21.8,10.7,4.0,3.7,46,144,40175,1179,1035,27
Leandro Trossard,MID,Brighton,69,260,9,2,True,2021-03-06T20:00:00Z,1,2,27,90,0,0,0,2,0,0,0,0,0,0,0,3,8.8,9.0,2.0,2.0,57,1728,55410,5210,3482,27
Lee Grant,GK,Man Utd,604,264,12,0,False,2021-03-07T16:30:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-50,4810,146,196,27
Lee Peltier,DEF,West Brom,600,267,14,0,True,2021-03-07T12:00:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-68,5140,163,231,27
Leif Davis,DEF,Leeds,214,268,19,0,False,2021-03-08T20:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-414,86323,1028,1442,27
Leighton Clarkson,MID,Liverpool,601,263,8,0,True,2021-03-07T14:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,4,485,19,15,27
