name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,277,16,0,False,2021-03-14T12:00:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-858,23279,94,952
Aaron Cresswell,DEF,West Ham,435,275,13,2,False,2021-03-14T19:15:00Z,1,0,28,90,0,0,0,1,0,0,0,0,0,0,0,14,17.2,2.0,0.0,1.9,58,84034,2124645,113181,29147
Aaron Mooy,MID,Brighton,60,277,16,0,False,2021-03-14T12:00:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,834,0,0
Aaron Ramsdale,GK,Sheffield Utd,483,274,9,1,False,2021-03-14T14:00:00Z,5,0,28,90,0,0,0,5,0,0,0,0,0,5,0,18,41.8,0.0,0.0,4.2,46,-2333,140153,735,3068
Aaron Wan-Bissaka,DEF,Man Utd,313,275,19,5,True,2021-03-14T19:15:00Z,1,0,28,90,0,0,1,0,0,0,0,1,0,0,0,28,17.2,29.0,4.0,5.0,57,33738,1427406,64850,31112
Abdoulaye Doucouré,MID,Everton,512,271,4,0,True,2021-03-13T17:30:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-8591,61556,630,9221
Aboubakar Kamara,MID,Fulham,190,272,12,0,True,2021-03-13T20:00:00Z,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-17,3152,0,17
Adama Traoré,MID,Wolves,465,278,11,2,True,2021-03-15T20:00:00Z,0,1,28,90,0,0,0,1,0,0,0,0,0,0,0,10,15.2,32.3,17.0,6.5,60,-1982,394748,2350,4332
Adam Forshaw,MID,Leeds,199,273,5,0,True,2021-03-13T12:30:00Z,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,52,676,99,47
Adam Lallana,MID,Brighton,54,277,16,2,False,2021-03-14T12:00:00Z,1,2,28,90,0,0,0,1,0,0,0,0,0,0,0,16,19.0,3.8,0.0,2.3,62,5009,27011,5603,594
Adam Webster,DEF,Brighton,66,277,16,0,False,2021-03-14T12:00:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-4292,76148,149,4441
Ademipo Odubeko,FWD,West Ham,638,275,13,0,False,2021-03-14T19:15:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,33,3292,340,307
Ademola Lookman,MID,Fulham,557,272,12,2,True,2021-03-13T20:00:00Z,0,3,28,90,0,0,0,3,0,0,0,0,0,0,0,6,2.0,2.7,2.0,0.7,50,7381,193354,21949,14568
Adrien Silva,MID,Leicester,220,274,15,0,True,2021-03-14T14:00:00Z,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-78,16698,0,78
Adrián Bernabé,MID,Man City,537,272,8,0,False,2021-03-13T20:00:00Z,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-12,992,12,24
Adrián San Miguel del Castillo,GK,Liverpool,245,278,20,0,False,2021-03-15T20:00:00Z,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,158,29341,920,762
Ahmed El-Sayed Hegazy,DEF,West Brom,414,270,6,0,False,2021-03-13T15:00:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-64,9946,0,64
Ahmed El Mohamady,DEF,Aston Villa,29,276,14,2,False,2021-03-12T20:00:00Z,1,1,28,90,0,0,0,1,0,0,0,0,0,0,0,14,21.6,12.3,0.0,3.4,43,3399,38332,5470,2071
Ainsley Maitland-Niles,DEF,West Brom,15,270,6,2,False,2021-03-13T15:00:00Z,1,0,28,90,0,0,0,1,0,0,0,0,0,0,0,12,17.8,7.0,12.0,3.7,46,139,76728,2935,2796
Albian Ajeti,FWD,West Ham,447,275,13,0,False,2021-03-14T19:15:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,510,0,0
Aleksandar Mitrović,FWD,Fulham,184,272,12,1,True,2021-03-13T20:00:00Z,0,3,28,27,0,0,0,0,0,0,0,0,0,0,0,7,2.2,15.0,20.0,3.7,55,-2102,268639,1296,3398
Alex Nicolao Telles,DEF,Man Utd,568,275,19,0,True,2021-03-14T19:15:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1046,43910,142,1188
Alexandre Jankewitz,MID,Southampton,643,277,3,0,True,2021-03-14T12:00:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,28,504,90,62
Alexandre Lacazette,FWD,Arsenal,6,269,17,8,True,2021-03-14T16:30:00Z,2,1,28,87,1,0,0,1,0,0,0,0,0,0,2,29,35.6,2.7,76.0,11.4,81,-21394,321193,12198,33592
Alexis Mac Allister,MID,Brighton,80,277,16,0,False,2021-03-14T12:00:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,36,3290,170,134
Alex Iwobi,MID,Everton,159,271,4,2,True,2021-03-13T17:30:00Z,1,2,28,90,0,0,0,2,0,0,0,0,0,0,0,14,12.6,29.0,20.0,6.2,59,-18,17366,549,567
Alex McCarthy,GK,Southampton,363,277,3,0,True,2021-03-14T12:00:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-50259,1150781,4038,54297
Alex Oxlade-Chamberlain,MID,Liverpool,248,278,20,1,False,2021-03-15T20:00:00Z,0,1,28,8,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,4.0,0.4,63,-59,3823,69,128
Alfie Devine,MID,Spurs,650,269,1,0,False,2021-03-14T16:30:00Z,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,96,683,190,94
Alfie Mawson,DEF,Fulham,185,272,12,0,True,2021-03-13T20:00:00Z,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1,581,0,1
Alireza Jahanbakhsh,MID,Brighton,71,277,16,0,False,2021-03-14T12:00:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,8,2559,30,22
Alisson Ramses Becker,GK,Liverpool,252,278,20,9,False,2021-03-15T20:00:00Z,0,1,28,90,0,0,1,0,0,0,0,0,0,5,2,34,37.0,0.0,0.0,3.7,59,-7359,476214,1385,8744
Allan Marques Loureiro,MID,Everton,502,271,4,2,True,2021-03-13T17:30:00Z,1,2,28,90,0,0,0,2,0,0,0,0,0,0,0,14,10.4,6.3,0.0,1.7,52,84,49329,303,219
Allan Saint-Maximin,MID,Newcastle,338,276,2,0,True,2021-03-12T20:00:00Z,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-5485,185864,160,5645
Allan Tchaptchet,DEF,Southampton,635,277,3,0,True,2021-03-14T12:00:00Z,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-7,1202,80,87
Alphonse Areola,GK,Fulham,516,272,12,2,True,2021-03-13T20:00:00Z,0,3,28,90,0,0,0,3,0,0,0,0,0,4,0,16,34.6,0.0,0.0,3.5,45,18111,404090,25820,7709
Amad Diallo,MID,Man Utd,640,275,19,0,True,2021-03-14T19:15:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,1144,2122,1265,121
Andi Zeqiri,FWD,Brighton,574,277,16,1,False,2021-03-14T12:00:00Z,1,2,28,45,0,0,0,0,0,0,0,0,0,0,0,3,9.2,1.3,17.0,2.8,50,-109,6704,425,534
Andreas Christensen,DEF,Chelsea,116,273,10,7,False,2021-03-13T12:30:00Z,0,0,28,90,0,0,1,0,0,0,0,0,0,0,1,33,20.8,11.0,0.0,3.2,47,26191,59423,28140,1949
Andreas Pereira,MID,Man Utd,304,275,19,0,True,2021-03-14T19:15:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3,2434,0,3
Andreas Söndergaard,GK,Wolves,617,278,11,0,True,2021-03-15T20:00:00Z,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-361,21638,309,670
