name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,149,1,0,True,2020-12-29T18:00:00Z,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-1854,29667,255,2109
Aaron Cresswell,DEF,West Ham,435,156,16,6,False,2020-12-29T18:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,22,8.6,9.3,2.0,2.0,53,15432,967983,49964,34532
Aaron Mooy,MID,Brighton,60,149,1,0,True,2020-12-29T18:00:00Z,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3,884,6,9
Aaron Ramsdale,GK,Sheffield Utd,483,150,4,2,False,2020-12-29T18:00:00Z,1,0,16,90,0,0,0,1,0,0,0,0,0,2,0,12,17.2,0.0,0.0,1.7,47,-4880,161426,2134,7014
Aaron Wan-Bissaka,DEF,Man Utd,313,154,20,6,True,2020-12-29T20:00:00Z,1,0,16,90,0,0,1,0,0,0,0,0,0,0,0,24,10.4,6.0,0.0,1.6,54,-44196,542510,648,44844
Adama Traoré,MID,Wolves,465,154,13,2,False,2020-12-29T20:00:00Z,1,0,16,90,0,0,0,1,0,0,0,0,0,0,0,6,7.0,23.1,24.0,5.4,61,-6085,433719,1948,8033
Adam Forshaw,MID,Leeds,199,158,18,0,False,2020-12-29T18:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-2,582,8,10
Adam Lallana,MID,Brighton,54,149,1,0,True,2020-12-29T18:00:00Z,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-691,23684,139,830
Adam Webster,DEF,Brighton,66,149,1,2,True,2020-12-29T18:00:00Z,0,1,16,90,0,0,0,1,0,0,0,0,0,0,0,15,15.6,2.5,2.0,2.0,44,-4201,128464,2253,6454
Adrien Silva,MID,Leicester,220,152,6,0,False,2020-12-28T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-242,18971,9,251
Adrián San Miguel del Castillo,GK,Liverpool,245,155,14,0,False,2020-12-30T20:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-480,29979,418,898
Ahmed El-Sayed Hegazy,DEF,West Brom,414,158,10,0,True,2020-12-29T18:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-314,12038,44,358
Ahmed El Mohamady,DEF,Aston Villa,29,151,5,0,False,2020-12-28T17:30:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,285,29244,2059,1774
Ainsley Maitland-Niles,DEF,Arsenal,15,149,3,1,False,2020-12-29T18:00:00Z,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-825,63665,1116,1941
