season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2018/19,101105,50,48,52,2344,0,1,5,54,1,0,0,5,0,0,4,397,469.2,385.4,226.0,108.1
2020/21,101105,50,45,27,663,1,1,0,17,0,0,0,2,0,0,2,132,143.0,100.3,85.0,32.8
