season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2019/20,47247,50,47,101,2515,5,2,8,30,0,0,0,8,0,0,13,464,527.4,648.8,419.0,159.6
2020/21,47247,60,56,70,2573,0,3,5,47,0,0,0,4,0,0,1,353,351.0,530.8,154.0,103.7
