player_name,position,team,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,shots,xG,xA,key_passes,npg,npxG,xGChain,xGBuildup,position_stat,season 
Ki-Jana Hoever,DEF,Wolves,Southampton,1,False,2021-09-26,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,40,-12090,187466,3581,15671,6,1140,1120,1120,1090,1100,1090,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Leander Dendoncker,MID,Wolves,Southampton,3,False,2021-09-26,0,1,90,0,0,1,0,0,0,0,0,0,0,0,14,8.0,1.8,18.0,2.8,49,-1042,10408,450,1492,6,1140,1120,1120,1090,1100,1090,1,0.08515552431344986,0.0,0,0,0.08515552431344986,0.07915866374969482,0.07915866374969482,MC,2021
Max Kilman,DEF,Wolves,Southampton,6,False,2021-09-26,0,1,90,0,0,1,0,0,0,0,0,0,0,0,20,10.4,1.5,2.0,1.4,45,-1276,30487,1916,3192,6,1140,1120,1120,1090,1100,1090,0,0.0,0.0,0,0,0.0,0.0,0.0,DC,2021
Raúl Jiménez,FWD,Wolves,Southampton,8,False,2021-09-26,0,1,90,1,0,1,0,0,0,0,0,0,0,2,31,50.2,11.8,64.0,12.6,75,-44436,389597,43215,87651,6,1140,1120,1120,1090,1100,1090,2,0.7186644077301025,0.07915866374969482,1,1,0.7186644077301025,0.7978230714797974,0.07915866374969482,FW,2021
Ademola Lookman,MID,Leicester,Burnley,3,True,2021-09-25,2,2,77,0,0,0,2,0,0,0,0,0,0,1,20,19.2,47.9,20.0,8.7,60,1198,4732,2118,920,6,1130,1100,1160,1120,1190,1170,1,0.045031867921352386,0.3606738746166229,4,0,0.045031867921352386,0.8931445479393005,0.5902224779129028,FWR,2021
Harvey Barnes,MID,Leicester,Burnley,1,True,2021-09-25,2,2,90,0,0,0,2,0,0,0,1,0,0,0,7,6.4,14.8,115.0,13.6,68,-3892,370247,42331,46223,6,1130,1100,1160,1120,1190,1170,6,0.35805952548980713,0.045031867921352386,1,0,0.35805952548980713,1.3949779272079468,0.991886556148529,FWL,2021
James Maddison,MID,Leicester,Burnley,1,True,2021-09-25,2,2,12,0,0,0,0,0,0,0,0,0,0,0,4,3.4,11.6,4.0,1.9,68,-40460,394418,14052,54512,6,1130,1100,1160,1120,1190,1170,0,0.0,0.020386381074786183,1,0,0.0,0.0,0.0,Sub,2021
Jamie Vardy,FWD,Leicester,Burnley,11,True,2021-09-25,2,2,90,2,0,0,2,1,0,0,0,0,0,3,44,60.6,11.8,110.0,18.2,104,43116,988956,123234,80118,6,1130,1100,1160,1120,1190,1170,6,1.3338868618011477,0.0915101170539856,1,2,1.3338868618011477,1.4633008241653442,0.12941394746303558,FW,2021
Jannik Vestergaard,DEF,Leicester,Burnley,0,True,2021-09-25,2,2,90,0,0,0,2,0,0,0,1,0,0,0,15,20.4,0.8,0.0,2.1,49,14056,85981,19201,5145,6,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.8571881651878357,0.8571881651878357,DC,2021
Kasper Schmeichel,GK,Leicester,Burnley,1,True,2021-09-25,2,2,90,0,0,0,2,0,0,0,0,0,2,0,14,16.8,0.0,0.0,1.7,51,24149,1652153,92714,68565,6,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,1.1963127851486206,1.1963127851486206,GK,2021
Kelechi Iheanacho,FWD,Leicester,Burnley,4,True,2021-09-25,2,2,28,0,1,0,0,0,0,0,0,0,0,0,14,20.6,13.8,29.0,6.3,71,-31537,205674,9191,40728,6,1130,1100,1160,1120,1190,1170,2,0.1290253847837448,0.5142980813980103,1,0,0.1290253847837448,0.6433234810829163,0.0,Sub,2021
Ryan Bertrand,DEF,Leicester,Burnley,1,True,2021-09-25,2,2,90,0,0,0,2,0,0,0,0,0,0,0,12,8.0,3.9,8.0,2.0,49,-1519,56019,3164,4683,6,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,1.4980578422546393,1.4980578422546393,DL,2021
Timothy Castagne,DEF,Leicester,Burnley,1,True,2021-09-25,2,2,45,0,0,0,0,0,0,0,0,0,0,0,7,11.8,16.1,4.0,3.2,54,-2028,57710,3808,5836,6,1130,1100,1160,1120,1190,1170,0,0.0,0.09132339060306548,1,0,0.0,0.2203487902879715,0.1290253847837448,Sub,2021
Wilfred Ndidi,MID,Leicester,Burnley,2,True,2021-09-25,2,2,90,0,0,0,2,0,0,0,0,0,0,0,10,13.2,2.7,1.0,1.7,50,-5621,120843,6688,12309,6,1130,1100,1160,1120,1190,1170,1,0.02512188442051411,0.0,0,0,0.02512188442051411,0.9582894444465636,0.933167576789856,MC,2021
Youri Tielemans,MID,Leicester,Burnley,7,True,2021-09-25,2,2,90,0,1,0,2,0,0,0,0,0,0,2,31,35.4,69.8,38.0,14.3,64,1186,356439,29788,28602,6,1130,1100,1160,1120,1190,1170,5,0.1630946397781372,0.5794961452484131,5,0,0.1630946397781372,1.109316110610962,0.44519665837287903,MC,2021
Ben Gibson,DEF,Norwich,Everton,1,False,2021-09-25,2,0,90,0,0,0,2,0,0,0,0,0,0,0,13,17.2,1.4,7.0,2.6,44,-406,6677,138,544,6,1020,1000,1040,1000,1030,1010,1,0.5659196972846985,0.0,0,0,0.5659196972846985,0.023714318871498108,0.023714318871498108,DC,2021
Brandon Williams,DEF,Norwich,Everton,0,False,2021-09-25,2,0,85,0,0,0,2,0,0,0,1,0,0,0,5,0.8,3.9,6.0,1.1,40,-6917,573614,29814,36731,6,1020,1000,1040,1000,1030,1010,0,0.0,0.0,0,0,0.0,0.060464929789304726,0.060464929789304726,DL,2021
Christos Tzolis,MID,Norwich,Everton,1,False,2021-09-25,2,0,21,0,0,0,1,0,0,0,0,0,0,0,3,3.4,14.8,6.0,2.4,50,-459,5743,282,741,6,1020,1000,1040,1000,1030,1010,0,0.0,0.049214065074920654,1,0,0.0,0.06095758453011513,0.011743520386517048,Sub,2021
Dimitris Giannoulis,DEF,Norwich,Everton,1,False,2021-09-25,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3.4,0.4,0.0,0.4,44,-328,5132,54,382,6,1020,1000,1040,1000,1030,1010,0,0.0,0.0,0,0,0.0,0.011743520386517048,0.011743520386517048,Sub,2021
Grant Hanley,DEF,Norwich,Everton,1,False,2021-09-25,2,0,90,0,0,0,2,0,0,0,0,0,0,0,16,33.4,0.3,0.0,3.4,44,-74,11334,1075,1149,6,1020,1000,1040,1000,1030,1010,0,0.0,0.0,0,0,0.0,0.011743520386517048,0.011743520386517048,DC,2021
Joshua Sargent,FWD,Norwich,Everton,2,False,2021-09-25,2,0,90,0,0,0,2,0,0,0,0,0,0,0,6,3.4,2.5,2.0,0.8,54,-118,8904,1113,1231,6,1020,1000,1040,1000,1030,1010,0,0.0,0.0,0,0,0.0,0.0,0.0,FW,2021
Kenny McLean,MID,Norwich,Everton,2,False,2021-09-25,2,0,90,0,0,0,2,0,0,0,0,0,0,0,15,11.4,16.2,24.0,5.2,49,-46,3903,439,485,6,1020,1000,1040,1000,1030,1010,3,0.06751542538404465,0.5659196972846985,1,0,0.06751542538404465,0.033899784088134766,0.022648917511105537,MC,2021
Mathias Normann,MID,Norwich,Everton,2,False,2021-09-25,2,0,68,0,0,0,1,0,0,0,0,0,0,0,8,12.8,15.5,15.0,4.3,45,5022,8067,6180,1158,6,1020,1000,1040,1000,1030,1010,3,0.06089763343334197,0.04043424874544144,1,0,0.06089763343334197,0.02287619560956955,0.0,MC,2021
Max Aarons,DEF,Norwich,Everton,1,False,2021-09-25,2,0,90,0,0,0,2,0,0,0,0,0,0,0,11,9.0,1.9,1.0,1.2,44,-7747,125315,5187,12934,6,1020,1000,1040,1000,1030,1010,1,0.011743520386517048,0.0,0,0,0.011743520386517048,0.022648917511105537,0.010905397124588493,DR,2021
Milot Rashica,MID,Norwich,Everton,1,False,2021-09-25,2,0,21,0,0,0,1,0,0,0,0,0,0,0,4,2.0,10.3,0.0,1.2,54,-1572,11156,610,2182,6,1020,1000,1040,1000,1030,1010,0,0.0,0.011743520386517048,1,0,0.0,0.011743520386517048,0.0,Sub,2021
Ozan Kabak,DEF,Norwich,Everton,1,False,2021-09-25,2,0,68,0,0,0,1,0,0,0,1,0,0,0,7,13.0,10.7,0.0,2.4,45,317,3573,887,570,6,1020,1000,1040,1000,1030,1010,0,0.0,0.01197079848498106,1,0,0.0,0.01197079848498106,0.0,DC,2021
Pierre Lees-Melou,MID,Norwich,Everton,1,False,2021-09-25,2,0,90,0,0,0,2,0,0,0,1,0,0,0,10,19.6,30.2,10.0,6.0,50,-470,7549,1398,1868,6,1020,1000,1040,1000,1030,1010,1,0.049214065074920654,0.02708118036389351,2,0,0.049214065074920654,0.060464929789304726,0.0,MC,2021
Teemu Pukki,FWD,Norwich,Everton,2,False,2021-09-25,2,0,90,0,0,0,2,0,0,0,0,0,0,0,8,4.4,15.8,22.0,4.2,59,-2806,469536,51010,53816,6,1020,1000,1040,1000,1030,1010,1,0.045612294226884835,0.010905397124588493,1,0,0.045612294226884835,0.1057317554950714,0.049214065074920654,FW,2021
Tim Krul,GK,Norwich,Everton,1,False,2021-09-25,2,0,90,0,0,0,2,0,0,0,0,0,2,0,12,19.2,0.0,0.0,1.9,45,-2231,109970,5624,7855,6,1020,1000,1040,1000,1030,1010,0,0.0,0.0,0,0,0.0,0.011743520386517048,0.011743520386517048,GK,2021
Andrew Robertson,DEF,Liverpool,Brentford,3,False,2021-09-25,3,3,90,0,1,0,3,0,0,0,1,0,0,0,19,27.0,25.0,9.0,6.1,70,4063,137296,19838,15775,6,1330,1290,1360,1350,1350,1340,1,0.03654779493808746,0.018498312681913376,1,0,0.03654779493808746,0.7817466855049133,0.7267006039619446,DL,2021
Curtis Jones,MID,Liverpool,Brentford,8,False,2021-09-25,3,3,67,1,0,0,2,0,0,0,0,0,0,1,28,43.0,18.0,36.0,9.7,50,207,3319,601,394,6,1330,1290,1360,1350,1350,1340,4,0.09255719929933548,0.0,0,1,0.09255719929933548,0.4437430500984192,0.3511858582496643,MC,2021
Diogo Jota,MID,Liverpool,Brentford,7,False,2021-09-25,3,3,90,1,0,0,3,0,0,0,0,0,0,0,24,40.8,29.2,40.0,11.0,77,-106019,1646173,91657,197676,6,1330,1290,1360,1350,1350,1340,2,0.8334884643554688,0.40922969579696655,2,1,0.8334884643554688,1.9557653665542605,0.7130471467971802,FW,2021
Joel Matip,DEF,Liverpool,Brentford,1,False,2021-09-25,3,3,90,0,0,0,3,0,0,0,0,0,0,0,12,21.4,1.2,6.0,2.9,50,-12965,304531,31019,43984,6,1330,1290,1360,1350,1350,1340,1,0.05158761143684387,0.0,0,0,0.05158761143684387,0.3765742480754852,0.3765742480754852,DC,2021
Jordan Henderson,MID,Liverpool,Brentford,7,False,2021-09-25,3,3,90,0,1,0,3,0,0,0,0,0,0,2,29,31.8,44.0,6.0,8.2,50,3289,77625,12626,9337,6,1330,1290,1360,1350,1350,1340,0,0.0,0.3928994834423065,3,0,0.0,0.4452760219573975,0.05237654969096184,MC,2021
Mohamed Salah,MID,Liverpool,Brentford,7,False,2021-09-25,3,3,90,1,0,0,3,0,0,0,0,0,0,0,19,36.8,14.5,47.0,9.8,126,243759,4808143,271173,27414,6,1330,1290,1360,1350,1350,1340,3,1.0699002742767334,0.026988144963979718,1,1,1.0699002742767334,1.5151762962341309,0.4182878732681273,FWR,2021
Roberto Firmino,FWD,Liverpool,Brentford,1,False,2021-09-25,3,3,22,0,0,0,1,0,0,0,0,0,0,0,1,0.6,4.1,10.0,1.5,88,-16702,161251,803,17505,6,1330,1290,1360,1350,1350,1340,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Sadio Mané,MID,Liverpool,Brentford,2,False,2021-09-25,3,3,90,0,0,0,3,0,0,0,0,0,0,0,7,7.4,34.6,13.0,5.5,119,10067,236746,32751,22684,6,1330,1290,1360,1350,1350,1340,1,0.053537342697381966,0.3755147457122803,2,0,0.053537342697381966,0.8232594132423401,0.3942073583602905,FWL,2021
Trent Alexander-Arnold,DEF,Liverpool,Brentford,1,False,2021-09-25,3,3,90,0,0,0,3,0,0,0,0,0,0,0,17,27.0,31.4,19.0,7.7,76,-146600,2808135,77031,223631,6,1330,1290,1360,1350,1350,1340,3,0.1241547167301178,0.05158761143684387,1,0,0.1241547167301178,0.7705880999565125,0.7569346427917479,DR,2021
Virgil van Dijk,DEF,Liverpool,Brentford,1,False,2021-09-25,3,3,90,0,0,0,3,0,0,0,0,0,0,0,19,23.0,1.2,17.0,4.1,66,146988,1397651,178850,31862,6,1330,1290,1360,1350,1350,1340,1,0.025750352069735527,0.0,0,0,0.025750352069735527,0.6954148411750793,0.6954148411750793,DC,2021
Aaron Ramsdale,GK,Arsenal,Spurs,3,True,2021-09-26,3,1,90,0,0,0,1,0,0,0,0,0,3,0,13,19.8,0.0,0.0,2.0,45,55176,139625,65509,10333,6,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.05049526691436768,0.05049526691436768,GK,2021
Ainsley Maitland-Niles,MID,Arsenal,Spurs,1,True,2021-09-26,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,53,-271,4974,183,454,6,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Albert Sambi Lokonga,MID,Arsenal,Spurs,0,True,2021-09-26,3,1,8,0,0,0,0,0,0,0,1,0,0,0,-1,5.6,0.3,0.0,0.6,49,-1803,15276,739,2542,6,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Ben White,DEF,Arsenal,Spurs,2,True,2021-09-26,3,1,90,0,0,0,1,0,0,0,0,0,0,0,15,13.6,0.2,0.0,1.4,44,9253,975074,48700,39447,6,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.5881778597831726,0.5881778597831726,DC,2021
Bukayo Saka,MID,Arsenal,Spurs,13,True,2021-09-26,3,1,86,1,1,0,1,0,0,0,0,0,0,3,46,64.2,35.1,32.0,13.1,62,-36332,562604,21099,57431,6,1140,1110,1170,1100,1220,1190,2,0.5719717144966125,0.5790807008743286,3,1,0.5719717144966125,1.1510523557662964,0.02520434744656086,AMR,2021
Granit Xhaka,MID,Arsenal,Spurs,2,True,2021-09-26,3,1,81,0,0,0,1,0,0,0,0,0,0,0,15,9.0,2.2,0.0,1.1,49,-1449,35103,1377,2826,6,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.7291858792304993,0.7291858792304993,DMC,2021
Kieran Tierney,DEF,Arsenal,Spurs,2,True,2021-09-26,3,1,90,0,0,0,1,0,0,0,0,0,0,0,18,16.2,11.3,1.0,2.9,49,-1498,506045,30277,31775,6,1140,1110,1170,1100,1220,1190,1,0.02658768929541111,0.0,0,0,0.02658768929541111,0.21809101104736328,0.19150331616401672,DL,2021
Pierre-Emerick Aubameyang,FWD,Arsenal,Spurs,7,True,2021-09-26,3,1,90,1,0,0,1,0,0,0,0,0,0,1,28,38.8,3.3,75.0,11.7,99,-35652,154213,10425,46077,6,1140,1110,1170,1100,1220,1190,4,0.21774040162563324,0.0,0,1,0.21774040162563324,0.16621239483356476,0.02520434744656086,FW,2021
Takehiro Tomiyasu,DEF,Arsenal,Spurs,2,True,2021-09-26,3,1,90,0,0,0,1,0,0,0,0,0,0,0,12,12.2,2.3,17.0,3.2,45,50338,135957,60615,10277,6,1140,1110,1170,1100,1220,1190,1,0.02142006531357765,0.0,0,0,0.02142006531357765,0.05049526691436768,0.05049526691436768,DR,2021
Thomas Partey,MID,Arsenal,Spurs,2,True,2021-09-26,3,1,90,0,0,0,1,0,0,0,0,0,0,0,8,20.4,22.6,8.0,5.1,50,1651,12543,3442,1791,6,1140,1110,1170,1100,1220,1190,2,0.04139811918139458,0.05049526691436768,1,0,0.04139811918139458,0.11848107725381853,0.07708295434713364,DMC,2021
Bryan Mbeumo,MID,Brentford,Liverpool,2,True,2021-09-25,3,3,90,0,0,0,3,0,0,0,0,0,0,0,6,7.2,22.8,30.0,6.0,55,3423,63867,11994,8571,6,1160,1130,1150,1100,1100,1080,1,0.5210562944412231,0.09140430390834807,1,0,0.5210562944412231,0.6499948501586914,0.12893855571746826,FW,2021
Christian Nørgaard,MID,Brentford,Liverpool,2,True,2021-09-25,3,3,77,0,0,0,3,0,0,0,0,0,0,0,9,6.2,11.1,2.0,1.9,50,-4835,92659,7989,12824,6,1160,1130,1150,1100,1100,1080,0,0.0,0.40493103861808777,1,0,0.0,0.4424652755260468,0.03753424435853958,MC,2021
Ethan Pinnock,DEF,Brentford,Liverpool,7,True,2021-09-25,3,3,42,1,0,0,1,0,0,0,0,0,0,0,19,48.6,0.6,33.0,8.2,46,7294,435618,32046,24752,6,1160,1130,1150,1100,1100,1080,1,0.7205510139465332,0.0,0,1,0.7205510139465332,0.09140430390834807,0.09140430390834807,DC,2021
Frank Onyeka,MID,Brentford,Liverpool,1,True,2021-09-25,3,3,67,0,0,0,3,0,0,0,1,0,0,0,2,0.6,0.5,8.0,0.9,49,-382,5447,371,753,6,1160,1130,1150,1100,1100,1080,2,0.12389452010393145,0.0,0,0,0.12389452010393145,0.5580019354820251,0.4341073930263519,MC,2021
Ivan Toney,FWD,Brentford,Liverpool,5,True,2021-09-25,3,3,90,0,1,0,3,0,0,0,0,0,0,0,19,21.6,26.3,27.0,7.5,63,27849,1158358,140593,112744,6,1160,1130,1150,1100,1100,1080,3,0.1824195683002472,1.2416073083877563,2,0,0.1824195683002472,0.7034758925437927,0.0,FW,2021
Kristoffer Ajer,DEF,Brentford,Liverpool,1,True,2021-09-25,3,3,90,0,0,0,3,0,0,0,0,0,0,0,11,23.2,4.3,0.0,2.8,45,9781,98263,15541,5760,6,1160,1130,1150,1100,1100,1080,0,0.0,0.0,0,0,0.0,0.4341073930263519,0.4341073930263519,DC,2021
Pontus Jansson,DEF,Brentford,Liverpool,4,True,2021-09-25,3,3,90,0,1,0,3,0,0,0,0,0,0,0,16,12.4,3.1,7.0,2.3,46,26395,626399,67938,41543,6,1160,1130,1150,1100,1100,1080,1,0.40493103861808777,0.0,0,0,0.40493103861808777,0.9080211520195008,0.5030900835990906,DC,2021
Rico Henry,DEF,Brentford,Liverpool,1,True,2021-09-25,3,3,90,0,0,0,3,0,0,0,0,0,0,0,7,14.0,6.4,1.0,2.1,45,-12006,86852,2157,14163,6,1160,1130,1150,1100,1100,1080,1,0.014567254111170769,0.0,0,0,0.014567254111170769,0.06671059131622313,0.06671059131622313,DML,2021
Shandon Baptiste,MID,Brentford,Liverpool,1,True,2021-09-25,3,3,22,0,0,0,0,0,0,0,0,0,0,0,4,11.2,4.4,0.0,1.6,50,-93,2629,214,307,6,1160,1130,1150,1100,1100,1080,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Vitaly Janelt,MID,Brentford,Liverpool,10,True,2021-09-25,3,3,90,1,0,0,3,0,0,0,0,0,0,3,32,49.0,26.7,33.0,10.9,50,231,6287,1010,779,6,1160,1130,1150,1100,1100,1080,1,0.5030900835990906,0.06671059131622313,2,1,0.5030900835990906,0.5698006749153137,0.06671059131622313,MC,2021
Yoane Wissa,MID,Brentford,Liverpool,6,True,2021-09-25,3,3,12,1,0,0,0,0,0,0,0,0,0,0,21,33.2,0.3,53.0,8.7,59,-237,3351,173,410,6,1160,1130,1150,1100,1100,1080,2,0.5441526770591736,0.0,0,1,0.5441526770591736,0.5441526770591736,0.0,Sub,2021
Andreas Christensen,DEF,Chelsea,Man City,1,True,2021-09-25,0,1,90,0,0,0,1,0,0,0,1,0,0,0,14,19.6,0.4,0.0,2.0,50,2767,250333,24295,21528,6,1350,1330,1330,1340,1350,1340,0,0.0,0.0,0,0,0.0,0.040558721870183945,0.040558721870183945,DC,2021
Antonio Rüdiger,DEF,Chelsea,Man City,1,True,2021-09-25,0,1,90,0,0,0,1,0,0,0,1,0,0,0,9,18.6,27.8,0.0,4.6,56,222642,978164,255819,33177,6,1350,1330,1330,1340,1350,1340,0,0.0,0.040558721870183945,2,0,0.0,0.08768957108259201,0.05378024280071258,DC,2021
César Azpilicueta,DEF,Chelsea,Man City,2,True,2021-09-25,0,1,90,0,0,0,1,0,0,0,0,0,0,0,15,19.0,12.2,2.0,3.3,60,-3679,316013,15483,19162,6,1350,1330,1330,1340,1350,1340,0,0.0,0.04713085293769837,1,0,0.0,0.08104018121957779,0.033909332007169724,DC,2021
Edouard Mendy,GK,Chelsea,Man City,2,True,2021-09-25,0,1,90,0,0,0,1,0,0,0,0,0,2,0,13,21.0,0.0,0.0,2.1,60,-108344,948833,32708,141052,6,1350,1330,1330,1340,1350,1340,0,0.0,0.0,0,0,0.0,0.05378024280071258,0.05378024280071258,GK,2021
Kai Havertz,MID,Chelsea,Man City,1,True,2021-09-25,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,2.0,0.1,82,-40531,383711,22080,62611,6,1350,1330,1330,1340,1350,1340,0,0.0,0.0,0,0,0.0,0.04713085293769837,0.04713085293769837,Sub,2021
Marcos Alonso,DEF,Chelsea,Man City,1,True,2021-09-25,0,1,90,0,0,0,1,0,0,0,1,0,0,0,7,4.0,3.7,12.0,2.0,58,264713,1566955,307756,43043,6,1350,1330,1330,1340,1350,1340,2,0.05464109405875206,0.0,0,0,0.05464109405875206,0.05378024280071258,0.04713085293769837,DML,2021
Mateo Kovacic,MID,Chelsea,Man City,2,True,2021-09-25,0,1,90,0,0,0,1,0,0,0,0,0,0,0,15,17.6,5.2,8.0,3.1,52,199082,575474,235270,36188,6,1350,1330,1330,1340,1350,1340,1,0.058520521968603134,0.0,0,0,0.058520521968603134,0.058520521968603134,0.0,MC,2021
Reece James,DEF,Chelsea,Man City,1,True,2021-09-25,0,1,28,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,56,-21771,612367,41565,63336,6,1350,1330,1330,1340,1350,1340,0,0.0,0.0,0,0,0.0,0.033909332007169724,0.033909332007169724,DMR,2021
Romelu Lukaku,FWD,Chelsea,Man City,2,True,2021-09-25,0,1,90,0,0,0,1,0,0,0,0,0,0,0,8,5.4,10.7,8.0,2.4,116,91014,2618387,235019,144005,6,1350,1330,1330,1340,1350,1340,0,0.0,0.058520521968603134,1,0,0.0,0.058520521968603134,0.0,FW,2021
Ruben Loftus-Cheek,MID,Chelsea,Man City,1,True,2021-09-25,0,1,14,0,0,0,0,0,0,0,0,0,0,0,4,3.6,0.8,0.0,0.4,54,-209,4897,161,370,6,1350,1330,1330,1340,1350,1340,0,0.0,0.0,0,0,0.0,0.04713085293769837,0.04713085293769837,Sub,2021
Timo Werner,FWD,Chelsea,Man City,2,True,2021-09-25,0,1,90,0,0,0,1,0,0,0,0,0,0,0,1,3.4,1.3,40.0,4.5,86,-8672,126548,3416,12088,6,1350,1330,1330,1340,1350,1340,2,0.08104018121957779,0.0,0,0,0.08104018121957779,0.08104018121957779,0.0,FW,2021
Cheikhou Kouyaté,DEF,Crystal Palace,Brighton,1,True,2021-09-27,1,1,18,0,0,0,1,0,0,0,0,0,0,0,6,3.0,0.1,0.0,0.3,45,7153,71318,12897,5744,6,1160,1110,1140,1110,1100,1060,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Christian Benteke,FWD,Crystal Palace,Brighton,1,True,2021-09-27,1,1,18,0,0,0,1,0,0,0,0,0,0,0,8,6.2,10.3,0.0,1.7,63,-2839,69790,5312,8151,6,1160,1110,1140,1110,1100,1060,0,0.0,0.404252290725708,1,0,0.0,0.404252290725708,0.0,Sub,2021
Conor Gallagher,MID,Crystal Palace,Brighton,4,True,2021-09-27,1,1,90,0,1,0,1,0,0,0,1,0,0,0,12,13.4,3.6,26.0,4.3,57,204384,654258,245214,40830,6,1160,1110,1140,1110,1100,1060,1,0.0354081429541111,0.0,0,0,0.0354081429541111,0.4396604299545288,0.404252290725708,MC,2021
James McArthur,MID,Crystal Palace,Brighton,1,True,2021-09-27,1,1,90,0,0,0,1,0,0,0,1,0,0,0,10,9.6,23.4,2.0,3.5,46,53377,350503,80805,27428,6,1160,1110,1140,1110,1100,1060,0,0.0,0.029204418882727626,1,0,0.0,0.1231239140033722,0.09391949325799942,MC,2021
Jeffrey Schlupp,MID,Crystal Palace,Brighton,1,True,2021-09-27,1,1,4,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,54,-409,3428,45,454,6,1160,1110,1140,1110,1100,1060,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Joachim Andersen,DEF,Crystal Palace,Brighton,2,True,2021-09-27,1,1,90,0,0,0,1,0,0,0,0,0,0,0,17,20.2,11.7,2.0,3.4,45,1516,40995,4178,2662,6,1160,1110,1140,1110,1100,1060,0,0.0,0.05851135030388833,1,0,0.0,0.05851135030388833,0.05851135030388833,DC,2021
Joel Ward,DEF,Crystal Palace,Brighton,2,True,2021-09-27,1,1,90,0,0,0,1,0,0,0,0,0,0,0,7,15.4,2.3,0.0,1.8,45,305,23803,2192,1887,6,1160,1110,1140,1110,1100,1060,0,0.0,0.0,0,0,0.0,0.05851135030388833,0.05851135030388833,DR,2021
Jordan Ayew,FWD,Crystal Palace,Brighton,2,True,2021-09-27,1,1,85,0,0,1,0,0,0,0,0,0,0,0,4,0.8,15.7,16.0,3.3,59,-1948,47084,4369,6317,6,1160,1110,1140,1110,1100,1060,2,0.42127281427383423,0.02256469614803791,1,0,0.42127281427383423,0.5377570390701294,0.09391949325799942,FWR,2021
Luka Milivojevic,MID,Crystal Palace,Brighton,3,True,2021-09-27,1,1,71,0,0,1,0,0,0,0,0,0,0,0,10,4.0,7.7,9.0,2.1,54,-108,3735,215,323,6,1160,1110,1140,1110,1100,1060,2,0.06279881298542023,0.0,0,0,0.06279881298542023,0.05797283723950386,0.0354081429541111,MC,2021
Odsonne Edouard,FWD,Crystal Palace,Brighton,2,True,2021-09-27,1,1,71,0,0,1,0,0,0,0,0,0,0,0,9,9.6,2.6,17.0,2.9,65,16533,276686,65781,49248,6,1160,1110,1140,1110,1100,1060,1,0.05851135030388833,0.0,0,0,0.05851135030388833,0.05851135030388833,0.0,FW,2021
Tyrick Mitchell,DEF,Crystal Palace,Brighton,2,True,2021-09-27,1,1,90,0,0,0,1,0,0,0,0,0,0,0,9,12.4,18.9,0.0,3.1,45,5809,59680,10045,4236,6,1160,1110,1140,1110,1100,1060,0,0.0,0.0354081429541111,1,0,0.0,0.09391949325799942,0.09391949325799942,DL,2021
Vicente Guaita,GK,Crystal Palace,Brighton,3,True,2021-09-27,1,1,90,0,0,0,1,0,0,0,0,0,3,0,16,26.8,0.0,0.0,2.7,45,44962,562743,64219,19257,6,1160,1110,1140,1110,1100,1060,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Wilfried Zaha,MID,Crystal Palace,Brighton,8,True,2021-09-27,1,1,90,1,0,0,1,0,0,0,0,0,0,1,19,41.2,9.2,40.0,9.0,69,89337,511984,123421,34084,6,1160,1110,1140,1110,1100,1060,2,0.7903732657432556,0.0,0,0,0.029204418882727626,0.0877157673239708,0.05851135030388833,FWL,2021
