player_name,position,team,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,season 
Ross Barkley,MID,Chelsea,Aston Villa,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1217,8653,482,1699,4,1350,1330,1330,1340,1350,1340,2021
Ruben Loftus-Cheek,MID,Chelsea,Aston Villa,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-379,5008,191,570,4,1350,1330,1330,1340,1350,1340,2021
Saúl Ñíguez,MID,Chelsea,Aston Villa,1,True,2021-09-11,3,0,45,0,0,0,0,0,0,0,0,0,0,0,1,1.4,2.9,0.0,0.4,55,16412,21786,23095,6683,4,1350,1330,1330,1340,1350,1340,2021
Tammy Abraham,FWD,Chelsea,Aston Villa,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-4492,15032,0,4492,4,1350,1330,1330,1340,1350,1340,2021
Thiago Emiliano da Silva,DEF,Chelsea,Aston Villa,6,True,2021-09-11,3,0,90,0,0,1,0,0,0,0,0,0,0,0,30,43.0,10.3,0.0,5.3,54,-20552,162043,6950,27502,4,1350,1330,1330,1340,1350,1340,2021
Timo Werner,FWD,Chelsea,Aston Villa,1,True,2021-09-11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,87,-46619,147360,8118,54737,4,1350,1330,1330,1340,1350,1340,2021
Trevoh Chalobah,DEF,Chelsea,Aston Villa,6,True,2021-09-11,3,0,90,0,0,1,0,0,0,0,0,0,0,0,28,25.6,0.4,0.0,2.6,49,-29662,166558,19724,49386,4,1350,1330,1330,1340,1350,1340,2021
Cheikhou Kouyaté,DEF,Crystal Palace,Spurs,6,True,2021-09-11,3,0,66,0,0,1,0,0,0,0,0,0,0,0,24,3.6,2.1,4.0,1.0,45,994,47038,7675,6681,4,1160,1110,1140,1110,1100,1060,2021
Christian Benteke,FWD,Crystal Palace,Spurs,2,True,2021-09-11,3,0,83,0,0,1,0,0,0,0,0,0,0,0,3,0.0,15.5,10.0,2.2,64,-11604,76763,6174,17778,4,1160,1110,1140,1110,1100,1060,2021
Conor Gallagher,MID,Crystal Palace,Spurs,8,True,2021-09-11,3,0,90,0,2,1,0,0,0,0,1,0,0,0,21,25.2,38.2,92.0,15.5,55,86510,111968,118975,32465,4,1160,1110,1140,1110,1100,1060,2021
Eberechi Eze,MID,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-336,2384,204,540,4,1160,1110,1140,1110,1100,1060,2021
Jack Butland,GK,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2641,32267,1290,3931,4,1160,1110,1140,1110,1100,1060,2021
Jairo Riedewald,MID,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-290,2838,283,573,4,1160,1110,1140,1110,1100,1060,2021
James McArthur,MID,Crystal Palace,Spurs,3,True,2021-09-11,3,0,90,0,0,1,0,0,0,0,0,0,0,0,13,7.0,5.8,4.0,1.7,45,82411,139517,122735,40324,4,1160,1110,1140,1110,1100,1060,2021
James Tomkins,DEF,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-928,9096,423,1351,4,1160,1110,1140,1110,1100,1060,2021
Jarosław Jach,DEF,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-375,3582,103,478,4,1160,1110,1140,1110,1100,1060,2021
Jean-Philippe Mateta,FWD,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2069,7865,934,3003,4,1160,1110,1140,1110,1100,1060,2021
Jeffrey Schlupp,MID,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-818,4725,284,1102,4,1160,1110,1140,1110,1100,1060,2021
Jesurun Rak-Sakyi,MID,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,195,1332,501,306,4,1160,1110,1140,1110,1100,1060,2021
Joachim Andersen,DEF,Crystal Palace,Spurs,7,True,2021-09-11,3,0,90,0,0,1,0,0,0,0,0,0,0,1,33,16.2,0.8,0.0,1.7,45,-3301,32566,1687,4988,4,1160,1110,1140,1110,1100,1060,2021
Joel Ward,DEF,Crystal Palace,Spurs,6,True,2021-09-11,3,0,90,0,0,1,0,0,0,0,0,0,0,0,24,13.2,2.8,8.0,2.4,45,-886,19256,1509,2395,4,1160,1110,1140,1110,1100,1060,2021
Jordan Ayew,FWD,Crystal Palace,Spurs,2,True,2021-09-11,3,0,85,0,0,1,0,0,0,0,0,0,0,0,16,8.8,29.1,26.0,6.4,59,-10069,48349,4809,14878,4,1160,1110,1140,1110,1100,1060,2021
Luka Milivojevic,MID,Crystal Palace,Spurs,1,True,2021-09-11,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.4,0.0,0.3,54,-795,3550,102,897,4,1160,1110,1140,1110,1100,1060,2021
Marc Guéhi,DEF,Crystal Palace,Spurs,6,True,2021-09-11,3,0,90,0,0,1,0,0,0,0,0,0,0,0,28,13.4,0.7,0.0,1.4,45,-1129,24974,2300,3429,4,1160,1110,1140,1110,1100,1060,2021
Martin Kelly,DEF,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-5098,81954,7116,12214,4,1160,1110,1140,1110,1100,1060,2021
Michael Olise,MID,Crystal Palace,Spurs,1,True,2021-09-11,3,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.4,0.0,0.0,54,-73,2063,387,460,4,1160,1110,1140,1110,1100,1060,2021
Nathaniel Clyne,DEF,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-835,8282,427,1262,4,1160,1110,1140,1110,1100,1060,2021
Nathan Ferguson,DEF,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,15,367,93,78,4,1160,1110,1140,1110,1100,1060,2021
Odsonne Edouard,FWD,Crystal Palace,Spurs,12,True,2021-09-11,3,0,6,2,0,0,0,0,0,0,0,0,0,3,51,66.0,0.3,34.0,10.0,65,10336,12385,13891,3555,4,1160,1110,1140,1110,1100,1060,2021
Reece Hannam,DEF,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,372,5224,1053,681,4,1160,1110,1140,1110,1100,1060,2021
Remi Matthews,GK,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,8136,14991,10445,2309,4,1160,1110,1140,1110,1100,1060,2021
Robert Street,FWD,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,36552,74072,65546,28994,4,1160,1110,1140,1110,1100,1060,2021
Scott Banks,MID,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,367,1831,754,387,4,1160,1110,1140,1110,1100,1060,2021
Tyrick Mitchell,DEF,Crystal Palace,Spurs,6,True,2021-09-11,3,0,90,0,0,1,0,0,0,0,0,0,0,0,23,22.2,12.4,2.0,3.7,45,-5541,43651,4370,9911,4,1160,1110,1140,1110,1100,1060,2021
Vicente Guaita,GK,Crystal Palace,Spurs,6,True,2021-09-11,3,0,90,0,0,1,0,0,0,0,0,0,1,0,21,5.8,0.0,0.0,0.6,45,21368,441867,78258,56890,4,1160,1110,1140,1110,1100,1060,2021
Wilfried Zaha,MID,Crystal Palace,Spurs,12,True,2021-09-11,3,0,90,1,1,1,0,0,0,0,1,0,0,2,44,62.8,39.6,57.0,15.9,69,-72049,341168,12561,84610,4,1160,1110,1140,1110,1100,1060,2021
Will Hughes,MID,Crystal Palace,Spurs,0,True,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-101,4405,725,826,4,1160,1110,1140,1110,1100,1060,2021
Aymeric Laporte,DEF,Man City,Leicester,5,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,1,0,0,0,25,19.2,19.8,8.0,4.7,55,111017,393601,180378,69361,4,1350,1340,1350,1340,1360,1340,2021
Benjamin Mendy,DEF,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-21682,46032,1032,22714,4,1350,1340,1350,1340,1360,1340,2021
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,Leicester,10,False,2021-09-11,0,1,90,1,0,1,0,0,0,0,0,0,0,2,35,53.4,44.3,74.0,17.2,69,-4423,84024,6202,10625,4,1350,1340,1350,1340,1360,1340,2021
Cole Palmer,MID,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,468,5342,1596,1128,4,1350,1340,1350,1340,1360,1340,2021
Ederson Santana de Moraes,GK,Man City,Leicester,6,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,2,0,24,19.0,0.0,0.0,1.9,60,-53341,767438,51210,104551,4,1350,1340,1350,1340,1360,1340,2021
Fernando Luiz Rosa,MID,Man City,Leicester,1,False,2021-09-11,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3,2.6,0.3,4.0,0.7,50,-5116,32694,4273,9389,4,1350,1340,1350,1340,1360,1340,2021
Ferran Torres,MID,Man City,Leicester,3,False,2021-09-11,0,1,63,0,0,1,0,0,0,0,0,0,0,0,3,0.2,6.5,67.0,7.4,71,995975,1278882,1193587,197612,4,1350,1340,1350,1340,1360,1340,2021
Gabriel Fernando de Jesus,FWD,Man City,Leicester,2,False,2021-09-11,0,1,83,0,0,1,0,0,0,0,0,0,0,0,1,9.6,13.3,42.0,6.5,86,148095,535501,292545,144450,4,1350,1340,1350,1340,1360,1340,2021
Ilkay Gündogan,MID,Man City,Leicester,3,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,0,0,18,15.0,62.4,87.0,16.4,73,25742,435851,103545,77803,4,1350,1340,1350,1340,1360,1340,2021
Jack Grealish,MID,Man City,Leicester,3,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,0,0,14,14.0,52.1,32.0,9.8,80,-94395,1716488,256416,350811,4,1350,1340,1350,1340,1360,1340,2021
John Stones,DEF,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-145879,431989,11986,157865,4,1350,1340,1350,1340,1360,1340,2021
João Pedro Cavaco Cancelo,DEF,Man City,Leicester,12,False,2021-09-11,0,1,90,0,1,1,0,0,0,0,0,0,0,3,39,19.2,26.8,16.0,6.2,60,-11567,565871,72149,83716,4,1350,1340,1350,1340,1360,1340,2021
Kevin De Bruyne,MID,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,119,-38037,97534,4619,42656,4,1350,1340,1350,1340,1360,1340,2021
Kyle Walker,DEF,Man City,Leicester,6,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,0,0,25,19.8,3.2,35.0,5.8,55,-33966,442166,37845,71811,4,1350,1340,1350,1340,1360,1340,2021
Nathan Aké,DEF,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-6516,32517,2338,8854,4,1350,1340,1350,1340,1360,1340,2021
Oleksandr Zinchenko,DEF,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-12196,89790,4864,17060,4,1350,1340,1350,1340,1360,1340,2021
Phil Foden,MID,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,79,-7849,50573,1601,9450,4,1350,1340,1350,1340,1360,1340,2021
Raheem Sterling,MID,Man City,Leicester,1,False,2021-09-11,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1.2,10.3,11.0,2.3,109,-57749,159153,8549,66298,4,1350,1340,1350,1340,1360,1340,2021
Riyad Mahrez,MID,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,89,-163692,357411,27070,190762,4,1350,1340,1350,1340,1360,1340,2021
Rodrigo Hernandez,MID,Man City,Leicester,2,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,1,0,0,0,9,5.4,15.1,2.0,2.3,55,15053,56613,25118,10065,4,1350,1340,1350,1340,1360,1340,2021
Rúben Santos Gato Alves Dias,DEF,Man City,Leicester,7,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,0,1,28,14.4,23.3,4.0,4.2,60,-22768,2081783,184313,207081,4,1350,1340,1350,1340,1360,1340,2021
Samuel Edozie,MID,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-192,1392,159,351,4,1350,1340,1350,1340,1360,1340,2021
Scott Carson,GK,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,29555,33682,39819,10264,4,1350,1340,1350,1340,1360,1340,2021
Tommy Doyle,MID,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-26,504,228,254,4,1350,1340,1350,1340,1360,1340,2021
Zack Steffen,GK,Man City,Leicester,0,False,2021-09-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2309,15983,974,3283,4,1350,1340,1350,1340,1360,1340,2021
Bamidele Alli,MID,Spurs,Crystal Palace,2,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,9,11.8,1.7,0.0,1.4,65,17461,297733,103736,86275,4,1130,1110,1160,1110,1210,1180,2021
Ben Davies,DEF,Spurs,Crystal Palace,0,False,2021-09-11,3,0,30,0,0,0,3,0,0,0,0,0,0,0,-1,0.0,0.1,0.0,0.0,44,-1479,20275,1846,3325,4,1130,1110,1160,1110,1210,1180,2021
Bryan Gil Salvatierra,MID,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-3,8293,1935,1938,4,1130,1110,1160,1110,1210,1180,2021
Cristian Romero,DEF,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-6052,23596,2906,8958,4,1130,1110,1160,1110,1210,1180,2021
Dane Scarlett,FWD,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,36084,225327,107656,71572,4,1130,1110,1160,1110,1210,1180,2021
Davinson Sánchez,DEF,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5005,163085,89011,94016,4,1130,1110,1160,1110,1210,1180,2021
Dilan Markanday,MID,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,4,1130,1110,1160,1110,1210,1180,2021
Emerson Aparecido Leite de Souza Junior,DEF,Spurs,Crystal Palace,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,14,21.6,1.7,0.0,2.3,50,10223,13530,15783,5560,4,1130,1110,1160,1110,1210,1180,2021
Eric Dier,DEF,Spurs,Crystal Palace,1,False,2021-09-11,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.0,0.0,0.1,46,260715,729401,376305,115590,4,1130,1110,1160,1110,1210,1180,2021
Erik Lamela,MID,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-49,386,0,49,4,1130,1110,1160,1110,1210,1180,2021
Giovani Lo Celso,MID,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2858,9418,627,3485,4,1130,1110,1160,1110,1210,1180,2021
Harry Kane,FWD,Spurs,Crystal Palace,2,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,8,13.8,2.3,0.0,1.6,123,-9460,680349,180122,189582,4,1130,1110,1160,1110,1210,1180,2021
Harry Winks,MID,Spurs,Crystal Palace,1,False,2021-09-11,3,0,59,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.9,0.0,0.4,45,5174,101505,25729,20555,4,1130,1110,1160,1110,1210,1180,2021
Heung-Min Son,MID,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,101,-525742,1506096,261311,787053,4,1130,1110,1160,1110,1210,1180,2021
Hugo Lloris,GK,Spurs,Crystal Palace,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,1,0,11,11.6,0.0,0.0,1.2,56,337135,995983,416968,79833,4,1130,1110,1160,1110,1210,1180,2021
Japhet Tanganga,DEF,Spurs,Crystal Palace,-3,False,2021-09-11,3,0,57,0,0,0,3,0,0,0,0,1,0,0,-5,3.6,0.0,0.0,0.4,46,95064,321062,177745,82681,4,1130,1110,1160,1110,1210,1180,2021
Joe Hart,GK,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-284,2004,0,284,4,1130,1110,1160,1110,1210,1180,2021
Joe Rodon,DEF,Spurs,Crystal Palace,1,False,2021-09-11,3,0,78,0,0,0,3,0,0,0,0,0,0,0,11,18.8,0.2,0.0,1.9,44,-952,5399,269,1221,4,1130,1110,1160,1110,1210,1180,2021
Lucas Rodrigues Moura da Silva,MID,Spurs,Crystal Palace,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,1,0,0,0,1,13.6,3.9,11.0,2.9,65,-20725,90105,13432,34157,4,1130,1110,1160,1110,1210,1180,2021
Matt Doherty,DEF,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-8567,33908,1924,10491,4,1130,1110,1160,1110,1210,1180,2021
Oliver Skipp,MID,Spurs,Crystal Palace,2,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,13,9.6,0.7,0.0,1.0,45,9983,87722,44641,34658,4,1130,1110,1160,1110,1210,1180,2021
Pierluigi Gollini,GK,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1426,19085,1860,3286,4,1130,1110,1160,1110,1210,1180,2021
Pierre-Emile Højbjerg,MID,Spurs,Crystal Palace,2,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,17,22.8,13.2,2.0,3.8,50,-12372,196405,26204,38576,4,1130,1110,1160,1110,1210,1180,2021
Ryan Sessegnon,DEF,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1296,9449,542,1838,4,1130,1110,1160,1110,1210,1180,2021
Serge Aurier,DEF,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-13904,28022,1223,15127,4,1130,1110,1160,1110,1210,1180,2021
Sergio Reguilón,DEF,Spurs,Crystal Palace,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,8,26.2,14.7,2.0,4.3,52,392106,1079250,546146,154040,4,1130,1110,1160,1110,1210,1180,2021
Steven Bergwijn,MID,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,18122,100227,63785,45663,4,1130,1110,1160,1110,1210,1180,2021
Tanguy Ndombele,MID,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-2279,18870,1673,3952,4,1130,1110,1160,1110,1210,1180,2021
Tobi Omole,DEF,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,4,1130,1110,1160,1110,1210,1180,2021
Toby Alderweireld,DEF,Spurs,Crystal Palace,0,False,2021-09-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-280,1980,0,280,4,1130,1110,1160,1110,1210,1180,2021
Aaron Connolly,FWD,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2548,9659,301,2849,5,1190,1160,1130,1090,1180,1140,2021
Adam Lallana,MID,Brighton,Leicester,2,True,2021-09-19,2,1,90,0,0,0,1,0,0,0,0,0,0,0,18,13.6,1.3,10.0,2.5,54,-683,17388,1394,2077,5,1190,1160,1130,1090,1180,1140,2021
Adam Webster,DEF,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-11904,33428,320,12224,5,1190,1160,1130,1090,1180,1140,2021
Alexis Mac Allister,MID,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-34,49046,6761,6795,5,1190,1160,1130,1090,1180,1140,2021
Alireza Jahanbakhsh,MID,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-5,120,0,5,5,1190,1160,1130,1090,1180,1140,2021
Andi Zeqiri,FWD,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9477,45327,0,9477,5,1190,1160,1130,1090,1180,1140,2021
Bernardo Fernandes Da Silva Junior,DEF,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-48,667,0,48,5,1190,1160,1130,1090,1180,1140,2021
Danny Welbeck,FWD,Brighton,Leicester,9,True,2021-09-19,2,1,69,1,0,0,1,0,0,0,0,0,0,3,32,39.4,11.6,26.0,7.7,60,865,14243,3007,2142,5,1190,1160,1130,1090,1180,1140,2021
Dan Burn,DEF,Brighton,Leicester,1,True,2021-09-19,2,1,20,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.0,0.0,0.1,44,-81,1797,100,181,5,1190,1160,1130,1090,1180,1140,2021
Davy Pröpper,MID,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-8,50,0,8,5,1190,1160,1130,1090,1180,1140,2021
Enock Mwepu,MID,Brighton,Leicester,1,True,2021-09-19,2,1,28,0,0,0,0,0,0,0,0,0,0,0,1,6.6,0.8,0.0,0.7,59,-1019,4766,56,1075,5,1190,1160,1130,1090,1180,1140,2021
Florin Andone,FWD,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1298,6968,0,1298,5,1190,1160,1130,1090,1180,1140,2021
Haydon Roberts,DEF,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,936,14875,2757,1821,5,1190,1160,1130,1090,1180,1140,2021
Jakub Moder,MID,Brighton,Leicester,1,True,2021-09-19,2,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.2,0.0,0.2,45,-660,74998,8637,9297,5,1190,1160,1130,1090,1180,1140,2021
Jason Steele,GK,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,16086,296595,30481,14395,5,1190,1160,1130,1090,1180,1140,2021
Joël Veltman,DEF,Brighton,Leicester,1,True,2021-09-19,2,1,90,0,0,0,1,0,0,0,1,0,0,0,10,15.8,15.0,0.0,3.1,44,-9798,112227,8935,18733,5,1190,1160,1130,1090,1180,1140,2021
Jürgen Locadia,FWD,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,30152,34457,37424,7272,5,1190,1160,1130,1090,1180,1140,2021
Kjell Scherpen,GK,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,100,2092,428,328,5,1190,1160,1130,1090,1180,1140,2021
Leandro Trossard,MID,Brighton,Leicester,5,True,2021-09-19,2,1,90,0,1,0,1,0,0,0,0,0,0,0,28,34.4,57.3,30.0,12.2,64,9723,65858,20710,10987,5,1190,1160,1130,1090,1180,1140,2021
Lewis Dunk,DEF,Brighton,Leicester,2,True,2021-09-19,2,1,90,0,0,0,1,0,0,0,0,0,0,0,14,18.6,0.8,0.0,1.9,50,-20293,362005,17475,37768,5,1190,1160,1130,1090,1180,1140,2021
Marc Cucurella,DEF,Brighton,Leicester,2,True,2021-09-19,2,1,90,0,0,0,1,0,0,0,0,0,0,0,17,25.0,16.3,0.0,4.1,50,22454,43990,28762,6308,5,1190,1160,1130,1090,1180,1140,2021
Mathew Ryan,GK,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-71,808,0,71,5,1190,1160,1130,1090,1180,1140,2021
Michal Karbownik,DEF,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-860,4812,0,860,5,1190,1160,1130,1090,1180,1140,2021
Moisés Caicedo,MID,Brighton,Leicester,0,True,2021-09-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-148,664,0,148,5,1190,1160,1130,1090,1180,1140,2021
