season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2016/17,232427,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2017/18,232427,45,45,1,20,0,0,0,0,0,0,0,0,0,0,0,6,6.6,20.4,0.0,2.7
2020/21,232427,45,43,2,30,0,0,0,2,0,0,0,0,0,0,0,7,6.0,2.3,7.0,1.6
