player_name,position_x,team,assists_x,bonus,bps,clean_sheets,creativity,FPL_ID,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,team_a,team_a_difficulty,team_h,team_h_difficulty,id_x,name,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,date,id_y,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup 
Sofiane Boufal,MID,Southampton,1,0,4,0,1.1,508,118,1,0,2.1,8.8,2019-11-09,45,Everton,0,0,0,0,12,0,8417,2,1,11.0,3,-588,165,753,55,True,1,12,Everton,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.017349295318126682,43,Sub,Southampton,Everton,1,2,2019-11-09,11758,2019,363173,0.0,0,0,0,0.017349295318126682,0.011377655901014805,0.011377655901014805
Stuart Armstrong,MID,Southampton,0,0,5,0,1.8,323,118,2,0,0.6,4.2,2019-11-09,90,Everton,0,0,0,0,12,0,6630,2,1,0.0,2,100,259,159,52,True,0,12,Everton,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DMR,Southampton,Everton,1,2,2019-11-09,11758,2019,363165,0.0,0,0,0,0.0,0.0,0.0
Alex McCarthy,GK,Southampton,0,0,15,0,0.0,318,121,2,0,2.7,27.2,2019-11-23,90,Arsenal,0,0,0,0,13,3,31515,2,2,0.0,2,2487,3822,1335,43,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,GK,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364834,0.0,0,0,0,0.0,0.10067521780729294,0.10067521780729294
Cédric Soares,DEF,Southampton,0,0,8,0,1.8,486,121,2,0,2.3,9.0,2019-11-23,90,Arsenal,0,0,0,0,13,0,12215,2,2,12.0,1,-113,157,270,48,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.021426847204566,90,DR,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364835,0.0,0,0,0,0.021426847204566,0.4711357355117798,0.449708878993988
Danny Ings,FWD,Southampton,0,1,24,0,11.3,313,121,1,1,6.9,31.4,2019-11-23,72,Arsenal,0,0,0,0,13,0,228098,2,2,26.0,6,34252,51513,17261,60,False,1,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,1,3,0.4215376973152161,76,FW,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364844,0.016514122486114502,0,1,1,0.4215376973152161,0.18048761785030365,0.021426847204566
Jack Stephens,DEF,Southampton,0,0,9,0,0.1,308,121,2,0,2.0,20.0,2019-11-23,90,Arsenal,0,0,0,0,13,0,6684,2,2,0.0,1,-64,172,236,43,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DC,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364837,0.0,0,0,0,0.0,0.10067521780729294,0.10067521780729294
James Ward-Prowse,MID,Southampton,0,0,22,0,41.3,321,121,2,1,18.3,51.6,2019-11-23,90,Arsenal,0,1,0,0,13,0,52101,2,2,90.0,5,-8,4736,4744,58,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,1,4,1.4531480073928833,90,MC,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364841,0.10488063842058183,0,3,1,0.6919791102409363,0.1999724507331848,0.13685660064220428
Jan Bednarek,DEF,Southampton,0,0,10,0,0.3,307,121,2,0,1.5,15.0,2019-11-23,90,Arsenal,0,0,0,0,13,0,50457,2,2,0.0,1,-2737,453,3190,45,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DC,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364836,0.0,0,0,0,0.0,0.09357891231775284,0.09357891231775284
Michael Obafemi,FWD,Southampton,0,0,7,0,23.0,314,121,1,0,5.3,3.6,2019-11-23,75,Arsenal,0,0,0,0,13,0,12223,2,2,26.0,2,-221,312,533,49,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.05248481407761574,79,FW,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364843,0.1425466537475586,0,2,0,0.05248481407761574,0.2493488043546677,0.054317329078912735
Moussa Djenepo,MID,Southampton,0,0,-1,0,0.9,438,121,1,0,3.4,5.0,2019-11-23,14,Arsenal,0,0,0,0,13,0,9098,2,2,28.0,1,1168,1823,655,52,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.8046774864196777,11,Sub,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364846,0.0,0,0,0,0.8046774864196777,0.8361009955406189,0.03142353892326355
Nathan Redmond,MID,Southampton,0,0,10,0,23.3,320,121,2,0,7.0,16.8,2019-11-23,90,Arsenal,0,0,0,0,13,0,44771,2,2,30.0,2,-1530,1037,2567,62,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,3,0.07291978597640991,90,ML,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364842,0.4063061475753784,0,2,0,0.07291978597640991,0.457396924495697,0.0
Pierre-Emile Højbjerg,MID,Southampton,0,0,13,0,22.6,325,121,2,0,5.0,14.2,2019-11-23,90,Arsenal,0,0,0,0,13,0,28996,2,2,13.0,2,-1882,1044,2926,48,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,3,0.06352250277996062,90,MC,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364840,0.07215207070112227,0,2,0,0.06352250277996062,0.6351491808891296,0.6077816486358643
Ryan Bertrand,DEF,Southampton,1,0,22,0,22.2,305,121,2,0,5.9,33.0,2019-11-23,90,Arsenal,0,0,0,0,13,0,31295,2,2,4.0,3,-935,231,1166,48,False,1,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DL,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364838,0.28984445333480835,1,2,0,0.0,0.4438748061656952,0.4330214262008667
Shane Long,FWD,Southampton,0,0,2,0,21.4,315,121,1,0,3.2,6.4,2019-11-23,17,Arsenal,0,0,0,0,13,0,153070,2,2,4.0,1,-4613,2970,7583,46,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,14,Sub,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364845,0.14955532550811768,0,2,0,0.0,0.03142353892326355,0.0
Sofiane Boufal,MID,Southampton,0,0,4,0,10.8,508,121,1,0,4.6,3.2,2019-11-23,4,Arsenal,0,0,0,0,13,0,8393,2,2,32.0,1,-225,312,537,55,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.16543060541152954,1,Sub,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364847,0.4330214262008667,0,1,0,0.16543060541152954,0.5984520316123962,0.0
Stuart Armstrong,MID,Southampton,0,0,-1,0,2.8,323,121,1,0,0.6,1.4,2019-11-23,85,Arsenal,0,0,0,0,13,0,6646,2,2,2.0,2,-47,183,230,52,False,0,13,Southampton,4,Arsenal,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.04295603185892105,89,MR,Arsenal,Southampton,2,2,2019-11-23,11763,2019,364839,0.0,0,0,0,0.04295603185892105,0.0846559926867485,0.058385554701089866
Alex McCarthy,GK,Southampton,0,0,13,0,0.0,318,138,1,0,1.8,18.0,2019-11-30,90,Watford,0,0,0,0,14,2,37519,1,2,0.0,2,5344,6658,1314,43,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,GK,Southampton,Watford,2,1,2019-11-30,11778,2019,366371,0.0,0,0,0,0.0,1.5096592903137207,1.5096592903137207
Cédric Soares,DEF,Southampton,0,0,17,0,20.9,486,138,1,0,3.4,13.4,2019-11-30,75,Watford,0,0,0,0,14,0,12678,1,2,0.0,2,329,586,257,48,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,78,DR,Southampton,Watford,2,1,2019-11-30,11778,2019,366372,0.08221419155597688,0,1,0,0.0,0.10577903687953948,0.10577903687953948
Danny Ings,FWD,Southampton,0,3,38,0,26.6,313,138,1,1,13.0,47.8,2019-11-30,90,Watford,0,0,0,0,14,0,466242,1,2,56.0,9,229742,239875,10133,61,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,1,2,0.8786735534667969,90,FW,Southampton,Watford,2,1,2019-11-30,11778,2019,366381,0.6737054586410522,0,2,1,0.8786735534667969,1.7612613439559937,0.8590229153633118
Jack Stephens,DEF,Southampton,0,0,10,0,1.3,308,138,1,0,1.7,15.6,2019-11-30,90,Watford,0,0,0,0,14,0,7284,1,2,0.0,2,500,704,204,43,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DC,Southampton,Watford,2,1,2019-11-30,11778,2019,366374,0.0,0,0,0,0.0,0.9652977585792542,0.9652977585792542
James Ward-Prowse,MID,Southampton,0,2,32,0,4.6,321,138,1,1,6.6,40.2,2019-11-30,90,Watford,0,0,0,0,14,0,74379,1,2,21.0,9,19987,23454,3467,58,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,1,3,0.213579922914505,90,MC,Southampton,Watford,2,1,2019-11-30,11778,2019,366378,0.0,0,0,1,0.213579922914505,1.6110283136367798,1.5288141965866089
Jan Bednarek,DEF,Southampton,0,0,14,0,0.5,307,138,1,0,1.9,18.2,2019-11-30,90,Watford,0,0,0,0,14,0,52084,1,2,0.0,2,1118,3065,1947,45,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DC,Southampton,Watford,2,1,2019-11-30,11778,2019,366373,0.0,0,0,0,0.0,0.08221419155597688,0.08221419155597688
Michael Obafemi,FWD,Southampton,0,0,4,0,2.5,314,138,1,0,0.4,1.4,2019-11-30,56,Watford,0,0,0,0,14,0,12975,1,2,0.0,1,574,923,349,49,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,59,FW,Southampton,Watford,2,1,2019-11-30,11778,2019,366380,0.0,0,0,0,0.0,0.08221419155597688,0.08221419155597688
Moussa Djenepo,MID,Southampton,1,0,24,0,12.8,438,138,1,0,5.1,29.8,2019-11-30,90,Watford,0,0,0,0,14,0,9610,1,2,8.0,5,452,1103,651,52,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,MR,Southampton,Watford,2,1,2019-11-30,11778,2019,366376,0.8595187067985535,1,1,0,0.0,0.8595187067985535,0.8595187067985535
Nathan Redmond,MID,Southampton,0,0,-1,0,3.4,320,138,1,0,2.2,1.2,2019-11-30,56,Watford,0,0,0,0,14,0,45776,1,2,17.0,0,725,2214,1489,62,True,1,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.05763494968414306,59,ML,Southampton,Watford,2,1,2019-11-30,11778,2019,366379,0.0,0,0,0,0.05763494968414306,0.10577903687953948,0.10577903687953948
Pierre-Emile Højbjerg,MID,Southampton,1,0,27,0,18.7,325,138,1,0,3.8,18.2,2019-11-30,90,Watford,0,0,0,0,14,0,28601,1,2,1.0,5,-581,1030,1611,48,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.02791561186313629,90,MC,Southampton,Watford,2,1,2019-11-30,11778,2019,366377,0.019154822453856468,0,1,0,0.02791561186313629,1.0332572460174558,0.9861868619918824
Ryan Bertrand,DEF,Southampton,0,0,9,0,8.8,305,138,1,0,2.3,10.4,2019-11-30,90,Watford,0,0,0,0,14,0,32794,1,2,4.0,2,1193,1764,571,48,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DL,Southampton,Watford,2,1,2019-11-30,11778,2019,366375,0.0,0,0,0,0.0,1.091965913772583,1.091965913772583
Shane Long,FWD,Southampton,0,0,-2,0,1.8,315,138,0,0,6.0,3.0,2019-11-30,33,Watford,0,0,0,0,14,0,151589,1,2,55.0,1,-2120,2948,5068,46,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.7768087387084961,31,Sub,Southampton,Watford,2,1,2019-11-30,11778,2019,366383,0.0,0,0,0,0.7768087387084961,0.7768087387084961,0.0
Sofiane Boufal,MID,Southampton,0,0,8,0,15.7,508,138,0,0,5.0,10.2,2019-11-30,33,Watford,0,0,0,0,14,0,7980,1,2,24.0,1,-467,160,627,55,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.012487243860960008,31,Sub,Southampton,Watford,2,1,2019-11-30,11778,2019,366384,0.12666814029216766,0,1,0,0.012487243860960008,1.648814678192139,1.6363275051116943
Yan Valery,DEF,Southampton,0,0,6,0,0.7,306,138,0,0,1.1,8.4,2019-11-30,14,Watford,0,0,0,0,14,0,13462,1,2,2.0,1,-290,175,465,47,True,0,14,Watford,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,12,Sub,Southampton,Watford,2,1,2019-11-30,11778,2019,366382,0.0,0,0,0,0.0,1.5096592903137207,1.5096592903137207
Alex McCarthy,GK,Southampton,0,0,12,0,0.0,318,150,1,0,1.4,14.0,2019-12-04,90,Norwich,0,0,0,0,15,2,40083,1,2,0.0,2,2725,3832,1107,43,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,GK,Southampton,Norwich,2,1,2019-12-04,11790,2019,367691,0.0,0,0,0,0.0,0.0,0.0
Che Adams,FWD,Southampton,0,0,1,0,1.6,437,150,0,0,0.3,0.0,2019-12-04,13,Norwich,0,0,0,0,15,0,25516,1,2,2.0,1,-588,214,802,54,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,12,Sub,Southampton,Norwich,2,1,2019-12-04,11790,2019,367704,0.0,0,0,0,0.0,0.0,0.0
Cédric Soares,DEF,Southampton,0,0,13,0,15.5,486,150,1,0,4.4,19.2,2019-12-04,90,Norwich,0,0,0,0,15,0,12812,1,2,9.0,2,67,290,223,48,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.03875034675002098,90,DR,Southampton,Norwich,2,1,2019-12-04,11790,2019,367692,0.04631735384464264,0,1,0,0.03875034675002098,0.24175767600536344,0.20300734043121335
Danny Ings,FWD,Southampton,0,3,32,0,21.8,313,150,1,1,13.4,41.6,2019-12-04,76,Norwich,0,0,0,0,15,0,625702,1,2,71.0,9,159444,168438,8994,62,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,1,4,0.8211449384689331,78,FW,Southampton,Norwich,2,1,2019-12-04,11790,2019,367701,0.12435455620288847,0,2,1,0.8211449384689331,0.3099663257598877,0.027053602039813995
Jack Stephens,DEF,Southampton,0,0,11,0,0.3,308,150,1,0,1.8,13.8,2019-12-04,90,Norwich,0,0,0,0,15,0,7489,1,2,4.0,2,176,348,172,43,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DC,Southampton,Norwich,2,1,2019-12-04,11790,2019,367694,0.0,0,0,0,0.0,0.08822525292634964,0.08822525292634964
James Ward-Prowse,MID,Southampton,1,0,25,0,35.8,321,150,1,0,7.0,30.2,2019-12-04,90,Norwich,0,0,0,0,15,0,113067,1,2,4.0,5,36675,39833,3158,58,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,MC,Southampton,Norwich,2,1,2019-12-04,11790,2019,367698,0.6610924005508423,1,2,0,0.0,0.0,0.0
Jan Bednarek,DEF,Southampton,0,0,16,0,0.5,307,150,1,0,2.7,24.4,2019-12-04,90,Norwich,0,0,0,0,15,0,51497,1,2,2.0,2,-575,807,1382,45,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DC,Southampton,Norwich,2,1,2019-12-04,11790,2019,367693,0.0,0,0,0,0.0,0.08822525292634964,0.08822525292634964
Maya Yoshida,DEF,Southampton,0,0,3,0,0.0,310,150,0,0,0.0,0.0,2019-12-04,5,Norwich,0,0,0,0,15,0,21185,1,2,0.0,1,-390,150,540,43,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,4,Sub,Southampton,Norwich,2,1,2019-12-04,11790,2019,367702,0.0,0,0,0,0.0,0.0,0.0
Moussa Djenepo,MID,Southampton,0,0,-1,0,2.0,438,150,1,0,1.0,3.0,2019-12-04,71,Norwich,0,0,0,0,15,0,11210,1,2,5.0,1,1522,1825,303,52,True,1,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.027053602039813995,73,MR,Southampton,Norwich,2,1,2019-12-04,11790,2019,367696,0.0,0,0,0,0.027053602039813995,0.20088307559490204,0.17382946610450745
Nathan Redmond,MID,Southampton,0,0,9,0,13.7,320,150,1,0,7.5,15.0,2019-12-04,90,Norwich,0,0,0,0,15,0,44568,1,2,46.0,2,-1254,698,1952,62,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.17333269119262695,90,ML,Southampton,Norwich,2,1,2019-12-04,11790,2019,367699,0.08822525292634964,0,1,0,0.17333269119262695,0.3706412017345429,0.10908325761556624
Pierre-Emile Højbjerg,MID,Southampton,0,0,18,0,37.3,325,150,1,0,7.7,29.4,2019-12-04,90,Norwich,0,0,0,0,15,0,28720,1,2,10.0,2,40,885,845,48,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.02752785943448544,90,MC,Southampton,Norwich,2,1,2019-12-04,11790,2019,367697,0.1919426321983337,0,3,0,0.02752785943448544,0.09738651663064957,0.07033291459083557
Ryan Bertrand,DEF,Southampton,0,0,22,0,6.4,305,150,1,1,8.0,36.6,2019-12-04,90,Norwich,0,0,0,0,15,0,33178,1,2,37.0,8,321,859,538,48,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,1,1,0.7660470008850098,90,DL,Southampton,Norwich,2,1,2019-12-04,11790,2019,367695,0.0,0,0,1,0.7660470008850098,0.03875034675002098,0.03875034675002098
Shane Long,FWD,Southampton,1,0,18,0,23.2,315,150,1,0,8.0,21.6,2019-12-04,84,Norwich,0,0,0,0,15,0,150363,1,2,35.0,5,-1510,1923,3433,46,True,0,15,Norwich,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,3,0.1733289510011673,86,FW,Southampton,Norwich,2,1,2019-12-04,11790,2019,367700,0.7999967932701111,1,2,0,0.1733289510011673,0.1408734768629074,0.0
Alex McCarthy,GK,Southampton,0,0,17,0,0.0,318,156,2,0,2.8,28.0,2019-12-08,90,Newcastle,0,0,0,0,16,4,41430,1,2,0.0,2,1145,2360,1215,43,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,GK,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369036,0.0,0,0,0,0.0,0.0,0.0
Che Adams,FWD,Southampton,0,0,3,0,0.1,437,156,0,0,0.0,0.0,2019-12-08,2,Newcastle,0,0,0,0,16,0,24942,1,2,0.0,1,-626,171,797,54,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,1,Sub,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369048,0.0,0,0,0,0.0,0.0,0.0
Cédric Soares,DEF,Southampton,0,0,0,0,15.2,486,156,2,0,4.0,9.6,2019-12-08,90,Newcastle,0,0,0,0,16,0,12949,1,2,15.0,0,28,264,236,48,False,1,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.07337252795696259,90,DR,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369037,0.11815479397773745,0,1,0,0.07337252795696259,0.3040018677711487,0.12961342930793762
Danny Ings,FWD,Southampton,0,2,25,0,3.3,313,156,2,1,6.6,32.0,2019-12-08,87,Newcastle,0,0,0,0,16,0,735193,1,2,31.0,8,105710,132721,27011,63,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,1,2,0.18381336331367493,89,FW,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369046,0.0,0,0,1,0.18381336331367493,0.24004699289798734,0.05623363330960274
Jack Stephens,DEF,Southampton,1,0,19,0,10.0,308,156,2,0,4.7,37.0,2019-12-08,90,Newcastle,0,0,0,0,16,0,7561,1,2,0.0,4,42,302,260,43,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,DC,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369039,0.0656585693359375,1,1,0,0.0,0.12961342930793762,0.06395485997200012
James Ward-Prowse,MID,Southampton,0,0,9,0,45.8,321,156,2,0,7.4,14.8,2019-12-08,90,Newcastle,0,0,0,0,16,0,146700,1,2,13.0,1,32668,38756,6088,59,False,1,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.12591098248958588,90,MC,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369043,0.2575885057449341,0,3,0,0.12591098248958588,0.18210965394973755,0.18210965394973755
Jan Bednarek,DEF,Southampton,0,0,16,0,0.2,307,156,2,0,2.9,25.0,2019-12-08,90,Newcastle,0,0,0,0,16,0,50187,1,2,4.0,1,-1404,460,1864,44,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.05751734599471092,90,DC,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369038,0.0,0,0,0,0.05751734599471092,0.06395485997200012,0.06395485997200012
Moussa Djenepo,MID,Southampton,0,0,12,0,12.8,438,156,1,0,3.3,3.2,2019-12-08,72,Newcastle,0,0,0,0,16,0,10809,1,2,17.0,2,-399,541,940,52,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,2,0.16060246527194974,74,MR,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369041,0.06395485997200012,0,1,0,0.16060246527194974,0.11850154399871825,0.06395485997200012
Nathan Redmond,MID,Southampton,0,0,17,0,3.4,320,156,2,0,6.2,24.4,2019-12-08,90,Newcastle,0,0,0,0,16,0,43487,1,2,34.0,2,-1168,643,1811,62,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,3,0.3949438333511353,90,ML,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369044,0.0,0,0,0,0.3949438333511353,0.2780820727348328,0.0
Pierre-Emile Højbjerg,MID,Southampton,0,0,8,0,4.4,325,156,2,0,2.1,13.4,2019-12-08,90,Newcastle,0,0,0,0,16,0,28178,1,2,3.0,1,-597,762,1359,48,False,1,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.012041740119457243,90,MC,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369042,0.0,0,0,0,0.012041740119457243,0.06395485997200012,0.06395485997200012
Ryan Bertrand,DEF,Southampton,0,0,6,0,5.9,305,156,2,0,5.2,13.4,2019-12-08,90,Newcastle,0,0,0,0,16,0,36431,1,2,33.0,1,2895,3463,568,48,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,3,0.7237672805786133,90,DL,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369040,0.0,0,0,0,0.7237672805786133,0.16506607830524445,0.12018849700689314
Shane Long,FWD,Southampton,0,0,8,0,23.9,315,156,2,0,8.2,7.2,2019-12-08,90,Newcastle,0,0,0,0,16,0,150803,1,2,51.0,2,-57,3780,3837,46,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,3,0.21548758447170255,90,FW,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369045,0.6857782006263733,0,2,0,0.21548758447170255,0.12018849700689314,0.0
Sofiane Boufal,MID,Southampton,0,0,0,0,11.3,508,156,1,0,2.0,2.6,2019-12-08,17,Newcastle,0,0,0,0,16,0,7604,1,2,6.0,1,-353,119,472,55,False,0,16,Southampton,2,Newcastle,3,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,16,Sub,Newcastle United,Southampton,2,1,2019-12-08,11798,2019,369047,0.04934515804052353,0,1,0,0.0,0.0,0.0
Alex McCarthy,GK,Southampton,0,0,15,0,0.0,318,169,1,0,2.7,27.0,2019-12-14,90,West Ham,0,0,0,0,17,3,43867,1,0,0.0,3,1959,3695,1736,43,True,0,17,West Ham,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,90,GK,Southampton,West Ham,0,1,2019-12-14,11811,2019,369930,0.0,0,0,0,0.0,0.0,0.0
Che Adams,FWD,Southampton,0,0,3,0,0.0,437,169,0,0,0.0,0.0,2019-12-14,3,West Ham,0,0,0,0,17,0,24424,1,0,0.0,1,-608,253,861,54,True,0,17,West Ham,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,0,0.0,1,Sub,Southampton,West Ham,0,1,2019-12-14,11811,2019,369942,0.0,0,0,0,0.0,0.0,0.0
Cédric Soares,DEF,Southampton,0,0,13,0,32.8,486,169,1,0,6.4,28.2,2019-12-14,86,West Ham,0,0,0,0,17,0,13161,1,0,3.0,2,42,411,369,48,True,0,17,West Ham,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.021541006863117215,89,DR,Southampton,West Ham,0,1,2019-12-14,11811,2019,369931,0.13807730376720428,0,2,0,0.021541006863117215,0.32189884781837463,0.21708743274211886
Danny Ings,FWD,Southampton,0,0,4,0,11.7,313,169,1,0,2.7,4.8,2019-12-14,90,West Ham,0,0,0,0,17,0,891477,1,0,10.0,2,147133,181559,34426,64,True,0,17,West Ham,2,Southampton,2,16,Southampton,SOU,3,1050,1080,1080,1110,1040,1150,0,1,0.05913807079195976,90,FW,Southampton,West Ham,0,1,2019-12-14,11811,2019,369940,0.021541006863117215,0,1,0,0.05913807079195976,0.4892890751361847,0.4086100161075592
