player_name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,team_a,team_a_difficulty,team_h,team_h_difficulty,id,name,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home
Michael Verrips,GK,Sheffield Utd,0,0,0,0,0.0,521,296,0,0,0.0,0.0,2020-06-21,0,Newcastle,0,0,0,0,39,0,3724,0,3,0.0,0,206,472,266,44,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Muhamed Bešić,MID,Sheffield Utd,0,0,0,0,0.0,522,296,0,0,0.0,0.0,2020-06-21,0,Newcastle,0,0,0,0,39,0,11535,0,3,0.0,0,907,1904,997,43,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Oliver McBurnie,FWD,Sheffield Utd,0,0,8,0,6.2,501,296,3,0,3.8,10.8,2020-06-21,84,Newcastle,0,0,0,0,39,0,50630,0,3,21.0,2,30106,41249,11143,57,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Oliver Norwood,MID,Sheffield Utd,0,0,14,0,3.8,302,296,3,0,1.6,12.4,2020-06-21,90,Newcastle,0,0,0,0,39,0,74335,0,3,0.0,2,37514,51837,14323,49,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Panagiotis Retsos,DEF,Sheffield Utd,0,0,0,0,0.0,625,296,0,0,0.0,0.0,2020-06-21,0,Newcastle,0,0,0,0,39,0,686,0,3,0.0,0,207,436,229,45,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Phil Jagielka,DEF,Sheffield Utd,0,0,0,0,0.0,444,296,0,0,0.0,0.0,2020-06-21,0,Newcastle,0,0,0,0,39,0,27331,0,3,0.0,0,1605,3182,1577,41,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Ravel Morrison,MID,Sheffield Utd,0,0,0,0,0.0,456,296,0,0,0.0,0.0,2020-06-21,0,Newcastle,0,0,0,0,39,0,5290,0,3,0.0,0,-154,25,179,45,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Richairo Zivkovic,FWD,Sheffield Utd,0,0,4,0,0.5,622,296,1,0,0.2,1.0,2020-06-21,16,Newcastle,0,0,0,0,39,0,1516,0,3,0.0,1,366,891,525,47,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Richard Stearman,DEF,Sheffield Utd,0,0,0,0,0.0,296,296,0,0,0.0,0.0,2020-06-21,0,Newcastle,0,0,0,0,39,0,148560,0,3,0.0,0,-8546,1194,9740,39,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Sander Berge,MID,Sheffield Utd,0,0,9,0,4.3,621,296,1,0,0.9,2.4,2020-06-21,65,Newcastle,0,0,0,0,39,0,7591,0,3,2.0,2,865,3557,2692,48,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Simon Moore,GK,Sheffield Utd,0,0,0,0,0.0,436,296,0,0,0.0,0.0,2020-06-21,0,Newcastle,0,0,0,0,39,0,6998,0,3,0.0,0,240,879,639,43,False,0,30,Sheffield Utd,2,Newcastle,3,15,Sheffield Utd,SHU,3,1180,1170,1110,1050,1200,1180
Adam Lallana,MID,Liverpool,0,0,0,0,0.0,195,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,9482,2,1,0.0,0,136,366,230,58,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Adrián San Miguel del Castillo,GK,Liverpool,0,0,0,0,0.0,526,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,144549,2,1,0.0,0,-10085,935,11020,41,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Alex Oxlade-Chamberlain,MID,Liverpool,0,0,7,0,2.3,193,237,1,0,0.9,6.2,2020-01-23,69,Wolves,0,0,0,0,24,0,35219,2,1,0.0,2,5945,7068,1123,62,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Alisson Ramses Becker,GK,Liverpool,0,0,14,0,0.0,189,237,1,0,2.1,20.8,2020-01-23,90,Wolves,0,0,0,0,24,2,783914,2,1,0.0,2,83244,95778,12534,61,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Andrew Robertson,DEF,Liverpool,0,0,11,0,20.5,181,237,1,0,3.1,10.0,2020-01-23,90,Wolves,0,0,0,0,24,0,1532185,2,1,0.0,1,62628,103141,40513,70,False,1,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Andy Lonergan,GK,Liverpool,0,0,0,0,0.0,530,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,1804,2,1,0.0,0,-25,9,34,42,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Caoimhin Kelleher,GK,Liverpool,0,0,0,0,0.0,531,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,2096,2,1,0.0,0,-40,9,49,44,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Curtis Jones,MID,Liverpool,0,0,0,0,0.0,569,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,383,2,1,0.0,0,-21,30,51,45,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Dejan Lovren,DEF,Liverpool,0,0,0,0,0.0,186,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,14725,2,1,0.0,0,-299,17,316,53,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Divock Origi,FWD,Liverpool,0,0,2,0,1.1,188,237,0,0,0.1,0.0,2020-01-23,5,Wolves,0,0,0,0,24,0,188928,2,1,0.0,1,728,5072,4344,52,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Fabio Henrique Tavares,MID,Liverpool,0,0,4,0,1.1,197,237,0,0,0.6,3.2,2020-01-23,20,Wolves,0,0,0,0,24,0,71475,2,1,2.0,1,476,975,499,54,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Georginio Wijnaldum,MID,Liverpool,0,0,10,0,4.8,199,237,1,0,0.9,4.4,2020-01-23,90,Wolves,0,0,0,0,24,0,181930,2,1,0.0,2,18044,25317,7273,54,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Harvey Elliott,MID,Liverpool,0,0,0,0,0.0,550,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,700,2,1,0.0,0,-22,38,60,45,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
James Milner,MID,Liverpool,0,0,0,0,0.0,200,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,37094,2,1,0.0,0,-1327,21,1348,53,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Joel Matip,DEF,Liverpool,0,0,0,0,0.0,185,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,86118,2,1,0.0,0,-18,782,800,52,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Jordan Henderson,MID,Liverpool,1,3,44,0,25.2,198,237,1,1,10.5,60.4,2020-01-23,90,Wolves,0,0,0,0,24,0,97240,2,1,19.0,13,15549,20051,4502,54,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Joseph Gomez,DEF,Liverpool,0,0,14,0,0.5,184,237,1,0,2.3,22.6,2020-01-23,90,Wolves,0,0,0,0,24,0,327567,2,1,0.0,2,71978,95510,23532,52,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Mohamed Salah,MID,Liverpool,0,0,12,0,18.5,191,237,1,0,11.5,10.8,2020-01-23,84,Wolves,0,0,0,0,24,0,2229655,2,1,86.0,2,283380,299473,16093,124,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Naby Keita,MID,Liverpool,0,0,0,0,0.0,196,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,17746,2,1,0.0,0,-1826,16,1842,58,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Nathaniel Phillips,DEF,Liverpool,0,0,0,0,0.0,589,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,251,2,1,0.0,0,-30,11,41,40,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Neco Williams,DEF,Liverpool,0,0,0,0,0.0,575,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,3004,2,1,0.0,0,-327,556,883,40,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Rafael Camacho,MID,Liverpool,0,0,0,0,0.0,201,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,400,2,1,0.0,0,-8,2,10,45,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Rhian Brewster,FWD,Liverpool,0,0,0,0,0.0,464,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,33927,2,1,0.0,0,-1045,1686,2731,42,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Roberto Firmino,FWD,Liverpool,0,1,34,0,27.1,187,237,1,1,15.2,51.4,2020-01-23,90,Wolves,0,0,0,0,24,0,1199018,2,1,73.0,7,361083,390466,29383,95,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Sadio Mané,MID,Liverpool,0,0,6,0,17.0,192,237,0,0,2.6,5.4,2020-01-23,32,Wolves,0,0,0,0,24,0,3098989,2,1,4.0,1,128182,183894,55712,124,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Simon Mignolet,GK,Liverpool,0,0,0,0,0.0,190,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,2487,2,1,0.0,0,-10,9,19,45,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Takumi Minamino,MID,Liverpool,0,0,5,0,7.3,590,237,1,0,2.0,4.6,2020-01-23,57,Wolves,0,0,0,0,24,0,6773,2,1,8.0,1,-808,1850,2658,65,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Trent Alexander-Arnold,DEF,Liverpool,1,0,26,0,29.7,182,237,1,0,7.4,36.6,2020-01-23,90,Wolves,0,0,0,0,24,0,3073147,2,1,8.0,5,152061,167963,15902,76,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Virgil van Dijk,DEF,Liverpool,0,0,18,0,0.2,183,237,1,0,2.2,19.8,2020-01-23,90,Wolves,0,0,0,0,24,0,3177803,2,1,2.0,2,197071,222215,25144,64,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Xherdan Shaqiri,MID,Liverpool,0,0,0,0,0.0,194,237,0,0,0.0,0.0,2020-01-23,0,Wolves,0,0,0,0,24,0,17592,2,1,0.0,0,-95,132,227,63,False,0,24,Liverpool,3,Wolves,4,10,Liverpool,LIV,5,1320,1310,1330,1310,1350,1340
Ahmed El Mohamady,DEF,Aston Villa,0,0,3,0,0.5,22,271,0,0,0.5,4.6,2020-06-17,14,Sheffield Utd,0,0,0,0,39,0,68762,0,0,0.0,1,5197,11118,5921,41,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Andre Green,MID,Aston Villa,0,0,0,0,0.0,32,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,765,0,0,0.0,0,2,30,28,48,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Anwar El Ghazi,MID,Aston Villa,0,0,6,1,2.3,30,271,0,0,1.7,3.0,2020-06-17,68,Sheffield Utd,0,0,0,0,39,0,94136,0,0,12.0,3,33147,48826,15679,55,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Birkir Bjarnason,MID,Aston Villa,0,0,0,0,0.0,33,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,2315,0,0,0.0,0,-34,19,53,45,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Bjorn Engels,DEF,Aston Villa,0,0,0,0,0.0,455,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,35546,0,0,0.0,0,2692,5903,3211,43,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Borja González Tomás,FWD,Aston Villa,0,0,0,0,0.0,623,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,1012,0,0,0.0,0,618,1051,433,55,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Conor Hourihane,MID,Aston Villa,0,0,16,1,104.3,28,271,0,0,15.0,26.8,2020-06-17,90,Sheffield Utd,0,0,0,0,39,0,11538,0,0,19.0,3,830,1644,814,57,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Daniel Drinkwater,MID,Aston Villa,0,0,0,0,0.0,120,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,44080,0,0,0.0,0,14,1714,1700,44,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Douglas Luiz Soares de Paulo,MID,Aston Villa,0,0,7,1,3.4,470,271,0,0,1.3,9.6,2020-06-17,90,Sheffield Utd,0,0,0,0,39,0,345093,0,0,0.0,2,55526,120834,65308,44,True,1,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Ezri Konsa Ngoyo,DEF,Aston Villa,0,0,25,1,5.4,452,271,0,0,1.4,9.0,2020-06-17,75,Sheffield Utd,0,0,0,0,39,0,7100,0,0,0.0,6,230,962,732,43,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Frédéric Guilbert,DEF,Aston Villa,0,0,0,0,0.0,458,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,36842,0,0,0.0,0,1683,6514,4831,44,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Henri Lansbury,MID,Aston Villa,0,0,0,0,0.0,35,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,26831,0,0,0.0,0,-913,352,1265,44,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Indiana Vassilev,MID,Aston Villa,0,0,0,0,0.0,600,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,852,0,0,0.0,0,273,519,246,45,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Jack Grealish,MID,Aston Villa,0,0,13,1,46.8,29,271,0,0,6.2,9.6,2020-06-17,90,Sheffield Utd,0,0,0,0,39,0,2035690,0,0,6.0,3,493444,646955,153511,64,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
James Chester,DEF,Aston Villa,0,0,0,0,0.0,23,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,3690,0,0,0.0,0,-80,57,137,42,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Jed Steer,GK,Aston Villa,0,0,0,0,0.0,429,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,6512,0,0,0.0,0,108,317,209,43,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
John McGinn,MID,Aston Villa,0,0,8,1,0.8,31,271,0,0,3.7,10.4,2020-06-17,75,Sheffield Utd,0,0,0,0,39,0,296692,0,0,26.0,3,94135,131761,37626,54,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Jonathan Kodjia,FWD,Aston Villa,0,0,0,0,0.0,26,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,5795,0,0,0.0,0,-64,35,99,54,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
José Ignacio Peleteiro Romallo,MID,Aston Villa,0,0,0,0,0.0,36,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,13170,0,0,0.0,0,1855,3054,1199,58,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
José Reina,GK,Aston Villa,0,0,0,0,0.0,603,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,120730,0,0,0.0,0,78754,125204,46450,45,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Keinan Davis,MID,Aston Villa,0,0,-3,1,1.0,34,271,0,0,8.6,0.0,2020-06-17,68,Sheffield Utd,0,0,0,0,39,0,18628,0,0,86.0,3,1127,2905,1778,43,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Kortney Hause,DEF,Aston Villa,0,0,24,1,10.4,25,271,0,0,8.7,7.0,2020-06-17,90,Sheffield Utd,0,0,0,0,39,0,5304,0,0,70.0,6,283,600,317,44,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Lovre Kalinic,GK,Aston Villa,0,0,0,0,0.0,474,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,6025,0,0,0.0,0,-77,88,165,42,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Mahmoud Ahmed Ibrahim Hassan,MID,Aston Villa,0,0,4,0,0.8,465,271,0,0,0.3,2.2,2020-06-17,21,Sheffield Utd,0,0,0,0,39,0,82883,0,0,0.0,1,3082,7930,4848,52,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Marvelous Nakamba,MID,Aston Villa,0,0,3,0,0.3,491,271,0,0,0.4,3.6,2020-06-17,14,Sheffield Utd,0,0,0,0,39,0,48897,0,0,0.0,1,-1902,1962,3864,44,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Matt Targett,DEF,Aston Villa,0,0,21,1,12.3,309,271,0,0,2.5,12.6,2020-06-17,90,Sheffield Utd,0,0,0,0,39,0,205836,0,0,0.0,6,131339,169902,38563,44,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Mbwana Samatta,FWD,Aston Villa,0,0,1,0,0.5,613,271,0,0,0.1,0.2,2020-06-17,21,Sheffield Utd,0,0,0,0,39,0,87268,0,0,0.0,1,62425,91221,28796,58,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Neil Taylor,DEF,Aston Villa,0,0,0,0,0.0,24,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,18193,0,0,0.0,0,1294,2929,1635,42,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Tom Heaton,GK,Aston Villa,0,0,0,0,0.0,94,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,171126,0,0,0.0,0,-14285,1133,15418,43,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Tyrone Mings,DEF,Aston Villa,0,1,28,1,0.8,445,271,0,0,1.7,16.6,2020-06-17,90,Sheffield Utd,0,0,0,0,39,0,256648,0,0,0.0,7,59641,86483,26842,44,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Wesley Moraes,FWD,Aston Villa,0,0,0,0,0.0,428,271,0,0,0.0,0.0,2020-06-17,0,Sheffield Utd,0,0,0,0,39,0,61116,0,0,0.0,0,-1104,449,1553,54,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Ørjan Nyland,GK,Aston Villa,0,0,22,1,0.0,27,271,0,0,1.1,10.8,2020-06-17,90,Sheffield Utd,0,0,0,0,39,1,24213,0,0,0.0,6,8602,12025,3423,43,True,0,30,Sheffield Utd,2,Aston Villa,3,2,Aston Villa,AVL,2,980,970,1040,1000,1050,1020
Cédric Soares,DEF,Arsenal,0,0,0,0,0.0,486,238,0,0,0.0,0.0,2020-01-21,0,Chelsea,0,0,0,0,24,0,19305,2,2,0.0,0,3035,316,3281,48,False,0,24,Arsenal,4,Chelsea,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Ainsley Maitland-Niles,DEF,Arsenal,0,0,2,0,1.6,4,275,1,0,0.3,1.6,2020-06-17,23,Man City,0,0,0,0,39,0,174895,0,3,0.0,1,3495,13364,9869,45,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Alexandre Lacazette,FWD,Arsenal,0,0,3,0,0.3,12,275,1,0,0.3,0.4,2020-06-17,23,Man City,0,0,0,0,39,0,189462,0,3,2.0,1,23836,53645,29809,94,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Bernd Leno,GK,Arsenal,0,1,28,0,0.0,14,275,3,0,6.4,64.2,2020-06-17,90,Man City,0,0,0,0,39,9,614482,0,3,0.0,5,183514,249238,65724,50,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Bukayo Saka,MID,Arsenal,0,0,4,0,15.3,541,275,3,0,2.1,5.2,2020-06-17,90,Man City,0,0,0,0,39,0,400726,0,3,0.0,2,21601,151601,130000,47,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Calum Chambers,DEF,Arsenal,0,0,0,0,0.0,467,275,0,0,0.0,0.0,2020-06-17,0,Man City,0,0,0,0,39,0,44251,0,3,0.0,0,-1099,87,1186,43,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Carl Jenkinson,DEF,Arsenal,0,0,0,0,0.0,9,275,0,0,0.0,0.0,2020-06-17,0,Man City,0,0,0,0,39,0,1574,0,3,0.0,0,-11,18,29,45,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Cédric Soares,DEF,Arsenal,0,0,0,0,0.0,486,275,0,0,0.0,0.0,2020-06-17,0,Man City,0,0,0,0,39,0,16509,0,3,0.0,0,1535,3227,1692,48,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Daniel Ceballos Fernández,MID,Arsenal,0,0,13,0,1.2,469,275,3,0,1.1,10.0,2020-06-17,82,Man City,0,0,0,0,39,0,233648,0,3,0.0,2,5170,14418,9248,52,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
David Luiz Moreira Marinho,DEF,Arsenal,0,0,-11,0,0.0,106,275,3,0,0.0,0.0,2020-06-17,25,Man City,0,0,0,1,39,0,444821,0,3,0.0,-3,37407,71661,34254,57,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Edward Nketiah,FWD,Arsenal,0,0,3,0,10.3,13,275,2,0,2.3,4.6,2020-06-17,66,Man City,0,0,0,0,39,0,141245,0,3,8.0,2,39313,77566,38253,44,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Emile Smith Rowe,MID,Arsenal,0,0,0,0,0.0,576,275,0,0,0.0,0.0,2020-06-17,0,Man City,0,0,0,0,39,0,2538,0,3,0.0,0,-424,109,533,43,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Emiliano Martínez,GK,Arsenal,0,0,0,0,0.0,427,275,0,0,0.0,0.0,2020-06-17,0,Man City,0,0,0,0,39,0,18873,0,3,0.0,0,369,999,630,42,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Gabriel Teodoro Martinelli Silva,FWD,Arsenal,0,0,0,0,0.0,504,275,0,0,0.0,0.0,2020-06-17,0,Man City,0,0,0,0,39,0,224625,0,3,0.0,0,12960,67774,54814,44,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Granit Xhaka,MID,Arsenal,0,0,3,0,0.0,18,275,0,0,0.0,0.0,2020-06-17,7,Man City,0,0,0,0,39,0,66357,0,3,0.0,1,10543,18280,7737,51,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
Henrikh Mkhitaryan,MID,Arsenal,0,0,0,0,0.0,16,275,0,0,0.0,0.0,2020-06-17,0,Man City,0,0,0,0,39,0,55614,0,3,0.0,0,-208,59,267,67,False,0,30,Arsenal,4,Man City,3,1,Arsenal,ARS,4,1170,1170,1200,1150,1240,1180
