season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2019/20,167878,50,47,19,590,0,0,2,4,0,0,0,0,0,0,0,84,78.4,108.5,65.0,25.3
2020/21,167878,50,47,51,1599,1,0,4,29,0,0,0,1,0,0,3,246,256.6,323.4,164.0,74.7
