name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,72,78,15,0,False,2021-10-16T14:00:00Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,89,10001,1245,1156
Aaron Cresswell,DEF,West Ham,411,74,8,7,False,2021-10-17T13:00:00Z,0,1,8,90,0,0,1,0,0,0,0,0,0,0,1,27,16.0,4.9,0.0,2.1,55,-82860,1212093,16857,99717
Aaron Lennon,MID,Burnley,575,76,12,0,False,2021-10-16T14:00:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,21,1247,182,161
Aaron Ramsdale,GK,Arsenal,559,71,7,2,True,2021-10-18T19:00:00Z,2,2,8,90,0,0,0,2,0,0,0,0,0,4,0,16,18.6,0.0,0.0,1.9,46,188376,514981,206864,18488
Aaron Ramsey,MID,Aston Villa,496,72,20,0,True,2021-10-16T14:00:00Z,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-267,16308,842,1109
Aaron Wan-Bissaka,DEF,Man Utd,288,75,9,-1,False,2021-10-16T14:00:00Z,4,2,8,90,0,0,0,4,0,0,0,1,0,0,0,13,14.8,2.8,2.0,2.0,54,-28779,483180,10392,39171
Abdoulaye Doucouré,MID,Everton,173,74,19,2,True,2021-10-17T13:00:00Z,0,1,8,90,0,0,0,1,0,0,0,0,0,0,0,9,13.0,22.7,9.0,4.5,57,198297,633456,231061,32764
Adama Traoré,MID,Wolves,435,72,2,5,False,2021-10-16T14:00:00Z,2,3,8,90,0,1,0,2,0,0,0,0,0,0,0,12,11.0,3.5,29.0,4.4,60,-70570,222681,7561,78131
Adam Armstrong,FWD,Southampton,525,79,10,0,True,2021-10-16T14:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,39026,260538,74655,35629
Adam Forshaw,MID,Leeds,552,79,16,1,False,2021-10-16T14:00:00Z,1,0,8,26,0,0,0,0,0,0,0,0,0,0,0,2,2.6,0.3,0.0,0.3,45,-240,1111,57,297
Adam Idah,FWD,Norwich,329,78,4,1,True,2021-10-16T14:00:00Z,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.5,0.0,0.2,49,75,34240,3547,3472
Adam Lallana,MID,Brighton,53,78,15,2,False,2021-10-16T14:00:00Z,0,0,8,90,0,0,1,0,0,0,0,1,0,0,0,13,24.6,17.3,11.0,5.3,54,675,18603,1963,1288
Adam Masina,DEF,Watford,390,80,11,0,True,2021-10-16T11:30:00Z,0,5,8,45,0,0,0,2,0,0,0,0,0,0,0,5,8.8,0.2,0.0,0.9,43,-459,7072,240,699
Adam Webster,DEF,Brighton,61,78,15,0,False,2021-10-16T14:00:00Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1989,19198,50,2039
Adedapo Awokoya-Mebude,FWD,Watford,469,80,11,0,True,2021-10-16T11:30:00Z,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-500,8784,0,500
Ademola Lookman,MID,Leicester,587,75,13,0,True,2021-10-16T14:00:00Z,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-96,5773,1201,1297
Adrián San Miguel del Castillo,GK,Liverpool,223,80,18,0,False,2021-10-16T11:30:00Z,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,1107,20782,2191,1084
Ainsley Maitland-Niles,MID,Arsenal,13,71,7,0,True,2021-10-18T19:00:00Z,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-114,4893,185,299
Albert Sambi Lokonga,MID,Arsenal,478,71,7,1,True,2021-10-18T19:00:00Z,2,2,8,45,0,0,0,2,0,0,0,0,0,0,0,7,1.8,15.0,0.0,1.7,49,-224,14261,1048,1272
Alex Nicolao Telles,DEF,Man Utd,279,75,9,0,False,2021-10-16T14:00:00Z,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3400,6105,683,4083
Alexandre Lacazette,FWD,Arsenal,6,71,7,5,True,2021-10-18T19:00:00Z,2,2,8,23,1,0,0,1,0,0,0,0,0,0,0,28,42.0,26.8,62.0,13.1,83,-1344,80349,1563,2907
