name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,72,94,11,0,False,2021-10-30T14:00:00Z,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-279,9552,957,1236
Aaron Cresswell,DEF,West Ham,411,91,2,2,False,2021-10-31T16:30:00Z,1,4,10,90,0,0,0,1,0,0,0,0,0,0,0,13,14.8,28.2,8.0,5.1,55,93320,1308512,122335,29015
Aaron Lennon,MID,Burnley,575,92,3,0,True,2021-10-30T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-55,1324,106,161
Aaron Ramsdale,GK,Arsenal,559,93,9,10,False,2021-10-30T11:30:00Z,0,2,10,90,0,0,1,0,0,0,0,0,0,8,2,38,50.8,0.0,0.0,5.1,46,31397,568492,56736,25339
Aaron Ramsey,MID,Aston Villa,496,91,19,0,True,2021-10-31T16:30:00Z,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-420,16005,760,1180
Aaron Wan-Bissaka,DEF,Man Utd,288,98,17,7,False,2021-10-30T16:30:00Z,0,3,10,90,0,0,1,0,0,0,0,0,0,0,1,26,12.4,16.9,26.0,5.5,53,-44241,394597,3340,47581
Abdoulaye Doucouré,MID,Everton,173,100,20,0,False,2021-11-01T20:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-200354,236270,747,201101
Adama Traoré,MID,Wolves,435,100,8,0,True,2021-11-01T20:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-23121,192891,6484,29605
Adam Armstrong,FWD,Southampton,525,99,18,5,False,2021-10-30T14:00:00Z,0,1,10,90,0,1,1,0,0,0,0,0,0,0,0,10,10.2,21.5,43.0,7.5,59,-40253,204055,8355,48608
Adam Forshaw,MID,Leeds,552,97,15,1,False,2021-10-31T14:00:00Z,1,2,10,13,0,0,0,0,0,0,0,0,0,0,0,6,8.8,20.5,0.0,2.9,45,-18,1246,80,98
