name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,72,83,12,0,True,2021-10-23T16:30:00Z,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-334,9697,743,1077
Aaron Cresswell,DEF,West Ham,411,90,17,12,True,2021-10-24T13:00:00Z,1,0,9,90,0,1,1,0,0,0,0,0,0,0,3,36,26.8,15.6,0.0,4.2,55,-26094,1189983,21125,47219
Aaron Lennon,MID,Burnley,575,89,16,0,False,2021-10-23T14:00:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-57,1268,84,141
Aaron Ramsdale,GK,Arsenal,559,81,2,3,True,2021-10-22T19:00:00Z,3,1,9,90,0,0,0,1,0,0,0,0,0,3,0,15,23.0,0.0,0.0,2.3,46,19768,530588,42094,22326
Aaron Ramsey,MID,Aston Villa,496,81,1,0,False,2021-10-22T19:00:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-478,16027,418,896
Aaron Wan-Bissaka,DEF,Man Utd,288,88,11,-1,True,2021-10-24T15:30:00Z,0,5,9,90,0,0,0,5,0,0,0,1,0,0,0,8,16.6,1.8,0.0,1.8,53,-48117,436086,3445,51562
Abdoulaye Doucouré,MID,Everton,173,86,18,0,True,2021-10-23T14:00:00Z,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-185288,434319,47750,233038
Adama Traoré,MID,Wolves,435,87,10,3,False,2021-10-23T14:00:00Z,1,1,9,75,0,0,1,0,0,0,0,0,0,0,0,-1,6.2,14.4,4.0,2.5,60,-11578,214490,12024,23602
Adam Armstrong,FWD,Southampton,525,89,5,1,True,2021-10-23T14:00:00Z,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.1,60,-16533,243483,16485,33018
Adam Forshaw,MID,Leeds,552,87,20,0,True,2021-10-23T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1,1178,94,95
Adam Idah,FWD,Norwich,329,84,6,0,False,2021-10-23T11:30:00Z,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,942,35619,3679,2737
