name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,72,61,1,0,True,2021-10-02T16:30:00Z,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-141,9730,936,1077
Aaron Cresswell,DEF,West Ham,411,69,3,1,True,2021-10-03T13:00:00Z,1,2,7,90,0,0,0,2,0,0,0,0,0,0,0,16,22.8,64.0,0.0,8.7,55,13229,1301848,81082,67853
Aaron Lennon,MID,Burnley,575,62,15,1,True,2021-10-02T14:00:00Z,0,0,7,59,0,0,0,0,0,0,0,0,0,0,0,2,4.0,1.6,28.0,3.4,50,36,1105,145,109
Aaron Ramsdale,GK,Arsenal,559,61,4,6,False,2021-10-02T16:30:00Z,0,0,7,90,0,0,1,0,0,0,0,0,0,2,0,26,15.0,0.0,0.0,1.5,45,155959,312525,169174,13215
Aaron Ramsey,MID,Aston Villa,496,68,17,0,False,2021-10-03T13:00:00Z,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-686,16165,737,1423
Aaron Wan-Bissaka,DEF,Man Utd,288,67,8,2,True,2021-10-02T11:30:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,16,23.0,34.6,4.0,6.2,54,-9948,509455,26270,36218
Abdoulaye Doucouré,MID,Everton,173,67,13,5,False,2021-10-02T11:30:00Z,1,1,7,90,0,1,0,1,0,0,0,1,0,0,1,23,30.4,24.3,38.0,9.3,56,123771,417921,154467,30696
Adama Traoré,MID,Wolves,435,70,14,1,True,2021-10-02T14:00:00Z,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,60,-46722,290930,13650,60372
Adam Armstrong,FWD,Southampton,525,63,6,2,False,2021-10-02T14:00:00Z,3,1,7,90,0,0,0,3,0,0,0,0,0,0,0,6,5.4,0.9,19.0,2.5,60,-34722,215719,12525,47247
Adam Forshaw,MID,Leeds,552,65,18,0,True,2021-10-02T14:00:00Z,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,59,1336,324,265
