name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,72,12,18,1,True,2021-08-21T16:30:00Z,2,0,2,45,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,1.1,6.0,0.5,55,-1682,15599,1899,3581
Aaron Cresswell,DEF,West Ham,411,20,9,2,True,2021-08-23T19:00:00Z,4,1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,8.6,4.2,6.0,1.9,55,21799,1345295,76490,54691
Aaron Ramsdale,GK,Arsenal,559,18,6,0,True,2021-08-22T15:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,597,1432,679,82
Aaron Ramsey,MID,Aston Villa,496,11,14,0,True,2021-08-21T14:00:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-384,11767,1171,1555
Aaron Wan-Bissaka,DEF,Man Utd,288,19,16,2,False,2021-08-22T13:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,21.2,32.3,2.0,5.6,55,-47625,707386,17513,65138
Abdoulaye Doucouré,MID,Everton,173,14,10,4,False,2021-08-21T14:00:00Z,2,2,2,90,0,1,0,2,0,0,0,1,0,0,0,19,28.0,11.8,16.0,5.6,55,25889,71179,32845,6956
Adama Traoré,MID,Wolves,435,17,17,2,True,2021-08-22T13:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,15,27.0,58.7,65.0,15.1,60,-2356,85215,9369,11725
Adam Armstrong,FWD,Southampton,525,19,13,2,True,2021-08-22T13:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,0,5.4,11.5,26.0,4.3,60,56591,165181,77504,20913
Adam Forshaw,MID,Leeds,552,14,8,0,True,2021-08-21T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,141,503,184,43
Adam Idah,FWD,Norwich,329,16,12,0,False,2021-08-21T14:00:00Z,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-623,36741,5296,5919
