player_name,kickoff_time,GW,season,LR,CBoost,SVR,KNN,MLP,Meta,position,team,value,total_points
Alphonse Areola,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,GK,Fulham,45,1
Andreas Christensen,2020-09-20,2,2020,2.0,2.0,3.0,2.0,3.0,3.0,DEF,Chelsea,50,-3
Andrew Robertson,2020-09-20,2,2020,4.0,4.0,3.0,3.0,3.0,3.0,DEF,Liverpool,70,6
Andriy Yarmolenko,2020-09-19,2,2020,1.0,2.0,3.0,2.0,2.0,3.0,MID,West Ham,59,1
Andros Townsend,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Crystal Palace,60,9
André Filipe Tavares Gomes,2020-09-19,2,2020,3.0,3.0,4.0,4.0,4.0,3.0,MID,Everton,55,2
André-Frank Zambo Anguissa,2020-09-19,2,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Fulham,45,5
Andy Carroll,2020-09-20,2,2020,4.0,4.0,4.0,3.0,4.0,3.0,FWD,Newcastle,55,1
Angelo Ogbonna,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,West Ham,50,1
Anthony Martial,2020-09-19,2,2020,5.0,5.0,4.0,4.0,6.0,4.0,FWD,Man Utd,90,2
Arthur Masuaku,2020-09-19,2,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,West Ham,45,1
Ashley Westwood,2020-09-20,2,2020,2.0,3.0,3.0,2.0,2.0,3.0,MID,Burnley,55,2
Ayoze Pérez,2020-09-20,2,2020,4.0,4.0,4.0,4.0,4.0,3.0,MID,Leicester,65,2
Ben Davies,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Spurs,50,1
Ben Osborn,2020-09-21,2,2020,1.0,1.0,3.0,1.0,1.0,3.0,MID,Sheffield Utd,50,1
Ben White,2020-09-20,2,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Brighton,45,6
Benjamin Mendy,2020-09-21,2,2020,3.0,3.0,3.0,3.0,3.0,4.0,DEF,Man City,60,1
Bernd Leno,2020-09-19,2,2020,4.0,4.0,3.0,3.0,3.0,3.0,GK,Arsenal,50,2
Bobby Decordova-Reid,2020-09-19,2,2020,1.0,1.0,2.0,1.0,1.0,3.0,FWD,Fulham,55,5
Bruno Miguel Borges Fernandes,2020-09-19,2,2020,6.0,6.0,4.0,6.0,6.0,3.0,MID,Man Utd,105,2
Bukayo Saka,2020-09-19,2,2020,4.0,4.0,4.0,4.0,3.0,3.0,MID,Arsenal,54,2
Callum Robinson,2020-09-19,2,2020,3.0,3.0,3.0,2.0,2.0,3.0,FWD,West Brom,55,2
Callum Wilson,2020-09-20,2,2020,4.0,5.0,4.0,4.0,4.0,3.0,FWD,Newcastle,65,2
Charlie Taylor,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,45,3
Che Adams,2020-09-20,2,2020,3.0,4.0,4.0,4.0,3.0,3.0,FWD,Southampton,60,1
Cheikhou Kouyaté,2020-09-19,2,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Crystal Palace,50,2
Chris Basham,2020-09-21,2,2020,3.0,4.0,3.0,2.0,2.0,4.0,DEF,Sheffield Utd,50,2
Chris Wood,2020-09-20,2,2020,3.0,4.0,3.0,4.0,3.0,3.0,FWD,Burnley,65,6
Conor Coady,2020-09-21,2,2020,2.0,3.0,2.0,2.0,2.0,2.0,DEF,Wolves,50,1
Conor Hourihane,2020-09-21,2,2020,3.0,3.0,4.0,3.0,2.0,3.0,MID,Aston Villa,60,3
Dan Burn,2020-09-20,2,2020,1.0,1.0,2.0,1.0,1.0,3.0,DEF,Brighton,45,1
Daniel Castelo Podence,2020-09-21,2,2020,3.0,3.0,2.0,2.0,2.0,3.0,MID,Wolves,55,5
Daniel Ceballos Fernández,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Arsenal,50,8
Daniel James,2020-09-19,2,2020,4.0,3.0,4.0,4.0,4.0,2.0,MID,Man Utd,65,1
Danny Ings,2020-09-20,2,2020,6.0,5.0,4.0,5.0,5.0,3.0,FWD,Southampton,85,11
Dara O'Shea,2020-09-19,2,2020,3.0,3.0,2.0,2.0,2.0,3.0,DEF,West Brom,45,0
Darnell Furlong,2020-09-19,2,2020,3.0,3.0,2.0,2.0,2.0,3.0,DEF,West Brom,45,0
David Luiz Moreira Marinho,2020-09-19,2,2020,3.0,1.0,3.0,1.0,2.0,4.0,DEF,Arsenal,55,1
David McGoldrick,2020-09-21,2,2020,4.0,4.0,3.0,3.0,4.0,3.0,FWD,Sheffield Utd,55,1
David de Gea,2020-09-19,2,2020,3.0,4.0,3.0,3.0,4.0,3.0,GK,Man Utd,55,1
Davinson Sánchez,2020-09-20,2,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Spurs,55,1
Declan Rice,2020-09-19,2,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,West Ham,50,2
Denis Odoi,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Fulham,45,0
Dennis Praet,2020-09-20,2,2020,4.0,3.0,3.0,3.0,3.0,3.0,MID,Leicester,55,8
Dominic Calvert-Lewin,2020-09-19,2,2020,5.0,5.0,4.0,4.0,5.0,3.0,FWD,Everton,71,17
Donny van de Beek,2020-09-19,2,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Man Utd,70,6
Douglas Luiz Soares de Paulo,2020-09-21,2,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Aston Villa,50,3
Dwight McNeil,2020-09-20,2,2020,3.0,4.0,4.0,3.0,2.0,3.0,MID,Burnley,60,5
Eberechi Eze,2020-09-19,2,2020,1.0,1.0,2.0,2.0,1.0,2.0,MID,Crystal Palace,60,1
Ederson Santana de Moraes,2020-09-21,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,GK,Man City,60,2
Edward Nketiah,2020-09-19,2,2020,2.0,1.0,2.0,1.0,1.0,3.0,FWD,Arsenal,59,8
Emiliano Martínez,2020-09-21,2,2020,4.0,3.0,4.0,3.0,3.0,3.0,GK,Aston Villa,45,13
Enda Stevens,2020-09-21,2,2020,4.0,5.0,3.0,3.0,3.0,4.0,DEF,Sheffield Utd,55,2
Eric Dier,2020-09-20,2,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Spurs,50,1
Erik Lamela,2020-09-20,2,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Spurs,60,4
Erik Pieters,2020-09-20,2,2020,1.0,1.0,2.0,2.0,-0.0,3.0,DEF,Burnley,45,-2
Ethan Ampadu,2020-09-21,2,2020,1.0,1.0,2.0,1.0,1.0,2.0,DEF,Sheffield Utd,45,1
Ezgjan Alioski,2020-09-19,2,2020,2.0,1.0,2.0,1.0,1.0,3.0,DEF,Leeds,45,1
Ezri Konsa Ngoyo,2020-09-21,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Aston Villa,45,15
Fabio Henrique Tavares,2020-09-20,2,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Liverpool,55,3
Fabio Silva,2020-09-21,2,2020,1.0,1.0,1.0,1.0,1.0,2.0,FWD,Wolves,55,1
Federico Fernández,2020-09-20,2,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Newcastle,50,1
Felipe Anderson Pereira Gomes,2020-09-19,2,2020,1.0,1.0,2.0,2.0,1.0,3.0,MID,West Ham,64,1
Fernando Luiz Rosa,2020-09-21,2,2020,3.0,3.0,4.0,3.0,3.0,3.0,DEF,Man City,55,2
Fernando Marçal,2020-09-21,2,2020,3.0,3.0,2.0,2.0,2.0,3.0,DEF,Wolves,50,1
Ferran Torres,2020-09-21,2,2020,2.0,1.0,2.0,2.0,2.0,3.0,MID,Man City,70,1
Fikayo Tomori,2020-09-20,2,2020,1.0,1.0,2.0,2.0,1.0,2.0,DEF,Chelsea,50,0
Gabriel Fernando de Jesus,2020-09-21,2,2020,4.0,4.0,3.0,4.0,4.0,3.0,FWD,Man City,95,6
Gabriel Magalhães,2020-09-19,2,2020,4.0,4.0,3.0,3.0,3.0,3.0,DEF,Arsenal,50,2
George Baldock,2020-09-21,2,2020,4.0,5.0,3.0,3.0,3.0,4.0,DEF,Sheffield Utd,55,2
Georginio Wijnaldum,2020-09-20,2,2020,3.0,3.0,3.0,3.0,2.0,3.0,MID,Liverpool,55,3
Giovani Lo Celso,2020-09-20,2,2020,2.0,2.0,1.0,2.0,1.0,3.0,MID,Spurs,69,0
Grady Diangana,2020-09-19,2,2020,3.0,3.0,3.0,3.0,2.0,3.0,MID,West Brom,55,7
Granit Xhaka,2020-09-19,2,2020,3.0,4.0,3.0,3.0,3.0,3.0,MID,Arsenal,55,2
Gylfi Sigurdsson,2020-09-19,2,2020,2.0,2.0,2.0,2.0,3.0,3.0,MID,Everton,70,1
Harrison Reed,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Fulham,45,2
Harry Kane,2020-09-20,2,2020,5.0,6.0,4.0,5.0,5.0,3.0,FWD,Spurs,105,21
Harry Maguire,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Man Utd,55,0
Harry Winks,2020-09-20,2,2020,2.0,3.0,2.0,3.0,3.0,3.0,MID,Spurs,55,2
Harvey Barnes,2020-09-20,2,2020,5.0,5.0,4.0,4.0,4.0,4.0,MID,Leicester,70,13
Heung-Min Son,2020-09-20,2,2020,5.0,5.0,4.0,4.0,5.0,4.0,MID,Spurs,89,24
Hugo Lloris,2020-09-20,2,2020,3.0,3.0,3.0,3.0,4.0,3.0,GK,Spurs,55,2
Héctor Bellerín,2020-09-19,2,2020,4.0,4.0,3.0,3.0,3.0,3.0,DEF,Arsenal,50,2
Hélder Wander Sousa de Azevedo e Costa,2020-09-19,2,2020,4.0,3.0,4.0,3.0,4.0,3.0,MID,Leeds,55,14
Illan Meslier,2020-09-19,2,2020,3.0,4.0,4.0,3.0,4.0,3.0,GK,Leeds,45,2
Isaac Hayden,2020-09-20,2,2020,3.0,3.0,2.0,2.0,2.0,3.0,MID,Newcastle,50,2
Issa Diop,2020-09-19,2,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,West Ham,45,1
Ivan Ricardo Neves Abreu Cavaleiro,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Fulham,55,2
Jack Grealish,2020-09-21,2,2020,5.0,5.0,4.0,5.0,5.0,3.0,MID,Aston Villa,70,3
Jack Harrison,2020-09-19,2,2020,4.0,3.0,4.0,3.0,4.0,3.0,MID,Leeds,55,2
Jack O'Connell,2020-09-21,2,2020,3.0,4.0,3.0,3.0,3.0,4.0,DEF,Sheffield Utd,50,2
Jack Stephens,2020-09-20,2,2020,3.0,3.0,3.0,2.0,3.0,3.0,DEF,Southampton,50,-1
Jake Livermore,2020-09-19,2,2020,2.0,3.0,2.0,2.0,1.0,3.0,MID,West Brom,50,2
Jamaal Lascelles,2020-09-20,2,2020,3.0,4.0,3.0,3.0,2.0,3.0,DEF,Newcastle,45,0
Jamal Lewis,2020-09-20,2,2020,3.0,4.0,3.0,2.0,2.0,3.0,DEF,Newcastle,45,0
James Justin,2020-09-20,2,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Leicester,46,7
James Maddison,2020-09-20,2,2020,2.0,2.0,2.0,1.0,2.0,3.0,MID,Leicester,70,1
James McArthur,2020-09-19,2,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Crystal Palace,55,2
James McCarthy,2020-09-19,2,2020,2.0,2.0,3.0,2.0,2.0,4.0,MID,Crystal Palace,45,2
James Milner,2020-09-20,2,2020,1.0,1.0,2.0,1.0,0.0,3.0,MID,Liverpool,55,1
James Rodríguez,2020-09-19,2,2020,5.0,5.0,4.0,4.0,5.0,3.0,MID,Everton,75,12
James Ward-Prowse,2020-09-20,2,2020,3.0,3.0,4.0,4.0,3.0,3.0,MID,Southampton,60,2
Jamie Vardy,2020-09-20,2,2020,6.0,6.0,4.0,5.0,6.0,3.0,FWD,Leicester,101,2
Jan Bednarek,2020-09-20,2,2020,3.0,3.0,3.0,3.0,2.0,3.0,DEF,Southampton,45,0
Jarrod Bowen,2020-09-19,2,2020,3.0,3.0,4.0,3.0,4.0,3.0,MID,West Ham,64,2
Javier Manquillo,2020-09-20,2,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Newcastle,45,1
Jay Rodriguez,2020-09-20,2,2020,3.0,4.0,4.0,3.0,4.0,4.0,FWD,Burnley,60,1
Jeff Hendrick,2020-09-20,2,2020,4.0,4.0,2.0,3.0,3.0,3.0,MID,Newcastle,50,2
Jeffrey Schlupp,2020-09-19,2,2020,2.0,2.0,3.0,3.0,3.0,4.0,MID,Crystal Palace,55,7
Jimmy Dunne,2020-09-20,2,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Burnley,40,6
Joe Bryan,2020-09-19,2,2020,3.0,4.0,3.0,3.0,3.0,4.0,DEF,Fulham,50,3
Joel Ward,2020-09-19,2,2020,2.0,2.0,2.0,2.0,2.0,3.0,DEF,Crystal Palace,45,1
Joelinton Cássio Apolinário de Lira,2020-09-20,2,2020,2.0,2.0,2.0,1.0,1.0,3.0,FWD,Newcastle,60,1
John Egan,2020-09-21,2,2020,3.0,4.0,3.0,3.0,3.0,4.0,DEF,Sheffield Utd,50,-2
John Fleck,2020-09-21,2,2020,3.0,4.0,3.0,3.0,3.0,3.0,MID,Sheffield Utd,60,2
John Lundstram,2020-09-21,2,2020,3.0,5.0,5.0,4.0,2.0,3.0,MID,Sheffield Utd,55,-1
John McGinn,2020-09-21,2,2020,3.0,4.0,5.0,3.0,3.0,4.0,MID,Aston Villa,55,2
John Stones,2020-09-21,2,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Man City,50,2
Jonjo Shelvey,2020-09-20,2,2020,3.0,4.0,4.0,3.0,2.0,3.0,MID,Newcastle,55,1
Jordan Ayew,2020-09-19,2,2020,3.0,3.0,4.0,3.0,3.0,3.0,FWD,Crystal Palace,60,5
Jordan Henderson,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Liverpool,55,1
Jordan Pickford,2020-09-19,2,2020,4.0,4.0,4.0,4.0,4.0,3.0,GK,Everton,50,1
Jorge Luiz Frello Filho,2020-09-20,2,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Chelsea,50,0
Josh Brownhill,2020-09-20,2,2020,2.0,2.0,3.0,3.0,2.0,3.0,MID,Burnley,50,2
Josh Onomah,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Fulham,50,1
João Filipe Iria Santos Moutinho,2020-09-21,2,2020,2.0,3.0,2.0,2.0,2.0,2.0,MID,Wolves,55,2
Kai Havertz,2020-09-20,2,2020,4.0,4.0,4.0,3.0,5.0,3.0,MID,Chelsea,85,1
Kalvin Phillips,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,2.0,MID,Leeds,50,2
Karl Darlow,2020-09-20,2,2020,4.0,4.0,3.0,3.0,3.0,3.0,GK,Newcastle,50,2
Kasper Schmeichel,2020-09-20,2,2020,4.0,4.0,3.0,3.0,4.0,3.0,GK,Leicester,55,2
Keinan Davis,2020-09-21,2,2020,1.0,1.0,3.0,2.0,1.0,2.0,FWD,Aston Villa,45,1
Kenny Tete,2020-09-19,2,2020,3.0,3.0,3.0,2.0,3.0,4.0,DEF,Fulham,45,2
Kepa Arrizabalaga,2020-09-20,2,2020,3.0,3.0,4.0,3.0,3.0,3.0,GK,Chelsea,50,2
Kevin De Bruyne,2020-09-21,2,2020,6.0,5.0,4.0,5.0,3.0,3.0,MID,Man City,115,13
Kevin Long,2020-09-20,2,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Burnley,45,0
Kieran Gibbs,2020-09-19,2,2020,3.0,3.0,2.0,2.0,2.0,3.0,DEF,West Brom,45,-4
Kurt Zouma,2020-09-20,2,2020,2.0,2.0,3.0,3.0,3.0,3.0,DEF,Chelsea,50,1
Kyle Bartley,2020-09-19,2,2020,2.0,3.0,2.0,2.0,2.0,3.0,DEF,West Brom,45,0
Kyle Edwards,2020-09-19,2,2020,1.0,1.0,2.0,1.0,0.0,3.0,MID,West Brom,50,1
Kyle Walker,2020-09-21,2,2020,3.0,3.0,4.0,3.0,3.0,4.0,DEF,Man City,60,2
Kyle Walker-Peters,2020-09-20,2,2020,3.0,3.0,3.0,2.0,3.0,3.0,DEF,Southampton,45,3
Leander Dendoncker,2020-09-21,2,2020,1.0,1.0,2.0,2.0,-0.0,2.0,MID,Wolves,50,1
Leandro Trossard,2020-09-20,2,2020,3.0,4.0,4.0,3.0,3.0,3.0,MID,Brighton,60,6
Lewis Dunk,2020-09-20,2,2020,2.0,4.0,3.0,3.0,3.0,4.0,DEF,Brighton,50,7
Liam Cooper,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leeds,45,1
Lucas Digne,2020-09-19,2,2020,4.0,4.0,4.0,4.0,4.0,3.0,DEF,Everton,61,1
Lucas Rodrigues Moura da Silva,2020-09-20,2,2020,4.0,4.0,4.0,4.0,5.0,4.0,MID,Spurs,70,2
Luka Milivojevic,2020-09-19,2,2020,1.0,1.0,2.0,2.0,0.0,2.0,MID,Crystal Palace,60,1
Lukasz Fabianski,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,GK,West Ham,50,1
Luke Ayling,2020-09-19,2,2020,4.0,4.0,4.0,3.0,4.0,3.0,DEF,Leeds,45,1
Luke Shaw,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Man Utd,50,1
Mahmoud Ahmed Ibrahim Hassan,2020-09-21,2,2020,3.0,3.0,4.0,4.0,4.0,3.0,MID,Aston Villa,55,3
Mamadou Sakho,2020-09-19,2,2020,2.0,2.0,3.0,2.0,2.0,3.0,DEF,Crystal Palace,45,2
Marc Albrighton,2020-09-20,2,2020,2.0,1.0,2.0,1.0,2.0,3.0,MID,Leicester,55,1
Marcos Alonso,2020-09-20,2,2020,3.0,2.0,3.0,4.0,4.0,3.0,DEF,Chelsea,60,1
Marcus Rashford,2020-09-19,2,2020,5.0,6.0,5.0,5.0,6.0,3.0,MID,Man Utd,95,2
Mario Lemina,2020-09-19,2,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Fulham,45,1
Mason Greenwood,2020-09-19,2,2020,2.0,2.0,2.0,2.0,3.0,3.0,MID,Man Utd,75,1
Mason Mount,2020-09-20,2,2020,3.0,3.0,4.0,4.0,3.0,3.0,MID,Chelsea,70,2
Matej Vydra,2020-09-20,2,2020,1.0,1.0,2.0,1.0,1.0,2.0,FWD,Burnley,50,1
Mateo Kovacic,2020-09-20,2,2020,2.0,2.0,3.0,2.0,3.0,3.0,MID,Chelsea,55,2
Mateusz Klich,2020-09-19,2,2020,4.0,3.0,3.0,3.0,4.0,3.0,MID,Leeds,55,9
Matheus Pereira,2020-09-19,2,2020,3.0,4.0,3.0,3.0,3.0,4.0,MID,West Brom,60,10
Mathew Ryan,2020-09-20,2,2020,3.0,4.0,4.0,3.0,4.0,4.0,GK,Brighton,45,6
Matt Doherty,2020-09-20,2,2020,4.0,4.0,4.0,3.0,4.0,4.0,DEF,Spurs,60,0
Matt Phillips,2020-09-19,2,2020,1.0,1.0,1.0,1.0,0.0,2.0,MID,West Brom,54,1
Matt Targett,2020-09-21,2,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Aston Villa,45,5
Matthew Cash,2020-09-21,2,2020,4.0,3.0,3.0,4.0,3.0,3.0,DEF,Aston Villa,50,5
Michael Hector,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Fulham,45,0
Michael Keane,2020-09-19,2,2020,3.0,4.0,4.0,3.0,4.0,3.0,DEF,Everton,50,7
Michail Antonio,2020-09-19,2,2020,4.0,4.0,4.0,3.0,4.0,3.0,FWD,West Ham,64,6
Michy Batshuayi,2020-09-19,2,2020,1.0,1.0,2.0,2.0,1.0,3.0,FWD,Crystal Palace,60,1
Miguel Almirón,2020-09-20,2,2020,2.0,2.0,2.0,2.0,1.0,3.0,MID,Newcastle,60,1
Mohamed Salah,2020-09-20,2,2020,7.0,5.0,4.0,5.0,7.0,3.0,MID,Liverpool,120,3
Moise Kean,2020-09-19,2,2020,2.0,2.0,3.0,4.0,2.0,3.0,FWD,Everton,60,1
Moussa Djenepo,2020-09-20,2,2020,4.0,3.0,3.0,3.0,3.0,3.0,MID,Southampton,55,5
N'Golo Kanté,2020-09-20,2,2020,2.0,2.0,3.0,3.0,3.0,3.0,MID,Chelsea,50,2
Naby Keita,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Liverpool,55,3
Nampalys Mendy,2020-09-20,2,2020,3.0,3.0,3.0,3.0,2.0,3.0,MID,Leicester,45,1
Nathan Aké,2020-09-21,2,2020,3.0,2.0,3.0,4.0,3.0,3.0,DEF,Man City,55,2
Nathan Tella,2020-09-20,2,2020,1.0,1.0,2.0,1.0,1.0,3.0,MID,Southampton,45,1
Neal Maupay,2020-09-20,2,2020,3.0,4.0,3.0,3.0,4.0,4.0,FWD,Brighton,65,16
Neeskens Kebano,2020-09-19,2,2020,1.0,1.0,2.0,1.0,1.0,3.0,MID,Fulham,50,1
Nick Pope,2020-09-20,2,2020,3.0,4.0,4.0,4.0,3.0,3.0,GK,Burnley,55,1
Nicolas Pépé,2020-09-19,2,2020,3.0,2.0,2.0,2.0,2.0,3.0,MID,Arsenal,79,1
Odion Ighalo,2020-09-19,2,2020,2.0,1.0,3.0,2.0,2.0,3.0,FWD,Man Utd,65,1
Oliver Burke,2020-09-21,2,2020,3.0,3.0,3.0,1.0,2.0,3.0,MID,Sheffield Utd,45,2
Oliver McBurnie,2020-09-21,2,2020,2.0,2.0,3.0,2.0,2.0,3.0,FWD,Sheffield Utd,60,1
Ollie Watkins,2020-09-21,2,2020,4.0,3.0,4.0,3.0,4.0,3.0,FWD,Aston Villa,60,2
Oluwasemilogo Adesewo Ibidapo Ajayi,2020-09-19,2,2020,3.0,3.0,2.0,2.0,2.0,3.0,DEF,West Brom,50,0
Oriol Romeu Vidal,2020-09-20,2,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Southampton,45,0
Pablo Fornals,2020-09-19,2,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,West Ham,65,2
Patrick Bamford,2020-09-19,2,2020,4.0,4.0,4.0,3.0,4.0,3.0,FWD,Leeds,56,14
Paul Pogba,2020-09-19,2,2020,5.0,4.0,4.0,3.0,4.0,3.0,MID,Man Utd,80,2
Pedro Lomba Neto,2020-09-21,2,2020,3.0,3.0,2.0,2.0,2.0,3.0,MID,Wolves,55,2
Phil Bardsley,2020-09-20,2,2020,2.0,3.0,3.0,3.0,2.0,3.0,DEF,Burnley,45,-1
Phil Foden,2020-09-21,2,2020,4.0,3.0,4.0,4.0,4.0,4.0,MID,Man City,65,9
Pierre-Emerick Aubameyang,2020-09-19,2,2020,7.0,6.0,5.0,5.0,7.0,3.0,MID,Arsenal,120,5
Pierre-Emile Højbjerg,2020-09-20,2,2020,2.0,3.0,3.0,3.0,3.0,3.0,MID,Spurs,50,2
Raheem Sterling,2020-09-21,2,2020,5.0,5.0,4.0,5.0,5.0,4.0,MID,Man City,115,5
Raúl Jiménez,2020-09-21,2,2020,4.0,5.0,4.0,5.0,4.0,3.0,FWD,Wolves,85,6
Reece James,2020-09-20,2,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Chelsea,50,1
Richarlison de Andrade,2020-09-19,2,2020,5.0,6.0,4.0,5.0,6.0,4.0,FWD,Everton,80,12
Rob Holding,2020-09-19,2,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Arsenal,45,2
Robbie Brady,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,50,1
Roberto Firmino,2020-09-20,2,2020,5.0,5.0,4.0,3.0,5.0,3.0,FWD,Liverpool,94,5
Robin Koch,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leeds,45,1
Rodrigo Hernandez,2020-09-21,2,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Man City,55,1
Rodrigo Moreno,2020-09-19,2,2020,4.0,4.0,4.0,3.0,4.0,3.0,FWD,Leeds,60,1
Romain Saïss,2020-09-21,2,2020,2.0,3.0,2.0,3.0,2.0,2.0,DEF,Wolves,50,1
Romaine Sawyers,2020-09-19,2,2020,2.0,3.0,2.0,2.0,2.0,3.0,MID,West Brom,50,2
Ross Barkley,2020-09-20,2,2020,1.0,1.0,2.0,1.0,2.0,2.0,MID,Chelsea,60,1
Rui Pedro dos Santos Patrício,2020-09-21,2,2020,3.0,4.0,2.0,3.0,3.0,3.0,GK,Wolves,55,3
Ryan Bertrand,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Southampton,50,-1
Ryan Fraser,2020-09-20,2,2020,2.0,2.0,4.0,3.0,1.0,4.0,MID,Newcastle,60,1
Ryan Fredericks,2020-09-19,2,2020,3.0,3.0,3.0,3.0,2.0,3.0,DEF,West Ham,45,3
Rúben Diogo da Silva Neves,2020-09-21,2,2020,2.0,3.0,2.0,3.0,2.0,2.0,MID,Wolves,55,2
Rúben Gonçalo Silva Nascimento Vinagre,2020-09-21,2,2020,1.0,1.0,2.0,1.0,0.0,3.0,DEF,Wolves,44,1
Sadio Mané,2020-09-20,2,2020,6.0,6.0,5.0,5.0,5.0,3.0,MID,Liverpool,119,16
Sam Field,2020-09-19,2,2020,1.0,1.0,1.0,1.0,-0.0,2.0,MID,West Brom,50,1
Sam Johnstone,2020-09-19,2,2020,3.0,3.0,3.0,3.0,2.0,3.0,GK,West Brom,45,0
Sander Berge,2020-09-21,2,2020,2.0,3.0,2.0,3.0,2.0,3.0,MID,Sheffield Utd,50,2
Scott McTominay,2020-09-19,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Man Utd,50,2
Sead Kolasinac,2020-09-19,2,2020,4.0,3.0,3.0,3.0,3.0,3.0,DEF,Arsenal,49,2
Seamus Coleman,2020-09-19,2,2020,3.0,4.0,3.0,4.0,4.0,3.0,DEF,Everton,50,1
Shane Long,2020-09-20,2,2020,2.0,1.0,2.0,1.0,1.0,2.0,FWD,Southampton,55,1
Solomon March,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Brighton,50,3
Steven Alzate,2020-09-20,2,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Brighton,45,3
Steven Bergwijn,2020-09-20,2,2020,1.0,1.0,3.0,2.0,2.0,3.0,MID,Spurs,74,1
Stuart Armstrong,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Southampton,55,2
Stuart Dallas,2020-09-19,2,2020,3.0,4.0,4.0,3.0,3.0,3.0,DEF,Leeds,45,1
Sébastien Haller,2020-09-19,2,2020,2.0,2.0,3.0,2.0,2.0,3.0,FWD,West Ham,64,1
Takumi Minamino,2020-09-20,2,2020,2.0,1.0,3.0,2.0,1.0,3.0,MID,Liverpool,64,1
Tammy Abraham,2020-09-20,2,2020,2.0,2.0,3.0,2.0,2.0,3.0,FWD,Chelsea,74,1
Tanguy Ndombele,2020-09-20,2,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,Spurs,60,0
Tariq Lamptey,2020-09-20,2,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Brighton,45,4
Thiago Alcántara do Nascimento,2020-09-20,2,2020,1.0,1.0,2.0,1.0,1.0,3.0,MID,Liverpool,60,1
