season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2018/19,72681,45,44,44,2593,0,1,3,62,1,0,0,4,0,0,2,427,575.2,164.2,93.0,83.5
2020/21,72681,45,42,1,270,0,0,0,10,0,0,0,1,0,0,0,34,35.4,20.8,8.0,6.4
