season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2019/20,103123,75,68,102,2259,7,3,5,41,0,0,0,1,0,0,11,327,450.4,354.5,1012.0,180.9
2020/21,103123,65,61,41,932,3,0,3,12,0,0,0,0,0,0,4,113,169.6,131.6,361.0,66.2
