player_name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,team_a,team_a_difficulty,team_h,team_h_difficulty,id,name,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home 
Jake Cain,MID,Liverpool,607,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,6,479,19,13,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Jakub Ojrzynski,GK,Liverpool,678,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,26,265,49,23,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
James Milner,MID,Liverpool,241,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,116,9392,218,102,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Joel Matip,DEF,Liverpool,246,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-91,29895,34,125,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Jordan Henderson,MID,Liverpool,244,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-269,72158,21,290,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Joseph Gomez,DEF,Liverpool,260,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-134,84019,30,164,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Konstantinos Tsimikas,DEF,Liverpool,242,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,4,3254,31,27,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Leighton Clarkson,MID,Liverpool,601,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2,537,13,15,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Liam Hughes,GK,Liverpool,677,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2,320,22,24,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Mohamed Salah,MID,Liverpool,254,344,Southampton,6,True,2021-05-08,2,0,35,86,0,1,1,0,0,0,0,0,0,0,0,16,32.4,31.7,96.0,16.0,127,83689,2982553,143359,59670,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Naby Keita,MID,Liverpool,261,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-15,14055,30,45,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Nathaniel Phillips,DEF,Liverpool,589,344,Southampton,6,True,2021-05-08,2,0,35,90,0,0,1,0,0,0,0,0,0,0,0,20,8.4,1.3,8.0,1.8,41,8882,182216,20953,12071,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Neco Williams,DEF,Liverpool,264,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,623,348800,10070,9447,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Ozan Kabak,DEF,Liverpool,652,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,18154,92653,23433,5279,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Rhys Williams,DEF,Liverpool,594,344,Southampton,7,True,2021-05-08,2,0,35,90,0,0,1,0,0,0,0,0,0,0,1,31,14.0,0.7,0.0,1.5,40,-178,13403,211,389,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Roberto Firmino,FWD,Liverpool,249,344,Southampton,4,True,2021-05-08,2,0,35,11,0,1,0,0,0,0,0,0,0,0,0,12,17.2,10.8,0.0,2.8,90,3111,259370,9483,6372,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Sadio Mané,MID,Liverpool,251,344,Southampton,11,True,2021-05-08,2,0,35,90,1,0,1,0,0,0,0,0,0,0,3,40,44.0,34.5,57.0,13.6,117,1869,432826,16893,15024,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Thiago Alcántara do Nascimento,MID,Liverpool,531,344,Southampton,9,True,2021-05-08,2,0,35,90,1,0,1,0,0,0,0,0,0,0,1,31,43.2,7.4,15.0,6.6,55,774,77848,1830,1056,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Trent Alexander-Arnold,DEF,Liverpool,259,344,Southampton,7,True,2021-05-08,2,0,35,90,0,0,1,0,0,0,0,0,0,0,1,31,19.8,67.6,2.0,8.9,76,69994,1793838,100656,30662,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Virgil van Dijk,DEF,Liverpool,250,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-561,507828,127,688,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Xherdan Shaqiri,MID,Liverpool,247,344,Southampton,0,True,2021-05-08,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-1,6355,71,72,35,Southampton,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Ben Davies,DEF,Liverpool,653,353,West Brom,0,False,2021-05-16,1,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-50,1987,32,82,36,Liverpool,2,West Brom,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Ben Davies,DEF,Liverpool,653,360,Burnley,0,False,2021-05-19,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-37,1962,19,56,37,Liverpool,2,Burnley,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Ben Davies,DEF,Liverpool,653,374,Crystal Palace,0,True,2021-05-23,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,50,2013,173,123,38,Crystal Palace,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250
Adrien Silva,MID,Leicester,220,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-189,18120,7,196,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Ayoze Pérez,MID,Leicester,229,173,Chelsea,1,True,2021-01-19,2,0,19,14,0,0,0,0,0,0,0,0,0,0,0,2,3.4,1.0,0.0,0.4,60,-306,55878,1096,1402,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Cengiz Ünder,MID,Leicester,541,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-141,3988,24,165,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Christian Fuchs,DEF,Leicester,218,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1054,19992,650,1704,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Daniel Amartey,DEF,Leicester,227,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,287,79699,3849,3562,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Danny Ward,GK,Leicester,223,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-140,13187,133,273,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Demarai Gray,MID,Leicester,230,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-6,5792,69,75,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Dennis Praet,MID,Leicester,225,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-1198,15515,17,1215,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Filip Benkovic,DEF,Leicester,237,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-31,1739,5,36,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Hamza Choudhury,MID,Leicester,234,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-32,4212,51,83,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Harvey Barnes,MID,Leicester,235,173,Chelsea,6,True,2021-01-19,2,0,19,90,0,1,1,0,0,0,0,0,0,0,0,16,24.0,24.3,4.0,5.2,68,30844,351686,60050,29206,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Islam Slimani,FWD,Leicester,579,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-397,6447,201,598,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
James Justin,DEF,Leicester,239,173,Chelsea,6,True,2021-01-19,2,0,19,90,0,0,1,0,0,0,0,0,0,0,0,21,7.6,2.5,12.0,2.2,50,19098,1930626,101388,82290,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
James Maddison,MID,Leicester,231,173,Chelsea,8,True,2021-01-19,2,0,19,75,1,0,1,0,0,0,0,0,0,0,0,23,38.8,15.6,20.0,7.4,71,48095,430945,79523,31428,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Jamie Vardy,FWD,Leicester,224,173,Chelsea,2,True,2021-01-19,2,0,19,87,0,0,1,0,0,0,0,0,0,0,0,4,3.2,10.1,21.0,3.4,101,293110,2377973,371825,78715,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Jonny Evans,DEF,Leicester,219,173,Chelsea,7,True,2021-01-19,2,0,19,90,0,0,1,0,0,0,0,0,0,0,1,25,19.6,0.7,17.0,3.7,55,2966,44029,5096,2130,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Kasper Schmeichel,GK,Leicester,217,173,Chelsea,9,True,2021-01-19,2,0,19,90,0,0,1,0,0,0,0,0,0,5,2,32,46.0,0.0,0.0,4.6,55,590,759761,24359,23769,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Kelechi Iheanacho,FWD,Leicester,233,173,Chelsea,1,True,2021-01-19,2,0,19,2,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.5,0.0,0.3,56,741,21951,1409,668,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Luke Thomas,DEF,Leicester,240,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-74,14200,352,426,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Marc Albrighton,MID,Leicester,221,173,Chelsea,6,True,2021-01-19,2,0,19,76,0,1,1,0,0,0,0,0,0,0,0,22,30.4,38.9,9.0,7.8,53,679,10154,1065,386,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Matty James,MID,Leicester,222,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-657,21222,92,749,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Nampalys Mendy,MID,Leicester,518,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-6350,165277,9546,15896,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Ricardo Domingos Barbosa Pereira,DEF,Leicester,226,173,Chelsea,1,True,2021-01-19,2,0,19,13,0,0,0,0,0,0,0,0,0,0,0,2,2.0,1.3,0.0,0.3,59,10,5763,115,105,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Timothy Castagne,DEF,Leicester,498,173,Chelsea,6,True,2021-01-19,2,0,19,90,0,0,1,0,0,0,0,0,0,0,0,19,13.0,12.3,2.0,2.7,57,-326,375478,8684,9010,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Wesley Fofana,DEF,Leicester,561,173,Chelsea,6,True,2021-01-19,2,0,19,90,0,0,1,0,0,0,0,1,0,0,1,25,20.6,0.5,0.0,2.1,50,2815,54972,6572,3757,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Wes Morgan,DEF,Leicester,216,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-6,9769,136,142,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Wilfred Ndidi,MID,Leicester,236,173,Chelsea,11,True,2021-01-19,2,0,19,90,1,0,1,0,0,0,0,0,0,0,3,33,41.0,1.8,7.0,5.0,48,443,49729,1437,994,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Youri Tielemans,MID,Leicester,228,173,Chelsea,3,True,2021-01-19,2,0,19,90,0,0,1,0,0,0,0,0,0,0,0,10,8.0,4.5,23.0,3.6,64,5800,167702,12751,6951,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Çaglar Söyüncü,DEF,Leicester,238,173,Chelsea,0,True,2021-01-19,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,340,211522,1406,1066,19,Chelsea,4,Leicester,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Adrien Silva,MID,Leicester,220,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-118,16850,0,118,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Ayoze Pérez,MID,Leicester,229,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1866,48397,43,1909,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Cengiz Ünder,MID,Leicester,541,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-15,4050,93,108,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Christian Fuchs,DEF,Leicester,218,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-244,16390,516,760,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Daniel Amartey,DEF,Leicester,227,280,Burnley,2,False,2021-03-03,1,1,26,90,0,0,0,1,0,0,0,0,0,0,0,15,12.4,2.7,2.0,1.7,39,1753,80876,7257,5504,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Danny Ward,GK,Leicester,223,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-137,12981,140,277,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Demarai Gray,MID,Leicester,230,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-64,5107,0,64,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Dennis Praet,MID,Leicester,225,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-174,12385,17,191,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Filip Benkovic,DEF,Leicester,237,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-10,1621,0,10,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Hamza Choudhury,MID,Leicester,234,280,Burnley,2,False,2021-03-03,1,1,26,76,0,0,0,1,0,0,0,0,0,0,0,6,4.0,3.0,26.0,3.3,47,-23,4034,73,96,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Harvey Barnes,MID,Leicester,235,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,1089298,1818990,1114343,25045,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Islam Slimani,FWD,Leicester,579,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-114,4683,0,114,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
James Justin,DEF,Leicester,239,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-331179,790257,1426,332605,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
James Maddison,MID,Leicester,231,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,73,-397634,882507,67434,465068,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Jamie Vardy,FWD,Leicester,224,280,Burnley,2,False,2021-03-03,1,1,26,90,0,0,0,1,0,0,0,0,0,0,0,1,1.2,1.1,26.0,2.8,102,247585,1677796,292684,45099,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Jonny Evans,DEF,Leicester,219,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,22536,101566,29223,6687,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Kasper Schmeichel,GK,Leicester,217,280,Burnley,4,False,2021-03-03,1,1,26,90,0,0,0,1,0,0,0,0,0,6,0,23,44.8,0.0,0.0,4.5,55,14314,824323,34364,20050,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Kelechi Iheanacho,FWD,Leicester,233,280,Burnley,9,False,2021-03-03,1,1,26,66,1,0,0,1,0,0,0,0,0,0,3,30,32.2,21.9,25.0,7.9,56,-693,24687,1087,1780,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Luke Thomas,DEF,Leicester,240,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,8292,22257,10080,1788,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Marc Albrighton,MID,Leicester,221,280,Burnley,1,False,2021-03-03,1,1,26,23,0,0,0,0,0,0,0,0,0,0,0,4,6.0,25.9,8.0,4.0,52,54,9431,518,464,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Matty James,MID,Leicester,222,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-276,17997,0,276,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Nampalys Mendy,MID,Leicester,518,280,Burnley,2,False,2021-03-03,1,1,26,65,0,0,0,1,0,0,0,0,0,0,0,13,5.4,13.6,0.0,1.9,42,10658,133353,17910,7252,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Ricardo Domingos Barbosa Pereira,DEF,Leicester,226,280,Burnley,1,False,2021-03-03,1,1,26,90,0,0,0,1,0,0,0,1,0,0,0,4,8.6,21.3,22.0,5.2,59,53178,100235,62545,9367,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Sidnei Tavares,MID,Leicester,676,280,Burnley,1,False,2021-03-03,1,1,26,13,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,45,0,0,0,0,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Thakgalo Leshabela,MID,Leicester,661,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,33,163,72,39,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Timothy Castagne,DEF,Leicester,498,280,Burnley,2,False,2021-03-03,1,1,26,90,0,0,0,1,0,0,0,0,0,0,0,20,13.6,28.1,20.0,6.2,57,16675,324627,22672,5997,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Vontae Daley-Campbell,DEF,Leicester,660,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,38,791,149,111,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Wesley Fofana,DEF,Leicester,561,280,Burnley,0,False,2021-03-03,1,1,26,24,0,0,0,0,0,0,0,1,0,0,0,3,5.4,0.3,0.0,0.6,50,-2743,23292,107,2850,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Wes Morgan,DEF,Leicester,216,280,Burnley,0,False,2021-03-03,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-113,8080,49,162,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Wilfred Ndidi,MID,Leicester,236,280,Burnley,7,False,2021-03-03,1,1,26,90,0,1,0,1,0,0,0,0,0,0,2,28,30.0,34.2,5.0,6.9,48,1925,49935,3268,1343,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Youri Tielemans,MID,Leicester,228,280,Burnley,2,False,2021-03-03,1,1,26,90,0,0,0,1,0,0,0,0,0,0,0,12,16.0,37.0,51.0,10.4,64,9874,210061,24639,14765,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Çaglar Söyüncü,DEF,Leicester,238,280,Burnley,2,False,2021-03-03,1,1,26,90,0,0,0,1,0,0,0,0,0,0,0,18,30.0,11.5,2.0,4.4,53,21654,252593,27638,5984,26,Leicester,2,Burnley,4,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Adrien Silva,MID,Leicester,220,343,Newcastle,0,True,2021-05-07,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-31,16462,0,31,35,Newcastle,4,Leicester,2,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Ayoze Pérez,MID,Leicester,229,343,Newcastle,4,True,2021-05-07,2,4,35,27,0,1,0,2,0,0,0,0,0,0,0,9,25.2,21.6,74.0,12.1,60,157,51328,1057,900,35,Newcastle,4,Leicester,2,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Cengiz Ünder,MID,Leicester,541,343,Newcastle,0,True,2021-05-07,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-4,3998,30,34,35,Newcastle,4,Leicester,2,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Christian Fuchs,DEF,Leicester,218,343,Newcastle,0,True,2021-05-07,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-50,15906,155,205,35,Newcastle,4,Leicester,2,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Daniel Amartey,DEF,Leicester,227,343,Newcastle,0,True,2021-05-07,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-6051,108233,1355,7406,35,Newcastle,4,Leicester,2,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Danny Ward,GK,Leicester,223,343,Newcastle,0,True,2021-05-07,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-92,12930,61,153,35,Newcastle,4,Leicester,2,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Demarai Gray,MID,Leicester,230,343,Newcastle,0,True,2021-05-07,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-14,4917,0,14,35,Newcastle,4,Leicester,2,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
Dennis Praet,MID,Leicester,225,343,Newcastle,0,True,2021-05-07,2,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-12,12278,33,45,35,Newcastle,4,Leicester,2,9,Leicester,LEI,4,1150,1190,1230,1150,1260,1240
