player_name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,team_a,team_a_difficulty,team_h,team_h_difficulty,id,name,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home 
Harry Kane,FWD,Spurs,388,257,Burnley,6,True,2021-02-28,4,0,26,90,1,0,1,0,0,0,0,0,0,0,0,29,40.6,25.8,37.0,10.3,111,570891,2632864,615011,44120,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Harry Winks,MID,Spurs,397,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-54,7798,90,144,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Heung-Min Son,MID,Spurs,390,257,Burnley,11,True,2021-02-28,4,0,26,90,0,2,1,0,0,0,0,0,0,0,2,45,50.0,77.4,20.0,14.7,95,45430,4189610,241107,195677,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Hugo Lloris,GK,Spurs,383,257,Burnley,7,True,2021-02-28,4,0,26,90,0,0,1,0,0,0,0,0,0,3,0,27,26.2,0.0,0.0,2.6,56,15813,522566,37509,21696,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Japhet Tanganga,DEF,Spurs,402,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,135,4219,297,162,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Joe Hart,GK,Spurs,482,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-397,45896,410,807,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Joe Rodon,DEF,Spurs,584,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-126,2699,102,228,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Juan Foyth,DEF,Spurs,406,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-34,4349,0,34,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Lucas Rodrigues Moura da Silva,MID,Spurs,392,257,Burnley,8,True,2021-02-28,4,0,26,65,1,0,1,0,0,0,0,0,0,0,0,27,42.2,4.4,40.0,8.7,66,5929,91438,7415,1486,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Matt Doherty,DEF,Spurs,457,257,Burnley,1,True,2021-02-28,4,0,26,9,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,56,-834,334817,3738,4572,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Moussa Sissoko,MID,Spurs,385,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-435,30934,488,923,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Oliver Skipp,MID,Spurs,404,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-18,1524,0,18,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Paulo Gazzaniga,GK,Spurs,393,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-318,15483,0,318,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Pierre-Emile Højbjerg,MID,Spurs,396,257,Burnley,3,True,2021-02-28,4,0,26,90,0,0,1,0,0,0,0,0,0,0,0,14,8.2,2.1,0.0,1.0,49,7856,76489,12751,4895,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Ryan Sessegnon,DEF,Spurs,399,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-22,5419,0,22,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Serge Aurier,DEF,Spurs,389,257,Burnley,6,True,2021-02-28,4,0,26,80,0,0,1,0,0,0,0,0,0,0,0,30,17.4,22.0,1.0,4.0,52,-3781,114374,3785,7566,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Sergio Reguilón,DEF,Spurs,542,257,Burnley,10,True,2021-02-28,4,0,26,90,0,1,1,0,0,0,0,0,0,0,1,35,15.8,2.7,11.0,3.0,55,42604,235681,52337,9733,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Steven Bergwijn,MID,Spurs,400,257,Burnley,0,True,2021-02-28,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,-343,30721,732,1075,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Tanguy Ndombele,MID,Spurs,405,257,Burnley,3,True,2021-02-28,4,0,26,90,0,0,1,0,0,0,0,0,0,0,0,21,19.8,13.9,0.0,3.4,59,2842,45715,5698,2856,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Toby Alderweireld,DEF,Spurs,386,257,Burnley,6,True,2021-02-28,4,0,26,90,0,0,1,0,0,0,0,0,0,0,0,30,22.6,0.0,0.0,2.3,54,-27,134321,6547,6574,26,Burnley,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Alfie Devine,MID,Spurs,650,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,22,887,112,90,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Bamidele Alli,MID,Spurs,394,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,74,-737,45713,312,1049,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Ben Davies,DEF,Spurs,395,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2700,53158,24,2724,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Cameron Carter-Vickers,DEF,Spurs,521,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-106,16007,0,106,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Carlos Vinicius Alves Morais,FWD,Spurs,564,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,1290,9583,1807,517,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Dane Scarlett,FWD,Spurs,666,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-97,2383,181,278,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Danny Rose,DEF,Spurs,384,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-13,11046,0,13,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Davinson Sánchez,DEF,Spurs,398,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,2871,78722,5893,3022,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Eric Dier,DEF,Spurs,391,286,Southampton,1,True,2021-04-21,2,1,32,90,0,0,0,1,0,0,0,1,0,0,0,11,14.6,1.3,10.0,2.6,46,6573,196400,12076,5503,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Erik Lamela,MID,Spurs,387,286,Southampton,1,True,2021-04-21,2,1,32,11,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.3,6.0,0.7,57,1047,11211,1281,234,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Gareth Bale,MID,Spurs,543,286,Southampton,9,True,2021-04-21,2,1,32,82,1,0,0,1,0,0,0,0,0,0,2,29,56.2,40.4,33.0,13.0,92,-151040,327173,7272,158312,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Gedson Carvalho Fernandes,MID,Spurs,401,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-9,4940,0,9,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Giovani Lo Celso,MID,Spurs,403,286,Southampton,2,True,2021-04-21,2,1,32,78,0,0,0,1,0,0,0,0,0,0,0,7,4.4,16.0,26.0,4.6,69,703,30109,887,184,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Harry Kane,FWD,Spurs,388,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,117,216917,4210927,230662,13745,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Harry Winks,MID,Spurs,397,286,Southampton,1,True,2021-04-21,2,1,32,17,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.2,0.0,0.1,51,3,7917,79,76,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Heung-Min Son,MID,Spurs,390,286,Southampton,10,True,2021-04-21,2,1,32,90,1,0,0,1,0,0,0,0,0,0,3,31,43.2,15.8,55.0,11.4,95,561947,4000370,590715,28768,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Hugo Lloris,GK,Spurs,383,286,Southampton,3,True,2021-04-21,2,1,32,90,0,0,0,1,0,0,0,0,0,4,0,17,30.0,0.0,0.0,3.0,56,89293,616091,96638,7345,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Japhet Tanganga,DEF,Spurs,402,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,214,4906,383,169,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Joe Hart,GK,Spurs,482,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-158,45668,172,330,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Joe Rodon,DEF,Spurs,584,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,10375,14468,10854,479,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Juan Foyth,DEF,Spurs,406,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-7,4271,0,7,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Lucas Rodrigues Moura da Silva,MID,Spurs,392,286,Southampton,5,True,2021-04-21,2,1,32,90,0,1,0,1,0,0,0,0,0,0,0,10,7.4,12.5,25.0,4.5,66,85974,245498,93052,7078,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Matt Doherty,DEF,Spurs,457,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-5141,320505,73,5214,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Moussa Sissoko,MID,Spurs,385,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,42,30228,390,348,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Oliver Skipp,MID,Spurs,404,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-8,1483,0,8,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Paulo Gazzaniga,GK,Spurs,393,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-81,14764,0,81,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Pierre-Emile Højbjerg,MID,Spurs,396,286,Southampton,2,True,2021-04-21,2,1,32,90,0,0,0,1,0,0,0,0,0,0,0,12,6.0,4.9,0.0,1.1,49,11242,86653,14191,2949,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Ryan Sessegnon,DEF,Spurs,399,286,Southampton,0,True,2021-04-21,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-7,5360,0,7,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Serge Aurier,DEF,Spurs,389,286,Southampton,2,True,2021-04-21,2,1,32,90,0,0,0,1,0,0,0,0,0,0,0,12,30.6,6.8,0.0,3.7,52,13273,122548,14740,1467,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Sergio Reguilón,DEF,Spurs,542,286,Southampton,5,True,2021-04-21,2,1,32,90,0,1,0,1,0,0,0,0,0,0,0,20,12.4,9.3,12.0,3.4,55,140794,441839,147328,6534,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Steven Bergwijn,MID,Spurs,400,286,Southampton,1,True,2021-04-21,2,1,32,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.6,2.0,0.3,70,24,30582,347,323,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Tanguy Ndombele,MID,Spurs,405,286,Southampton,1,True,2021-04-21,2,1,32,72,0,0,0,1,0,0,0,1,0,0,0,6,0.0,8.3,2.0,1.0,59,22329,69649,24183,1854,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Toby Alderweireld,DEF,Spurs,386,286,Southampton,2,True,2021-04-21,2,1,32,90,0,0,0,1,0,0,0,0,0,0,0,14,13.0,0.7,6.0,2.0,54,3532,150748,9910,6378,32,Southampton,4,Spurs,2,17,Spurs,TOT,4,1170,1130,1290,1250,1250,1190
Aboubakar Kamara,MID,Fulham,190,181,Chelsea,1,True,2021-01-16,0,1,19,7,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.5,7.0,1.1,48,10,3693,104,94,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Ademola Lookman,MID,Fulham,557,181,Chelsea,1,True,2021-01-16,0,1,19,90,0,0,0,1,0,0,0,1,0,0,0,-2,3.6,7.7,26.0,3.7,50,6474,104589,22720,16246,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Aleksandar Mitrović,FWD,Fulham,184,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-8490,292574,2175,10665,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Alfie Mawson,DEF,Fulham,185,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-6,627,5,11,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Alphonse Areola,GK,Fulham,516,181,Chelsea,3,True,2021-01-16,0,1,19,90,0,0,0,1,0,0,0,0,0,5,0,20,37.2,0.0,0.0,3.7,45,34034,204173,49429,15395,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
André-Frank Zambo Anguissa,MID,Fulham,191,181,Chelsea,2,True,2021-01-16,0,1,19,90,0,0,0,1,0,0,0,0,0,0,0,14,11.0,2.0,2.0,1.5,45,-8548,180783,14785,23333,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Anthony Knockaert,MID,Fulham,177,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-20,2508,3,23,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Antonee Robinson,DEF,Fulham,484,181,Chelsea,-2,True,2021-01-16,0,1,19,43,0,0,0,1,0,0,0,0,1,0,0,0,5.0,15.3,20.0,4.0,44,2708,21345,4916,2208,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Bobby Decordova-Reid,FWD,Fulham,181,181,Chelsea,1,True,2021-01-16,0,1,19,82,0,0,0,1,0,0,0,1,0,0,0,6,14.2,13.6,2.0,3.0,53,23585,94254,36839,13254,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Cyrus Christie,DEF,Fulham,179,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-17,2352,22,39,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Denis Odoi,DEF,Fulham,525,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,1,4685,123,122,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Fabricio Agosto Ramírez,GK,Fulham,171,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3351,117576,1442,4793,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Harrison Reed,MID,Fulham,373,181,Chelsea,2,True,2021-01-16,0,1,19,90,0,0,0,1,0,0,0,0,0,0,0,11,22.6,2.3,17.0,4.2,44,1517,50596,6196,4679,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Ivan Ricardo Neves Abreu Cavaleiro,MID,Fulham,187,181,Chelsea,2,True,2021-01-16,0,1,19,78,0,0,0,1,0,0,0,0,0,0,0,4,2.0,27.5,32.0,6.2,53,3039,13759,4766,1727,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Jean Michaël Seri,MID,Fulham,189,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-31,2412,5,36,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Joachim Andersen,DEF,Fulham,571,181,Chelsea,2,True,2021-01-16,0,1,19,90,0,0,0,1,0,0,0,0,0,0,0,17,31.6,0.1,0.0,3.2,45,134,3011,350,216,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Joe Bryan,DEF,Fulham,182,181,Chelsea,1,True,2021-01-16,0,1,19,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,4.3,0.0,0.4,46,-307,24742,167,474,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Josh Onomah,MID,Fulham,188,181,Chelsea,1,True,2021-01-16,0,1,19,11,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.1,0.0,0.1,46,13,2881,64,51,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Kenny Tete,DEF,Fulham,517,181,Chelsea,2,True,2021-01-16,0,1,19,90,0,0,0,1,0,0,0,0,0,0,0,15,18.2,12.4,6.0,3.7,43,355,4785,578,223,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Kevin McDonald,MID,Fulham,172,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-14,1648,6,20,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Marcus Bettinelli,GK,Fulham,183,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-38,2150,11,49,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Marek Rodák,GK,Fulham,186,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-401,23303,270,671,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Mario Lemina,MID,Fulham,493,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1074,20721,82,1156,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Maxime Le Marchand,DEF,Fulham,173,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-120,5425,51,171,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Michael Hector,DEF,Fulham,178,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-155,10684,130,285,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Neeskens Kebano,MID,Fulham,180,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-48,3305,33,81,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Ola Aina,DEF,Fulham,562,181,Chelsea,2,True,2021-01-16,0,1,19,82,0,0,0,1,0,0,0,0,0,0,0,8,12.6,1.1,3.0,1.7,45,1584,38133,5803,4219,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Ruben Loftus-Cheek,MID,Fulham,115,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-845,13081,105,950,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Stefan Johansen,MID,Fulham,174,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-7,1223,4,11,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Terence Kongolo,DEF,Fulham,585,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,20,224,49,29,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Tim Ream,DEF,Fulham,176,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-117,9226,132,249,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Tom Cairney,MID,Fulham,175,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-413,8343,39,452,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Tosin Adarabioyo,DEF,Fulham,572,181,Chelsea,2,True,2021-01-16,0,1,19,90,0,0,0,1,0,0,0,0,0,0,0,15,36.6,0.3,0.0,3.7,45,6894,37469,11420,4526,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Zeze Steven Sessegnon,DEF,Fulham,192,181,Chelsea,0,True,2021-01-16,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-26,3035,14,40,19,Chelsea,2,Fulham,4,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Aboubakar Kamara,MID,Fulham,190,160,Burnley,0,False,2021-02-17,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-108,3278,0,108,24,Fulham,2,Burnley,2,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Ademola Lookman,MID,Fulham,557,160,Burnley,2,False,2021-02-17,1,1,24,90,0,0,0,1,0,0,0,0,0,0,0,11,9.4,31.4,10.0,5.1,50,38074,133143,50289,12215,24,Fulham,2,Burnley,2,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Aleksandar Mitrović,FWD,Fulham,184,160,Burnley,0,False,2021-02-17,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,8655,303302,17093,8438,24,Fulham,2,Burnley,2,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Alfie Mawson,DEF,Fulham,185,160,Burnley,0,False,2021-02-17,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-4,597,0,4,24,Fulham,2,Burnley,2,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
Alphonse Areola,GK,Fulham,516,160,Burnley,2,False,2021-02-17,1,1,24,90,0,0,0,1,0,0,0,0,0,2,0,13,13.0,0.0,0.0,1.3,45,29250,296403,41659,12409,24,Fulham,2,Burnley,2,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
André-Frank Zambo Anguissa,MID,Fulham,191,160,Burnley,1,False,2021-02-17,1,1,24,29,0,0,0,0,0,0,0,0,0,0,0,5,6.0,11.3,0.0,1.7,45,-7235,125962,6147,13382,24,Fulham,2,Burnley,2,8,Fulham,FUL,3,1110,1150,1060,1040,1100,1090
