,GW,player_name,total_points,was_home,team_h,team_h_difficulty,team_h_score,team_h_strength_attack,team_h_strength_defense,team_h_strength_overall,team_a,team_a_difficulty,team_a_score,team_h_strength_attack,team_h_strength_defense,team_h_strength_overall,position,goals_scored,goals_conceded,assists_x,clean_sheets,penalties_saved,penalties_missed,saves,own_goals,red_cards,yellow_cards,minutes,selected,value,bonus,bps,transfers_balance,transfers_in,transfers_out,influence,creativity,threat,ict_index,kickoff_time,shots,key_passes,xG,xA,npg,npxG,xGChain,xGBuildup 
7210,22,Matt Targett,1,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],DEF,0,3,0,0,0,0,0,0,0,0,90,631172,48,0,9,113316,125784,12468,2.8,4.3,0.0,0.7,2021-02-03,0,0,0.0,0.0,0,0.0,0.1023857444524765,0.1023857444524765
7211,22,Morgan Sanson,1,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],MID,0,1,0,0,0,0,0,0,0,0,10,119,55,0,3,85,101,16,0.6,0.4,0.0,0.1,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
10285,22,Frederico Rodrigues de Paula Santos,3,True,Manchester United,2,9,[],[],[],Southampton,4,0,[],[],[],MID,0,0,0,1,0,0,0,0,0,0,90,15821,53,0,23,-114,431,545,15.2,34.3,11.0,6.1,2021-02-02,2,2,0.048556942492723465,0.3980270028114319,0,0.048556942492723465,2.7021517753601074,2.337619066238404
6795,22,Wilfried Zaha,1,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],MID,0,1,0,0,0,0,0,0,0,0,57,1222621,72,0,6,45028,92289,47261,4.4,2.3,0.0,0.7,2021-02-02,0,0,0.0,0.0,0,0.0,0.0,0.0
6794,22,Vicente Guaita,3,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],GK,0,1,0,0,0,0,4,0,0,0,90,259402,48,0,17,6701,11927,5226,32.8,0.0,0.0,3.3,2021-02-02,0,0,0.0,0.0,0,0.0,0.0,0.0
6793,22,Scott Dann,2,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],DEF,0,1,0,0,0,0,0,0,0,0,90,41709,43,0,16,319,987,668,32.0,0.3,0.0,3.2,2021-02-02,0,0,0.0,0.0,0,0.0,0.13657905161380768,0.13657905161380768
6792,22,Patrick van Aanholt,2,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],DEF,0,1,0,0,0,0,0,0,0,0,90,33030,54,0,10,4347,5521,1174,12.6,6.2,11.0,3.0,2021-02-02,1,0,0.016723154112696648,0.0,0,0.016723154112696648,0.6176431179046631,0.6176431179046631
6791,22,Nathaniel Clyne,1,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],DEF,0,1,0,0,0,0,0,0,0,1,90,14621,45,0,6,343,932,589,12.8,1.4,0.0,1.4,2021-02-02,0,0,0.0,0.0,0,0.0,0.0,0.0
6790,22,Michy Batshuayi,2,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],FWD,0,1,0,0,0,0,0,0,0,0,72,49002,57,0,4,937,2056,1119,5.8,3.3,7.0,1.6,2021-02-02,1,0,0.01157460268586874,0.0,0,0.01157460268586874,0.13657905161380768,0.12500444054603574
6789,22,Luka Milivojevic,1,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],MID,0,1,0,0,0,0,0,0,0,1,90,16803,56,0,12,-109,82,191,27.2,2.9,0.0,3.0,2021-02-02,0,0,0.0,0.0,0,0.0,0.12500444054603574,0.12500444054603574
6788,22,Jordan Ayew,1,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],FWD,0,1,0,0,0,0,0,0,0,1,90,126261,56,0,-4,10314,13036,2722,5.8,3.6,20.0,2.9,2021-02-02,1,0,0.12500444054603574,0.0,0,0.12500444054603574,0.12500444054603574,0.0
6787,22,Jairo Riedewald,10,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],MID,1,1,0,0,0,0,0,0,0,0,90,75344,44,3,35,-7237,126,7363,43.2,13.5,9.0,6.6,2021-02-02,1,1,0.024893375113606453,0.4926386475563049,1,0.024893375113606453,0.642536461353302,0.12500444054603574
6786,22,Gary Cahill,8,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],DEF,1,1,0,0,0,0,0,0,0,0,90,8419,45,0,21,-72,332,404,36.4,0.3,17.0,5.4,2021-02-02,1,0,0.1384781002998352,0.0,1,0.1384781002998352,0.6176431179046631,0.6176431179046631
6784,22,Christian Benteke,1,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],FWD,0,0,0,0,0,0,0,0,0,0,17,54446,55,0,1,-6087,3590,9677,1.2,2.1,2.0,0.5,2021-02-02,0,0,0.0,0.0,0,0.0,0.4926386475563049,0.4926386475563049
6783,22,Cheikhou Kouyaté,1,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],MID,0,0,0,0,0,0,0,0,0,0,1,29415,49,0,3,-563,551,1114,0.0,0.0,0.0,0.0,2021-02-02,0,0,0.0,0.0,0,0.0,0.0,0.0
6782,22,Andros Townsend,1,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],MID,0,0,0,0,0,0,0,0,0,0,32,97214,56,0,-2,-2503,282,2785,2.8,1.3,6.0,1.0,2021-02-02,1,0,0.4926386475563049,0.0,0,0.4926386475563049,0.4926386475563049,0.0
8698,22,N'Golo Kanté,0,False,Tottenham,4,0,[],[],[],Chelsea,4,1,[],[],[],MID,0,0,0,0,0,0,0,0,0,1,16,192253,49,0,-1,-2375,755,3130,0.2,10.8,0.0,1.1,2021-02-04,0,1,0.0,0.06388513743877411,0,0.0,0.09944693744182588,0.035561800003051765
8699,22,Thiago Thiago,1,False,Tottenham,4,0,[],[],[],Chelsea,4,1,[],[],[],DEF,0,0,0,0,0,0,0,0,0,0,35,390462,56,0,10,31910,41997,10087,6.2,0.4,2.0,0.9,2021-02-04,0,0,0.0,0.0,0,0.0,0.0,0.0
7212,22,Ollie Watkins,6,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],FWD,1,3,0,0,0,0,0,0,0,0,90,1428318,63,0,18,114950,172471,57521,29.0,7.0,55.0,9.1,2021-02-03,4,0,0.5178819894790649,0.0,1,0.5178819894790649,0.5178819894790649,0.0
7213,22,Ross Barkley,2,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],MID,0,2,0,0,0,0,0,0,0,0,68,70681,59,0,10,7277,8956,1679,3.6,19.6,6.0,2.9,2021-02-03,1,1,0.07463578879833221,0.02582555450499057,0,0.07463578879833221,0.10341297835111618,0.07758741825819017
7214,22,Tyrone Mings,1,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],DEF,0,3,0,0,0,0,0,0,0,0,90,649782,54,0,12,1247,13490,12243,20.6,0.9,20.0,4.2,2021-02-03,1,0,0.02582555450499057,0.0,0,0.02582555450499057,0.5023269057273865,0.4765013456344605
8745,22,Saïd Benrahma,5,False,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],MID,0,1,1,0,0,0,0,0,0,0,87,14442,60,0,19,46,1201,1155,24.6,40.5,13.0,7.8,2021-02-03,2,3,0.4112371504306793,0.17712236940860748,0,0.4112371504306793,1.0282676219940186,0.43990805745124817
4436,22,Tyler Roberts,1,True,Leeds,4,1,[1060],[1210],[1135.],Everton,3,2,[1060],[1210],[1135.],MID,0,0,0,0,0,0,0,0,0,0,21,4253,47,0,3,-69,33,102,2.0,1.6,6.0,1.0,2021-02-03,1,0,0.06323086470365524,0.0,0,0.06323086470365524,0.1207524910569191,0.05752161890268327
10257,22,Mahmoud Ahmed Ibrahim Hassan,1,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],MID,0,1,0,0,0,0,0,0,0,0,21,35792,52,0,3,-256,164,420,0.8,0.8,0.0,0.2,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
7206,22,Ezri Konsa Ngoyo,1,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],DEF,0,3,0,0,0,0,0,0,0,0,90,410077,46,0,15,-301,9792,10093,31.8,10.2,2.0,4.4,2021-02-03,0,1,0.0,0.046144258230924606,0,0.0,0.1023857444524765,0.1023857444524765
8647,22,Solomon March,3,False,Liverpool,3,0,[1190],[1300],[1245.],Brighton,3,1,[1190],[1300],[1245.],MID,0,0,0,1,0,0,0,0,0,0,66,77265,50,0,10,-6243,2246,8489,9.2,19.4,4.0,3.3,2021-02-03,1,1,0.03141922876238823,0.05018477514386177,0,0.03141922876238823,0.1028277650475502,0.07140853255987167
7205,22,Bertrand Traoré,1,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],MID,0,3,0,0,0,0,0,0,0,0,45,47861,59,0,4,-3663,3630,7293,6.2,6.3,7.0,2.0,2021-02-03,1,0,0.046144258230924606,0.0,0,0.046144258230924606,0.0,0.0
7204,22,Anwar El Ghazi,1,True,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],MID,0,0,0,0,0,0,0,0,0,0,45,120947,56,0,2,-42579,730,43309,0.8,0.9,2.0,0.4,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
8394,22,Nick Pope,2,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],GK,0,2,0,0,0,0,4,0,0,0,90,863732,54,0,18,-7103,12289,19392,33.6,0.0,0.0,3.4,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
8393,22,Matthew Lowton,1,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],DEF,0,2,0,0,0,0,0,0,0,0,90,113148,44,0,9,-5192,3123,8315,17.2,11.3,2.0,3.1,2021-02-03,0,1,0.0,0.006410233676433563,0,0.0,0.04891552776098251,0.04250529408454895
8392,22,Matej Vydra,2,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],FWD,0,2,0,0,0,0,0,0,0,0,90,47043,48,0,3,74,2583,2509,0.0,4.8,12.0,1.5,2021-02-03,1,0,0.04250529408454895,0.0,0,0.04250529408454895,0.04250529408454895,0.0
8391,22,Josh Benson,1,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],MID,0,0,0,0,0,0,0,0,0,0,9,1873,45,0,3,-86,34,120,4.0,0.0,0.0,0.4,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
8390,22,Johann Berg Gudmundsson,2,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],MID,0,2,0,0,0,0,0,0,0,0,90,2772,54,0,9,-9,36,45,7.6,1.5,3.0,1.2,2021-02-03,1,0,0.006410233676433563,0.0,0,0.006410233676433563,0.04891552776098251,0.04250529408454895
8389,22,Joel Mumbongo,0,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],FWD,0,0,0,0,0,0,0,0,0,1,13,1749,45,0,-1,356,582,226,0.0,0.0,0.0,0.0,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
8388,22,Jay Rodriguez,2,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],FWD,0,2,0,0,0,0,0,0,0,0,76,20128,58,0,0,153,708,555,0.0,1.2,2.0,0.2,2021-02-03,0,0,0.0,0.0,0,0.0,0.04250529408454895,0.04250529408454895
8387,22,James Tarkowski,1,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],DEF,0,2,0,0,0,0,0,0,0,0,90,174486,53,0,14,-3169,1632,4801,21.2,0.3,2.0,2.4,2021-02-03,0,0,0.0,0.0,0,0.0,0.04250529408454895,0.04250529408454895
8386,22,Jack Cork,2,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],MID,0,2,0,0,0,0,0,0,0,0,70,1286,50,0,6,14,36,22,9.0,0.7,0.0,1.0,2021-02-03,0,0,0.0,0.0,0,0.0,0.04250529408454895,0.04250529408454895
8385,22,Erik Pieters,1,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],DEF,0,2,0,0,0,0,0,0,0,0,90,37376,43,0,10,-1330,607,1937,15.0,0.9,0.0,1.6,2021-02-03,0,0,0.0,0.0,0,0.0,0.04250529408454895,0.04250529408454895
8384,22,Dwight McNeil,2,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],MID,0,2,0,0,0,0,0,0,0,0,90,24451,57,0,9,57,520,463,7.4,1.7,2.0,1.1,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
8383,22,Dale Stephens,0,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],MID,0,0,0,0,0,0,0,0,0,1,19,300035,43,0,-2,-14479,813,15292,0.0,0.3,0.0,0.0,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
8382,22,Ben Mee,1,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],DEF,0,2,0,0,0,0,0,0,0,0,90,131925,49,0,9,-1966,6180,8146,18.2,0.0,0.0,1.8,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
7996,22,Oleksandr Zinchenko,1,False,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],DEF,0,0,0,0,0,0,0,0,0,0,26,36749,55,0,3,6090,7413,1323,2.6,2.9,0.0,0.6,2021-02-03,0,0,0.0,0.0,0,0.0,0.0736212357878685,0.0736212357878685
8381,22,Ashley Westwood,2,True,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],MID,0,2,0,0,0,0,0,0,0,0,80,32924,53,0,14,-1292,386,1678,8.6,10.9,0.0,2.0,2021-02-03,0,1,0.0,0.04250529408454895,0,0.0,0.04250529408454895,0.04250529408454895
3701,22,Alphonse Areola,2,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],GK,0,2,0,0,0,0,3,0,0,0,90,255395,45,0,13,-5529,8453,13982,24.0,0.0,0.0,2.4,2021-02-03,0,0,0.0,0.0,0,0.0,0.061995457857847214,0.061995457857847214
3702,22,Antonee Robinson,1,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],DEF,0,2,0,0,0,0,0,0,0,0,90,15259,44,0,18,-404,388,792,24.4,20.6,6.0,5.1,2021-02-03,0,1,0.0,0.012882069684565069,0,0.0,0.09262967109680176,0.07974760234355928
3703,22,Harrison Reed,1,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],MID,0,2,0,0,0,0,0,0,0,1,90,42123,44,0,16,-1895,974,2869,31.8,18.1,6.0,5.6,2021-02-03,0,1,0.0,0.017752140760421753,0,0.0,0.07974760234355928,0.07974760234355928
3704,22,Joachim Andersen,1,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],DEF,0,2,0,0,0,0,0,0,0,0,90,3667,45,0,12,-306,203,509,19.2,1.9,0.0,2.1,2021-02-03,0,0,0.0,0.0,0,0.0,0.1724514216184616,0.1724514216184616
3705,22,Kenny Tete,0,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],DEF,0,2,0,0,0,0,0,0,0,0,45,6561,43,0,6,-330,301,631,7.8,9.8,0.0,1.8,2021-02-03,0,0,0.0,0.0,0,0.0,0.0,0.0
3706,22,Mario Lemina,1,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],MID,0,0,0,0,0,0,0,0,0,0,45,18874,45,0,11,-449,80,529,6.8,2.0,0.0,0.9,2021-02-03,0,0,0.0,0.0,0,0.0,0.1724514216184616,0.1724514216184616
3707,22,Ola Aina,0,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],DEF,0,2,0,0,0,0,0,0,0,1,90,35906,45,0,4,-3789,796,4585,9.2,3.1,2.0,1.4,2021-02-03,0,0,0.0,0.0,0,0.0,0.17152194678783414,0.17152194678783414
3708,22,Ruben Loftus-Cheek,2,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],MID,0,2,0,0,0,0,0,0,0,0,70,13626,59,0,10,-203,350,553,8.6,12.8,4.0,2.5,2021-02-03,0,1,0.0,0.061995457857847214,0,0.0,0.2443604767322541,0.1823650151491165
3709,22,Tosin Adarabioyo,1,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],DEF,0,2,0,0,0,0,0,0,0,0,90,30642,45,0,16,-2926,429,3355,33.6,1.8,35.0,7.0,2021-02-03,1,0,0.3530749976634979,0.0,0,0.3530749976634979,0.1724514216184616,0.1724514216184616
7993,22,Aymeric Laporte,7,False,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],DEF,0,0,0,1,0,0,0,0,0,0,90,172323,60,1,29,2426,3735,1309,14.8,5.0,0.0,2.0,2021-02-03,0,0,0.0,0.0,0,0.0,0.2606375515460968,0.2606375515460968
10233,22,Oluwasemilogo Adesewo Ibidapo Ajayi,1,False,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],DEF,0,2,0,0,0,0,0,0,0,0,90,23531,48,0,10,684,3116,2432,16.2,0.2,6.0,2.2,2021-02-02,0,0,0.0,0.0,0,0.0,0.0,0.0
7998,22,Riyad Mahrez,3,False,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],MID,0,0,0,1,0,0,0,0,0,0,90,304805,81,0,13,10161,39731,29570,7.4,31.1,18.0,5.7,2021-02-03,1,2,0.04832268133759498,0.16724812984466553,0,0.04832268133759498,1.027553915977478,0.8560436367988586
7997,22,Raheem Sterling,8,False,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],MID,1,0,0,1,0,0,0,0,0,0,90,945944,116,0,25,-50535,64223,114758,50.6,27.9,75.0,15.4,2021-02-03,3,2,0.9771086573600768,0.19181422889232635,1,0.9771086573600768,1.286604642868042,0.11768180131912233
3700,22,Ademola Lookman,2,True,Fulham,4,0,[1150],[1040],[1095.],Leicester,2,2,[1150],[1040],[1095.],MID,0,2,0,0,0,0,0,0,0,0,90,86484,50,0,9,-13238,3786,17024,5.6,27.5,11.0,4.4,2021-02-03,1,2,0.012882069684565069,0.381670206785202,0,0.012882069684565069,0.2572425603866577,0.21576526761054995
7995,22,John Stones,6,False,Burnley,4,0,[1040],[1040],[1040.],Manchester City,2,2,[1040],[1040],[1040.],DEF,0,0,0,1,0,0,0,0,0,0,90,1613832,52,0,24,-27333,69806,97139,10.2,6.7,0.0,1.7,2021-02-03,0,0,0.0,0.0,0,0.0,0.30469810962677,0.30469810962677
6785,22,Eberechi Eze,7,False,Newcastle,2,1,[1050],[1030],[1040.],Crystal Palace,2,2,[1050],[1030],[1040.],MID,0,1,1,0,0,0,0,0,0,0,90,73779,58,2,27,13356,16297,2941,29.8,43.2,0.0,7.3,2021-02-02,0,3,0.0,0.2750571370124817,0,0.0,0.6292176842689514,0.4926386475563049
2174,22,Oliver McBurnie,1,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],FWD,0,0,0,0,0,0,0,0,0,0,45,15281,56,0,5,721,1002,281,8.4,21.8,22.0,5.2,2021-02-02,1,2,0.13330015540122986,0.07270608842372894,0,0.13330015540122986,0.3434111773967743,0.15721395611763
4074,22,Bernd Leno,-1,False,Wolverhampton Wanderers,3,2,[],[],[],Arsenal,3,1,[],[],[],GK,0,2,0,0,0,0,3,0,1,0,71,753273,50,0,3,27868,37808,9940,8.8,0.0,0.0,0.9,2021-02-02,0,0,0.0,0.0,0,0.0,0.3319080471992493,0.3319080471992493
4073,22,Alexandre Lacazette,4,False,Wolverhampton Wanderers,3,2,[],[],[],Arsenal,3,1,[],[],[],FWD,0,1,1,0,0,0,0,0,0,0,45,606267,84,0,10,-83087,48579,131666,16.6,12.2,2.0,3.1,2021-02-02,0,1,0.0,0.09308172762393953,0,0.0,0.09308172762393953,0.0
715,22,César Azpilicueta,5,False,Tottenham,4,0,[],[],[],Chelsea,4,1,[],[],[],DEF,0,0,0,1,0,0,0,0,0,1,90,227964,56,0,22,33034,35750,2716,8.0,14.2,6.0,2.8,2021-02-04,1,1,0.03655883669853209,0.024697158485651016,0,0.03655883669853209,0.6397303938865662,0.6150332093238831
714,22,Christian Pulisic,0,False,Tottenham,4,0,[],[],[],Chelsea,4,1,[],[],[],MID,0,0,0,0,0,0,0,0,0,1,25,163462,82,0,-2,-2622,5544,8166,0.0,2.0,3.0,0.4,2021-02-04,1,0,0.035561800003051765,0.0,0,0.035561800003051765,0.035561800003051765,0.0
713,22,Callum Hudson-Odoi,3,False,Tottenham,4,0,[],[],[],Chelsea,4,1,[],[],[],MID,0,0,0,1,0,0,0,0,0,0,64,57749,57,0,6,28185,30168,1983,4.0,5.9,35.0,4.5,2021-02-04,3,0,0.10804520547389984,0.0,0,0.10804520547389984,0.10804520547389984,0.03239086642861366
712,22,Antonio Rüdiger,7,False,Tottenham,4,0,[],[],[],Chelsea,4,1,[],[],[],DEF,0,0,0,1,0,0,0,0,0,0,90,103952,45,1,27,24185,26689,2504,13.8,10.8,0.0,2.5,2021-02-04,0,1,0.0,0.044413667172193534,0,0.0,0.2281926572322845,0.18377898633480072
2175,22,Oliver Norwood,1,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,45,10731,45,0,7,-190,152,342,2.6,2.1,1.0,0.6,2021-02-02,1,0,0.15863272547721866,0.0,0,0.15863272547721866,0.04849710687994957,0.04849710687994957
1192,22,Vladimir Coufal,2,False,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],DEF,0,1,0,0,0,0,0,0,0,0,90,548103,47,0,17,-3029,16918,19947,25.8,26.8,7.0,6.0,2021-02-03,1,2,0.060270942747592926,0.4271639585494995,0,0.060270942747592926,0.7597166299819946,0.2722817659378052
1191,22,Tomas Soucek,9,False,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],MID,1,1,0,0,0,0,0,0,0,0,90,1464462,53,2,30,17935,90265,72330,56.2,13.7,64.0,13.4,2021-02-03,4,1,0.2940236032009125,0.12012016028165814,1,0.2940236032009125,1.1861540079116821,0.8131070137023926
2172,22,Max Lowe,1,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],DEF,0,0,0,0,0,0,0,0,0,0,46,4038,43,0,9,-53,19,72,14.2,26.7,6.0,4.7,2021-02-02,0,2,0.0,0.18749843537807465,0,0.0,0.34060761332511896,0.15310917794704434
2171,22,John Lundstram,2,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,90,116027,49,0,12,-466,1150,1616,13.6,25.9,20.0,6.0,2021-02-02,1,2,0.0914194881916046,0.0720282644033432,0,0.0914194881916046,0.4819068908691406,0.390487402677536
2170,22,John Fleck,1,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,1,90,10654,56,0,10,949,1540,591,22.2,32.9,23.0,7.8,2021-02-02,1,2,0.05009351298213005,0.18147428333759308,0,0.05009351298213005,0.3696583211421967,0.18626466393470764
2169,22,John Egan,7,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],DEF,0,1,1,0,0,0,0,0,0,0,90,152556,47,2,30,-189,1380,1569,32.6,11.3,6.0,5.0,2021-02-02,0,1,0.0,0.4900567531585693,0,0.0,0.7805708646774292,0.29051411151885986
2168,22,Jayden Bogle,8,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],DEF,1,1,0,0,0,0,0,0,0,0,90,7139,43,0,16,473,736,263,39.0,13.3,43.0,9.5,2021-02-02,3,1,0.25821319222450256,0.015235794708132744,1,0.25821319222450256,0.3265193104743957,0.053070344030857086
4075,22,Bukayo Saka,2,False,Wolverhampton Wanderers,3,2,[],[],[],Arsenal,3,1,[],[],[],MID,0,2,0,0,0,0,0,0,0,0,90,773081,54,0,1,-167173,21708,188881,9.4,3.3,41.0,5.4,2021-02-02,3,0,0.4171134531497955,0.0,0,0.4171134531497955,0.42983970046043396,0.012726240791380405
2167,22,George Baldock,1,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],DEF,0,1,0,0,0,0,0,0,0,0,43,74855,49,0,1,836,2143,1307,0.0,1.3,0.0,0.0,2021-02-02,0,0,0.0,0.0,0,0.0,0.015235794708132744,0.015235794708132744
2165,22,David McGoldrick,1,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],FWD,0,1,0,0,0,0,0,0,0,1,90,179939,52,0,10,13597,30707,17110,16.0,5.5,22.0,4.4,2021-02-02,3,0,0.06688525527715683,0.0,0,0.06688525527715683,0.06688525527715683,0.033261314034461975
2164,22,Chris Basham,5,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],DEF,0,1,1,0,0,0,0,0,0,0,90,51129,46,0,23,1044,2205,1161,52.0,24.3,14.0,9.0,2021-02-02,0,2,0.0,0.10117251425981524,0,0.0,0.4598194658756256,0.358646959066391
2163,22,Billy Sharp,9,True,Sheffield United,2,2,[],[],[],West Bromwich Albion,2,1,[],[],[],FWD,1,1,0,0,0,0,0,0,0,0,85,10804,55,3,32,586,1035,449,36.2,2.7,25.0,6.4,2021-02-02,2,0,0.5482701063156128,0.0,1,0.5482701063156128,0.5098658204078674,0.01980903185904026
1190,22,Ryan Fredericks,2,False,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],DEF,0,1,0,0,0,0,0,0,0,0,83,16478,42,0,17,-327,201,528,15.2,34.3,4.0,5.4,2021-02-03,0,2,0.0,0.17512039840221405,0,0.0,0.2311849892139435,0.05606459453701973
1189,22,Pablo Fornals,1,False,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],MID,0,0,0,0,0,0,0,0,0,0,6,56173,60,0,3,-2762,787,3549,0.6,1.3,2.0,0.4,2021-02-03,0,0,0.0,0.0,0,0.0,0.3907734155654907,0.3907734155654907
1188,22,Michail Antonio,8,False,Aston Villa,4,1,[1120],[1080],[1100.],West Ham,3,3,[1120],[1080],[1100.],FWD,0,1,2,0,0,0,0,0,0,0,90,1538818,66,0,18,220300,257668,37368,34.8,21.6,70.0,12.6,2021-02-03,5,2,0.5912632942199707,0.23128196597099304,0,0.5912632942199707,1.413222074508667,0.5906767845153809
