,GW,player_name,total_points,was_home,team_h,team_h_difficulty,team_h_score,team_h_strength_attack,team_h_strength_defense,team_h_strength_overall,team_a,team_a_difficulty,team_a_score,team_h_strength_attack,team_h_strength_defense,team_h_strength_overall,position,goals_scored,goals_conceded,assists_x,clean_sheets,penalties_saved,penalties_missed,saves,own_goals,red_cards,yellow_cards,minutes,selected,value,bonus,bps,transfers_balance,transfers_in,transfers_out,influence,creativity,threat,ict_index,kickoff_time,shots,key_passes,xG,xA,npg,npxG,xGChain,xGBuildup 
8215,9,Josh Brownhill,3,True,Burnley,2,1,[1040],[1040],[1040.],Crystal Palace,2,0,[1040],[1040],[1040.],MID,0,0,0,1,0,0,0,0,0,0,90,3511,50,0,15,-20,283,303,21.8,2.2,0.0,2.4,2020-11-23,0,0,0.0,0.0,0,0.0,0.0,0.0
5169,9,Christian Fuchs,1,False,Liverpool,4,3,[1190],[1300],[1245.],Leicester,3,0,[1190],[1300],[1245.],DEF,0,2,0,0,0,0,0,0,0,0,61,18174,45,0,9,4420,5791,1371,15.0,0.1,0.0,1.5,2020-11-22,0,0,0.0,0.0,0,0.0,0.0,0.0
3578,9,Harrison Reed,2,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],MID,0,3,0,0,0,0,0,0,0,0,90,42297,45,0,13,-4332,680,5012,13.0,18.5,1.0,3.3,2020-11-22,1,1,0.01872215047478676,0.03415660932660103,0,0.01872215047478676,0.7006619572639465,0.6477831602096558
3577,9,Antonee Robinson,0,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],DEF,0,3,0,0,0,0,0,0,0,1,90,10384,44,0,15,174,1067,893,21.4,37.2,6.0,6.5,2020-11-22,0,2,0.0,0.14176593720912933,0,0.0,0.20264483988285065,0.06087888777256013
3576,9,Alphonse Areola,2,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],GK,0,3,0,0,0,0,4,0,0,0,90,101083,45,0,18,-196,5506,5702,30.2,0.0,0.0,3.0,2020-11-22,0,0,0.0,0.0,0,0.0,0.0,0.0
3575,9,Ademola Lookman,5,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],MID,0,3,1,0,0,0,0,0,0,0,90,32700,50,0,26,-4582,3565,8147,30.8,35.0,16.0,8.2,2020-11-22,1,3,0.03852507472038269,0.37026247382164,0,0.03852507472038269,0.9556612372398376,0.5468736886978149
9601,9,Oriol Romeu Vidal,2,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,90,336906,45,0,8,-4215,28628,32843,12.6,12.5,12.0,3.7,2020-11-23,1,1,0.01580919697880745,0.05147137492895126,0,0.01580919697880745,0.4231694340705872,0.4073602557182312
8217,9,Nick Pope,10,True,Burnley,2,1,[1040],[1040],[1040.],Crystal Palace,2,0,[1040],[1040],[1040.],GK,0,0,0,1,0,0,5,0,0,0,90,795807,54,3,30,-11409,12667,24076,34.2,0.0,0.0,3.4,2020-11-23,0,0,0.0,0.0,0,0.0,0.07632182538509369,0.07632182538509369
8218,9,Robbie Brady,1,True,Burnley,2,1,[1040],[1040],[1040.],Crystal Palace,2,0,[1040],[1040],[1040.],MID,0,0,0,0,0,0,0,0,0,0,16,3293,50,0,3,-112,131,243,0.0,0.1,0.0,0.0,2020-11-23,0,0,0.0,0.0,0,0.0,0.0,0.0
7086,9,Tyrone Mings,1,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,2,0,0,0,0,0,0,0,0,90,1035405,53,0,9,205584,230729,25145,13.2,1.3,19.0,3.4,2020-11-21,1,0,0.425475537776947,0.0,0,0.425475537776947,0.10886838287115096,0.10886838287115096
9472,9,Rodrigo Moreno,1,True,Leeds,3,0,[1060],[1210],[1135.],Arsenal,3,0,[1060],[1210],[1135.],FWD,0,0,0,0,0,0,0,0,0,0,20,160846,57,0,3,-26714,875,27589,0.6,20.8,8.0,2.9,2020-11-22,3,2,0.13221521675586698,0.13953198492527008,0,0.13221521675586698,0.6139164566993713,0.34216928482055664
9471,9,Ian Carlo Poveda-Ocampo,1,True,Leeds,3,0,[1060],[1210],[1135.],Arsenal,3,0,[1060],[1210],[1135.],MID,0,0,0,0,0,0,0,0,0,0,10,30804,44,0,7,-1968,1393,3361,7.0,14.6,19.0,4.1,2020-11-22,1,1,0.06025166064500809,0.28191763162612915,0,0.06025166064500809,0.4180102050304413,0.07584093511104584
7085,9,Ross Barkley,1,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,0,0,0,0,0,0,0,0,0,4,331745,60,0,3,37773,74546,36773,0.0,0.0,0.0,0.0,2020-11-21,0,0,0.0,0.0,0,0.0,0.0,0.0
7084,9,Ollie Watkins,2,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],FWD,0,2,0,0,0,0,0,0,0,0,90,717477,61,0,6,328383,356951,28568,6.4,22.3,12.0,4.1,2020-11-21,0,2,0.0,0.0790596604347229,0,0.0,0.07456658780574799,0.018390363082289696
3579,9,Joachim Andersen,1,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],DEF,0,3,0,0,0,0,0,0,0,0,90,728,45,0,12,102,160,58,20.6,2.6,0.0,2.3,2020-11-22,0,0,0.0,0.0,0,0.0,0.5283710360527039,0.5283710360527039
7083,9,Matt Targett,0,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,2,0,0,0,0,0,0,0,1,90,212390,45,0,10,76274,88717,12443,15.0,5.5,2.0,2.3,2020-11-21,0,0,0.0,0.0,0,0.0,0.12313787639141086,0.12313787639141086
7081,9,John McGinn,2,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,2,0,0,0,0,0,0,0,0,90,172965,55,0,14,-4125,22059,26184,7.8,17.4,3.0,2.8,2020-11-21,1,1,0.018390363082289696,0.02536753937602043,0,0.018390363082289696,0.1551973521709442,0.11143944412469864
7080,9,Jack Grealish,1,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,2,0,0,0,0,0,0,0,1,90,3065896,76,0,12,603650,641362,37712,10.2,33.7,18.0,6.2,2020-11-21,1,2,0.02318586409091949,0.4467222094535828,0,0.02318586409091949,0.11808611452579496,0.07365358620882034
7079,9,Ezri Konsa Ngoyo,8,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,1,2,0,0,0,0,0,0,0,0,90,581171,47,1,26,12190,41099,28909,45.0,1.1,17.0,6.3,2020-11-21,1,0,0.3741614818572998,0.0,1,0.3741614818572998,0.027324622496962547,0.027324622496962547
7078,9,Conor Hourihane,1,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,0,0,0,0,0,0,0,0,0,15,11452,60,0,3,-1336,181,1517,1.2,1.6,0.0,0.3,2020-11-21,0,0,0.0,0.0,0,0.0,0.0,0.0
7077,9,Bertrand Traoré,5,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,2,1,0,0,0,0,0,0,0,69,2664,59,0,21,-317,182,499,22.4,38.2,9.0,7.0,2020-11-21,1,2,0.027324622496962547,0.3915185332298279,0,0.027324622496962547,0.045714985579252236,0.018390363082289696
7076,9,Anwar El Ghazi,1,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,0,0,0,0,0,0,0,0,0,16,6845,58,0,5,-238,216,454,5.6,16.0,0.0,2.2,2020-11-21,0,1,0.0,0.02793859876692295,0,0.0,0.02793859876692295,0.0
6111,9,Alex McCarthy,7,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],GK,0,1,0,0,0,0,8,0,0,0,90,1498709,45,3,24,36083,75156,39073,59.0,0.0,0.0,5.9,2020-11-23,0,0,0.0,0.0,0,0.0,0.4887968599796295,0.4887968599796295
6112,9,Che Adams,7,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],FWD,0,1,1,0,0,0,0,0,0,0,90,349725,59,2,23,93593,130390,36797,23.0,33.3,27.0,8.3,2020-11-23,2,3,0.11709879338741302,0.8775601387023926,0,0.11709879338741302,1.0112240314483645,0.06803649663925171
6113,9,Ibrahima Diallo,1,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],MID,0,0,0,0,0,0,0,0,0,0,1,1219,45,0,4,64,251,187,1.0,0.0,0.0,0.1,2020-11-23,0,0,0.0,0.0,0,0.0,0.0,0.0
6114,9,James Ward-Prowse,2,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,90,497927,60,0,14,-9036,111067,120103,12.6,7.8,0.0,2.0,2020-11-23,0,0,0.0,0.0,0,0.0,0.4887968599796295,0.4887968599796295
6115,9,Jannik Vestergaard,2,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],DEF,0,1,0,0,0,0,0,0,0,0,90,733493,47,0,15,254432,276555,22123,21.6,0.8,8.0,3.0,2020-11-23,0,0,0.0,0.0,0,0.0,0.1071222722530365,0.1071222722530365
6116,9,Jan Bednarek,2,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],DEF,0,1,0,0,0,0,0,0,0,0,90,144580,45,0,15,2880,8310,5430,21.2,0.2,0.0,2.1,2020-11-23,0,0,0.0,0.0,0,0.0,0.17274968326091766,0.17274968326091766
7082,9,Matthew Cash,1,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,2,0,0,0,0,0,0,0,0,90,55163,50,0,12,4110,7452,3342,11.8,3.8,8.0,2.4,2020-11-21,0,0,0.0,0.0,0,0.0,0.06890084594488144,0.06890084594488144
3580,9,Mario Lemina,2,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],MID,0,3,0,0,0,0,0,0,0,0,68,27789,45,0,10,-4157,47,4204,12.0,12.2,4.0,2.8,2020-11-22,0,1,0.0,0.06087888777256013,0,0.0,0.4688721001148224,0.40799322724342346
3581,9,Ola Aina,1,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],DEF,0,3,0,0,0,0,0,0,0,0,90,18683,45,0,15,4595,7425,2830,17.6,13.7,1.0,3.2,2020-11-22,1,1,0.0174164567142725,0.020659802481532097,0,0.0174164567142725,0.4919682145118714,0.4538919627666474
3582,9,Ruben Loftus-Cheek,6,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],MID,1,0,0,0,0,0,0,0,0,0,32,12200,59,0,22,-1208,335,1543,36.0,13.2,19.0,6.8,2020-11-22,1,1,0.3269117176532745,0.03852507472038269,1,0.3269117176532745,0.3995934128761292,0.03415660932660103
574,9,Callum Hudson-Odoi,1,False,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],MID,0,0,0,0,0,0,0,0,0,0,14,20005,57,0,3,-1960,506,2466,0.0,2.2,12.0,1.4,2020-11-21,1,0,0.04985687509179115,0.0,0,0.04985687509179115,0.09302322566509247,0.043166350573301315
573,9,Antonio Rüdiger,6,False,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],DEF,0,0,0,1,0,0,0,0,0,0,90,54269,45,0,25,-3067,1082,4149,25.4,1.3,0.0,2.7,2020-11-21,0,0,0.0,0.0,0,0.0,0.5739197731018066,0.5739197731018066
106,9,Yves Bissouma,1,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,1,0,0,0,0,0,0,0,1,90,255868,45,0,11,-13132,15556,28688,17.2,2.3,0.0,2.0,2020-11-21,0,0,0.0,0.0,0,0.0,0.19738110899925232,0.19738110899925232
105,9,Tariq Lamptey,-1,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,1,0,0,0,0,0,0,1,0,90,977918,48,0,-1,104933,128238,23305,3.8,22.4,8.0,3.4,2020-11-21,0,1,0.0,0.1367541253566742,0,0.0,0.7201523780822754,0.7201523780822754
104,9,Pascal Groß,5,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,1,1,0,0,0,0,0,0,0,90,7068,58,0,24,-199,496,695,29.2,35.7,4.0,6.9,2020-11-21,0,3,0.0,0.6423712372779846,0,0.0,0.7791253924369812,0.1367541253566742
103,9,Neal Maupay,2,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],FWD,0,1,0,0,0,0,0,0,0,0,79,287689,64,0,-3,-77037,9179,86216,0.0,3.5,29.0,3.0,2020-11-21,3,0,0.8932493925094604,0.0,0,0.8932493925094604,1.3625235557556152,0.4692742228507996
9719,9,Bruno Miguel Borges Fernandes,11,True,Manchester United,2,1,[],[],[],West Bromwich Albion,4,0,[],[],[],MID,1,0,0,1,0,0,0,0,0,0,90,2644080,107,3,44,1033358,1055501,22143,58.0,86.5,56.0,20.1,2020-11-21,4,6,0.8740449547767639,1.1748090982437134,0,0.11291293054819107,1.291654348373413,0.1110537126660347
9718,9,Alex Nicolao Telles,6,True,Manchester United,2,1,[],[],[],West Bromwich Albion,4,0,[],[],[],DEF,0,0,0,1,0,0,0,0,0,0,90,97096,55,0,22,36105,43517,7412,9.4,5.5,5.0,2.0,2020-11-21,2,0,0.04388673976063728,0.0,0,0.04388673976063728,0.15974228084087372,0.15974228084087372
102,9,Lewis Dunk,2,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,1,0,0,0,0,0,0,0,0,90,203928,48,0,17,-9194,1941,11135,21.0,0.0,0.0,2.1,2020-11-21,0,0,0.0,0.0,0,0.0,0.5088862180709839,0.5088862180709839
101,9,Joël Veltman,1,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,1,0,0,0,0,0,0,0,0,45,29407,43,0,10,10419,13305,2886,22.2,0.3,0.0,2.3,2020-11-21,0,0,0.0,0.0,0,0.0,0.5184759497642517,0.5184759497642517
100,9,Jayson Molumby,1,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,0,0,0,0,0,0,0,0,0,1,1128,45,0,3,74,241,167,0.0,0.0,0.0,0.0,2020-11-21,0,0,0.0,0.0,0,0.0,0.0,0.0
99,9,Dan Burn,1,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,0,0,0,0,0,0,0,0,0,10,30284,44,0,4,-869,742,1611,5.0,0.0,0.0,0.5,2020-11-21,0,0,0.0,0.0,0,0.0,0.0,0.0
98,9,Danny Welbeck,9,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],FWD,1,1,0,0,0,0,0,0,0,0,90,4233,55,3,35,1550,2438,888,46.2,14.9,31.0,9.2,2020-11-21,2,1,0.4292460381984711,0.31150513887405396,1,0.4292460381984711,0.8775053024291992,0.1367541253566742
97,9,Ben White,2,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,1,0,0,0,0,0,0,0,0,90,94550,45,0,8,-3198,2380,5578,13.8,0.4,0.0,1.4,2020-11-21,0,0,0.0,0.0,0,0.0,0.5088862180709839,0.5088862180709839
96,9,Adam Webster,2,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],DEF,0,1,0,0,0,0,0,0,0,0,90,135354,44,0,13,-4281,4367,8648,20.4,0.3,2.0,2.3,2020-11-21,0,0,0.0,0.0,0,0.0,0.5088862180709839,0.5088862180709839
9643,9,Emiliano Martínez,1,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],GK,0,2,0,0,0,0,1,0,0,0,90,2084116,48,0,12,90049,126674,36625,6.4,0.0,0.0,0.6,2020-11-21,0,0,0.0,0.0,0,0.0,0.0,0.0
9642,9,Douglas Luiz Soares de Paulo,2,True,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,2,0,0,0,0,0,0,0,0,74,22805,49,0,9,816,2878,2062,5.6,13.3,16.0,3.5,2020-11-21,3,1,0.06577631086111069,0.018390363082289696,0,0.06577631086111069,0.113975390791893,0.05269216001033783
95,9,Adam Lallana,4,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,0,0,1,0,0,0,0,0,0,0,45,31681,62,0,18,-1276,1300,2576,18.8,11.1,6.0,3.6,2020-11-21,1,1,0.1367541253566742,0.27189308404922485,0,0.1367541253566742,0.40864723920822144,0.0
5658,9,Hal Robson-Kanu,1,False,Manchester United,2,1,[],[],[],West Bromwich Albion,4,0,[],[],[],FWD,0,0,0,0,0,0,0,0,0,0,28,7350,52,0,1,-618,88,706,0.0,0.1,0.0,0.0,2020-11-21,0,0,0.0,0.0,0,0.0,0.026951130479574203,0.026951130479574203
5659,9,Karlan Grant,2,False,Manchester United,2,1,[],[],[],West Bromwich Albion,4,0,[],[],[],FWD,0,1,0,0,0,0,0,0,0,0,61,3412,59,0,5,-350,800,1150,4.4,0.8,19.0,2.4,2020-11-21,1,0,0.06338120251893997,0.0,0,0.06338120251893997,0.06338120251893997,0.0
5660,9,Kyle Bartley,2,False,Manchester United,2,1,[],[],[],West Bromwich Albion,4,0,[],[],[],DEF,0,1,0,0,0,0,0,0,0,0,90,11351,44,0,13,-754,174,928,21.8,0.4,4.0,2.6,2020-11-21,1,0,0.1167161390185356,0.0,0,0.1167161390185356,0.021428415551781654,0.021428415551781654
5661,9,Matheus Pereira,2,False,Manchester United,2,1,[],[],[],West Bromwich Albion,4,0,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,90,103075,58,0,11,-36751,675,37426,10.8,25.8,1.0,3.8,2020-11-21,1,2,0.021428415551781654,0.16176368296146393,0,0.021428415551781654,0.1274467408657074,0.04263712838292122
5662,9,Romaine Sawyers,2,False,Manchester United,2,1,[],[],[],West Bromwich Albion,4,0,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,90,2494,48,0,18,-202,40,242,17.8,1.8,0.0,2.0,2020-11-21,0,0,0.0,0.0,0,0.0,0.06406554579734802,0.06406554579734802
5663,9,Sam Johnstone,4,False,Manchester United,2,1,[],[],[],West Bromwich Albion,4,0,[],[],[],GK,0,1,0,0,0,0,6,0,0,0,90,74924,45,0,20,145,5446,5301,43.4,0.0,0.0,4.3,2020-11-21,0,0,0.0,0.0,0,0.0,0.0,0.0
5168,9,Cengiz Ünder,1,False,Liverpool,4,3,[1190],[1300],[1245.],Leicester,3,0,[1190],[1300],[1245.],MID,0,1,0,0,0,0,0,0,0,0,28,7305,59,0,3,-256,1446,1702,3.6,6.1,8.0,1.8,2020-11-22,1,0,0.0215993132442236,0.0,0,0.0215993132442236,0.1578647494316101,0.13626544177532196
3584,9,Tosin Adarabioyo,1,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],DEF,0,3,0,0,0,0,0,0,0,0,90,1745,45,0,15,-4,233,237,20.0,1.3,0.0,2.1,2020-11-22,0,0,0.0,0.0,0,0.0,0.0,0.0
3583,9,Tom Cairney,4,True,Fulham,4,2,[1150],[1040],[1095.],Everton,2,3,[1150],[1040],[1095.],MID,0,3,1,0,0,0,0,0,0,0,57,13652,53,0,20,960,2649,1689,21.4,14.8,10.0,4.6,2020-11-22,1,1,0.02462860569357872,0.3857742846012116,0,0.02462860569357872,0.5199292302131653,0.4953006207942962
6117,9,Kyle Walker-Peters,3,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],DEF,0,1,0,0,0,0,0,0,0,0,90,892985,46,1,22,79840,107928,28088,22.8,1.8,0.0,2.5,2020-11-23,0,0,0.0,0.0,0,0.0,0.4729876518249512,0.4729876518249512
575,9,Edouard Mendy,6,False,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],GK,0,0,0,1,0,0,1,0,0,0,90,498511,51,0,26,30636,65101,34465,13.8,0.0,0.0,1.4,2020-11-21,0,0,0.0,0.0,0,0.0,0.13440530002117154,0.13440530002117154
6118,9,Moussa Djenepo,2,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,78,5275,54,0,19,122,473,351,12.0,22.6,2.0,3.7,2020-11-23,0,2,0.0,0.08143661171197891,0,0.0,0.2565953731536865,0.1751587688922882
6120,9,Shane Long,1,False,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],FWD,0,0,0,0,0,0,0,0,0,0,11,47776,52,0,2,-2247,2534,4781,0.0,0.0,0.0,0.0,2020-11-23,0,0,0.0,0.0,0,0.0,0.0,0.0
6616,9,Patrick van Aanholt,2,False,Burnley,2,1,[1040],[1040],[1040.],Crystal Palace,2,0,[1040],[1040],[1040.],DEF,0,1,0,0,0,0,0,0,0,0,90,60376,54,0,10,27099,32755,5656,14.6,2.1,23.0,4.0,2020-11-23,2,0,0.08271244913339615,0.0,0,0.08271244913339615,0.15441206097602844,0.08973468095064162
6617,9,Scott Dann,2,False,Burnley,2,1,[1040],[1040],[1040.],Crystal Palace,2,0,[1040],[1040],[1040.],DEF,0,1,0,0,0,0,0,0,0,0,90,70973,44,0,14,17765,21978,4213,14.4,10.8,4.0,2.9,2020-11-23,0,1,0.0,0.01761283539235592,0,0.0,0.12569338083267212,0.10808054357767104
6618,9,Vicente Guaita,3,False,Burnley,2,1,[1040],[1040],[1040.],Crystal Palace,2,0,[1040],[1040],[1040.],GK,0,1,0,0,0,0,3,0,0,0,90,296717,50,0,18,-8182,8858,17040,29.4,0.0,0.0,2.9,2020-11-23,0,0,0.0,0.0,0,0.0,0.03150608018040657,0.03150608018040657
8630,9,Mathew Ryan,3,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],GK,0,1,0,0,0,0,3,0,0,0,90,1013226,45,0,19,-29558,11732,41290,20.2,0.0,0.0,2.0,2020-11-21,0,0,0.0,0.0,0,0.0,0.31150513887405396,0.31150513887405396
8631,9,Solomon March,9,False,Aston Villa,3,1,[1120],[1080],[1100.],Brighton,3,2,[1120],[1080],[1100.],MID,1,1,0,0,0,0,0,0,0,0,90,63645,50,2,31,-8068,3829,11897,49.4,1.8,21.0,7.2,2020-11-21,1,0,0.060626983642578125,0.0,1,0.060626983642578125,0.6552301049232483,0.6552301049232483
8838,9,Rúben Diogo da Silva Neves,1,True,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,1,69,107256,53,0,11,-5731,2272,8003,11.2,11.8,0.0,2.3,2020-11-23,0,1,0.0,0.0388881266117096,0,0.0,0.06130211800336838,0.06130211800336838
8666,9,Benjamin Chilwell,7,False,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],DEF,0,0,0,1,0,0,0,0,0,0,81,2313447,60,1,27,390012,452842,62830,13.0,10.3,6.0,2.9,2020-11-21,0,0,0.0,0.0,0,0.0,0.5416719317436218,0.5416719317436218
8667,9,N'Golo Kanté,3,False,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],MID,0,0,0,1,0,0,0,0,0,0,90,243919,49,0,14,216,15489,15273,23.2,16.4,0.0,4.0,2020-11-21,0,1,0.0,0.06280503422021866,0,0.0,1.1319533586502075,1.069148302078247
8837,9,Rui Pedro dos Santos Patrício,2,True,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],GK,0,1,0,0,0,0,1,0,0,0,90,566846,55,0,9,6454,21069,14615,10.2,0.0,0.0,1.0,2020-11-23,0,0,0.0,0.0,0,0.0,0.0,0.0
8836,9,Pedro Lomba Neto,6,True,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],MID,1,0,0,0,0,0,0,0,0,0,20,138388,55,0,20,1568,19697,18129,36.4,1.2,56.0,9.4,2020-11-23,3,0,0.5709969401359558,0.0,1,0.5709969401359558,0.5709969401359558,0.0
8835,9,Nélson Cabral Semedo,2,True,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],DEF,0,1,0,0,0,0,0,0,0,0,90,280280,56,0,17,28603,47425,18822,23.0,16.8,7.0,4.7,2020-11-23,1,1,0.013833836652338505,0.01276475377380848,0,0.013833836652338505,0.1926105916500092,0.17984583973884585
8834,9,João Filipe Iria Santos Moutinho,2,True,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,90,96535,52,0,21,-9691,929,10620,22.2,42.7,10.0,7.5,2020-11-23,1,3,0.07489603757858276,0.13558489084243774,0,0.07489603757858276,0.35963666439056396,0.35963666439056396
6615,9,Nathaniel Clyne,2,False,Burnley,2,1,[1040],[1040],[1040.],Crystal Palace,2,0,[1040],[1040],[1040.],DEF,0,1,0,0,0,0,0,0,0,0,90,19505,45,0,12,6282,8855,2573,14.0,3.6,9.0,2.7,2020-11-23,1,0,0.01892460323870182,0.0,0,0.01892460323870182,0.13679923117160794,0.1178746297955513
8833,9,Daniel Castelo Podence,2,True,Wolverhampton Wanderers,2,1,[],[],[],Southampton,3,1,[],[],[],MID,0,1,0,0,0,0,0,0,0,0,84,255450,55,0,4,-35506,21145,56651,10.2,14.2,54.0,7.8,2020-11-23,4,1,0.20694370567798606,0.07738886773586273,0,0.20694370567798606,0.3102773725986481,0.14229196310043335
1508,9,Miguel Almirón,1,True,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],MID,0,0,0,0,0,0,0,0,0,0,25,29551,57,0,3,-1829,669,2498,5.2,11.6,17.0,3.4,2020-11-21,1,1,0.02508858405053616,0.02244009263813496,0,0.02508858405053616,0.02508858405053616,0.0
1507,9,Karl Darlow,1,True,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],GK,0,2,0,0,0,0,2,0,0,0,90,132236,50,0,12,-4510,5988,10498,17.6,0.0,0.0,1.8,2020-11-21,0,0,0.0,0.0,0,0.0,0.02508858405053616,0.02508858405053616
1506,9,Javier Manquillo,1,True,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],DEF,0,2,0,0,0,0,0,0,0,0,64,20270,44,0,8,-1975,86,2061,4.4,11.3,0.0,1.6,2020-11-21,0,1,0.0,0.04302012175321579,0,0.0,0.04302012175321579,0.0
1505,9,Jamal Lewis,1,True,Newcastle,4,0,[1050],[1030],[1040.],Chelsea,2,2,[1050],[1030],[1040.],DEF,0,2,0,0,0,0,0,0,0,0,90,152916,43,0,5,-1460,13681,15141,11.8,5.0,0.0,1.7,2020-11-21,0,0,0.0,0.0,0,0.0,0.17026260495185852,0.17026260495185852
