player_name,position_x,team,FPL_ID,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists_x,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,team_a,team_a_difficulty,team_h,team_h_difficulty,id_x,name,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,date,id_y,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup 
Tomas Soucek,MID,West Ham,449,57,Manchester City,2,True,2020-10-24,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,8,13.2,1.2,8.0,2.2,49,-21220,207643,10919,32139,6,Manchester City,4,West Ham,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.032426055520772934,90,MC,West Ham,Manchester City,1,1,2020-10-24,14493,2020,422616,0.0,0,0,0,0.032426055520772934,0.1663549393415451,0.13392889499664307
Vladimir Coufal,DEF,West Ham,558,57,Manchester City,7,True,2020-10-24,1,1,6,90,0,1,0,1,0,0,0,1,0,0,3,23,35.2,14.8,0.0,5.0,45,2177,12331,3512,1335,6,Manchester City,4,West Ham,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DR,West Ham,Manchester City,1,1,2020-10-24,14493,2020,422610,0.10975906252861024,1,1,0,0.0,0.14094018936157227,0.14094018936157227
Aaron Cresswell,DEF,West Ham,435,63,Liverpool,1,False,2020-10-31,2,1,7,90,0,0,0,2,0,0,0,0,0,0,0,11,23.4,0.5,0.0,2.4,50,79483,495472,102254,22771,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424659,0.0,0,0,0,0.0,0.0,0.0
Andriy Yarmolenko,MID,West Ham,436,63,Liverpool,1,False,2020-10-31,2,1,7,16,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.3,0.0,0.1,57,-433,7017,235,668,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,14,Sub,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424668,0.0,0,0,0,0.0,0.0,0.0
Angelo Ogbonna,DEF,West Ham,432,63,Liverpool,1,False,2020-10-31,2,1,7,90,0,0,0,2,0,0,0,0,0,0,0,8,10.4,0.2,0.0,1.1,49,388,29960,1963,1575,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424657,0.0,0,0,0,0.0,0.0,0.0
Arthur Masuaku,DEF,West Ham,442,63,Liverpool,1,False,2020-10-31,2,1,7,87,0,0,0,2,0,0,0,0,0,0,0,9,12.4,14.8,2.0,2.9,45,5264,95686,11339,6075,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DL,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424660,0.0,0,0,0,0.0,0.0,0.0
Declan Rice,MID,West Ham,448,63,Liverpool,1,False,2020-10-31,2,1,7,90,0,0,0,2,0,0,0,1,0,0,0,11,5.0,1.6,0.0,0.7,49,-8550,203774,6168,14718,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,MC,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424663,0.0,0,0,0,0.0,0.0,0.0
Fabián Balbuena,DEF,West Ham,443,63,Liverpool,1,False,2020-10-31,2,1,7,90,0,0,0,2,0,0,0,0,0,0,0,8,17.0,0.0,2.0,1.9,44,12590,72502,18165,5575,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424658,0.0,0,0,0,0.0,0.0,0.0
Jarrod Bowen,MID,West Ham,445,63,Liverpool,2,False,2020-10-31,2,1,7,88,0,0,0,2,0,0,0,0,0,0,0,6,0.0,1.2,4.0,0.5,63,-1235,157832,20221,21456,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,MR,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424661,0.0,0,0,0,0.0,0.0,0.0
Lukasz Fabianski,GK,West Ham,431,63,Liverpool,2,False,2020-10-31,2,1,7,90,0,0,0,2,0,0,0,0,0,4,0,17,31.0,0.0,0.0,3.1,50,2359,113829,6632,4273,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,GK,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424655,0.0,0,0,0,0.0,0.0,0.0
Manuel Lanzini,MID,West Ham,439,63,Liverpool,1,False,2020-10-31,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0,3,2.4,10.1,0.0,1.3,64,152,7476,1419,1267,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,1,Sub,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424667,0.037786435335874564,0,1,0,0.0,0.0,0.0
Pablo Fornals,MID,West Ham,450,63,Liverpool,10,False,2020-10-31,2,1,7,90,1,0,0,2,0,0,0,0,0,0,3,27,38.4,2.8,52.0,9.3,64,481,31520,4948,4467,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,1,3,0.23126113414764404,90,ML,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424664,0.0,0,0,1,0.23126113414764404,0.23126113414764404,0.0
Sébastien Haller,FWD,West Ham,441,63,Liverpool,2,False,2020-10-31,2,1,7,73,0,0,0,1,0,0,0,0,0,0,0,5,3.4,1.5,0.0,0.5,61,-332,18536,1169,1501,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,76,FW,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424665,0.0,0,0,0,0.0,0.0,0.0
Tomas Soucek,MID,West Ham,449,63,Liverpool,2,False,2020-10-31,2,1,7,90,0,0,0,2,0,0,0,0,0,0,0,6,16.0,0.8,17.0,3.4,49,-9033,199755,8533,17566,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.037786435335874564,90,MC,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424662,0.0,0,0,0,0.037786435335874564,0.0,0.0
Vladimir Coufal,DEF,West Ham,558,63,Liverpool,1,False,2020-10-31,2,1,7,90,0,0,0,2,0,0,0,0,0,0,0,5,7.8,1.5,0.0,0.9,45,19215,33627,21103,1888,7,West Ham,3,Liverpool,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DR,Liverpool,West Ham,2,1,2020-10-31,14499,2020,424656,0.0,0,0,0,0.0,0.0,0.0
Aaron Cresswell,DEF,West Ham,435,78,Fulham,6,True,2020-11-07,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,28,25.0,64.7,8.0,9.8,51,86430,591798,129763,43333,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,2,0.18075686693191528,90,DC,West Ham,Fulham,1,0,2020-11-07,14514,2020,426575,0.2684400975704193,0,4,0,0.18075686693191528,0.19788290560245514,0.11378637701272964
Angelo Ogbonna,DEF,West Ham,432,78,Fulham,5,True,2020-11-07,1,0,8,62,0,0,1,0,0,0,0,1,0,0,0,20,9.0,0.3,2.0,1.1,49,1654,32703,3501,1847,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,63,DC,West Ham,Fulham,1,0,2020-11-07,14514,2020,426573,0.0,0,0,0,0.0,0.07216227799654007,0.07216227799654007
Arthur Masuaku,DEF,West Ham,442,78,Fulham,6,True,2020-11-07,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,25,18.4,9.6,17.0,4.5,45,26603,127192,33675,7072,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.3107781708240509,90,DML,West Ham,Fulham,1,0,2020-11-07,14514,2020,426577,0.0,0,0,0,0.3107781708240509,0.40226003527641296,0.09148188680410384
Declan Rice,MID,West Ham,448,78,Fulham,3,True,2020-11-07,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,15,19.6,4.0,0.0,2.4,48,-8063,197076,6735,14798,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,MC,West Ham,Fulham,1,0,2020-11-07,14514,2020,426579,0.0,0,0,0,0.0,0.01923664472997189,0.01923664472997189
Fabián Balbuena,DEF,West Ham,443,78,Fulham,6,True,2020-11-07,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,24,18.8,1.9,7.0,2.8,44,19176,94399,25550,6374,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.05011183023452759,90,DC,West Ham,Fulham,1,0,2020-11-07,14514,2020,426574,0.0,0,0,0,0.05011183023452759,0.0,0.0
Issa Diop,DEF,West Ham,451,78,Fulham,0,True,2020-11-07,1,0,8,27,0,0,0,0,0,0,0,1,0,0,0,0,3.8,0.4,0.0,0.4,45,-3076,47110,499,3575,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,27,Sub,West Ham,Fulham,1,0,2020-11-07,14514,2020,426585,0.0,0,0,0,0.0,0.0,0.0
Jarrod Bowen,MID,West Ham,445,78,Fulham,3,True,2020-11-07,1,0,8,71,0,0,1,0,0,0,0,0,0,0,0,7,1.8,16.3,24.0,4.2,63,24882,187806,45826,20944,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,4,0.11724486202001573,72,FWR,West Ham,Fulham,1,0,2020-11-07,14514,2020,426580,0.3107781708240509,0,1,0,0.11724486202001573,0.4338021278381348,0.3424032032489777
Lukasz Fabianski,GK,West Ham,431,78,Fulham,15,True,2020-11-07,1,0,8,90,0,0,1,0,0,1,0,0,0,3,3,41,42.8,0.0,0.0,4.3,50,15852,136420,21012,5160,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,GK,West Ham,Fulham,1,0,2020-11-07,14514,2020,426572,0.0,0,0,0,0.0,0.02230449393391609,0.02230449393391609
Manuel Lanzini,MID,West Ham,439,78,Fulham,1,True,2020-11-07,1,0,8,18,0,0,0,0,0,0,0,0,0,0,0,2,6.4,1.2,0.0,0.8,64,-40,7762,1225,1265,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,18,Sub,West Ham,Fulham,1,0,2020-11-07,14514,2020,426584,0.0,0,0,0,0.0,0.0,0.0
Pablo Fornals,MID,West Ham,450,78,Fulham,3,True,2020-11-07,1,0,8,71,0,0,1,0,0,0,0,0,0,0,0,6,0.2,2.3,9.0,1.2,64,98113,144901,105692,7579,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.02230449393391609,72,FWL,West Ham,Fulham,1,0,2020-11-07,14514,2020,426582,0.0,0,0,0,0.02230449393391609,0.4368699789047241,0.4145655035972595
Sébastien Haller,FWD,West Ham,441,78,Fulham,2,True,2020-11-07,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,4,8.2,11.8,30.0,5.0,61,6855,26993,8740,1885,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,3,0.1777910441160202,90,FW,West Ham,Fulham,1,0,2020-11-07,14514,2020,426581,0.02230449393391609,0,1,0,0.1777910441160202,0.08237860351800919,0.028449056670069695
Tomas Soucek,MID,West Ham,449,78,Fulham,9,True,2020-11-07,1,0,8,90,1,0,1,0,0,0,0,0,0,0,1,30,55.8,11.3,27.0,9.4,49,-4788,195640,11672,16460,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,1,2,0.4041613042354584,90,MC,West Ham,Fulham,1,0,2020-11-07,14514,2020,426578,0.01923664472997189,0,1,1,0.4041613042354584,0.4550230205059052,0.03162505105137825
Vladimir Coufal,DEF,West Ham,558,78,Fulham,8,True,2020-11-07,1,0,8,90,0,0,1,0,0,0,0,0,0,0,2,31,25.8,36.0,6.0,6.8,45,53371,90739,56794,3423,8,Fulham,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DMR,West Ham,Fulham,1,0,2020-11-07,14514,2020,426576,0.06007410958409309,0,2,0,0.0,0.3708522617816925,0.3107781708240509
Aaron Cresswell,DEF,West Ham,435,86,Sheffield United,7,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,0,1,29,19.4,20.5,0.0,4.0,51,91007,701664,124019,33012,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428539,0.054574914276599884,0,1,0,0.0,0.3410671353340149,0.3410671353340149
Angelo Ogbonna,DEF,West Ham,432,86,Sheffield United,6,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,0,0,20,8.0,0.3,6.0,1.4,49,-4027,27985,386,4413,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.030524788424372677,90,DC,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428537,0.0,0,0,0,0.030524788424372677,0.8251968622207642,0.8251968622207642
Arthur Masuaku,DEF,West Ham,442,86,Sheffield United,7,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,0,1,29,12.4,17.1,2.0,3.2,45,12187,139842,21505,9318,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DML,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428541,0.642330527305603,0,1,0,0.0,0.9541918635368348,0.3118613362312317
Declan Rice,MID,West Ham,448,86,Sheffield United,3,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,0,0,14,11.0,25.6,31.0,6.8,48,-5147,193932,9149,14296,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,2,0.10063707083463667,90,MC,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428543,0.15572069585323334,0,2,0,0.10063707083463667,0.9541918635368348,0.8251968622207642
Fabián Balbuena,DEF,West Ham,443,86,Sheffield United,6,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,0,0,25,9.8,0.3,0.0,1.0,44,13709,109087,21193,7484,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428538,0.0,0,0,0,0.0,0.8868808746337891,0.8868808746337891
Jarrod Bowen,MID,West Ham,445,86,Sheffield United,3,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,0,0,9,11.2,41.1,78.0,13.0,63,-17873,167524,11434,29307,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,4,0.3536876440048218,90,FWR,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428544,0.18294574320316315,0,3,0,0.3536876440048218,1.0974359512329102,0.7071607708930969
Lukasz Fabianski,GK,West Ham,431,86,Sheffield United,9,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,5,2,30,34.6,0.0,0.0,3.5,50,65432,229273,75725,10293,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,GK,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428536,0.0,0,0,0,0.0,0.0,0.0
Manuel Lanzini,MID,West Ham,439,86,Sheffield United,1,False,2020-11-22,0,1,9,14,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.8,2.0,0.4,64,-405,7665,752,1157,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,14,Sub,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428547,0.0,0,0,0,0.0,0.11803606152534485,0.11803606152534485
Mark Noble,MID,West Ham,427,86,Sheffield United,1,False,2020-11-22,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,47,-6842,36540,118,6960,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,1,Sub,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428548,0.0,0,0,0,0.0,0.0,0.0
Pablo Fornals,MID,West Ham,450,86,Sheffield United,6,False,2020-11-22,0,1,9,75,0,1,1,0,0,0,0,0,0,0,0,14,8.4,19.1,10.0,3.8,64,1431,139986,32641,31210,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.06331322342157364,76,FWL,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428546,0.17972011864185333,0,1,0,0.06331322342157364,0.9565259218215942,0.7134925723075867
Sébastien Haller,FWD,West Ham,441,86,Sheffield United,9,False,2020-11-22,0,1,9,90,1,0,1,0,0,0,0,0,0,0,3,36,46.6,33.2,75.0,15.5,61,-2652,24166,2075,4727,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,1,4,0.9587332606315612,90,FW,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428545,0.6545597314834595,0,3,1,0.9587332606315612,1.6320611238479614,0.0648302435874939
Tomas Soucek,MID,West Ham,449,86,Sheffield United,3,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,0,0,5,5.6,3.4,10.0,1.9,49,25889,225536,46506,20617,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,2,0.5452637672424316,90,MC,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428542,0.0,0,0,0,0.5452637672424316,0.5552917718887329,0.0648302435874939
Vladimir Coufal,DEF,West Ham,558,86,Sheffield United,6,False,2020-11-22,0,1,9,90,0,0,1,0,0,0,0,0,0,0,0,27,18.4,43.3,19.0,8.1,45,61155,157068,71779,10624,9,West Ham,2,Sheffield United,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.0648302435874939,90,DMR,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428540,0.20309197902679446,0,3,0,0.0648302435874939,0.30071064829826355,0.06331322342157364
Aaron Cresswell,DEF,West Ham,435,98,Aston Villa,2,True,2020-11-30,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,8,14.6,4.3,0.0,1.9,52,105082,799406,125744,20662,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430866,0.0,0,0,0,0.0,0.022261053323745728,0.022261053323745728
Angelo Ogbonna,DEF,West Ham,432,98,Aston Villa,9,True,2020-11-30,2,1,10,90,1,0,0,1,0,0,0,0,0,0,1,22,51.6,0.0,35.0,8.7,49,1518,30549,2457,939,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,1,1,0.22472676634788516,90,DC,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430864,0.0,0,0,1,0.22472676634788516,0.0,0.0
Arthur Masuaku,DEF,West Ham,442,98,Aston Villa,1,True,2020-11-30,2,1,10,45,0,0,0,1,0,0,0,0,0,0,0,6,4.6,11.5,0.0,1.6,45,28587,171243,34762,6175,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,47,DML,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430868,0.022261053323745728,0,1,0,0.0,0.022261053323745728,0.0
Declan Rice,MID,West Ham,448,98,Aston Villa,2,True,2020-11-30,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,9,12.8,10.8,0.0,2.4,48,420,196257,8869,8449,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,MC,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430870,0.038293518126010895,0,1,0,0.0,0.10358085483312607,0.06528733670711517
Fabián Balbuena,DEF,West Ham,443,98,Aston Villa,2,True,2020-11-30,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,11,17.8,0.1,0.0,1.8,44,14622,124540,19306,4684,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430865,0.0,0,0,0,0.0,0.0,0.0
Jarrod Bowen,MID,West Ham,445,98,Aston Villa,13,True,2020-11-30,2,1,10,78,1,1,0,1,0,0,0,0,0,0,3,40,50.6,25.1,27.0,10.3,63,-12641,155632,7828,20469,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,1,2,0.17151524126529696,80,AMC,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430872,0.2900141179561615,1,2,1,0.17151524126529696,0.2368025779724121,0.0
Lukasz Fabianski,GK,West Ham,431,98,Aston Villa,3,True,2020-11-30,2,1,10,90,0,0,0,1,0,0,0,0,0,5,0,19,30.4,0.0,0.0,3.0,50,51729,276973,62088,10359,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,GK,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430863,0.0,0,0,0,0.0,0.0,0.0
Mark Noble,MID,West Ham,427,98,Aston Villa,1,True,2020-11-30,2,1,10,11,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0,47,-1189,35974,555,1744,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,10,Sub,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430875,0.0,0,0,0,0.0,0.0,0.0
Michail Antonio,FWD,West Ham,437,98,Aston Villa,1,True,2020-11-30,2,1,10,45,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.5,4.0,0.3,62,-7098,153653,2095,9193,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,47,FW,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430873,0.0,0,0,0,0.0,0.022261053323745728,0.022261053323745728
Pablo Fornals,MID,West Ham,450,98,Aston Villa,1,True,2020-11-30,2,1,10,90,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.5,2.0,0.1,65,37465,180724,56580,19115,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,AMC,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430871,0.0,0,0,0,0.0,0.19850905239582065,0.19850905239582065
Sébastien Haller,FWD,West Ham,441,98,Aston Villa,1,True,2020-11-30,2,1,10,45,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.2,0.0,0.2,61,2544,27820,4602,2058,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,43,Sub,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430876,0.0,0,0,0,0.0,0.13322171568870544,0.13322171568870544
Tomas Soucek,MID,West Ham,449,98,Aston Villa,2,True,2020-11-30,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,7,8.4,1.5,18.0,2.8,49,31625,259122,44510,12885,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.08784230053424835,90,MC,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430869,0.0,0,0,0,0.08784230053424835,0.08784230053424835,0.0
Vladimir Coufal,DEF,West Ham,558,98,Aston Villa,2,True,2020-11-30,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,5,8.0,1.0,1.0,1.0,46,19950,173482,26488,6538,10,Aston Villa,4,West Ham,2,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.022261053323745728,90,DMR,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430867,0.0,0,0,0,0.022261053323745728,0.022261053323745728,0.0
Aaron Cresswell,DEF,West Ham,435,108,Manchester United,1,True,2020-12-05,1,3,11,90,0,0,0,3,0,0,0,0,0,0,0,15,14.4,30.8,7.0,5.2,52,33441,826057,72092,38651,11,Manchester United,4,West Ham,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,1,0.0403166264295578,90,DC,West Ham,Manchester United,1,3,2020-12-05,14544,2020,431515,0.0989210456609726,0,2,0,0.0403166264295578,0.3795129358768463,0.3795129358768463
Angelo Ogbonna,DEF,West Ham,432,108,Manchester United,1,True,2020-12-05,1,3,11,90,0,0,0,3,0,0,0,0,0,0,0,11,10.0,10.0,2.0,2.2,49,23509,60120,26048,2539,11,Manchester United,4,West Ham,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DC,West Ham,Manchester United,1,3,2020-12-05,14544,2020,431513,0.019875751808285717,0,1,0,0.0,0.3708404004573822,0.3708404004573822
Arthur Masuaku,DEF,West Ham,442,108,Manchester United,1,True,2020-12-05,1,3,11,90,0,0,0,3,0,0,0,0,0,0,0,12,9.8,21.2,2.0,3.3,45,3722,172557,14801,11079,11,Manchester United,4,West Ham,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,90,DML,West Ham,Manchester United,1,3,2020-12-05,14544,2020,431517,0.024526266381144524,0,1,0,0.0,0.043186351656913764,0.018660085275769237
Ben Johnson,DEF,West Ham,452,108,Manchester United,1,True,2020-12-05,1,3,11,5,0,0,0,0,0,0,0,0,0,0,0,3,1.6,0.2,0.0,0.2,39,2662,157560,9294,6632,11,Manchester United,4,West Ham,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,0,0.0,4,Sub,West Ham,Manchester United,1,3,2020-12-05,14544,2020,431525,0.0,0,0,0,0.0,0.018660085275769237,0.018660085275769237
Declan Rice,MID,West Ham,448,108,Manchester United,5,True,2020-12-05,1,3,11,90,0,1,0,3,0,0,0,0,0,0,0,27,29.8,12.6,14.0,5.6,48,-7415,188882,5091,12506,11,Manchester United,4,West Ham,4,19,West Ham,WHU,4,1190,1140,1290,1260,1260,1230,0,2,0.09447784721851347,90,MC,West Ham,Manchester United,1,3,2020-12-05,14544,2020,431519,0.650097131729126,1,1,0,0.09447784721851347,0.4733403325080872,0.4646677970886231
