player_name,position_x,team,FPL_ID,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists_x,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,team_a,team_a_difficulty,team_h,team_h_difficulty,id_x,name,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,date,id_y,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup 
Neco Williams,DEF,Liverpool,264,263,Fulham,2,True,2021-03-07,0,1,27,75,0,0,0,1,0,0,0,0,0,0,0,16,20.8,29.3,14.0,6.4,38,7777,338130,18923,11146,27,Fulham,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.037328094244003296,77,DR,Liverpool,Fulham,0,1,2021-03-07,14699,2020,455133,0.08832243084907533,0,2,0,0.037328094244003296,0.2135077118873596,0.08785718679428099
Rhys Williams,DEF,Liverpool,594,263,Fulham,2,True,2021-03-07,0,1,27,90,0,0,0,1,0,0,0,0,0,0,0,14,18.8,1.9,0.0,2.1,40,-307,14450,309,616,27,Fulham,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DC,Liverpool,Fulham,0,1,2021-03-07,14699,2020,455134,0.0,0,0,0,0.0,0.11647796630859375,0.11647796630859375
Sadio Mané,MID,Liverpool,251,263,Fulham,1,True,2021-03-07,0,1,27,28,0,0,0,0,0,0,0,0,0,0,0,-1,0.8,14.9,12.0,2.8,118,-5530,416464,12624,18154,27,Fulham,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,3,0.18909962475299835,27,Sub,Liverpool,Fulham,0,1,2021-03-07,14699,2020,455144,0.028620781376957893,0,1,0,0.18909962475299835,0.10852307081222534,0.0
Trent Alexander-Arnold,DEF,Liverpool,259,263,Fulham,1,True,2021-03-07,0,1,27,14,0,0,0,0,0,0,0,0,0,0,0,6,6.4,32.3,2.0,4.1,74,662,1119826,17897,17235,27,Fulham,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,13,Sub,Liverpool,Fulham,0,1,2021-03-07,14699,2020,455145,0.0715075358748436,0,2,0,0.0,0.08864229917526245,0.028620781376957893
Xherdan Shaqiri,MID,Liverpool,247,263,Fulham,2,True,2021-03-07,0,1,27,90,0,0,0,1,0,0,0,0,0,0,0,9,7.0,48.3,3.0,5.8,64,-119,6073,137,256,27,Fulham,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,3,0.1128835529088974,90,FWR,Liverpool,Fulham,0,1,2021-03-07,14699,2020,455140,0.2390729635953903,0,3,0,0.1128835529088974,0.2597019374370575,0.12982629239559176
Alex Oxlade-Chamberlain,MID,Liverpool,248,278,Wolverhampton Wanderers,1,False,2021-03-15,0,1,28,8,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,4.0,0.4,63,-59,3823,69,128,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.02635881677269936,6,Sub,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457446,0.0,0,0,0,0.02635881677269936,0.0,0.0
Andrew Robertson,DEF,Liverpool,255,278,Wolverhampton Wanderers,6,False,2021-03-15,0,1,28,90,0,0,1,0,0,0,0,0,0,0,0,25,7.8,3.6,0.0,1.1,72,-73188,1147031,4544,77732,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DL,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457438,0.0,0,0,0,0.0,0.2651910185813904,0.2651910185813904
Diogo Jota,MID,Liverpool,468,278,Wolverhampton Wanderers,8,False,2021-03-15,0,1,28,81,1,0,1,0,0,0,0,0,0,0,0,25,44.8,12.4,40.0,9.7,66,53001,288773,62396,9395,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,1,2,0.17496760189533234,84,FW,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457443,0.032194916158914566,0,1,1,0.17496760189533234,0.4392333030700684,0.23207077383995056
Georginio Wijnaldum,MID,Liverpool,243,278,Wolverhampton Wanderers,3,False,2021-03-15,0,1,28,66,0,0,1,0,0,0,0,0,0,0,0,9,6.8,16.1,2.0,2.5,53,-2541,96957,1144,3685,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,69,MC,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457440,0.15386416018009186,0,1,0,0.0,0.3859349191188812,0.23207077383995056
James Milner,MID,Liverpool,241,278,Wolverhampton Wanderers,1,False,2021-03-15,0,1,28,23,0,0,0,0,0,0,0,0,0,0,0,5,5.2,10.4,0.0,1.6,53,12,8696,83,71,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,21,Sub,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457447,0.04029600322246552,0,1,0,0.0,0.04029600322246552,0.0
Mohamed Salah,MID,Liverpool,254,278,Wolverhampton Wanderers,3,False,2021-03-15,0,1,28,90,0,0,1,0,0,0,0,0,0,0,0,-2,2.2,14.5,34.0,5.1,125,-500304,2659236,16780,517084,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,3,0.2274399250745773,90,FWR,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457442,0.09732786566019057,0,1,0,0.2274399250745773,0.6666732430458069,0.3419054448604584
Naby Keita,MID,Liverpool,261,278,Wolverhampton Wanderers,1,False,2021-03-15,0,1,28,23,0,0,0,0,0,0,0,0,0,0,0,5,10.8,20.8,0.0,3.2,52,57,14059,159,102,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,21,Sub,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457445,0.21344093978405,0,2,0,0.0,0.21344093978405,0.0
Nathaniel Phillips,DEF,Liverpool,589,278,Wolverhampton Wanderers,6,False,2021-03-15,0,1,28,90,0,0,1,0,0,0,0,0,0,0,0,25,31.2,0.3,0.0,3.2,40,5228,60131,8312,3084,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DC,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457437,0.0,0,0,0,0.0,0.4635746777057648,0.4635746777057648
Ozan Kabak,DEF,Liverpool,652,278,Wolverhampton Wanderers,7,False,2021-03-15,0,1,28,90,0,0,1,0,0,0,0,0,0,0,1,32,17.2,0.3,7.0,2.5,50,-6101,21877,624,6725,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.08602816611528398,90,DC,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457436,0.0,0,0,0,0.08602816611528398,0.3859349191188812,0.3859349191188812
Sadio Mané,MID,Liverpool,251,278,Wolverhampton Wanderers,6,False,2021-03-15,0,1,28,90,0,1,1,0,0,0,0,0,0,0,0,19,32.8,22.7,73.0,12.9,118,-20131,396648,4112,24243,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,5,0.5404102206230164,90,FWL,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457444,0.0916387289762497,1,2,0,0.5404102206230164,0.8353497982025146,0.2949395775794983
Trent Alexander-Arnold,DEF,Liverpool,259,278,Wolverhampton Wanderers,9,False,2021-03-15,0,1,28,90,0,0,1,0,0,0,0,0,0,0,3,35,21.6,49.7,2.0,7.3,74,-38317,1082112,3786,42103,28,Liverpool,3,Wolverhampton Wanderers,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DR,Wolverhampton Wanderers,Liverpool,0,1,2021-03-15,14714,2020,457435,0.344457745552063,0,3,0,0.0,0.3859349191188812,0.3859349191188812
Andrew Robertson,DEF,Liverpool,255,289,Arsenal,7,False,2021-04-03,0,3,30,60,0,0,1,0,0,0,0,0,0,0,1,33,16.0,21.8,2.0,4.0,71,-15898,1081796,9644,25542,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,64,DL,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459961,0.018054509535431862,0,1,0,0.0,0.19486330449581146,0.17680878937244415
Diogo Jota,MID,Liverpool,468,289,Arsenal,12,False,2021-04-03,0,3,30,29,2,0,0,0,0,0,0,1,0,0,2,38,67.0,1.1,52.0,12.0,67,195307,514882,204833,9526,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,2,2,0.7009931206703186,26,Sub,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459969,0.0,0,0,2,0.7009931206703186,0.7009931206703186,0.13156861066818235
Georginio Wijnaldum,MID,Liverpool,243,289,Arsenal,1,False,2021-04-03,0,3,30,12,0,0,0,0,0,0,0,0,0,0,0,3,4.8,1.6,7.0,1.3,53,-823,94733,999,1822,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.023552807047963142,9,Sub,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459968,0.0,0,0,0,0.023552807047963142,0.023552807047963142,0.0
James Milner,MID,Liverpool,241,289,Arsenal,3,False,2021-04-03,0,3,30,90,0,0,1,0,0,0,0,0,0,0,0,13,9.6,22.9,7.0,4.0,53,2,8780,63,61,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,2,0.10410603880882263,90,MC,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459964,0.0984107255935669,0,1,0,0.10410603880882263,0.7344159483909607,0.6303099393844604
Mohamed Salah,MID,Liverpool,254,289,Arsenal,8,False,2021-04-03,0,3,30,90,1,0,1,0,0,0,0,0,0,0,0,20,35.8,17.4,91.0,14.4,124,13576,2363814,90439,76863,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,1,5,0.7923412322998047,90,FWR,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459965,0.4422866702079773,0,1,1,0.7923412322998047,2.0340316295623784,0.7994038462638855
Nathaniel Phillips,DEF,Liverpool,589,289,Arsenal,6,False,2021-04-03,0,3,30,90,0,0,1,0,0,0,0,0,0,0,0,25,23.8,2.1,2.0,2.8,40,11135,70700,14291,3156,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DC,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459960,0.0,0,0,0,0.0,0.07839806377887726,0.07839806377887726
Ozan Kabak,DEF,Liverpool,652,289,Arsenal,6,False,2021-04-03,0,3,30,83,0,0,1,0,0,0,0,0,0,0,0,22,4.0,0.8,0.0,0.5,50,1867,22754,3321,1454,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,87,DC,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459959,0.0,0,0,0,0.0,0.32193252444267273,0.32193252444267273
Rhys Williams,DEF,Liverpool,594,289,Arsenal,1,False,2021-04-03,0,3,30,6,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.1,0.0,0.2,40,-314,13735,148,462,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,3,Sub,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459970,0.0,0,0,0,0.0,0.0,0.0
Roberto Firmino,FWD,Liverpool,249,289,Arsenal,2,False,2021-04-03,0,3,30,77,0,0,1,0,0,0,0,0,0,0,0,16,7.0,18.5,11.0,3.7,90,-11477,248307,1919,13396,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.018054509535431862,81,FW,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459966,0.32193252444267273,0,1,0,0.018054509535431862,0.7399855256080627,0.3999985158443451
Sadio Mané,MID,Liverpool,251,289,Arsenal,6,False,2021-04-03,0,3,30,90,0,1,1,0,0,0,0,0,0,0,0,15,31.2,15.8,46.0,9.3,118,7032,396390,13393,6361,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,3,0.7396287322044373,90,FWL,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459967,0.5694245100021362,1,1,0,0.7396287322044373,1.4320544004440308,0.32193252444267273
Trent Alexander-Arnold,DEF,Liverpool,259,289,Arsenal,12,False,2021-04-03,0,3,30,90,0,1,1,0,0,0,0,0,0,0,3,39,39.4,57.1,14.0,11.1,73,626,1065502,14137,13511,30,Liverpool,4,Arsenal,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.039871204644441605,90,DR,Arsenal,Liverpool,0,3,2021-04-03,14725,2020,459958,0.5005190968513489,1,4,0,0.039871204644441605,1.0092942714691162,0.7594563364982605
Andrew Robertson,DEF,Liverpool,255,303,Aston Villa,4,True,2021-04-10,2,1,31,90,0,1,0,1,0,0,0,1,0,0,0,21,16.0,40.3,19.0,7.5,71,17035,1100578,33375,16340,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.04401037469506264,90,DL,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461182,0.16650937497615814,0,3,0,0.04401037469506264,0.14666055142879486,0.10265018045902252
Diogo Jota,MID,Liverpool,468,303,Aston Villa,2,True,2021-04-10,2,1,31,90,0,0,0,1,0,0,0,0,0,0,0,0,0.0,14.9,52.0,6.7,69,795867,1316568,806184,10317,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,5,0.2527872920036316,90,FWL,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461188,0.04401037469506264,0,1,0,0.2527872920036316,0.6550924777984619,0.4788818955421448
Georginio Wijnaldum,MID,Liverpool,243,303,Aston Villa,2,True,2021-04-10,2,1,31,69,0,0,0,1,0,0,0,0,0,0,0,13,6.6,13.6,22.0,4.2,53,-1232,93697,881,2113,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.04511348530650139,75,MC,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461184,0.06138001382350921,0,1,0,0.04511348530650139,0.2324809581041336,0.1259874552488327
James Milner,MID,Liverpool,241,303,Aston Villa,1,True,2021-04-10,2,1,31,90,0,0,0,1,0,0,0,1,0,0,0,7,15.0,14.7,7.0,3.7,53,81,8915,147,66,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.02157352864742279,90,MC,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461185,0.0490451455116272,0,1,0,0.02157352864742279,0.17228612303733826,0.15071259438991547
Mohamed Salah,MID,Liverpool,254,303,Aston Villa,7,True,2021-04-10,2,1,31,90,1,0,0,1,0,0,0,0,0,0,0,21,36.2,16.8,116.0,16.9,124,167181,2534543,207921,40740,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,1,7,1.0629079341888428,90,FWR,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461186,0.06587221473455429,0,1,1,1.0629079341888428,1.043159246444702,0.04401037469506264
Nathaniel Phillips,DEF,Liverpool,589,303,Aston Villa,2,True,2021-04-10,2,1,31,90,0,0,0,1,0,0,0,0,0,0,0,23,31.4,31.0,19.0,8.1,40,140489,212879,159596,19107,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.05115123838186264,90,DC,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461181,0.1691928654909134,0,3,0,0.05115123838186264,0.18178918957710266,0.06688965857028961
Ozan Kabak,DEF,Liverpool,652,303,Aston Villa,2,True,2021-04-10,2,1,31,88,0,0,0,1,0,0,0,0,0,0,0,12,5.0,0.3,0.0,0.5,50,23164,46802,26877,3713,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DC,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461180,0.0,0,0,0,0.0,0.10265018045902252,0.10265018045902252
Roberto Firmino,FWD,Liverpool,249,303,Aston Villa,2,True,2021-04-10,2,1,31,74,0,0,0,1,0,0,0,0,0,0,0,7,7.0,12.5,29.0,4.9,90,196,249263,5969,5773,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,2,0.08107665181159973,80,FW,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461187,0.08382292836904526,0,1,0,0.08107665181159973,0.28264427185058594,0.1759420484304428
Sadio Mané,MID,Liverpool,251,303,Aston Villa,1,True,2021-04-10,2,1,31,15,0,0,0,0,0,0,0,0,0,0,0,-2,2.4,0.6,21.0,2.4,118,3842,400778,12662,8820,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.3405458629131317,10,Sub,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461189,0.0,0,0,0,0.3405458629131317,0.3405458629131317,0.0
Trent Alexander-Arnold,DEF,Liverpool,259,303,Aston Villa,11,True,2021-04-10,2,1,31,90,1,0,0,1,0,0,0,0,0,0,3,28,58.0,34.5,36.0,12.9,73,173336,1242800,192770,19434,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,1,3,0.14768438041210175,90,DR,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461179,0.09837735444307327,0,3,1,0.14768438041210175,0.3744305372238159,0.2555235028266907
Xherdan Shaqiri,MID,Liverpool,247,303,Aston Villa,1,True,2021-04-10,2,1,31,1,0,0,0,0,0,0,0,0,0,0,0,9,6.4,24.3,4.0,3.5,64,-40,6242,89,129,31,Aston Villa,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,1,Sub,Liverpool,Aston Villa,2,1,2021-04-10,14739,2020,461191,0.4624905586242676,0,2,0,0.0,0.4624905586242676,0.12194471061229704
Alex Oxlade-Chamberlain,MID,Liverpool,248,313,Leeds,1,False,2021-04-19,1,1,32,9,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.1,17.0,1.9,63,-26,4019,42,68,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.09737101942300797,8,Sub,Leeds,Liverpool,1,1,2021-04-19,14749,2020,464001,0.0,0,0,0,0.09737101942300797,0.09737101942300797,0.0
Andrew Robertson,DEF,Liverpool,255,313,Leeds,2,False,2021-04-19,1,1,32,90,0,0,0,1,0,0,0,0,0,0,0,13,19.0,30.1,6.0,5.5,71,2187,1104100,21971,19784,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DL,Leeds,Liverpool,1,1,2021-04-19,14749,2020,463993,0.14836767315864566,0,2,0,0.0,0.354974627494812,0.354974627494812
Diogo Jota,MID,Liverpool,468,313,Leeds,3,False,2021-04-19,1,1,32,80,0,0,1,0,0,0,0,0,0,0,0,-1,8.2,27.3,85.0,12.1,70,61190,1377675,129721,68531,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,5,0.6765598654747009,82,FWR,Leeds,Liverpool,1,1,2021-04-19,14749,2020,463997,0.12659476697444916,0,2,0,0.6765598654747009,1.0019538402557373,0.354974627494812
Georginio Wijnaldum,MID,Liverpool,243,313,Leeds,2,False,2021-04-19,1,1,32,90,0,0,0,1,0,0,0,0,0,0,0,7,2.4,3.3,15.0,2.1,53,-549,93402,1056,1605,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,2,0.057090658694505685,90,MC,Leeds,Liverpool,1,1,2021-04-19,14749,2020,463994,0.0,0,0,0,0.057090658694505685,0.5022338628768921,0.4667223393917084
James Milner,MID,Liverpool,241,313,Leeds,2,False,2021-04-19,1,1,32,90,0,0,0,1,0,0,0,0,0,0,0,2,12.4,2.8,6.0,2.1,53,60,9003,141,81,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,2,0.04391377419233322,90,MC,Leeds,Liverpool,1,1,2021-04-19,14749,2020,463996,0.0,0,0,0,0.04391377419233322,0.03764170780777931,0.014847059734165668
Mohamed Salah,MID,Liverpool,254,313,Leeds,1,False,2021-04-19,1,1,32,19,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,22.0,2.2,125,49527,2585870,109295,59768,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,2,0.16159678995609286,18,Sub,Leeds,Liverpool,1,1,2021-04-19,14749,2020,464000,0.0,0,0,0,0.16159678995609286,0.16159678995609286,0.0
Ozan Kabak,DEF,Liverpool,652,313,Leeds,2,False,2021-04-19,1,1,32,90,0,0,0,1,0,0,0,0,0,0,0,12,16.0,10.3,4.0,3.0,50,2924,50324,7517,4593,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DC,Leeds,Liverpool,1,1,2021-04-19,14749,2020,463992,0.029386911541223526,0,1,0,0.0,0.37433597445487976,0.37433597445487976
Roberto Firmino,FWD,Liverpool,249,313,Leeds,1,False,2021-04-19,1,1,32,90,0,0,0,1,0,0,0,1,0,0,0,3,23.2,22.3,50.0,9.6,90,-2937,247014,3510,6447,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,3,0.19407524168491366,90,FW,Leeds,Liverpool,1,1,2021-04-19,14749,2020,463998,0.18943704664707184,0,2,0,0.19407524168491366,0.4408918023109436,0.057379510253667824
Sadio Mané,MID,Liverpool,251,313,Leeds,8,False,2021-04-19,1,1,32,70,1,0,1,0,0,0,0,0,0,0,0,22,38.2,13.1,23.0,7.4,118,-11879,389094,4261,16140,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,1,1,0.354974627494812,72,FWL,Leeds,Liverpool,1,1,2021-04-19,14749,2020,463999,0.02279464714229107,0,1,1,0.354974627494812,0.5272148251533508,0.1494455337524414
Trent Alexander-Arnold,DEF,Liverpool,259,313,Leeds,8,False,2021-04-19,1,1,32,90,0,1,0,1,0,0,0,0,0,0,3,31,45.0,28.9,8.0,8.2,74,104471,1350879,117464,12993,32,Liverpool,3,Leeds,4,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DR,Leeds,Liverpool,1,1,2021-04-19,14749,2020,463990,0.4123541414737701,1,2,0,0.0,0.4272012114524841,0.014847059734165668
Andrew Robertson,DEF,Liverpool,255,324,Newcastle,3,True,2021-04-24,1,1,33,90,0,0,0,1,0,0,0,0,0,0,1,23,37.8,51.0,3.0,9.2,71,58918,1170763,71975,13057,33,Newcastle,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,1,0.028941508382558826,90,DL,Liverpool,Newcastle United,1,1,2021-04-24,14760,2020,465125,0.18213486671447754,0,2,0,0.028941508382558826,0.5846868753433228,0.4021020531654358
Curtis Jones,MID,Liverpool,263,324,Newcastle,1,True,2021-04-24,1,1,33,13,0,0,0,1,0,0,0,0,0,0,0,3,0.8,1.4,0.0,0.2,44,-2828,55502,117,2945,33,Newcastle,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,11,Sub,Liverpool,Newcastle United,1,1,2021-04-24,14760,2020,465132,0.0,0,0,0,0.0,0.05868542566895485,0.05868542566895485
Diogo Jota,MID,Liverpool,468,324,Newcastle,1,True,2021-04-24,1,1,33,57,0,0,0,0,0,0,0,0,0,0,0,-2,4.6,14.8,43.0,6.2,70,78923,1459768,132426,53503,33,Newcastle,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,4,0.7425335049629211,60,FW,Liverpool,Newcastle United,1,1,2021-04-24,14760,2020,465131,0.08331116288900375,0,1,0,0.7425335049629211,1.4928401708602903,0.6669955253601074
Georginio Wijnaldum,MID,Liverpool,243,324,Newcastle,2,True,2021-04-24,1,1,33,90,0,0,0,1,0,0,0,0,0,0,0,16,11.2,9.5,0.0,2.1,53,654,94242,1654,1000,33,Newcastle,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,MC,Liverpool,Newcastle United,1,1,2021-04-24,14760,2020,465127,0.0,0,0,0,0.0,0.5285890102386475,0.5285890102386475
James Milner,MID,Liverpool,241,324,Newcastle,1,True,2021-04-24,1,1,33,32,0,0,0,1,0,0,0,0,0,0,0,7,7.2,6.4,19.0,3.3,53,174,9249,264,90,33,Newcastle,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,2,0.03095818124711513,30,Sub,Liverpool,Newcastle United,1,1,2021-04-24,14760,2020,465133,0.0,0,0,0,0.03095818124711513,0.02324567176401615,0.02324567176401615
Mohamed Salah,MID,Liverpool,254,324,Newcastle,9,True,2021-04-24,1,1,33,90,1,0,0,1,0,0,0,0,0,0,2,24,42.6,38.8,52.0,13.3,126,327227,2937549,347533,20306,33,Newcastle,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,1,3,0.7839556932449341,90,MR,Liverpool,Newcastle United,1,1,2021-04-24,14760,2020,465126,0.3080229759216309,0,3,1,0.7839556932449341,1.3254309892654421,0.2985617518424988
Ozan Kabak,DEF,Liverpool,652,324,Newcastle,1,True,2021-04-24,1,1,33,90,0,0,0,1,0,0,0,1,0,0,0,12,25.2,1.7,4.0,3.1,50,25592,76864,28905,3313,33,Newcastle,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,0,0.0,90,DC,Liverpool,Newcastle United,1,1,2021-04-24,14760,2020,465124,0.0,0,0,0,0.0,0.3544879555702209,0.3544879555702209
Roberto Firmino,FWD,Liverpool,249,324,Newcastle,2,True,2021-04-24,1,1,33,90,0,0,0,1,0,0,0,0,0,0,0,12,28.8,32.1,49.0,11.0,90,18822,267723,22529,3707,33,Newcastle,3,Liverpool,2,11,Liverpool,LIV,4,1210,1190,1230,1300,1210,1250,0,3,0.546899676322937,90,FW,Liverpool,Newcastle United,1,1,2021-04-24,14760,2020,465130,0.4947377145290375,0,2,0,0.546899676322937,1.3580447435379028,0.4339408278465271
