,player_name,GW,kickoff_time,total_points,goals_scored,goals_conceded,assists,clean_sheets,penalties_saved,penalties_missed,saves,own_goals,red_cards,yellow_cards,minutes,value,bonus,bps,transfers_in,influence,creativity,threat,ict_index,position_DEF,position_FWD,position_GK,position_MID,team_h_Arsenal,team_h_Manchester City,team_h_Newcastle 
14033,Mark Noble,25,2020-02-01,2,0,3,0,0,0,0,0,0,0,0,90,50,0,15,15562,15.6,22.7,2.0,4.0,0,0,0,1,0,0,0
14034,Marko Arnautovic,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,48,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
14035,Ryan Fredericks,25,2020-02-01,1,0,3,0,0,0,0,0,0,0,0,90,44,0,15,21,20.2,5.9,0.0,2.6,1,0,0,0,0,0,0
14036,Manuel Lanzini,25,2020-02-01,1,0,0,0,0,0,0,0,0,0,0,5,62,0,1,1451,0.2,0.1,0.0,0.0,0,0,0,1,0,0,0
14037,Matteo Darmian,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,11,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14038,Alexis Sánchez,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,57,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14039,Marcos Rojo,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14040,Luke Shaw,25,2020-02-01,5,0,0,0,1,0,0,0,0,0,1,90,54,0,26,842,18.8,31.6,4.0,5.4,1,0,0,0,0,0,0
14041,Lee Grant,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,27,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
14042,Juan Mata,25,2020-02-01,3,0,0,0,1,0,0,0,0,0,0,87,62,0,9,1455,4.4,11.6,9.0,2.5,0,0,0,1,0,0,0
14043,José Diogo Dalot Teixeira,25,2020-02-01,1,0,0,0,0,0,0,0,0,0,0,2,49,0,-2,103,0.0,0.8,4.0,0.3,1,0,0,0,0,0,0
14044,Jesse Lingard,25,2020-02-01,1,0,0,0,0,0,0,0,0,0,0,2,63,0,3,732,0.4,0.6,0.0,0.1,0,0,0,1,0,0,0
14045,James Garner,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,279,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14046,Harry Maguire,25,2020-02-01,6,0,0,0,1,0,0,0,0,0,0,90,52,0,27,8006,24.8,12.2,10.0,4.7,1,0,0,0,0,0,0
14047,Frederico Rodrigues de Paula Santos,25,2020-02-01,3,0,0,0,1,0,0,0,0,0,0,90,53,0,14,2187,15.4,32.2,8.0,5.6,0,0,0,1,0,0,0
14048,Aaron Wan-Bissaka,25,2020-02-01,9,0,0,0,1,0,0,0,0,0,0,90,53,3,31,7133,34.0,32.8,0.0,6.7,1,0,0,0,0,0,0
14049,Eric Bailly,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,128,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14050,Daniel James,25,2020-02-01,3,0,0,0,1,0,0,0,0,0,0,87,59,0,8,7812,6.6,11.8,8.0,2.6,0,0,0,1,0,0,0
14051,Chris Smalling,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,30,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14052,Bruno Miguel Borges Fernandes,25,2020-02-01,2,0,0,0,1,0,0,0,0,0,1,90,80,0,2,97066,23.4,10.9,30.0,6.4,0,0,0,1,0,0,0
14053,Brandon Williams,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,66326,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14054,Axel Tuanzebe,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,14,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14055,Ashley Young,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,28,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14056,Anthony Martial,25,2020-02-01,3,0,0,0,1,0,0,0,0,0,0,90,79,0,8,102621,5.8,16.1,12.0,3.4,0,0,0,1,0,0,0
14057,Angel Gomes,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,113,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14058,Andreas Pereira,25,2020-02-01,3,0,0,0,1,0,0,0,0,0,0,71,49,0,3,1009,6.4,6.3,24.0,3.7,0,0,0,1,0,0,0
14059,David de Gea,25,2020-02-01,7,0,0,0,1,0,0,3,0,0,0,90,54,0,25,4655,26.0,0.0,0.0,2.6,0,0,1,0,0,0,0
14060,Andy King,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,130,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14061,Ayoze Pérez,25,2020-02-01,2,0,2,0,0,0,0,0,0,0,0,90,62,0,12,239886,10.8,22.8,4.0,3.8,0,0,0,1,0,0,0
14062,Benjamin Chilwell,25,2020-02-01,7,1,2,0,0,0,0,0,0,0,0,90,56,0,25,9235,45.6,16.1,25.0,8.7,1,0,0,0,0,0,0
14063,Aaron Connolly,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,7248,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
14064,Aaron Mooy,25,2020-02-01,2,0,3,0,0,0,0,0,0,0,0,71,48,0,1,17562,2.6,3.1,32.0,3.8,0,0,0,1,0,0,0
14065,Adam Webster,25,2020-02-01,1,0,3,0,0,0,0,0,0,0,0,90,44,0,12,3056,14.8,0.4,0.0,1.5,1,0,0,0,0,0,0
14066,Alireza Jahanbakhsh,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,362,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14067,Anthony Knockaert,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,6,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14068,Beram Kayal,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,93,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14069,Lukasz Fabianski,25,2020-02-01,2,0,3,0,0,0,0,4,0,0,0,90,49,0,13,3611,26.6,0.0,0.0,2.7,0,0,1,0,0,0,0
14070,Joseph Anang,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,713,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
14071,Jeremy Ngakia,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1054,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14072,Çaglar Söyüncü,25,2020-02-01,1,0,2,0,0,0,0,0,0,0,0,90,50,0,16,25071,14.2,0.4,0.0,1.5,1,0,0,0,0,0,0
14073,Javier Hernández Balcázar,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,21,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
14074,Issa Diop,25,2020-02-01,7,1,3,0,0,0,0,0,0,0,0,90,44,0,20,870,49.4,0.3,17.0,6.7,1,0,0,0,0,0,0
14075,Grady Diangana,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,94,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14076,Gonçalo Bento Soares Cardoso,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,205,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14077,Felipe Anderson Pereira Gomes,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,52,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14078,Fabián Balbuena,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,211,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14079,Declan Rice,25,2020-02-01,2,0,3,0,0,0,0,0,0,0,0,90,47,0,11,3644,18.2,11.3,0.0,3.0,0,0,0,1,0,0,0
14080,David Martin,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4510,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
14081,Darren Randolph,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1194,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
14082,Carlos Sánchez,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2598,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14083,Jack Wilshere,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,15,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14084,Youri Tielemans,25,2020-02-01,9,0,2,2,0,0,0,0,0,0,0,79,62,1,27,2505,45.6,27.3,19.0,9.2,0,0,0,1,0,0,0
14085,Wilfred Ndidi,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,2066,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14086,Wes Morgan,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,655,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14087,Christian Fuchs,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,385,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14088,Daniel Amartey,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,60,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14089,Danny Ward,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,48,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
14090,Demarai Gray,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,210,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14091,Dennis Praet,25,2020-02-01,1,0,0,0,0,0,0,0,0,0,0,10,53,0,4,539,1.2,0.1,0.0,0.1,0,0,0,1,0,0,0
14092,Eldin Jakupovic,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,33,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
14093,Filip Benkovic,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,353,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14094,Hamza Choudhury,25,2020-02-01,2,0,2,0,0,0,0,0,0,0,0,90,43,0,16,2104,16.8,11.0,9.0,3.7,0,0,0,1,0,0,0
14095,Harvey Barnes,25,2020-02-01,7,1,2,0,0,0,0,0,0,0,0,90,59,0,21,32679,39.2,17.9,39.0,9.6,0,0,0,1,0,0,0
14096,James Justin,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,73,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14097,James Maddison,25,2020-02-01,1,0,2,0,0,0,0,0,0,0,1,90,76,0,20,74402,21.4,65.8,16.0,10.3,0,0,0,1,0,0,0
14098,Jamie Vardy,25,2020-02-01,2,0,2,0,0,0,0,0,0,0,0,79,99,0,6,58985,2.2,16.7,17.0,3.6,0,1,0,0,0,0,0
14099,Jonny Evans,25,2020-02-01,0,0,2,0,0,0,0,0,0,0,1,90,53,0,12,12672,22.0,0.1,4.0,2.6,1,0,0,0,0,0,0
14100,Kasper Schmeichel,25,2020-02-01,1,0,2,0,0,0,0,1,0,0,0,90,54,0,13,9377,14.2,0.0,0.0,1.4,0,0,1,0,0,0,0
14101,Kelechi Iheanacho,25,2020-02-01,1,0,0,0,0,0,0,0,0,0,0,10,57,0,1,8074,2.6,0.4,0.0,0.3,0,1,0,0,0,0,0
14102,Marc Albrighton,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,100,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14103,Matty James,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14104,Nampalys Mendy,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,430,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14105,Rachid Ghezzal,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,8,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14106,Ricardo Domingos Barbosa Pereira,25,2020-02-01,1,0,2,0,0,0,0,0,0,0,0,90,63,0,5,62590,10.6,2.5,10.0,2.3,1,0,0,0,0,0,0
14107,Ryan Bennett,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,32,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14108,Sokratis Papastathopoulos,25,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,4076,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14109,Tyreece John-Jules,25,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,79,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
14110,Raheem Sterling,25,2020-02-02,1,0,2,0,0,0,0,0,0,0,1,83,117,0,7,59120,4.4,27.8,28.0,6.0,0,0,0,1,0,0,0
14111,Will Norris,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,298,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
14112,Romain Saïss,25,2020-02-01,6,0,0,0,1,0,0,0,0,0,0,90,44,0,22,1836,18.0,0.1,44.0,6.2,1,0,0,0,0,0,0
14113,Rui Pedro dos Santos Patrício,25,2020-02-01,8,0,0,0,1,0,0,5,0,0,0,90,51,1,30,4259,25.8,0.0,0.0,2.6,0,0,1,0,0,0,0
14114,Ryan Giles,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,362,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14115,Rúben Diogo da Silva Neves,25,2020-02-01,2,0,0,0,1,0,0,0,0,0,1,90,52,0,16,3280,18.8,5.3,1.0,2.5,0,0,0,1,0,0,0
14116,Rúben Gonçalo Silva Nascimento Vinagre,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,28,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
14117,Taylor Perry,25,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,80,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14118,Willy Boly,25,2020-02-01,6,0,0,0,1,0,0,0,0,0,0,90,47,0,26,1539,16.0,0.3,0.0,1.6,1,0,0,0,0,0,0
14119,Lukasz Fabianski,26,2020-02-19,2,0,2,0,0,0,0,5,0,0,0,90,49,0,21,1033,31.0,0.0,0.0,3.1,0,0,1,0,0,1,0
14120,Manuel Lanzini,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,192,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14121,Marko Arnautovic,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,34,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
14122,Mark Noble,26,2020-02-19,2,0,2,0,0,0,0,0,0,0,0,90,50,0,15,2878,21.2,15.7,1.0,3.8,0,0,0,1,0,1,0
14123,Callum Robinson,26,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,8,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14124,Kyle Walker,26,2020-02-19,7,0,0,0,1,0,0,0,0,0,0,90,57,1,30,10207,19.6,21.1,5.0,4.6,1,0,0,0,0,1,0
14125,Kevin De Bruyne,26,2020-02-19,14,1,0,1,1,0,0,0,0,0,0,78,108,3,51,101926,79.8,87.1,30.0,19.7,0,0,0,1,0,1,0
14126,Joseph Anang,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,529,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
14127,Leroy Sané,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,206,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14128,Jeremy Ngakia,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,314,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14129,Issa Diop,26,2020-02-19,1,0,2,0,0,0,0,0,0,0,0,90,44,0,12,2196,18.6,0.2,0.0,1.9,1,0,0,0,0,1,0
14130,Jarrod Bowen,26,2020-02-19,1,0,0,0,0,0,0,0,0,0,0,10,65,0,2,2304,1.2,0.5,0.0,0.2,0,0,0,1,0,1,0
14131,Jack Wilshere,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,29,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14132,João Pedro Cavaco Cancelo,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,935,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14133,Grady Diangana,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,93,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14134,Gonçalo Bento Soares Cardoso,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,211,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14135,Felipe Anderson Pereira Gomes,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,39,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14136,Fabián Balbuena,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,59,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14137,Declan Rice,26,2020-02-19,2,0,2,0,0,0,0,0,0,0,0,90,47,0,14,2367,15.6,12.4,0.0,2.8,0,0,0,1,0,1,0
14138,Javier Hernández Balcázar,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,24,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
14139,José Ángel Esmorís Tasende,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,9,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14140,Eric Garcia,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,113,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14141,Ilkay Gündogan,26,2020-02-19,1,0,0,0,0,0,0,0,0,0,0,11,52,0,8,2708,2.8,1.8,0.0,0.5,0,0,0,1,0,1,0
14142,Djibril Sidibé,26,2020-02-08,2,0,1,0,0,0,0,0,0,0,0,64,54,0,9,2873,9.0,24.3,6.0,3.9,1,0,0,0,0,0,0
14143,Bernard Anício Caldeira Duarte,26,2020-02-08,8,1,1,0,0,0,0,0,0,0,0,64,64,1,25,990,42.6,2.3,21.0,6.6,0,0,0,1,0,0,0
14144,Beni Baningime,26,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,69,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14145,Anthony Gordon,26,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,252,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
14146,André Filipe Tavares Gomes,26,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,16,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14147,Alex Iwobi,26,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,535,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14148,Ademola Lookman,26,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14149,Roberto Jimenez Gago,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,31,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
14150,Pedro Obiang,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,13,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14151,Pablo Zabaleta,26,2020-02-19,1,0,1,0,0,0,0,0,0,0,0,30,42,0,3,211,4.2,0.6,0.0,0.5,1,0,0,0,0,1,0
14152,Pablo Fornals,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,77,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14153,Nathan Holland,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,57,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14154,Michail Antonio,26,2020-02-19,2,0,2,0,0,0,0,0,0,0,0,90,69,0,5,522,3.4,2.2,26.0,3.2,0,0,0,1,0,1,0
14155,Danilo Luiz da Silva,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,15,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14156,David Silva,26,2020-02-19,3,0,0,0,1,0,0,0,0,0,0,84,74,0,17,5979,9.2,39.1,25.0,7.3,0,0,0,1,0,1,0
14157,Ederson Santana de Moraes,26,2020-02-19,6,0,0,0,1,0,0,0,0,0,0,90,60,0,18,7550,3.8,0.0,0.0,0.4,0,0,1,0,0,1,0
14158,David Martin,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,2536,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
14159,Fernando Luiz Rosa,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,894,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14160,Gabriel Fernando de Jesus,26,2020-02-19,2,0,0,0,1,0,0,0,0,0,0,90,95,0,12,9084,23.4,26.7,68.0,11.8,0,1,0,0,0,1,0
14161,John Stones,26,2020-02-19,1,0,0,0,0,0,0,0,0,0,0,25,53,0,11,587,4.8,1.7,0.0,0.7,1,0,0,0,0,1,0
14162,Darren Randolph,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,388,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
14163,Angelo Ogbonna,26,2020-02-19,1,0,2,0,0,0,0,0,0,0,0,90,45,0,15,495,27.8,0.4,2.0,3.0,1,0,0,0,0,1,0
14164,Bernardo Costa Da Rosa,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,40,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14165,Dwight Gayle,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,16,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
14166,Emil Krafth,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,7,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
14167,Fabian Schär,26,2020-02-16,0,0,2,0,0,0,0,0,0,0,0,7,50,0,4,422,2.2,0.0,0.0,0.2,1,0,0,0,1,0,0
14168,Federico Fernández,26,2020-02-16,1,0,2,0,0,0,0,0,0,0,0,74,44,0,9,56339,13.4,0.1,2.0,1.6,1,0,0,0,1,0,0
14169,Florian Lejeune,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,557,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
14170,Frederick Woodman,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,153,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0
14171,Isaac Hayden,26,2020-02-16,1,0,2,0,0,0,0,0,0,0,0,16,43,0,3,30697,1.0,0.4,0.0,0.1,0,0,0,1,1,0,0
14172,Jack Colback,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,22,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
14173,Jacob Murphy,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,3,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
14174,Jamaal Lascelles,26,2020-02-16,0,0,4,0,0,0,0,0,0,0,0,90,42,0,5,51676,10.0,0.2,17.0,2.7,1,0,0,0,1,0,0
14175,Javier Manquillo,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,4,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
14176,Jetro Willems,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,37,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
14177,Joelinton Cássio Apolinário de Lira,26,2020-02-16,2,0,4,0,0,0,0,0,0,0,0,90,55,0,8,996,13.2,15.8,24.0,5.3,0,1,0,0,1,0,0
14178,Jonjo Shelvey,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,44,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
14179,Jose Luis Mato Sanmartín,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,10,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
14180,Reece James,26,2020-02-17,1,0,2,0,0,0,0,0,0,0,0,90,50,0,8,9713,4.2,16.7,23.0,4.4,1,0,0,0,0,0,0
14181,Robert Kenedy Nunes do Nascimento,26,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,9,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14182,Ross Barkley,26,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,220,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14183,Ruben Loftus-Cheek,26,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,102,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
14184,DeAndre Yedlin,26,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,177,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
14185,Carlos Sánchez,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2112,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14186,Sergio Agüero,26,2020-02-19,2,0,0,0,1,0,0,0,0,0,0,90,121,0,7,135004,6.8,18.3,97.0,12.2,0,1,0,0,0,1,0
14187,Rodrigo Hernandez,26,2020-02-19,10,1,0,0,1,0,0,0,0,0,0,90,54,2,35,1624,52.2,16.8,27.0,9.6,0,0,0,1,0,1,0
14188,Ben Johnson,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,18417,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14189,Arthur Masuaku,26,2020-02-19,0,0,2,0,0,0,0,0,0,0,1,90,42,0,4,289,12.0,1.8,0.0,1.4,1,0,0,0,0,1,0
14190,Dominic Calvert-Lewin,26,2020-02-08,11,1,1,1,0,0,0,0,0,0,0,90,61,2,36,57127,51.6,13.9,76.0,14.2,0,1,0,0,0,0,0
14191,Nicolás Otamendi,26,2020-02-19,7,0,0,0,1,0,0,0,0,0,0,90,50,1,30,6385,19.2,12.0,2.0,3.3,1,0,0,0,0,1,0
14192,Oleksandr Zinchenko,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,374,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
14193,Phil Foden,26,2020-02-19,1,0,0,0,0,0,0,0,0,0,0,5,51,0,4,253,1.4,4.0,0.0,0.5,0,0,0,1,0,1,0
14194,Raheem Sterling,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,7318,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
14195,Riyad Mahrez,26,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,118606,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
