,player_name,GW,kickoff_time,total_points,goals_scored,goals_conceded,assists,clean_sheets,penalties_saved,penalties_missed,saves,own_goals,red_cards,yellow_cards,minutes,value,bonus,bps,transfers_in,influence,creativity,threat,ict_index,position_DEF,position_FWD,position_GK,position_MID,team_h_Arsenal,team_h_Manchester City,team_h_Newcastle 
1786,Ken Sema,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,33,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
1787,José Holebas,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,2587,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1788,Ismaïla Sarr,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,1453,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
1789,Isaac Success Ajayi,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,19,49,0,4,3127,5.2,12.3,17.0,3.5,0,1,0,0,0,0,1
1790,Heurelho da Silva Gomes,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,366,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
1791,Gerard Deulofeu,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,8,63,0,0,8161,0.2,1.0,2.0,0.3,0,1,0,0,0,0,1
1792,Marc Navarro,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,354,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1793,Max Kilman,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,14004,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1794,Ruben Loftus-Cheek,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,72,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1795,Robert Kenedy Nunes do Nascimento,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,125,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1796,Leander Dendoncker,4,2019-09-01,2,0,3,0,0,0,0,0,0,0,0,90,45,0,10,39222,7.6,1.7,4.0,1.3,0,0,0,1,0,0,0
1797,João Filipe Iria Santos Moutinho,4,2019-09-01,1,0,1,0,0,0,0,0,0,0,0,31,55,0,7,33246,14.4,0.9,0.0,1.5,0,0,0,1,0,0,0
1798,Jonathan Castro Otto,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,3347,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1799,John Ruddy,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,555,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1800,Jesús Vallejo Lázaro,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,640,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1801,Ivan Cavaleiro,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,35,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1802,Hélder Costa,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,75,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1803,Diogo Jota,4,2019-09-01,1,0,1,0,0,0,0,0,0,0,0,22,64,0,2,16669,0.6,0.8,0.0,0.1,0,1,0,0,0,0,0
1804,Conor Coady,4,2019-09-01,1,0,3,0,0,0,0,0,0,0,0,90,50,0,11,6362,10.8,10.0,0.0,2.1,1,0,0,0,0,0,0
1805,Adama Traoré,4,2019-09-01,2,0,3,0,0,0,0,0,0,0,0,90,50,0,6,2396,13.4,1.3,2.0,1.7,0,0,0,1,0,0,0
1806,Andreas Christensen,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,18642,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1807,Antonio Rüdiger,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,184,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1808,Billy Gilmour,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,0,6,45,0,1,0,0.4,0.8,0.0,0.1,0,0,0,1,0,0,0
1809,Callum Hudson-Odoi,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,541,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1810,Christian Pulisic,4,2019-08-31,5,0,2,1,0,0,0,0,0,0,0,90,75,0,14,68185,11.0,4.1,41.0,5.6,0,0,0,1,0,0,0
1811,César Azpilicueta,4,2019-08-31,1,0,2,0,0,0,0,0,0,0,0,90,60,0,20,18981,25.4,31.6,4.0,6.1,1,0,0,0,0,0,0
1812,Davide Zappacosta,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,75,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1813,Reece James,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,90,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1814,Pedro Rodríguez Ledesma,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2345,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1815,Olivier Giroud,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,3686,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1816,N'Golo Kanté,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,7417,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1817,Michy Batshuayi,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,0,7,67,0,3,720,0.0,0.3,0.0,0.0,0,1,0,0,0,0,0
1818,Mateo Kovacic,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,82,55,0,15,18966,4.4,4.8,8.0,1.7,0,0,0,1,0,0,0
1819,Ross Barkley,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,0,59,58,0,5,9227,3.8,2.8,29.0,3.6,0,0,0,1,0,0,0
1820,Mason Mount,4,2019-08-31,2,0,2,0,0,0,0,0,0,0,0,90,63,0,7,780550,5.6,18.0,9.0,3.3,0,0,0,1,0,0,0
1821,Kurt Zouma,4,2019-08-31,-1,0,2,0,0,0,0,0,1,0,0,90,50,0,9,14863,10.8,0.3,4.0,1.5,1,0,0,0,0,0,0
1822,Kepa Arrizabalaga,4,2019-08-31,1,0,2,0,0,0,0,2,0,0,0,90,55,0,19,25511,10.2,0.0,0.0,1.0,0,0,1,0,0,0,0
1823,Jorge Luiz Frello Filho,4,2019-08-31,7,0,2,1,0,0,0,0,0,0,0,90,50,2,26,21325,25.6,22.4,4.0,5.2,0,0,0,1,0,0,0
1824,Fikayo Tomori,4,2019-08-31,1,0,2,0,0,0,0,0,0,0,0,90,45,0,14,401,25.8,13.8,0.0,4.0,1,0,0,0,0,0,0
1825,Ethan Ampadu,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,73,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1826,Emerson Palmieri dos Santos,4,2019-08-31,1,0,2,0,0,0,0,0,0,0,0,90,55,0,15,59905,13.2,3.4,0.0,1.7,1,0,0,0,0,0,0
1827,Marcos Alonso,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,2220,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1828,Gylfi Sigurdsson,4,2019-09-01,5,0,2,1,0,0,0,0,0,0,0,90,78,0,21,8256,29.2,71.6,34.0,13.5,0,0,0,1,0,0,0
1829,Mathew Ryan,4,2019-08-31,0,0,4,0,0,0,0,2,0,0,0,90,46,0,19,28369,21.6,0.0,0.0,2.2,0,0,1,0,0,1,0
1830,Lewis Dunk,4,2019-08-31,-1,0,4,0,0,0,0,0,0,0,1,90,46,0,10,68577,12.4,0.7,2.0,1.5,1,0,0,0,0,1,0
1831,Tyreke Johnson,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,37,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1832,Wesley Hoedt,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,119,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1833,Yan Valery,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,987,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1834,Aaron Wan-Bissaka,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,90,56,0,13,59340,27.0,13.2,10.0,5.0,1,0,0,0,0,0,0
1835,Alexis Sánchez,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,124,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1836,Andreas Pereira,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,67,50,0,5,2412,6.4,3.2,23.0,3.3,0,0,0,1,0,0,0
1837,Angel Gomes,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,684,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1838,Anthony Martial,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,93181,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1839,Ashley Young,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,1,90,54,0,7,2948,8.8,14.4,3.0,2.6,1,0,0,0,0,0,0
1840,Axel Tuanzebe,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,394,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1841,Chris Smalling,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,280,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1842,Daniel James,4,2019-08-31,8,1,1,0,0,0,0,0,0,0,0,90,60,1,23,147514,52.2,33.0,68.0,15.3,0,0,0,1,0,0,0
1843,David de Gea,4,2019-08-31,2,0,1,0,0,0,0,1,0,0,0,90,56,0,10,47132,10.4,0.0,0.0,1.0,0,0,1,0,0,0,0
1844,Eric Bailly,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,45,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1845,Frederico Rodrigues de Paula Santos,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,223,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1846,Harry Maguire,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,1,90,55,0,13,44612,17.0,12.6,0.0,3.0,1,0,0,0,0,0,0
1847,James Garner,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,6443,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1848,Marcus Rashford,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,90,86,0,2,108606,8.0,21.8,118.0,14.8,0,1,0,0,0,0,0
1849,Ralf Fahrmann,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1014,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1850,Sam Byram,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,294,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1851,Teemu Pukki,4,2019-08-31,2,0,2,0,0,0,0,0,0,0,0,90,70,0,5,1013156,8.2,0.9,24.0,3.3,0,1,0,0,0,0,0
1852,Timm Klose,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,299,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1853,Tim Krul,4,2019-08-31,2,0,2,0,0,0,0,5,0,0,0,90,45,0,19,8365,39.8,0.0,0.0,4.0,0,0,1,0,0,0,0
1854,Stuart Armstrong,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,1,19,54,0,-3,144,0.2,0.3,2.0,0.3,0,0,0,1,0,0,0
1855,Todd Cantwell,4,2019-08-31,2,0,2,0,0,0,0,0,0,0,0,77,47,0,1,732227,0.2,3.1,8.0,1.1,0,0,0,1,0,0,0
1856,Marcos Rojo,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,250,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1857,Luke Shaw,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,1324,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1858,Lee Grant,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,34,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1859,Juan Mata,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,67,64,0,10,1037,9.2,34.1,8.0,5.1,0,0,0,1,0,0,0
1860,José Diogo Dalot Teixeira,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,26,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1861,Jesse Lingard,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,22,65,0,3,6907,1.2,12.2,13.0,2.6,0,0,0,1,0,0,0
1862,Tom Trybull,4,2019-08-31,2,0,2,0,0,0,0,0,0,0,0,90,45,0,20,14617,14.6,1.5,0.0,1.6,0,0,0,1,0,0,0
1863,Patrick Roberts,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,179,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1864,Sofiane Boufal,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,70,55,0,3,1109,5.0,11.8,45.0,6.2,0,0,0,1,0,0,0
1865,Sam Gallagher,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,323,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1866,Dominic Calvert-Lewin,4,2019-09-01,1,0,0,0,0,0,0,0,0,0,0,14,59,0,3,5073,0.2,0.6,8.0,0.9,0,1,0,0,0,0,0
1867,Djibril Sidibé,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,325,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1868,Cenk Tosun,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,402,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1869,Bernard Anício Caldeira Duarte,4,2019-09-01,1,0,0,0,0,0,0,0,0,0,0,14,65,0,3,42116,2.8,1.5,12.0,1.6,0,0,0,1,0,0,0
1870,André Filipe Tavares Gomes,4,2019-09-01,2,0,2,0,0,0,0,0,0,0,0,90,54,0,20,1979,20.2,18.3,2.0,4.1,0,0,0,1,0,0,0
1871,Alex Iwobi,4,2019-09-01,9,1,2,0,0,0,0,0,0,0,0,75,59,2,30,8669,46.6,15.7,21.0,8.3,0,0,0,1,0,0,0
1872,Ademola Lookman,4,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,17,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1873,Alex McCarthy,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,679,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1874,Angus Gunn,4,2019-08-31,5,0,1,0,0,0,0,7,0,0,0,90,45,1,23,14328,45.8,0.0,0.0,4.6,0,0,1,0,0,0,0
1875,Callum Slattery,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,333,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1876,Charlie Austin,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,63,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1877,Che Adams,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,61,58,0,3,2082,1.0,12.8,10.0,2.4,0,1,0,0,0,0,0
1878,Cédric Soares,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,90,49,0,14,488,15.2,5.7,0.0,2.1,1,0,0,0,0,0,0
1879,Daniel N'Lundulu,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1880,Danny Ings,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,76,60,0,9,27796,11.2,14.8,24.0,5.0,0,1,0,0,0,0,0
1881,Fraser Forster,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,53,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1882,Jack Stephens,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,112,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1883,Ryan Bertrand,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,324,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1884,Pierre-Emile Højbjerg,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,90,49,0,14,1502,18.8,14.5,2.0,3.5,0,0,0,1,0,0,0
1885,Oriol Romeu Vidal,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,90,45,0,19,5243,20.8,12.7,8.0,4.2,0,0,0,1,0,0,0
1886,Nathan Redmond,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,12843,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1887,Moussa Djenepo,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1420,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1888,Mohamed Elyounoussi,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,36,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1889,Shane Long,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,28,49,0,0,7127,5.4,2.2,0.0,0.8,0,1,0,0,0,0,0
1890,Michael Obafemi,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,779,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1891,Mario Lemina,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,250,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1892,Kevin Danso,4,2019-08-31,2,0,1,1,0,0,0,0,0,1,0,72,45,0,6,1390,17.4,12.3,0.0,3.0,1,0,0,0,0,0,0
1893,Kayne Ramsay,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,4148,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1894,Jan Bednarek,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,90,45,0,15,4704,28.6,0.0,0.0,2.9,1,0,0,0,0,0,0
1895,Jannik Vestergaard,4,2019-08-31,11,1,1,0,0,0,0,0,0,0,0,90,50,3,27,4862,56.2,0.7,33.0,9.0,1,0,0,0,0,0,0
1896,James Ward-Prowse,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,90,59,0,9,1955,7.6,18.6,2.0,2.8,0,0,0,1,0,0,0
1897,Maya Yoshida,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,13,45,0,6,686,7.0,0.4,0.0,0.7,1,0,0,0,0,0,0
1898,Martín Montoya,4,2019-08-31,0,0,4,0,0,0,0,0,0,0,0,90,45,0,12,3703,20.2,17.4,2.0,4.0,1,0,0,0,0,1,0
1899,Onel Hernández,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,15,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1900,Michael McGovern,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,16904,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1901,Joel Matip,4,2019-08-31,6,0,0,0,1,0,0,0,0,0,0,90,54,0,21,92819,11.2,0.8,0.0,1.2,1,0,0,0,0,0,0
1902,James Milner,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,3068,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1903,Georginio Wijnaldum,4,2019-08-31,3,0,0,0,1,0,0,0,0,0,0,90,55,0,10,9815,11.0,13.2,9.0,3.3,0,0,0,1,0,0,0
1904,Fabio Henrique Tavares,4,2019-08-31,3,0,0,0,1,0,0,0,0,0,0,90,55,0,11,17785,10.2,12.8,1.0,2.4,0,0,0,1,0,0,0
1905,Divock Origi,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,5,55,0,2,27831,0.0,0.8,2.0,0.2,0,1,0,0,0,0,0
1906,Dejan Lovren,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,85,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1907,Caoimhin Kelleher,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,62,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1908,Andy Lonergan,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,80,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1909,Andrew Robertson,4,2019-08-31,6,0,0,0,1,0,0,0,0,0,0,90,69,0,26,24738,9.0,5.0,2.0,1.6,1,0,0,0,0,0,0
1910,Alisson Ramses Becker,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,2088,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1911,Alex Oxlade-Chamberlain,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,19,64,0,5,1692,8.2,1.3,7.0,1.7,0,0,0,1,0,0,0
1912,Adrián San Miguel del Castillo,4,2019-08-31,6,0,0,0,1,0,0,2,0,0,0,90,45,0,25,107126,20.8,0.0,0.0,2.1,0,0,1,0,0,0,0
1913,Adam Lallana,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,300,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1914,Aaron Connolly,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,0,24,45,0,1,0,0.2,0.1,0.0,0.0,0,1,0,0,0,1,0
1915,Aaron Mooy,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,388,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
1916,Adam Webster,4,2019-08-31,0,0,4,0,0,0,0,0,0,0,0,90,44,0,15,53,18.4,0.8,2.0,2.1,1,0,0,0,0,1,0
1917,Alireza Jahanbakhsh,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,52,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
1918,Leon Balogun,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,151,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1919,Leandro Trossard,4,2019-08-31,2,0,3,0,0,0,0,0,0,0,0,73,60,0,1,3990,8.6,3.8,59.0,7.1,0,0,0,1,0,1,0
1920,Jürgen Locadia,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,821,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
1921,José Heriberto Izquierdo Mena,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,13,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
1922,Glenn Murray,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,0,23,59,0,3,2218,0.2,0.1,0.0,0.0,0,1,0,0,0,1,0
1923,Gaëtan Bong,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,170,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1924,Jordan Henderson,4,2019-08-31,3,0,0,0,1,0,0,0,0,0,0,70,55,0,15,4088,6.8,16.8,4.0,2.8,0,0,0,1,0,0,0
1925,Florin Andone,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,3851,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
1926,David Button,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,64339,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
1927,Dan Burn,4,2019-08-31,0,0,4,0,0,0,0,0,0,0,0,90,45,0,15,2074,11.8,1.5,0.0,1.3,1,0,0,0,0,1,0
1928,Dale Stephens,4,2019-08-31,2,0,4,0,0,0,0,0,0,0,0,90,45,0,10,8200,8.2,1.8,4.0,1.4,0,0,0,1,0,1,0
1929,Bernardo Fernandes da Silva Junior,4,2019-08-31,1,0,3,0,0,0,0,0,0,0,0,66,45,0,11,188,10.8,15.8,2.0,2.9,1,0,0,0,0,1,0
1930,Beram Kayal,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,688,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
1931,Anthony Knockaert,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,17,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
1932,Davy Pröpper,4,2019-08-31,2,0,4,0,0,0,0,0,0,0,0,90,50,0,15,5197,8.6,1.4,8.0,1.8,0,0,0,1,0,1,0
1933,Moritz Leitner,4,2019-08-31,2,0,2,0,0,0,0,0,0,0,0,90,45,0,11,2626,12.8,15.9,2.0,3.1,0,0,0,1,0,0,0
1934,Joseph Gomez,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1461,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1935,Naby Keita,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,47,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1936,John McGinn,4,2019-08-31,2,0,1,0,0,0,0,0,0,0,0,90,56,0,9,150656,22.8,30.6,0.0,5.3,0,0,0,1,0,0,0
1937,Mario Vrancic,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,862,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1938,Marco Stiepermann,4,2019-08-31,2,0,2,0,0,0,0,0,0,0,0,76,55,0,6,663,10.2,5.5,35.0,5.1,0,0,0,1,0,0,0
1939,Kenny McLean,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,12,50,0,11,491,9.6,28.8,0.0,3.8,0,0,0,1,0,0,0
1940,Josip Drmic,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,13,54,0,-2,166,0.2,2.1,7.0,0.9,0,1,0,0,0,0,0
1941,Jamal Lewis,4,2019-08-31,1,0,2,0,0,0,0,0,0,0,0,90,45,0,18,5017,20.6,16.8,8.0,4.5,1,0,0,0,0,0,0
1942,Ibrahim Amadou,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,0,54,45,0,3,1050,9.0,0.3,0.0,0.9,0,0,0,1,0,0,0
1943,Grant Hanley,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,54523,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1944,Emiliano Buendía,4,2019-08-31,2,0,2,0,0,0,0,0,0,0,0,90,60,0,6,9985,12.4,5.3,2.0,2.0,0,0,0,1,0,0,0
1945,Dennis Srbeny,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,682,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1946,Christoph Zimmermann,4,2019-08-31,1,0,1,0,0,0,0,0,0,0,0,35,45,0,3,88,6.6,0.0,2.0,0.9,1,0,0,0,0,0,0
1947,Ben Godfrey,4,2019-08-31,1,0,2,0,0,0,0,0,0,0,0,90,45,0,15,2356,18.2,1.4,0.0,2.0,1,0,0,0,0,0,0
1948,Alexander Tettey,4,2019-08-31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1265,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1949,Mason Greenwood,4,2019-08-31,1,0,0,0,0,0,0,0,0,0,0,8,45,0,2,118546,3.0,0.3,9.0,1.2,0,1,0,0,0,0,0
