,player_name,GW,kickoff_time,total_points,goals_scored,goals_conceded,assists,clean_sheets,penalties_saved,saves,own_goals,red_cards,yellow_cards,minutes,value,bonus,bps,influence,creativity,threat,ict_index,key_passes,xG,xA,npg,npxG,xGChain,xGBuildup,position_DEF,position_FWD,position_MID,team_h_Arsenal,team_h_Manchester City,team_h_Newcastle 
392,N'Golo Kanté,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,50,0,8,15.8,18.4,18.0,5.2,1,0.5207580327987671,0.041720252484083176,0,0.5207580327987671,0.7053232192993164,0.14284493029117584,0,0,1,0,0,0
393,Ahmed El Mohamady,2,2019-08-17,4,0,2,0,0,0,0,0,0,0,90,45,3,34,36.8,70.6,2.0,10.9,5,0.0,0.5225959420204163,0,0.0,0.6149601340293884,0.4740473330020905,1,0,0,0,0,0
394,Bjorn Engels,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,45,0,12,14.2,0.6,9.0,2.4,0,0.067502461373806,0.0,0,0.067502461373806,0.5257954597473145,0.5257954597473145,1,0,0,0,0,0
395,Douglas Luiz Soares de Paulo,2,2019-08-17,9,1,2,0,0,0,0,0,0,0,90,45,2,33,46.0,13.6,15.0,7.5,1,0.04070542007684708,0.018810715526342392,1,0.04070542007684708,0.1736551970243454,0.1736551970243454,0,0,1,0,0,0
396,Tim Krul,2,2019-08-17,2,0,1,0,0,0,2,0,0,0,90,45,0,15,25.6,0.0,0.0,2.6,0,0.0,0.0,0,0.0,0.18132056295871726,0.18132056295871726,0,0,0,0,0,0
397,Todd Cantwell,2,2019-08-17,10,0,1,2,0,0,0,0,0,0,90,45,2,33,46.6,58.3,41.0,14.6,5,0.5670806169509888,0.6733278632164001,0,0.5670806169509888,1.525495171546936,0.2850867211818695,0,0,1,0,0,0
398,Tom Trybull,2,2019-08-17,3,0,0,0,1,0,0,0,0,0,86,45,0,19,19.6,13.3,4.0,3.7,1,0.033558014780282974,0.050255406647920615,0,0.033558014780282974,0.7246530652046204,0.7246530652046204,0,0,1,0,0,0
399,Anwar El Ghazi,2,2019-08-17,2,0,2,0,0,0,0,0,0,0,74,55,0,3,0.4,11.1,43.0,5.5,0,0.2866068780422211,0.0,0,0.2866068780422211,0.5111442804336548,0.4440664052963257,0,0,1,0,0,0
400,Jack Grealish,2,2019-08-17,6,0,2,1,0,0,0,0,0,0,90,60,1,26,34.0,70.0,11.0,11.5,6,0.3607625365257263,0.30442625284194946,0,0.3607625365257263,0.6663667559623718,0.182642549276352,0,0,1,0,0,0
401,Callum Robinson,2,2019-08-18,1,0,0,0,0,0,0,0,0,0,55,55,0,-1,0.0,2.3,21.0,2.3,0,0.19073818624019626,0.0,0,0.19073818624019626,0.2035959362983704,0.012857743538916113,0,0,1,0,0,0
402,Virgil van Dijk,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,65,0,16,30.8,1.1,2.0,3.4,0,0.0,0.0,0,0.0,0.5282079577445984,0.5282079577445984,1,0,0,0,0,0
403,Teemu Pukki,2,2019-08-17,17,3,1,0,0,0,0,0,0,0,90,66,3,83,112.4,12.6,114.0,23.9,1,1.1334203481674194,0.5670806169509888,3,1.1334203481674194,1.7310278415679932,0.07880173623561859,0,1,0,0,0,0
404,Sam Byram,2,2019-08-17,1,0,1,0,0,0,0,0,0,0,1,45,0,3,1.0,0.1,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
405,Maximillian Aarons,2,2019-08-17,1,0,1,0,0,0,0,0,0,1,90,45,0,7,4.2,14.2,18.0,3.6,1,0.07880173623561859,0.2724313735961914,0,0.07880173623561859,1.505481243133545,1.4266794919967651,1,0,0,0,0,0
406,Shane Duffy,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,50,0,13,9.4,0.8,3.0,1.3,0,0.01234725397080183,0.0,0,0.01234725397080183,0.4384124279022217,0.4260651767253876,1,0,0,0,0,0
407,Pascal Groß,2,2019-08-17,3,0,1,0,0,0,0,0,0,0,66,65,1,21,17.8,72.7,27.0,11.8,5,0.08380389958620071,0.843755841255188,0,0.08380389958620071,0.6281679272651672,0.5037216544151306,0,0,1,0,0,0
408,Neal Maupay,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,23,60,0,-4,0.2,5.8,14.0,2.0,0,0.5198385715484619,0.0,0,0.5198385715484619,0.4616422951221466,0.4616422951221466,0,1,0,0,0,0
409,Martín Montoya,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,11,19.4,26.0,2.0,4.7,1,0.0,0.2860127687454224,0,0.0,0.8957960605621338,0.6097832918167114,1,0,0,0,0,0
410,Lewis Dunk,2,2019-08-17,3,0,1,0,0,0,0,0,0,0,90,45,1,21,17.8,0.5,4.0,2.2,0,0.021800467744469643,0.0,0,0.021800467744469643,0.929261326789856,0.929261326789856,1,0,0,0,0,0
411,Leandro Trossard,2,2019-08-17,7,1,1,0,0,0,0,0,0,0,84,60,0,20,31.8,2.3,35.0,6.9,0,0.5486056208610535,0.0,1,0.5486056208610535,1.380064606666565,0.8314589858055115,0,0,1,0,0,0
412,Glenn Murray,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,73,60,0,4,0.0,13.3,8.0,2.1,1,0.4623213410377502,0.4616422951221466,0,0.4623213410377502,0.980212152004242,0.0562485121190548,0,1,0,0,0,0
413,Florin Andone,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,16,50,0,3,4.0,10.5,2.0,1.7,1,0.0,0.05819628387689591,0,0.0,0.0,0.0,0,1,0,0,0,0
414,Davy Pröpper,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,50,0,5,17.4,13.1,19.0,5.0,1,0.2860127687454224,0.06433706730604173,0,0.2860127687454224,0.5352861881256104,0.5352861881256104,0,0,1,0,0,0
415,Dan Burn,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,9,18.0,25.3,17.0,6.0,2,0.3981769084930421,0.4746685922145844,0,0.3981769084930421,1.222323656082153,0.7476550936698914,1,0,0,0,0,0
416,Dale Stephens,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,16,22.6,2.6,15.0,4.0,0,0.032103605568408966,0.0,0,0.032103605568408966,0.9278996586799622,0.8957960605621338,0,0,1,0,0,0
417,Aaron Mooy,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,5,50,0,3,0.2,0.5,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
418,Alexander Tettey,2,2019-08-17,1,0,1,0,0,0,0,0,0,0,3,45,0,3,2.2,0.1,0.0,0.2,0,0.0,0.0,0,0.0,0.09791752696037292,0.09791752696037292,0,0,1,0,0,0
419,Ben Godfrey,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,18,17.8,0.3,0.0,1.8,0,0.0,0.0,0,0.0,0.4134825766086577,0.4134825766086577,1,0,0,0,0,0
420,Emiliano Buendía,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,60,0,11,15.2,62.8,8.0,8.6,4,0.07479053735733032,0.2495182901620865,0,0.07479053735733032,0.9384005665779114,0.7848083376884459,0,0,1,0,0,0
421,Grant Hanley,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,40,0,15,16.0,0.1,4.0,2.0,0,0.02674789167940617,0.0,0,0.02674789167940617,0.3632271587848663,0.3632271587848663,1,0,0,0,0,0
422,Jamal Lewis,2,2019-08-17,6,0,0,0,1,0,0,0,0,0,89,45,0,29,17.6,7.2,4.0,2.9,0,0.0,0.0,0,0.0,0.2528165280818939,0.2528165280818939,1,0,0,0,0,0
423,Marco Stiepermann,2,2019-08-17,3,0,0,0,1,0,0,0,0,0,83,55,0,12,11.6,18.8,23.0,5.3,1,0.07090991735458374,0.13691380620002747,0,0.07090991735458374,1.2712759971618652,1.2003661394119265,0,0,1,0,0,0
424,Mario Vrancic,2,2019-08-17,1,0,1,0,0,0,0,0,0,0,6,64,0,3,2.4,10.2,18.0,3.1,1,0.110410638153553,0.09791752696037292,0,0.110410638153553,0.20832817256450653,0.110410638153553,0,0,1,0,0,0
425,Moritz Leitner,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,22,17.0,17.8,4.0,3.9,0,0.0,0.0,0,0.0,0.8186172842979431,0.8186172842979431,0,0,1,0,0,0
426,Nick Pope,2,2019-08-17,3,0,2,0,0,0,7,0,0,0,90,45,0,24,54.0,10.3,2.0,6.6,1,0.0,0.03807369992136955,0,0.0,0.03807369992136955,0.03807369992136955,0,0,0,1,0,0
427,Luka Milivojevic,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,70,0,7,9.6,21.8,8.0,3.9,1,0.035698581486940384,0.025464123114943504,0,0.035698581486940384,0.04512908682227135,0.019664963707327843,0,0,1,0,0,0
428,Phil Jagielka,2,2019-08-18,1,0,0,0,0,0,0,0,0,0,1,45,0,4,5.2,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
429,Jeffrey Schlupp,2,2019-08-18,1,0,0,0,0,0,0,0,0,0,25,55,0,0,2.2,0.4,11.0,1.4,0,0.06095758825540544,0.0,0,0.06095758825540544,0.06095758825540544,0.0,0,0,1,0,0,0
430,Kurt Zouma,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,50,0,12,12.8,0.3,19.0,3.2,0,0.04452135786414146,0.0,0,0.04452135786414146,0.12439170479774475,0.11500752717256545,1,0,0,0,0,0
431,César Azpilicueta,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,60,0,13,19.8,30.5,6.0,5.6,2,0.0,0.12761694192886353,0,0.0,0.3158690631389618,0.2233892977237701,1,0,0,0,0,0
432,Toby Alderweireld,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,55,0,16,31.0,0.1,0.0,3.1,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,1,0
433,Oliver Skipp,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,1,45,0,3,5.0,0.1,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,1,0
434,Moussa Sissoko,2,2019-08-17,2,0,2,0,0,0,0,0,0,0,90,50,0,12,6.8,1.7,0.0,0.9,0,0.0,0.0,0,0.0,0.024657327681779858,0.024657327681779858,0,0,1,0,1,0
435,Christian Pulisic,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,70,75,0,3,6.2,3.5,4.0,1.4,0,0.0,0.0,0,0.0,0.5207580327987671,0.5207580327987671,0,0,1,0,0,0
436,Andreas Christensen,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,50,0,17,19.6,0.2,0.0,2.0,0,0.0,0.0,0,0.0,0.1193450465798378,0.1193450465798378,1,0,0,0,0,0
437,Francisco Femenía Far,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,7,19.4,1.9,8.0,2.9,0,0.0,0.0,0,0.0,0.02243722788989544,0.02243722788989544,1,0,0,0,0,0
438,Kyle Walker-Peters,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,50,0,12,24.0,0.9,0.0,2.5,0,0.0,0.0,0,0.0,0.024657327681779858,0.024657327681779858,1,0,0,0,1,0
439,Daniel Ceballos Fernández,2,2019-08-17,11,0,1,2,0,0,0,0,0,0,82,55,3,38,47.8,48.3,20.0,11.6,3,0.0701710432767868,0.19543112814426425,0,0.0701710432767868,0.4133632481098175,0.20772603154182434,0,0,1,1,0,0
440,Joseph Willock,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,50,0,14,16.6,28.3,22.0,6.7,2,0.03330354392528534,0.11607079952955245,0,0.03330354392528534,0.38477978110313416,0.2561098039150238,0,0,1,1,0,0
441,Nicolas Pépé,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,45,95,0,6,16.6,26.3,9.0,5.2,3,0.04320763051509857,0.1573626846075058,0,0.04320763051509857,0.3215923011302948,0.27838465571403503,0,0,1,1,0,0
442,Sokratis Papastathopoulos,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,50,0,20,24.0,11.4,2.0,3.7,1,0.0,0.3587149679660797,0,0.0,0.3585618734359741,0.3585618734359741,1,0,0,1,0,0
443,Mason Mount,2,2019-08-18,10,1,1,0,0,0,0,0,0,0,90,60,3,27,50.2,23.1,77.0,15.0,1,0.3110638558864593,0.04267954081296922,1,0.3110638558864593,0.8435339927673341,0.6226219534873962,0,0,1,0,0,0
444,João Filipe Iria Santos Moutinho,2,2019-08-19,8,0,1,1,0,0,0,0,0,0,90,55,3,27,36.0,38.8,0.0,7.5,3,0.0,0.11583688855171205,0,0.0,0.03903481736779213,0.0,0,0,1,0,0,0
445,Diogo Jota,2,2019-08-19,2,0,1,0,0,0,0,0,0,0,85,65,0,-2,3.0,13.3,12.0,2.8,1,0.0,0.1103275939822197,0,0.0,0.12951365113258362,0.019186047837138176,0,1,0,0,0,0
446,Leander Dendoncker,2,2019-08-19,2,0,1,0,0,0,0,0,0,0,90,45,0,4,0.2,3.1,8.0,1.1,0,0.1103275939822197,0.0,0,0.1103275939822197,0.12951365113258362,0.019186047837138176,0,0,1,0,0,0
447,Matt Doherty,2,2019-08-19,1,0,1,0,0,0,0,0,0,0,45,60,0,3,0.0,0.8,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
448,Patrick Cutrone,2,2019-08-19,1,0,0,0,0,0,0,0,0,0,1,60,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
449,Raúl Jiménez,2,2019-08-19,2,0,1,0,0,0,0,0,0,0,90,75,0,6,4.6,2.5,22.0,2.9,0,0.10707076638936996,0.0,0,0.10707076638936996,0.1103275939822197,0.1103275939822197,0,1,0,0,0,0
450,Hugo Lloris,2,2019-08-17,3,0,2,0,0,0,8,0,0,0,90,55,0,28,56.6,0.0,0.0,5.7,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,0
451,Harry Winks,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,55,55,0,10,9.4,0.8,0.0,1.0,0,0.0,0.0,0,0.0,0.024657327681779858,0.024657327681779858,0,0,1,0,1,0
452,Harry Kane,2,2019-08-17,2,0,2,0,0,0,0,0,0,0,90,110,0,4,0.4,1.8,4.0,0.6,0,0.006219567731022835,0.0,0,0.006219567731022835,0.006219567731022835,0.0,0,1,0,0,1,0
453,Giovani Lo Celso,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,5,75,0,3,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,1,0
454,Fabio Henrique Tavares,2,2019-08-17,1,0,1,0,0,0,0,0,0,0,16,55,0,6,4.4,0.3,0.0,0.5,0,0.0,0.0,0,0.0,0.08118458092212677,0.08118458092212677,0,0,1,0,0,0
455,Erik Lamela,2,2019-08-17,12,1,2,1,0,0,0,0,0,0,84,60,2,38,57.8,15.1,9.0,8.2,1,0.024657327681779858,0.04366513714194298,1,0.024657327681779858,0.024657327681779858,0.0,0,0,1,0,1,0
456,Davinson Sánchez,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,55,0,19,33.4,0.0,0.0,3.3,0,0.0,0.0,0,0.0,0.024657327681779858,0.024657327681779858,1,0,0,0,1,0
457,Danny Rose,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,55,0,8,18.6,0.3,0.0,1.9,0,0.0,0.0,0,0.0,0.030876895412802693,0.030876895412802693,1,0,0,0,1,0
458,Conor Coady,2,2019-08-19,2,0,1,0,0,0,0,0,0,0,90,50,0,6,13.8,0.1,0.0,1.4,0,0.0,0.0,0,0.0,0.019186047837138176,0.019186047837138176,1,0,0,0,0,0
459,Mateo Kovacic,2,2019-08-18,1,0,0,0,0,0,0,0,0,0,19,55,0,4,2.8,0.4,0.0,0.3,0,0.0,0.0,0,0.0,0.041720252484083176,0.041720252484083176,0,0,1,0,0,0
460,Olivier Giroud,2,2019-08-18,2,0,0,0,1,0,0,0,0,0,61,70,0,11,12.4,33.8,21.0,6.7,3,0.03834202513098717,0.6920835971832275,0,0.03834202513098717,0.7304256558418274,0.0,0,1,0,0,0,0
461,Tammy Abraham,2,2019-08-18,1,0,1,0,0,0,0,0,0,0,29,70,0,2,0.0,11.6,5.0,1.5,1,0.15992042422294614,0.0234998781234026,0,0.15992042422294614,0.22609984874725345,0.04267954081296922,0,1,0,0,0,0
462,Lucas Rodrigues Moura da Silva,2,2019-08-17,6,1,0,0,0,0,0,0,0,0,34,75,0,23,35.2,0.1,66.0,10.1,0,0.04366513714194298,0.0,1,0.04366513714194298,0.0,0.0,0,0,1,0,1,0
463,Tanguy Ndombele,2,2019-08-17,6,0,2,1,0,0,0,0,0,0,90,60,1,31,42.6,11.5,0.0,5.4,1,0.0,0.024657327681779858,0,0.0,0.024657327681779858,0.024657327681779858,0,0,1,0,1,0
464,Rui Pedro dos Santos Patrício,2,2019-08-19,9,0,1,0,0,1,1,0,0,0,90,50,2,25,29.8,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
465,Rúben Diogo da Silva Neves,2,2019-08-19,7,1,1,0,0,0,0,0,0,1,90,55,1,22,43.2,1.4,7.0,5.2,0,0.03173674643039704,0.0,1,0.03173674643039704,0.019186047837138176,0.019186047837138176,0,0,1,0,0,0
466,Will Hughes,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,66,55,0,10,6.4,6.8,6.0,1.9,0,0.0,0.0,0,0.0,0.02243722788989544,0.02243722788989544,0,0,1,0,0,0
467,Troy Deeney,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,65,0,5,9.0,12.8,37.0,5.9,1,0.4678597450256348,0.02243722788989544,0,0.4678597450256348,0.4902969598770142,0.0,0,1,0,0,0,0
468,Tom Cleverley,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,11,50,0,3,2.2,0.3,0.0,0.3,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
469,Roberto Pereyra,2,2019-08-17,1,0,1,0,0,0,0,0,0,1,90,60,0,-1,3.0,7.3,28.0,3.8,0,0.2933624088764191,0.0,0,0.2933624088764191,0.2929726243019104,0.02243722788989544,0,0,1,0,0,0
470,José Holebas,2,2019-08-17,1,0,1,0,0,0,0,0,0,1,90,50,0,14,26.4,27.9,0.0,5.4,1,0.0,0.03800089657306671,0,0.0,0.02243722788989544,0.02243722788989544,1,0,0,0,0,0
471,Gerard Deulofeu,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,78,65,0,11,9.0,29.3,12.0,5.0,2,0.0,0.4413891136646271,0,0.0,0.4185620844364166,0.0,0,1,0,0,0,0
472,Etienne Capoue,2,2019-08-17,1,0,1,0,0,0,0,0,0,1,82,50,0,12,4.6,2.2,10.0,1.7,0,0.0381329245865345,0.0,0,0.0381329245865345,0.4409993290901184,0.4185620844364166,0,0,1,0,0,0
473,Danny Welbeck,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,23,60,0,2,8.4,0.8,0.0,0.9,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
474,Craig Dawson,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,50,0,10,22.6,0.2,7.0,3.0,0,0.03800089657306671,0.0,0,0.03800089657306671,0.0,0.0,1,0,0,0,0,0
475,Craig Cathcart,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,45,0,16,21.2,0.9,0.0,2.2,0,0.0,0.0,0,0.0,0.02243722788989544,0.02243722788989544,1,0,0,0,0,0
476,Ben Foster,2,2019-08-17,2,0,1,0,0,0,1,0,0,0,90,50,0,9,10.6,0.0,0.0,1.1,0,0.0,0.0,0,0.0,0.04929764568805695,0.04929764568805695,0,0,0,0,0,0
477,Joel Ward,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,45,0,15,43.6,3.9,0.0,4.8,0,0.0,0.0,0,0.0,0.019664963707327843,0.019664963707327843,1,0,0,0,0,0
478,Yan Valery,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,50,0,14,21.0,16.1,22.0,5.9,1,0.13340546190738678,0.5636340975761414,0,0.13340546190738678,0.9560097455978394,0.8226042985916138,1,0,0,0,0,0
479,Stuart Armstrong,2,2019-08-17,1,0,1,0,0,0,0,0,0,0,22,55,0,4,0.4,0.7,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
480,Ryan Bertrand,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,76,50,0,6,0.6,1.1,2.0,0.4,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
481,Pierre-Emile Højbjerg,2,2019-08-17,2,0,2,0,0,0,0,0,0,0,90,50,0,10,12.0,5.2,25.0,4.2,0,0.07354943454265593,0.0,0,0.07354943454265593,0.6371835470199585,0.5636340975761414,0,0,1,0,0,0
482,Nathan Redmond,2,2019-08-17,2,0,2,0,0,0,0,0,0,0,90,65,0,6,4.6,22.9,11.0,3.9,2,0.11704960465431212,0.06265585869550705,0,0.11704960465431212,0.14754043519496918,0.0,0,0,1,0,0,0
483,Moussa Djenepo,2,2019-08-17,0,0,0,0,0,0,0,0,0,1,13,55,0,0,1.4,0.5,0.0,0.2,0,0.0,0.0,0,0.0,0.5636340975761414,0.5636340975761414,0,0,1,0,0,0
484,Maya Yoshida,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,45,0,7,12.4,0.3,37.0,5.0,0,0.7445135712623596,0.0,0,0.7445135712623596,0.0,0.0,1,0,0,0,0,0
485,Jan Bednarek,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,45,0,10,16.8,0.7,0.0,1.8,0,0.0,0.0,0,0.0,0.5636340975761414,0.5636340975761414,1,0,0,0,0,0
486,Jannik Vestergaard,2,2019-08-17,1,0,2,0,0,0,0,0,0,0,90,50,0,13,20.0,14.2,4.0,3.8,1,0.0,0.08488458395004272,0,0.0,0.6485186815261841,0.6485186815261841,1,0,0,0,0,0
487,James Ward-Prowse,2,2019-08-17,2,0,2,0,0,0,0,0,0,0,90,60,0,15,11.2,29.5,2.0,4.3,2,0.0,0.4722283184528351,0,0.0,0.2987757921218872,0.2987757921218872,0,0,1,0,0,0
488,Danny Ings,2,2019-08-17,6,1,1,0,0,0,0,0,0,0,26,60,1,22,29.2,0.8,59.0,8.9,0,0.7648205161094666,0.0,1,0.7648205161094666,0.681896448135376,0.0,0,1,0,0,0,0
489,Che Adams,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,67,60,0,4,0.2,12.2,16.0,2.8,1,0.30806979537010193,0.3552093505859375,0,0.30806979537010193,0.34385475516319275,0.08488458395004272,0,1,0,0,0,0
490,Angus Gunn,2,2019-08-17,2,0,2,0,0,0,4,0,0,0,90,45,0,16,30.2,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
491,Christian Eriksen,2,2019-08-17,2,0,2,0,0,0,0,0,0,0,90,90,0,11,6.6,13.7,2.0,2.2,1,0.0,0.006219567731022835,0,0.0,0.006219567731022835,0.0,0,0,1,0,1,0
492,Ayoze Pérez,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,79,65,0,8,9.4,10.1,31.0,5.1,0,0.054252419620752335,0.0,0,0.054252419620752335,0.42712461948394775,0.4043422341346741,0,0,1,0,0,0
493,Adama Traoré,2,2019-08-19,1,0,0,0,0,0,0,0,0,0,45,50,0,4,5.8,15.9,6.0,2.8,1,0.03903481736779213,0.019186047837138176,0,0.03903481736779213,0.05822086706757545,0.019186047837138176,0,0,1,0,0,0
494,Pedro Lomba Neto,2,2019-08-19,1,0,0,0,0,0,0,0,0,0,4,50,0,1,0.0,1.6,2.0,0.4,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
495,Dennis Praet,2,2019-08-18,1,0,0,0,0,0,0,0,0,0,17,55,0,8,5.0,0.1,0.0,0.5,0,0.0,0.0,0,0.0,0.4781477451324463,0.4781477451324463,0,0,1,0,0,0
496,Hamza Choudhury,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,72,45,0,8,5.4,11.7,10.0,2.7,1,0.03933444991707802,0.03147004917263985,0,0.03933444991707802,0.061599384993314736,0.061599384993314736,0,0,1,0,0,0
497,Youri Tielemans,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,65,0,6,4.6,4.8,23.0,3.2,0,0.11623606085777285,0.0,0,0.11623606085777285,0.44366517663002014,0.3427428603172302,0,0,1,0,0,0
498,Wilfred Ndidi,2,2019-08-18,10,1,1,0,0,0,0,0,0,0,90,50,3,27,51.8,1.8,17.0,7.1,0,0.25891149044036865,0.0,1,0.25891149044036865,0.061599384993314736,0.061599384993314736,0,0,1,0,0,0
499,Marc Albrighton,2,2019-08-18,1,0,0,0,0,0,0,0,0,0,10,55,0,4,2.4,10.9,0.0,1.3,1,0.0,0.08646294474601746,0,0.0,0.08646294474601746,0.0,0,0,1,0,0,0
500,Moise Kean,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,18,70,0,1,0.0,0.7,5.0,0.4,0,0.1478775292634964,0.0,0,0.1478775292634964,0.1478775292634964,0.0,0,1,0,0,0,0
501,Michael Keane,2,2019-08-17,6,0,0,0,1,0,0,0,0,0,90,55,0,27,31.0,0.2,0.0,3.1,0,0.0,0.0,0,0.0,0.06459350138902664,0.06459350138902664,1,0,0,0,0,0
502,Jordan Pickford,2,2019-08-17,6,0,0,0,1,0,2,0,0,0,90,55,0,26,15.8,0.0,0.0,1.6,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
503,Kasper Schmeichel,2,2019-08-18,3,0,1,0,0,0,4,0,0,0,90,50,0,18,36.6,0.0,0.0,3.7,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
504,Andros Townsend,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,69,60,0,13,16.4,3.6,14.0,3.4,0,0.04512908682227135,0.0,0,0.04512908682227135,0.04512908682227135,0.0,0,0,1,0,0,0
505,Jonny Evans,2,2019-08-18,3,0,1,0,0,0,0,0,0,0,90,50,1,19,16.4,0.3,0.0,1.7,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
506,Abdoulaye Doucouré,2,2019-08-17,2,0,1,0,0,0,0,0,0,0,90,60,0,7,12.6,12.2,6.0,3.1,1,0.3528256118297577,0.270535409450531,0,0.3528256118297577,0.6457982659339905,0.02243722788989544,0,0,1,0,0,0
507,Aaron Ramsdale,2,2019-08-17,4,0,1,0,0,0,6,0,0,0,90,45,0,24,39.8,0.0,0.0,4.0,0,0.0,0.0,0,0.0,0.049129318445920944,0.049129318445920944,0,0,0,0,0,0
508,Andre Gray,2,2019-08-17,1,0,0,0,0,0,0,0,0,0,7,60,0,4,2.0,11.3,0.0,1.3,1,0.0,0.04929764568805695,0,0.0,0.04929764568805695,0.0,0,1,0,0,0,0
509,Willian Borges Da Silva,2,2019-08-18,1,0,0,0,0,0,0,0,0,0,19,70,0,3,0.2,1.0,4.0,0.5,0,0.04267954081296922,0.0,0,0.04267954081296922,0.18437959253787994,0.14170005917549133,0,0,1,0,0,0
510,Ryan Bennett,2,2019-08-19,1,0,1,0,0,0,0,0,0,1,90,50,0,11,14.6,0.9,2.0,1.8,0,0.0,0.0,0,0.0,0.019186047837138176,0.019186047837138176,1,0,0,0,0,0
511,Pedro Rodríguez Ledesma,2,2019-08-18,2,0,1,0,0,0,0,0,0,0,90,70,0,8,11.6,26.8,6.0,4.4,2,0.09466008096933363,0.12758435308933258,0,0.09466008096933363,0.9121477603912354,0.699287474155426,0,0,1,0,0,0
