,player_name,GW,kickoff_time,total_points,goals_scored,goals_conceded,assists,clean_sheets,penalties_saved,saves,own_goals,red_cards,yellow_cards,minutes,value,bonus,bps,influence,creativity,threat,ict_index,key_passes,xG,xA,npg,npxG,xGChain,xGBuildup,position_DEF,position_FWD,position_MID,team_h_Arsenal,team_h_Manchester City,team_h_Newcastle 
8607,Roberto Pereyra,32,2020-06-28,2,0,2,0,0,0,0,0,0,0,73,56,0,4,1.2,3.1,2.0,0.6,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
8608,Benjamin Chilwell,32,2020-07-01,1,0,2,0,0,0,0,0,0,0,90,56,0,19,15.8,40.6,8.0,6.4,3,0.039058901369571686,0.4399124681949616,0,0.039058901369571686,0.26054510474205017,0.205731213092804,1,0,0,0,0,0
8609,Tom Trybull,32,2020-07-01,1,0,2,0,0,0,0,0,0,0,45,43,0,4,6.6,10.3,0.0,1.7,1,0.0,0.013341730460524559,0,0.0,0.013341730460524559,0.0,0,0,1,1,0,0
8610,Troy Deeney,32,2020-06-28,2,0,3,0,0,0,0,0,0,0,90,62,0,4,0.0,2.4,7.0,0.7,0,0.02904081717133522,0.0,0,0.02904081717133522,0.06543021649122238,0.03638940304517746,0,1,0,0,0,0
8611,Will Hughes,32,2020-06-28,2,0,2,0,0,0,0,0,0,0,72,53,0,8,5.8,3.0,24.0,3.3,0,0.0828825831413269,0.0,0,0.0828825831413269,0.05219770595431328,0.03638940304517746,0,0,1,0,0,0
8612,Luke Shaw,32,2020-06-30,5,0,0,0,1,0,0,0,0,1,63,54,0,18,5.2,7.4,4.0,1.7,0,0.0,0.0,0,0.0,0.0609595961868763,0.0609595961868763,1,0,0,0,0,0
8613,Maximillian Aarons,32,2020-07-01,0,0,4,0,0,0,0,0,0,0,90,43,0,8,5.4,1.7,0.0,0.7,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1,0,0
8614,Harry Maguire,32,2020-06-30,6,0,0,0,1,0,0,0,0,0,90,53,0,29,21.0,11.6,4.0,3.7,1,0.03914982080459595,0.03546012938022613,0,0.03914982080459595,0.8559742569923401,0.8559742569923401,1,0,0,0,0,0
8615,Ignacio Pussetto,32,2020-06-28,1,0,1,0,0,0,0,0,0,0,11,46,0,3,6.2,4.1,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
8616,Todd Cantwell,32,2020-07-01,2,0,3,0,0,0,0,0,0,0,74,46,0,12,3.4,13.6,10.0,2.7,1,0.01715417206287384,0.009143821895122528,0,0.01715417206287384,0.0546611063182354,0.02836311049759388,0,0,1,1,0,0
8617,Scott McTominay,32,2020-06-30,1,0,0,0,0,0,0,0,0,0,26,49,0,4,7.8,1.6,9.0,1.8,0,0.02776728756725788,0.0,0,0.02776728756725788,0.1065876930952072,0.07882040739059447,0,0,1,0,0,0
8618,Etienne Capoue,32,2020-06-28,2,0,3,0,0,0,0,0,0,0,90,48,0,17,14.4,0.8,0.0,1.5,0,0.0,0.0,0,0.0,0.03638940304517746,0.03638940304517746,0,0,1,0,0,0
8619,Danny Welbeck,32,2020-06-28,1,0,1,0,0,0,0,0,0,0,17,58,0,2,0.2,0.5,4.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
8620,David de Gea,32,2020-06-30,6,0,0,0,1,0,2,0,0,0,90,53,0,23,15.0,0.0,0.0,1.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
8621,Brandon Williams,32,2020-06-30,1,0,0,0,0,0,0,0,0,0,26,41,0,6,6.6,11.1,18.0,3.6,1,0.07323729991912843,0.1048520877957344,0,0.07323729991912843,0.17808939516544342,0.0,1,0,0,0,0,0
8622,Yves Bissouma,32,2020-06-30,2,0,3,0,0,0,0,0,0,0,90,50,0,22,23.0,2.5,0.0,2.6,0,0.0,0.0,0,0.0,0.031237507238984108,0.031237507238984108,0,0,1,0,0,0
8623,Allan Saint-Maximin,32,2020-07-01,15,0,0,3,1,0,0,0,0,0,61,54,3,42,54.6,33.4,17.0,10.5,3,0.03402780368924141,0.8478957414627075,0,0.03402780368924141,0.962687849998474,0.5171230435371399,0,0,1,0,0,0
8624,Anthony Martial,32,2020-06-30,3,0,0,0,1,0,0,0,0,0,77,81,0,2,1.2,3.7,10.0,1.5,0,0.0,0.0,0,0.0,0.03546012938022613,0.03546012938022613,0,0,1,0,0,0
8625,Martín Montoya,32,2020-06-30,1,0,3,0,0,0,0,0,0,0,90,43,0,10,5.0,1.5,2.0,0.9,0,0.0,0.0,0,0.0,0.031237507238984108,0.031237507238984108,1,0,0,0,0,0
8626,Ben Osborn,32,2020-07-02,2,0,1,0,0,0,0,0,0,0,90,47,0,15,15.6,27.2,4.0,4.7,2,0.0,0.11247347295284273,0,0.0,0.8450220823287964,0.7325485944747925,0,0,1,0,0,0
8627,Leandro Trossard,32,2020-06-30,1,0,1,0,0,0,0,0,0,0,45,58,0,-2,0.0,11.7,11.0,2.2,1,0.09697315841913223,0.05339200794696808,0,0.09697315841913223,0.1180238425731659,0.0,0,0,1,0,0,0
8628,John McGinn,32,2020-06-27,1,0,1,0,0,0,0,0,0,0,30,54,0,6,6.0,14.8,2.0,2.3,1,0.0,0.026355259120464325,0,0.0,0.026355259120464325,0.0,0,0,1,0,0,0
8629,Keinan Davis,32,2020-06-27,2,0,1,0,0,0,0,0,0,0,81,43,0,3,0.0,3.0,10.0,0.8,0,0.12383770942687987,0.0,0,0.12383770942687987,0.2894681990146637,0.16563047468662262,0,0,1,0,0,0
8630,Bruno Miguel Borges Fernandes,32,2020-06-30,15,2,0,0,1,0,0,0,0,0,63,87,2,49,71.6,23.1,26.0,12.1,1,0.6822574734687805,0.03914982080459595,2,0.6822574734687805,0.7153128981590271,0.10427605360746384,0,0,1,0,0,0
8631,Riyad Mahrez,32,2020-07-02,1,0,0,0,0,0,0,0,0,0,32,85,0,8,3.6,20.8,4.0,2.8,2,0.13962291181087494,0.2440512031316757,0,0.13962291181087494,0.792805552482605,0.4352720081806183,0,0,1,0,1,0
8632,Kortney Hause,32,2020-06-27,2,0,1,0,0,0,0,0,0,0,90,44,0,7,0.0,0.3,15.0,1.5,0,0.043417572975158684,0.0,0,0.043417572975158684,0.06378845870494843,0.06378845870494843,1,0,0,0,0,0
8633,Marvelous Nakamba,32,2020-06-27,2,0,1,0,0,0,0,0,0,0,81,44,0,8,9.8,2.7,0.0,1.3,0,0.0,0.0,0,0.0,0.01730276644229889,0.01730276644229889,0,0,1,0,0,0
8634,Matt Targett,32,2020-06-27,1,0,0,0,0,0,0,0,0,0,10,44,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
8635,Mbwana Samatta,32,2020-06-27,2,0,1,0,0,0,0,0,0,0,90,56,0,6,3.4,5.1,10.0,1.9,0,0.026355259120464325,0.0,0,0.026355259120464325,0.05468972399830818,0.028334464877843857,0,1,0,0,0,0
8636,Neil Taylor,32,2020-06-27,2,0,1,0,0,0,0,0,0,0,79,42,0,14,12.6,24.8,0.0,3.7,2,0.0,0.08528944104909897,0,0.0,0.16077619791030884,0.1392752230167389,1,0,0,0,0,0
8637,Tyrone Mings,32,2020-06-27,1,0,1,0,0,0,0,0,0,1,90,44,0,10,14.2,0.3,0.0,1.5,0,0.0,0.0,0,0.0,0.1219724491238594,0.1219724491238594,1,0,0,0,0,0
8638,Ørjan Nyland,32,2020-06-27,2,0,1,0,0,0,1,0,0,0,90,43,0,9,7.0,0.0,0.0,0.7,0,0.0,0.0,0,0.0,0.026355259120464325,0.026355259120464325,0,0,0,0,0,0
8639,Raheem Sterling,32,2020-07-02,16,1,0,2,1,0,0,0,0,0,78,117,2,40,35.4,1.1,33.0,7.0,0,0.6563881635665894,0.0,1,0.6563881635665894,0.7215903997421265,0.06520220637321472,0,0,1,0,1,0
8640,Phil Foden,32,2020-07-02,12,1,0,1,1,0,0,0,0,0,90,52,1,36,57.2,27.0,56.0,14.0,2,0.6198388338088989,0.31245893239974976,1,0.6198388338088989,1.1118521690368652,0.7045621275901794,0,0,1,0,1,0
8641,Nicolás Otamendi,32,2020-07-02,1,0,0,0,0,0,0,0,0,0,11,48,0,4,7.8,0.0,0.0,0.8,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,1,0
8642,Kyle Walker,32,2020-07-02,5,0,0,0,1,0,0,0,0,1,72,56,0,21,2.8,1.9,0.0,0.5,0,0.0,0.0,0,0.0,0.1643170714378357,0.1643170714378357,1,0,0,0,1,0
8643,Jack Grealish,32,2020-06-27,2,0,1,0,0,0,0,0,0,0,90,63,0,14,16.0,39.3,25.0,8.0,3,0.08528944104909897,0.09305062890052797,0,0.08528944104909897,0.18713144958019254,0.14832770824432373,0,0,1,0,0,0
8644,Kevin De Bruyne,32,2020-07-02,14,1,0,1,1,0,0,0,0,0,90,107,3,42,61.2,56.7,46.0,16.4,5,1.0856596231460571,1.0765902996063232,0,0.3244907557964325,1.401081085205078,0.0,0,0,1,0,1,0
8645,Ezri Konsa Ngoyo,32,2020-06-27,1,0,0,0,0,0,0,0,0,0,59,43,0,4,6.8,15.1,0.0,2.2,1,0.0,0.028334464877843857,0,0.0,0.028334464877843857,0.028334464877843857,1,0,0,0,0,0
8646,Anwar El Ghazi,32,2020-06-27,1,0,0,0,0,0,0,0,0,0,8,54,0,1,0.0,0.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
8647,Andros Townsend,32,2020-06-29,2,0,1,0,0,0,0,0,0,0,76,56,0,7,7.6,7.2,21.0,3.6,0,0.05948719754815101,0.0,0,0.05948719754815101,0.07809433341026306,0.018607139587402344,0,0,1,0,0,0
8648,Gabriel Fernando de Jesus,32,2020-07-02,1,0,0,0,0,0,0,0,0,0,57,96,0,-3,0.0,0.4,15.0,1.5,0,0.152817502617836,0.0,0,0.152817502617836,0.3114528059959412,0.15863530337810516,0,1,0,0,1,0
8649,João Pedro Cavaco Cancelo,32,2020-07-02,1,0,0,0,0,0,0,0,0,0,17,51,0,3,5.6,0.1,0.0,0.6,0,0.0,0.0,0,0.0,0.21791064739227287,0.21791064739227287,1,0,0,0,1,0
8650,Federico Fernández,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,90,46,0,15,15.4,0.3,0.0,1.6,0,0.0,0.0,0,0.0,0.4741856157779694,0.4741856157779694,1,0,0,0,0,0
8651,Isaac Hayden,32,2020-07-01,1,0,1,0,0,0,0,0,0,0,18,44,0,-1,0.0,1.1,4.0,0.5,0,0.5859391689300537,0.0,0,0.5859391689300537,1.0912348031997678,0.5052956342697144,0,0,1,0,0,0
8652,Jamaal Lascelles,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,90,43,0,10,14.2,0.3,2.0,1.7,0,0.0,0.0,0,0.0,0.08076424896717073,0.08076424896717073,1,0,0,0,0,0
8653,Nicolas Pépé,32,2020-07-01,1,0,0,0,0,0,0,0,0,0,8,92,0,1,0.4,0.8,3.0,0.4,0,0.04811300709843636,0.0,0,0.04811300709843636,0.0,0.0,0,0,1,1,0,0
8654,Joseph Willock,32,2020-07-01,1,0,0,0,0,0,0,0,0,0,32,47,0,2,0.0,1.4,7.0,0.5,0,0.14036421477794647,0.0,0,0.14036421477794647,0.14036421477794647,0.0,0,0,1,1,0,0
8655,Emiliano Martínez,32,2020-07-01,5,0,0,0,1,0,2,0,0,1,90,43,0,20,13.2,0.0,0.0,1.3,0,0.0,0.0,0,0.0,0.3254374861717224,0.3254374861717224,0,0,0,1,0,0
8656,Edward Nketiah,32,2020-07-01,1,0,0,0,0,0,0,0,0,0,14,44,0,4,3.4,10.4,2.0,1.6,1,0.0,0.055163104087114334,0,0.0,0.055163104087114334,0.0,0,1,0,1,0,0
8657,Daniel Ceballos Fernández,32,2020-07-01,3,0,0,0,1,0,0,0,0,0,90,52,0,23,17.2,20.6,0.0,3.8,1,0.0,0.2669660747051239,0,0.0,0.7008715271949768,0.4339054822921753,0,0,1,1,0,0
8658,André Filipe Tavares Gomes,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,90,52,0,12,11.4,1.8,0.0,1.3,0,0.0,0.0,0,0.0,0.05514124408364296,0.05514124408364296,0,0,1,0,0,0
8659,Bernard Anício Caldeira Duarte,32,2020-07-01,1,0,0,0,0,0,0,0,0,0,11,64,0,3,3.4,1.8,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
8660,Emil Krafth,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,90,43,0,7,16.0,1.2,2.0,1.9,0,0.0,0.0,0,0.0,0.03782682120800018,0.03782682120800018,1,0,0,0,0,0
8661,Dwight Gayle,32,2020-07-01,8,1,0,0,1,0,0,0,0,0,61,50,2,28,33.2,0.5,21.0,5.5,0,0.2900276780128479,0.0,1,0.2900276780128479,0.3278544843196869,0.03782682120800018,0,1,0,0,0,0
8662,Conor Hourihane,32,2020-06-27,1,0,0,0,0,0,0,0,0,0,59,57,0,7,7.6,29.8,18.0,5.5,2,0.05818399041891097,0.0258537046611309,0,0.05818399041891097,0.08651845157146454,0.028334464877843857,0,0,1,0,0,0
8663,Ilkay Gündogan,32,2020-07-02,3,0,0,0,1,0,0,0,0,0,90,52,0,13,7.2,1.3,0.0,0.9,0,0.0,0.0,0,0.0,1.2020797729492188,1.2020797729492188,0,0,1,0,1,0
8664,Eric Garcia,32,2020-07-02,6,0,0,0,1,0,0,0,0,0,90,45,0,26,13.2,0.3,0.0,1.4,0,0.0,0.0,0,0.0,0.06520220637321472,0.06520220637321472,1,0,0,0,1,0
8665,Benjamin Mendy,32,2020-07-02,5,0,0,0,1,0,0,0,0,1,90,55,0,25,14.0,19.9,0.0,3.4,1,0.0,0.06520220637321472,0,0.0,0.3911309540271759,0.3911309540271759,1,0,0,0,1,0
8666,Sadio Mané,32,2020-07-02,2,0,4,0,0,0,0,0,0,0,84,125,0,3,2.6,12.2,32.0,4.7,1,0.16958308219909668,0.10448367893695833,0,0.16958308219909668,0.2740667462348938,0.0,0,0,1,0,1,0
8667,Takumi Minamino,32,2020-07-02,1,0,0,0,0,0,0,0,0,0,5,60,0,2,0.0,0.1,0.0,0.0,0,0.0,0.0,0,0.0,0.06920028477907181,0.06920028477907181,0,0,1,0,1,0
8668,Trent Alexander-Arnold,32,2020-07-02,0,0,4,0,0,0,0,0,0,0,75,78,0,13,16.6,15.8,8.0,4.0,1,0.1580093950033188,0.1114460751414299,0,0.1580093950033188,0.1962528079748153,0.1962528079748153,1,0,0,0,1,0
8669,Virgil van Dijk,32,2020-07-02,0,0,4,0,0,0,0,0,0,0,90,65,0,16,19.8,10.3,0.0,3.0,1,0.0,0.03869985416531563,0,0.0,0.3041529655456543,0.2654531002044678,1,0,0,0,1,0
8670,Nabil Bentaleb,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,90,48,0,16,18.6,22.8,0.0,4.1,2,0.0,0.058324214071035385,0,0.0,0.590290904045105,0.5697935223579407,0,0,1,0,0,0
8671,João Filipe Iria Santos Moutinho,32,2020-06-27,3,0,0,0,1,0,0,0,0,0,90,54,0,18,13.2,32.5,0.0,4.6,2,0.0,0.11615248024463655,0,0.0,0.17421062290668488,0.17421062290668488,0,0,1,0,0,0
8672,Pedro Lomba Neto,32,2020-06-27,1,0,0,0,0,0,0,0,0,0,5,50,0,3,1.2,0.6,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
8673,Romain Saïss,32,2020-06-27,6,0,0,0,1,0,0,0,0,0,90,46,0,22,7.0,0.9,0.0,0.8,0,0.0,0.0,0,0.0,0.15974397957324982,0.15974397957324982,1,0,0,0,0,0
8674,Rui Pedro dos Santos Patrício,32,2020-06-27,6,0,0,0,1,0,1,0,0,0,90,53,0,22,8.4,0.0,0.0,0.8,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
8675,Aaron Connolly,32,2020-06-30,2,0,3,0,0,0,0,0,0,0,86,42,0,4,1.4,0.1,9.0,1.1,0,0.05339200794696808,0.0,0,0.05339200794696808,0.05339200794696808,0.0,0,1,0,0,0,0
8676,Aaron Mooy,32,2020-06-30,1,0,0,0,0,0,0,0,0,0,9,48,0,2,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
8677,Alexis Mac Allister,32,2020-06-30,2,0,3,0,0,0,0,0,0,0,80,55,0,8,9.6,47.3,24.0,8.1,3,0.07415380328893661,0.08708193898200989,0,0.07415380328893661,0.10539130866527556,0.0,0,0,1,0,0,0
8678,Dale Stephens,32,2020-06-30,2,0,3,0,0,0,0,0,0,0,90,44,0,12,7.4,1.8,1.0,1.0,0,0.014374380931258203,0.0,0,0.014374380931258203,0.06776639074087143,0.05339200794696808,0,0,1,0,0,0
8679,Dan Burn,32,2020-06-30,1,0,3,0,0,0,0,0,0,0,90,45,0,5,11.6,0.8,2.0,1.4,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
8680,Davy Pröpper,32,2020-06-30,1,0,2,0,0,0,0,0,0,0,45,48,0,4,1.2,0.7,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
8681,Roberto Firmino,32,2020-07-02,2,0,3,0,0,0,0,0,0,0,61,95,0,7,6.4,10.9,35.0,5.2,1,0.16854119300842285,0.08480673283338548,0,0.16854119300842285,0.2533479332923889,0.0,0,1,0,0,1,0
8682,Neco Williams,32,2020-07-02,1,0,0,0,0,0,0,0,0,0,14,40,0,5,5.4,15.3,0.0,2.1,1,0.0,0.020620614290237427,0,0.0,0.020620614290237427,0.020620614290237427,1,0,0,0,1,0
8683,Naby Keita,32,2020-07-02,1,0,1,0,0,0,0,0,0,0,28,58,0,2,3.2,4.3,0.0,0.8,0,0.0,0.0,0,0.0,0.16474226117134094,0.16474226117134094,0,0,1,0,1,0
8684,Mohamed Salah,32,2020-07-02,2,0,4,0,0,0,0,0,0,0,90,127,0,6,8.8,22.8,56.0,8.8,2,0.2133274823427201,0.1126236841082573,0,0.2133274823427201,0.3840881586074829,0.058136999607086175,0,0,1,0,1,0
8685,Aymeric Laporte,32,2020-07-02,6,0,0,0,1,0,0,0,0,0,78,63,0,28,25.0,0.2,0.0,2.5,0,0.0,0.0,0,0.0,0.30587971210479736,0.30587971210479736,1,0,0,0,1,0
8686,Ismaïla Sarr,32,2020-06-28,2,0,3,0,0,0,0,0,0,0,90,63,0,5,5.6,14.4,24.0,4.4,1,0.09888987243175508,0.03638940304517746,0,0.09888987243175508,0.03638940304517746,0.0,0,0,1,0,0,0
8687,Oriol Romeu Vidal,32,2020-06-28,3,0,1,0,0,0,0,0,0,0,90,43,1,19,23.4,15.3,0.0,3.9,1,0.0,0.3668369948863983,0,0.0,0.4512865543365479,0.4512865543365479,0,0,1,0,0,0
8688,Javier Manquillo,32,2020-07-01,6,0,0,0,1,0,0,0,0,0,72,43,0,21,9.0,2.4,2.0,1.3,0,0.0,0.0,0,0.0,0.595694899559021,0.595694899559021,1,0,0,0,0,0
8689,Jonjo Shelvey,32,2020-07-01,7,0,1,1,0,0,0,0,0,0,90,49,2,28,36.0,29.8,13.0,7.9,2,0.03782682120800018,0.5052956342697144,0,0.03782682120800018,1.1439279317855835,1.010493278503418,0,0,1,0,0,0
8690,Bernardo Fernandes da Silva Junior,32,2020-06-30,1,0,0,0,0,0,0,0,0,0,9,43,0,4,4.2,0.1,0.0,0.4,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
8691,Martin Dubravka,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,90,51,0,7,2.4,0.0,0.0,0.2,0,0.0,0.0,0,0.0,0.4363588094711304,0.4363588094711304,0,0,0,0,0,0
8692,Lewis Dunk,32,2020-06-30,1,0,3,0,0,0,0,0,0,0,80,47,0,15,9.6,0.1,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
8693,Francisco Femenía Far,32,2020-06-28,1,0,2,0,0,0,0,0,0,0,78,42,0,4,7.2,7.5,0.0,1.5,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
8694,Mario Vrancic,32,2020-07-01,0,0,1,0,0,0,0,0,0,1,15,62,0,1,1.6,1.1,0.0,0.3,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,1,0,0
8695,Alex Oxlade-Chamberlain,32,2020-07-02,-1,0,1,0,0,0,0,1,0,0,45,62,0,-4,0.0,1.3,22.0,1.9,0,0.03770231828093529,0.0,0,0.03770231828093529,0.05832293257117273,0.020620614290237427,0,0,1,0,1,0
8696,Andrew Robertson,32,2020-07-02,0,0,4,0,0,0,0,0,0,0,90,70,0,11,9.6,7.6,0.0,1.7,0,0.0,0.0,0,0.0,0.18282149732112885,0.18282149732112885,1,0,0,0,1,0
8697,Divock Origi,32,2020-07-02,1,0,1,0,0,0,0,0,0,0,28,51,0,4,4.4,20.8,22.0,4.7,2,0.07492136210203171,0.1273372918367386,0,0.07492136210203171,0.22287926077842712,0.020620614290237427,0,1,0,0,1,0
8698,Georginio Wijnaldum,32,2020-07-02,2,0,3,0,0,0,0,0,0,0,61,54,0,11,7.2,1.0,0.0,0.8,0,0.0,0.0,0,0.0,0.1235065907239914,0.1235065907239914,0,0,1,0,1,0
8699,Jordan Henderson,32,2020-07-02,1,0,4,0,0,0,0,0,0,1,90,53,0,17,12.2,3.1,4.0,1.9,1,0.0,0.0,0,0.0,0.4191320836544037,0.4191320836544037,0,0,1,0,1,0
8700,Joseph Gomez,32,2020-07-02,-1,0,3,0,0,0,0,0,0,1,45,53,0,1,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.1235065907239914,0.1235065907239914,1,0,0,0,1,0
8701,Miguel Almirón,32,2020-07-01,6,1,1,0,0,0,0,0,0,0,57,58,0,23,41.0,16.9,19.0,7.7,1,0.12150929868221284,0.16014565527439115,1,0.12150929868221284,0.4355870187282562,0.15393207967281342,0,0,1,0,0,0
8702,Marco Stiepermann,32,2020-07-01,0,0,1,0,0,0,0,0,0,1,15,50,0,-1,0.0,0.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,1,0,0
8703,Bernardo Mota Veiga de Carvalho e Silva,32,2020-07-02,1,0,0,0,0,0,0,0,0,0,11,77,0,1,0.2,0.3,0.0,0.1,0,0.0,0.0,0,0.0,0.13962291181087494,0.13962291181087494,0,0,1,0,1,0
8704,Lukas Rupp,32,2020-07-01,1,0,3,0,0,0,0,0,0,1,74,44,0,7,4.0,2.3,0.0,0.6,0,0.0,0.0,0,0.0,0.03217555209994316,0.03217555209994316,0,0,1,1,0,0
8705,Mason Holgate,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,90,43,0,12,22.6,0.6,0.0,2.3,0,0.0,0.0,0,0.0,0.11641642451286315,0.11641642451286315,1,0,0,0,0,0
8706,Lucas Digne,32,2020-07-01,5,0,1,1,0,0,0,0,0,0,90,57,0,16,22.4,26.3,10.0,5.9,2,0.013474560342729092,0.16125936806201935,0,0.013474560342729092,0.18503223359584808,0.05514124408364296,1,0,0,0,0,0
8707,Jordan Pickford,32,2020-07-01,1,0,1,0,0,0,2,0,0,1,90,52,0,10,16.6,0.0,0.0,1.7,0,0.0,0.0,0,0.0,0.05476532503962517,0.05476532503962517,0,0,0,0,0,0
8708,Gylfi Sigurdsson,32,2020-07-01,10,1,1,0,0,0,0,0,0,0,90,73,3,27,40.0,3.2,25.0,6.8,0,0.8159341812133789,0.0,0,0.05476532503962517,0.17118175327777865,0.11641642451286315,0,0,1,0,0,0
8709,Dominic Calvert-Lewin,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,90,65,0,3,0.4,4.8,20.0,2.5,0,0.05514124408364296,0.0,0,0.05514124408364296,0.2263229936361313,0.17118175327777865,0,1,0,0,0,0
8710,Anthony Gordon,32,2020-07-01,6,0,1,1,0,0,0,0,0,0,78,45,1,21,31.0,22.8,2.0,5.6,2,0.0,0.18562071025371552,0,0.0,0.3020371198654175,0.11641642451286315,0,1,0,0,0,0
8711,Alex Iwobi,32,2020-07-01,2,0,1,0,0,0,0,0,0,0,67,56,0,10,7.4,16.0,0.0,2.3,1,0.0,0.05514124408364296,0,0.0,0.2263229936361313,0.17118175327777865,0,0,1,0,0,0
8712,Sander Berge,32,2020-07-02,13,1,1,1,0,0,0,0,0,0,90,47,3,43,62.2,12.2,27.0,10.1,1,0.0919490084052086,0.6180425882339478,1,0.0919490084052086,1.4425401687622068,0.7325485944747925,0,0,1,0,0,0
8713,Joelinton Cássio Apolinário de Lira,32,2020-07-01,2,0,0,0,1,0,0,0,0,0,71,55,0,8,6.6,15.3,8.0,3.0,1,0.0,0.04293742403388024,0,0.0,0.5171230435371399,0.4741856157779694,0,1,0,0,0,0
8714,Oliver Norwood,32,2020-07-02,1,0,1,0,0,0,0,0,0,1,90,48,0,13,12.8,1.6,0.0,1.4,0,0.0,0.0,0,0.0,1.4655927419662476,1.4655927419662476,0,0,1,0,0,0
8715,Oliver McBurnie,32,2020-07-02,5,1,1,0,0,0,0,0,0,1,90,56,0,23,39.6,12.5,47.0,9.9,1,0.6490447521209717,0.023052599281072617,1,0.6490447521209717,1.404645919799805,0.7325485944747925,0,1,0,0,0,0
8716,Lys Mousset,32,2020-07-02,7,1,1,0,0,0,0,0,0,0,27,44,2,28,31.0,0.0,33.0,6.4,0,0.7325485944747925,0.0,1,0.7325485944747925,0.7325485944747925,0.0,0,1,0,0,0,0
8717,Jonathan Castro Otto,32,2020-06-27,12,0,0,1,1,0,0,0,0,0,90,54,3,34,26.8,19.7,2.0,4.9,1,0.0,0.06412415206432343,0,0.0,0.17421062290668488,0.17421062290668488,1,0,0,0,0,0
8718,Kieron Freeman,32,2020-07-02,1,0,0,0,0,0,0,0,0,0,1,42,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
8719,William Smallbone,32,2020-06-28,6,0,0,1,1,0,0,0,0,0,64,45,0,17,19.0,11.0,2.0,3.2,1,0.0,0.038933347910642624,0,0.0,0.038933347910642624,0.0,0,0,1,0,0,0
8720,Stuart Armstrong,32,2020-06-28,1,0,1,0,0,0,0,0,0,0,25,52,0,2,9.4,2.1,4.0,1.6,0,0.0,0.0,0,0.0,0.1968314498662949,0.1968314498662949,0,0,1,0,0,0
8721,Shane Long,32,2020-06-28,2,0,0,0,1,0,0,0,0,0,74,47,0,5,6.2,0.9,19.0,2.6,0,0.04551619291305542,0.0,0,0.04551619291305542,0.04551619291305542,0.0,0,1,0,0,0,0
8722,Ryan Bertrand,32,2020-06-28,2,0,1,0,0,0,0,0,0,0,90,48,0,13,17.4,3.0,0.0,2.0,0,0.0,0.0,0,0.0,0.41235318779945374,0.41235318779945374,1,0,0,0,0,0
8723,David Luiz Moreira Marinho,32,2020-07-01,6,0,0,0,1,0,0,0,0,0,90,57,0,23,21.0,0.4,7.0,2.8,0,0.04202945157885552,0.0,0,0.04202945157885552,0.3787423670291901,0.3787423670291901,1,0,0,1,0,0
8724,John Egan,32,2020-07-02,2,0,1,0,0,0,0,0,0,0,90,45,0,18,24.8,0.3,0.0,2.5,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
8725,Tomas Soucek,32,2020-07-01,7,1,2,0,0,0,0,0,0,0,90,48,0,28,50.8,11.3,73.0,13.5,1,0.2839468121528625,0.11173664778470993,1,0.2839468121528625,1.0167063474655151,0.9049696922302246,0,0,1,0,0,0
8726,Pablo Fornals,32,2020-07-01,2,0,2,0,0,0,0,0,0,0,90,60,0,13,4.0,3.6,0.0,0.8,0,0.0,0.0,0,0.0,1.16643488407135,1.16643488407135,0,0,1,0,0,0
