season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2014/15,168765,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2015/16,168765,45,43,8,83,0,0,0,4,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0
2016/17,168765,45,42,5,22,0,0,0,0,0,0,0,0,0,0,0,17,7.4,4.4,18.0,3.0
2020/21,168765,50,46,13,369,0,0,0,12,0,0,0,1,0,0,0,46,33.4,28.6,47.0,10.7
