season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2010/11,50229,45,45,51,1050,1,3,3,22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2014/15,50229,50,46,89,1821,3,8,2,47,0,0,0,1,0,0,7,256,0.0,0.0,0.0,0.0
2016/17,50229,55,53,115,2181,4,9,6,28,0,0,0,2,0,0,12,357,463.2,508.9,458.0,142.3
2017/18,50229,60,54,81,2087,2,3,10,32,0,0,0,3,0,0,3,276,370.2,531.8,345.0,124.7
2020/21,50229,55,51,69,1815,2,1,3,42,0,0,0,1,0,0,3,234,290.0,388.2,319.0,99.9
