season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2014/15,151119,45,43,1,12,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0
2015/16,151119,45,44,68,1811,0,3,6,26,0,0,0,2,0,0,2,353,0.0,0.0,0.0,0.0
2016/17,151119,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2017/18,151119,45,45,88,2842,0,2,7,37,1,0,0,5,0,0,5,467,494.4,340.7,63.0,90.0
2018/19,151119,45,45,63,2472,1,2,5,41,1,0,0,6,1,0,1,325,436.4,406.3,113.0,95.8
2019/20,151119,45,44,26,934,1,0,1,18,0,0,0,3,0,0,0,122,165.6,118.1,43.0,32.9
2020/21,151119,45,43,13,435,0,0,1,6,0,0,0,0,0,0,0,68,58.6,41.8,20.0,12.0
