name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,147,19,0,False,2020-12-27T14:15:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-1071,31512,1440,2511
Aaron Cresswell,DEF,West Ham,435,147,3,4,True,2020-12-27T14:15:00Z,2,2,15,90,0,1,0,2,0,0,0,0,0,0,0,21,13.0,22.9,8.0,4.4,53,54438,951670,95615,41177
Aaron Mooy,MID,Brighton,60,147,19,0,False,2020-12-27T14:15:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-14,885,0,14
Aaron Ramsdale,GK,Sheffield Utd,483,146,7,2,True,2020-12-26T20:00:00Z,0,1,15,90,0,0,0,1,0,0,0,0,0,2,0,12,10.8,0.0,0.0,1.1,47,-7748,165780,1216,8964
Aaron Wan-Bissaka,DEF,Man Utd,313,143,9,0,False,2020-12-26T12:30:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-66098,584362,6572,72670
Abdoulaye Doucouré,MID,Everton,512,146,15,6,False,2020-12-26T20:00:00Z,0,1,15,90,0,1,1,0,0,0,0,0,0,0,0,18,21.8,13.3,4.0,3.9,53,-1503,78512,3763,5266
Aboubakar Kamara,MID,Fulham,190,141,16,0,True,2020-12-26T15:00:00Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-45,3708,89,134
Adama Traoré,MID,Wolves,465,148,17,2,True,2020-12-27T19:15:00Z,1,1,15,90,0,0,0,1,0,0,0,0,0,0,0,7,7.0,25.4,6.0,3.8,61,-14938,438679,3811,18749
Adam Forshaw,MID,Leeds,199,142,4,0,True,2020-12-27T12:00:00Z,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,0,582,13,13
Adam Lallana,MID,Brighton,54,147,19,1,False,2020-12-27T14:15:00Z,2,2,15,45,0,0,0,0,0,0,0,0,0,0,0,10,12.2,23.8,0.0,3.6,62,-434,24341,577,1011
Adam Webster,DEF,Brighton,66,147,19,1,False,2020-12-27T14:15:00Z,2,2,15,90,0,0,0,2,0,0,0,0,0,0,0,16,25.8,2.3,27.0,5.5,44,-3951,132475,4698,8649
Ademola Lookman,MID,Fulham,557,141,16,3,True,2020-12-26T15:00:00Z,0,0,15,89,0,0,1,0,0,0,0,0,0,0,0,10,14.2,38.7,35.0,8.8,50,6702,123126,20908,14206
Adrien Silva,MID,Leicester,220,143,13,0,True,2020-12-26T12:30:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-427,19193,33,460
Adrián Bernabé,MID,Man City,537,145,14,0,True,2020-12-26T20:00:00Z,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-10,923,55,65
Adrián San Miguel del Castillo,GK,Liverpool,245,144,18,0,True,2020-12-27T16:30:00Z,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-452,30297,924,1376
Ahmed El-Sayed Hegazy,DEF,West Brom,414,144,11,0,False,2020-12-27T16:30:00Z,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-565,12330,54,619
Ahmed El Mohamady,DEF,Aston Villa,29,140,6,1,True,2020-12-26T15:00:00Z,3,0,15,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.5,0.0,0.1,43,2221,29038,4874,2653
Ainsley Maitland-Niles,DEF,Arsenal,15,139,5,0,True,2020-12-26T17:30:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-22,64337,2082,2104
Albian Ajeti,FWD,West Ham,447,147,3,0,True,2020-12-27T14:15:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,1,530,14,13
Aleksandar Mitrović,FWD,Fulham,184,141,16,1,True,2020-12-26T15:00:00Z,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,6.0,0.5,55,-10511,318571,4902,15413
Alex Nicolao Telles,DEF,Man Utd,568,143,9,0,False,2020-12-26T12:30:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-12851,106369,6195,19046
Alexandre Lacazette,FWD,Arsenal,6,139,5,8,True,2020-12-26T17:30:00Z,3,1,15,90,1,0,0,1,0,0,0,0,0,0,2,28,37.8,4.9,40.0,8.3,82,-7144,184930,1896,9040
Alexis Mac Allister,MID,Brighton,80,147,19,0,False,2020-12-27T14:15:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-65,2875,34,99
Alex Iwobi,MID,Everton,159,146,15,3,False,2020-12-26T20:00:00Z,0,1,15,90,0,0,1,0,0,0,0,0,0,0,0,14,17.0,10.9,13.0,4.1,59,2202,22780,4950,2748
Alex McCarthy,GK,Southampton,363,141,8,6,False,2020-12-26T15:00:00Z,0,0,15,90,0,0,1,0,0,0,0,0,0,1,0,24,11.6,0.0,0.0,1.2,46,50981,1765544,72325,21344
Alex Oxlade-Chamberlain,MID,Liverpool,248,144,18,1,True,2020-12-27T16:30:00Z,1,1,15,7,0,0,0,0,0,0,0,0,0,0,0,5,3.0,11.3,9.0,2.3,63,1009,3821,1341,332
Alfie Mawson,DEF,Fulham,185,141,16,0,True,2020-12-26T15:00:00Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1,671,23,24
Alireza Jahanbakhsh,MID,Brighton,71,147,19,1,False,2020-12-27T14:15:00Z,2,2,15,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,54,-42,2738,68,110
Alisson Ramses Becker,GK,Liverpool,252,144,18,2,True,2020-12-27T16:30:00Z,1,1,15,90,0,0,0,1,0,0,0,0,0,2,0,13,15.8,0.0,0.0,1.6,59,18294,515541,26567,8273
Allan Marques Loureiro,MID,Everton,502,146,15,0,False,2020-12-26T20:00:00Z,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-5763,58685,52,5815
Allan Saint-Maximin,MID,Newcastle,338,145,12,0,False,2020-12-26T20:00:00Z,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-22256,233585,460,22716
Alphonse Areola,GK,Fulham,516,141,16,8,True,2020-12-26T15:00:00Z,0,0,15,90,0,0,1,0,0,0,0,0,0,2,2,25,9.4,0.0,0.0,0.9,45,4693,117635,10210,5517
Andi Zeqiri,FWD,Brighton,574,147,19,0,False,2020-12-27T14:15:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,309,3587,690,381
Andreas Christensen,DEF,Chelsea,116,139,1,0,False,2020-12-26T17:30:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-313,16324,208,521
Andreas Pereira,MID,Man Utd,304,143,9,0,False,2020-12-26T12:30:00Z,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-34,2598,4,38
Andrew Robertson,DEF,Liverpool,255,144,18,2,True,2020-12-27T16:30:00Z,1,1,15,90,0,0,0,1,0,0,0,0,0,0,0,11,11.6,32.4,6.0,5.0,73,261028,1712964,283955,22927
Andriy Yarmolenko,MID,West Ham,436,147,3,1,True,2020-12-27T14:15:00Z,2,2,15,45,0,0,0,1,0,0,0,0,0,0,0,6,9.2,16.8,10.0,3.6,55,-46,5659,125,171
