name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,279,14,0,True,2021-03-20T20:00:00Z,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-78,23344,564,642
Aaron Cresswell,DEF,West Ham,435,288,1,0,True,2021-03-21T15:00:00Z,3,3,29,90,0,0,0,3,0,0,0,1,0,0,0,8,10.4,12.7,0.0,2.3,59,204684,2475507,221244,16560
Aaron Mooy,MID,Brighton,60,279,14,0,True,2021-03-20T20:00:00Z,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2,832,0,2
Aboubakar Kamara,MID,Fulham,190,282,10,0,True,2021-03-19T20:00:00Z,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-12,3138,0,12
Adam Forshaw,MID,Leeds,199,282,8,0,False,2021-03-19T20:00:00Z,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-47,627,28,75
Adam Lallana,MID,Brighton,54,279,14,3,True,2021-03-20T20:00:00Z,3,0,29,90,0,0,1,0,0,0,0,0,0,0,0,13,11.6,15.6,2.0,2.9,62,17366,59767,19246,1880
Adam Webster,DEF,Brighton,66,279,14,0,True,2021-03-20T20:00:00Z,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-3408,71855,58,3466
Ademipo Odubeko,FWD,West Ham,638,288,1,0,True,2021-03-21T15:00:00Z,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-30,3372,329,359
Ademola Lookman,MID,Fulham,557,282,10,5,True,2021-03-19T20:00:00Z,1,2,29,90,0,1,0,2,0,0,0,0,0,0,0,21,32.0,68.4,61.0,16.1,51,104271,359227,113097,8826
Ahmed El Mohamady,DEF,Aston Villa,29,170,17,0,True,2021-03-21T19:30:00Z,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-930,36572,1199,2129
Albian Ajeti,FWD,West Ham,447,288,1,0,True,2021-03-21T15:00:00Z,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-2,508,0,2
Aleksandar Mitrović,FWD,Fulham,184,282,10,1,True,2021-03-19T20:00:00Z,1,2,29,45,0,0,0,1,0,0,0,0,0,0,0,0,5.8,15.2,55.0,7.6,55,5313,276895,7582,2269
Alexandre Lacazette,FWD,Arsenal,6,288,19,11,False,2021-03-21T15:00:00Z,3,3,29,90,1,1,0,3,0,0,0,1,0,0,3,37,40.8,31.4,66.0,13.8,81,160752,620867,170636,9884
Alexis Mac Allister,MID,Brighton,80,279,14,1,True,2021-03-20T20:00:00Z,3,0,29,11,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,0.0,0.0,53,209,3683,332,123
Alfie Devine,MID,Spurs,650,170,2,0,False,2021-03-21T19:30:00Z,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-30,673,87,117
Alfie Mawson,DEF,Fulham,185,282,10,0,True,2021-03-19T20:00:00Z,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0,580,0,0
Alireza Jahanbakhsh,MID,Brighton,71,279,14,0,True,2021-03-20T20:00:00Z,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,36,2662,69,33
Allan Saint-Maximin,MID,Newcastle,338,279,3,0,False,2021-03-20T20:00:00Z,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-2852,182643,139,2991
Alphonse Areola,GK,Fulham,516,282,10,1,True,2021-03-19T20:00:00Z,1,2,29,90,0,0,0,2,0,0,0,0,0,2,0,12,18.8,0.0,0.0,1.9,46,26240,465332,33408,7168
Andi Zeqiri,FWD,Brighton,574,279,14,1,True,2021-03-20T20:00:00Z,3,0,29,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,50,129,6976,527,398
Andriy Yarmolenko,MID,West Ham,436,288,1,0,True,2021-03-21T15:00:00Z,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-6,5331,42,48
André-Frank Zambo Anguissa,MID,Fulham,191,282,10,2,True,2021-03-19T20:00:00Z,1,2,29,90,0,0,0,2,0,0,0,0,0,0,0,1,17.2,13.2,20.0,5.0,45,9,117355,3262,3253
Andy Carroll,FWD,Newcastle,320,279,3,0,False,2021-03-20T20:00:00Z,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,743,26096,1569,826
