name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,329,10,0,True,2021-05-01T14:00:00Z,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-64,22071,114,178
Aaron Cresswell,DEF,West Ham,435,330,4,2,False,2021-05-03T19:15:00Z,1,2,34,90,0,0,0,1,0,0,0,0,0,0,0,17,20.4,67.8,13.0,10.1,56,-203947,1513154,2102,206049
Aaron Mooy,MID,Brighton,60,329,10,0,True,2021-05-01T14:00:00Z,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,827,0,0
Aaron Ramsdale,GK,Sheffield Utd,483,337,17,2,False,2021-05-02T18:15:00Z,4,0,34,90,0,0,0,4,0,0,0,0,0,6,0,22,31.4,0.0,0.0,3.1,46,-1986,138341,1211,3197
Abdoulaye Doucouré,MID,Everton,512,333,2,0,True,2021-05-01T19:00:00Z,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-387,50377,20,407
Aboubakar Kamara,MID,Fulham,190,331,5,0,False,2021-05-01T16:30:00Z,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-4,3099,0,4
Adama Traoré,MID,Wolves,465,338,18,2,False,2021-05-03T17:00:00Z,1,1,34,90,0,0,0,1,0,0,0,0,0,0,0,0,13.4,26.8,40.0,8.0,61,-13320,493653,5022,18342
Adam Forshaw,MID,Leeds,199,329,3,0,False,2021-05-01T14:00:00Z,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,10,631,18,8
Adam Lallana,MID,Brighton,54,329,10,0,True,2021-05-01T14:00:00Z,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-1892,28832,271,2163
Adam Webster,DEF,Brighton,66,329,10,6,True,2021-05-01T14:00:00Z,2,0,34,90,0,0,1,0,0,0,0,0,0,0,0,28,25.4,0.9,6.0,3.2,43,-616,74752,1120,1736
Ademipo Odubeko,FWD,West Ham,638,330,4,0,False,2021-05-03T19:15:00Z,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-283,3686,177,460
