name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,178,12,0,False,2021-01-13T18:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-2045,25820,1228,3273
Aaron Mooy,MID,Brighton,60,178,12,0,False,2021-01-13T18:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-12,871,2,14
Aaron Ramsdale,GK,Sheffield Utd,483,174,14,9,True,2021-01-12T18:00:00Z,1,0,18,90,0,0,1,0,0,0,0,0,0,3,2,28,19.4,0.0,0.0,1.9,47,2975,199026,13461,10486
Aaron Wan-Bissaka,DEF,Man Utd,313,379,4,6,False,2021-01-12T20:15:00Z,0,1,18,90,0,0,1,0,0,0,0,0,0,0,0,24,22.0,13.5,0.0,3.6,53,179792,1068633,217150,37358
Abdoulaye Doucouré,MID,Everton,512,176,20,1,False,2021-01-12T20:15:00Z,1,2,18,90,0,0,0,1,0,0,0,1,0,0,0,9,7.0,2.8,4.0,1.4,53,-462,83495,5840,6302
Aboubakar Kamara,MID,Fulham,190,157,17,1,False,2021-01-13T20:15:00Z,1,1,18,4,0,0,0,0,0,0,0,0,0,0,0,3,2.0,10.6,0.0,1.3,48,-27,3736,120,147
Adama Traoré,MID,Wolves,465,176,7,0,True,2021-01-12T20:15:00Z,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61,-69,442590,12698,12767
Adam Lallana,MID,Brighton,54,178,12,0,False,2021-01-13T18:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-540,22419,226,766
Adam Webster,DEF,Brighton,66,178,12,1,False,2021-01-13T18:00:00Z,1,0,18,90,0,0,0,1,0,0,0,1,0,0,0,10,29.8,1.1,0.0,3.1,44,-4386,119129,6393,10779
Ademola Lookman,MID,Fulham,557,157,17,4,False,2021-01-13T20:15:00Z,1,1,18,23,0,1,0,0,0,0,0,0,0,0,0,17,23.2,35.5,4.0,6.3,50,-12657,74364,9264,21921
Adrián Bernabé,MID,Man City,537,178,3,0,True,2021-01-13T18:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7,1032,62,69
Ainsley Maitland-Niles,DEF,Arsenal,15,169,6,6,True,2021-01-14T20:00:00Z,0,0,18,64,0,0,1,0,0,0,0,0,0,0,0,19,8.8,2.7,7.0,1.9,46,-1236,63102,2021,3257
Aleksandar Mitrović,FWD,Fulham,184,157,17,0,False,2021-01-13T20:15:00Z,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-4862,302992,8906,13768
Alex Nicolao Telles,DEF,Man Utd,568,379,4,0,False,2021-01-12T20:15:00Z,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-7948,84970,7665,15613
Alexandre Lacazette,FWD,Arsenal,6,169,6,2,True,2021-01-14T20:00:00Z,0,0,18,80,0,0,1,0,0,0,0,0,0,0,0,7,0.4,3.8,6.0,1.0,83,277285,1080368,315381,38096
Alexis Mac Allister,MID,Brighton,80,178,12,2,False,2021-01-13T18:00:00Z,1,0,18,90,0,0,0,1,0,0,0,0,0,0,0,10,14.8,12.8,3.0,3.1,53,-38,2882,56,94
Alex Iwobi,MID,Everton,159,176,20,8,False,2021-01-12T20:15:00Z,1,2,18,90,1,0,0,1,0,0,0,0,0,0,1,30,49.2,6.0,56.0,11.1,59,-1684,21652,1703,3387
Alfie Mawson,DEF,Fulham,185,157,17,0,False,2021-01-13T20:15:00Z,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-9,631,7,16
Alireza Jahanbakhsh,MID,Brighton,71,178,12,0,False,2021-01-13T18:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-59,2757,74,133
Allan Marques Loureiro,MID,Everton,502,176,20,0,False,2021-01-12T20:15:00Z,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-2257,53311,47,2304
Allan Saint-Maximin,MID,Newcastle,338,174,15,0,False,2021-01-12T18:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-11560,197226,292,11852
Alphonse Areola,GK,Fulham,516,157,17,3,False,2021-01-13T20:15:00Z,1,1,18,90,0,0,0,1,0,0,0,0,0,5,0,19,34.0,0.0,0.0,3.4,45,20753,190931,40247,19494
Andi Zeqiri,FWD,Brighton,574,178,12,0,False,2021-01-13T18:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,777,6597,1689,912
Andreas Pereira,MID,Man Utd,304,379,4,0,False,2021-01-12T20:15:00Z,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-20,2546,5,25
Andreas Söndergaard,GK,Wolves,617,176,7,0,True,2021-01-12T20:15:00Z,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,7700,65400,9144,1444
