name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,79,2,0,False,2020-11-21T15:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-6056,33468,967,7023
Aaron Cresswell,DEF,West Ham,435,86,15,7,False,2020-11-22T14:00:00Z,0,1,9,90,0,0,1,0,0,0,0,0,0,0,1,29,19.4,20.5,0.0,4.0,51,91007,701664,124019,33012
Aaron Mooy,MID,Brighton,60,79,2,0,False,2020-11-21T15:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,4,956,40,36
Aaron Ramsdale,GK,Sheffield Utd,483,86,19,2,True,2020-11-22T14:00:00Z,0,1,9,90,0,0,0,1,0,0,0,0,0,2,0,12,18.2,0.0,0.0,1.8,48,-16255,216545,2690,18945
Aaron Wan-Bissaka,DEF,Man Utd,313,84,18,8,True,2020-11-21T20:00:00Z,1,0,9,90,0,0,1,0,0,0,0,0,0,0,2,31,17.4,14.8,2.0,3.4,54,27252,698777,58258,31006
Abdoulaye Doucouré,MID,Everton,512,81,8,9,False,2020-11-22T12:00:00Z,2,3,9,90,1,0,0,2,0,0,0,0,0,0,2,43,54.2,14.4,33.0,10.2,53,-7885,77615,1852,9737
Aboubakar Kamara,MID,Fulham,190,81,7,0,True,2020-11-22T12:00:00Z,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-362,3827,108,470
Adama Traoré,MID,Wolves,465,88,16,1,True,2020-11-23T20:00:00Z,1,1,9,90,0,0,0,1,0,0,0,1,0,0,0,5,12.4,11.9,13.0,3.7,62,-57397,524031,4662,62059
Adam Forshaw,MID,Leeds,199,82,1,0,True,2020-11-22T16:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-15,617,36,51
Adam Lallana,MID,Brighton,54,79,2,4,False,2020-11-21T15:00:00Z,1,2,9,45,0,1,0,0,0,0,0,0,0,0,0,18,18.8,11.1,6.0,3.6,62,-1276,31681,1300,2576
Adam Webster,DEF,Brighton,66,79,2,2,False,2020-11-21T15:00:00Z,1,2,9,90,0,0,0,1,0,0,0,0,0,0,0,13,20.4,0.3,2.0,2.3,44,-4281,135354,4367,8648
Ademola Lookman,MID,Fulham,557,81,7,5,True,2020-11-22T12:00:00Z,2,3,9,90,0,1,0,3,0,0,0,0,0,0,0,26,30.8,35.0,16.0,8.2,50,-4582,32700,3565,8147
Adrien Silva,MID,Leicester,220,83,11,0,False,2020-11-22T19:15:00Z,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1690,22009,30,1720
Adrián Bernabé,MID,Man City,537,87,17,0,False,2020-11-21T17:30:00Z,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,25,728,119,94
Adrián San Miguel del Castillo,GK,Liverpool,245,83,9,0,True,2020-11-22T19:15:00Z,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1768,33354,1342,3110
Ahmed El-Sayed Hegazy,DEF,West Brom,414,84,13,0,False,2020-11-21T20:00:00Z,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-2937,16749,339,3276
Ahmed El Mohamady,DEF,Aston Villa,29,79,3,0,True,2020-11-21T15:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-962,22920,409,1371
Ainsley Maitland-Niles,DEF,Arsenal,15,82,10,1,False,2020-11-22T16:30:00Z,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,47,-6176,76313,829,7005
Albian Ajeti,FWD,West Ham,447,86,15,0,False,2020-11-22T14:00:00Z,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-4,517,18,22
Aleksandar Mitrović,FWD,Fulham,184,81,7,1,True,2020-11-22T12:00:00Z,2,3,9,32,0,0,0,0,0,0,0,0,0,0,0,2,5.2,11.1,29.0,4.5,57,-95375,488030,9965,105340
Alex Nicolao Telles,DEF,Man Utd,568,84,18,6,True,2020-11-21T20:00:00Z,1,0,9,90,0,0,1,0,0,0,0,0,0,0,0,22,9.4,5.5,5.0,2.0,55,36105,97096,43517,7412
Alexandre Lacazette,FWD,Arsenal,6,82,10,0,False,2020-11-22T16:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,-19270,237159,6786,26056
Alexis Mac Allister,MID,Brighton,80,79,2,0,False,2020-11-21T15:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-524,3538,128,652
Alex Iwobi,MID,Everton,159,81,8,2,False,2020-11-22T12:00:00Z,2,3,9,90,0,0,0,2,0,0,0,0,0,0,0,19,19.8,3.5,2.0,2.5,59,-436,12423,648,1084
Alex McCarthy,GK,Southampton,363,88,20,7,False,2020-11-23T20:00:00Z,1,1,9,90,0,0,0,1,0,0,0,0,0,8,3,24,59.0,0.0,0.0,5.9,45,36083,1498709,75156,39073
Alex Oxlade-Chamberlain,MID,Liverpool,248,83,9,0,True,2020-11-22T19:15:00Z,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-44,1760,57,101
Alfie Mawson,DEF,Fulham,185,81,7,0,True,2020-11-22T12:00:00Z,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-26,698,9,35
Alireza Jahanbakhsh,MID,Brighton,71,79,2,0,False,2020-11-21T15:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-17,2629,75,92
Alisson Ramses Becker,GK,Liverpool,252,83,9,8,True,2020-11-22T19:15:00Z,3,0,9,90,0,0,1,0,0,0,0,0,0,4,1,30,33.2,0.0,0.0,3.3,59,-7955,540815,10063,18018
Allan Marques Loureiro,MID,Everton,502,81,8,2,False,2020-11-22T12:00:00Z,2,3,9,90,0,0,0,2,0,0,0,0,0,0,0,12,9.4,2.2,0.0,1.2,53,-4088,73448,2511,6599
Allan Saint-Maximin,MID,Newcastle,338,85,5,2,True,2020-11-21T12:30:00Z,0,2,9,73,0,0,0,2,0,0,0,0,0,0,0,5,3.0,11.8,4.0,1.9,53,-51600,458695,17288,68888
Alphonse Areola,GK,Fulham,516,81,7,2,True,2020-11-22T12:00:00Z,2,3,9,90,0,0,0,3,0,0,0,0,0,4,0,18,30.2,0.0,0.0,3.0,45,-196,101083,5506,5702
Andi Zeqiri,FWD,Brighton,574,79,2,0,False,2020-11-21T15:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-40,2251,370,410
Andreas Christensen,DEF,Chelsea,116,85,14,0,False,2020-11-21T12:30:00Z,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1085,18121,312,1397
Andreas Pereira,MID,Man Utd,304,84,18,0,True,2020-11-21T20:00:00Z,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-165,2821,4,169
Andrew Robertson,DEF,Liverpool,255,83,9,12,True,2020-11-22T19:15:00Z,3,0,9,90,0,1,1,0,0,0,0,0,0,0,3,45,33.8,49.3,3.0,8.6,71,-59878,1264038,88812,148690
Andriy Yarmolenko,MID,West Ham,436,86,15,0,False,2020-11-22T14:00:00Z,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-773,6250,128,901
Andros Townsend,MID,Crystal Palace,137,80,4,2,False,2020-11-23T17:30:00Z,1,0,9,90,0,0,0,1,0,0,0,0,0,0,0,19,20.4,64.4,20.0,10.5,59,-20187,171750,8374,28561
André Filipe Tavares Gomes,MID,Everton,158,81,8,0,False,2020-11-22T12:00:00Z,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-984,20064,464,1448
André-Frank Zambo Anguissa,MID,Fulham,191,81,7,1,True,2020-11-22T12:00:00Z,2,3,9,21,0,0,0,0,0,0,0,0,0,0,0,5,9.2,3.4,2.0,1.5,45,-10692,138487,3321,14013
Andy Carroll,FWD,Newcastle,320,85,5,1,True,2020-11-21T12:30:00Z,0,2,9,16,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,18.0,2.2,53,-1610,25811,912,2522
Angelo Ogbonna,DEF,West Ham,432,86,15,6,False,2020-11-22T14:00:00Z,0,1,9,90,0,0,1,0,0,0,0,0,0,0,0,20,8.0,0.3,6.0,1.4,49,-4027,27985,386,4413
Angus Gunn,GK,Southampton,371,88,20,0,False,2020-11-23T20:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-853,11809,33,886
