name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
Aaron Connolly,FWD,Brighton,78,349,19,0,True,2021-05-15T19:00:00Z,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-11,22006,155,166
Aaron Cresswell,DEF,West Ham,435,349,3,3,False,2021-05-15T19:00:00Z,1,1,36,90,0,0,0,1,0,0,0,0,0,0,1,20,14.6,60.3,4.0,7.9,56,-54038,1361818,21468,75506
Aaron Mooy,MID,Brighton,60,349,19,0,True,2021-05-15T19:00:00Z,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2,825,0,2
Aaron Ramsdale,GK,Sheffield Utd,483,351,7,10,False,2021-05-16T18:00:00Z,0,1,36,90,0,0,1,0,0,0,0,0,0,6,2,33,46.0,0.0,0.0,4.6,46,-1141,137877,1304,2445
Abdoulaye Doucouré,MID,Everton,512,351,15,2,True,2021-05-16T18:00:00Z,0,1,36,77,0,0,0,1,0,0,0,0,0,0,0,14,10.0,3.6,2.0,1.6,51,821,51205,957,136
Aboubakar Kamara,MID,Fulham,190,357,16,0,False,2021-05-15T14:00:00Z,3,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-14,3079,0,14
Adama Traoré,MID,Wolves,465,358,17,2,False,2021-05-16T13:05:00Z,2,0,36,90,0,0,0,2,0,0,0,0,0,0,0,14,12.6,34.3,16.0,6.3,60,-1008,451169,5509,6517
Adam Forshaw,MID,Leeds,199,350,4,0,False,2021-05-15T11:30:00Z,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,5,630,22,17
Adam Lallana,MID,Brighton,54,349,19,1,True,2021-05-15T19:00:00Z,1,1,36,23,0,0,0,1,0,0,0,0,0,0,0,3,3.8,0.8,0.0,0.5,62,-694,25481,62,756
Adam Webster,DEF,Brighton,66,349,19,2,True,2021-05-15T19:00:00Z,1,1,36,90,0,0,0,1,0,0,0,0,0,0,0,19,29.6,0.5,0.0,3.0,43,2674,78979,3813,1139
Ademipo Odubeko,FWD,West Ham,638,349,3,0,False,2021-05-15T19:00:00Z,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-21,3721,151,172
Ademola Lookman,MID,Fulham,557,357,16,1,False,2021-05-15T14:00:00Z,3,1,36,27,0,0,0,1,0,0,0,0,0,0,0,1,4.6,0.8,22.0,2.7,48,3321,118831,7959,4638
Adrián Bernabé,MID,Man City,537,356,14,0,False,2021-05-14T19:00:00Z,3,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,5,1049,14,9
Adrián San Miguel del Castillo,GK,Liverpool,245,353,18,0,False,2021-05-16T15:30:00Z,1,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-176,28400,114,290
Ahmed El-Sayed Hegazy,DEF,West Brom,414,353,11,0,True,2021-05-16T15:30:00Z,1,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,-18,9743,0,18
Ahmed El Mohamady,DEF,Aston Villa,29,355,6,1,False,2021-05-16T11:00:00Z,3,2,36,90,0,0,0,3,0,0,0,0,0,0,0,20,22.8,20.0,11.0,5.4,42,-163,27508,466,629
Ainsley Maitland-Niles,DEF,West Brom,15,353,11,1,True,2021-05-16T15:30:00Z,1,2,36,17,0,0,0,1,0,0,0,0,0,0,0,4,3.0,0.3,0.0,0.3,46,-402,64751,408,810
Albian Ajeti,FWD,West Ham,447,349,3,0,False,2021-05-15T19:00:00Z,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,502,0,0
Aleksandar Mitrović,FWD,Fulham,184,357,16,0,False,2021-05-15T14:00:00Z,3,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-599,270667,881,1480
Alexandre Jankewitz,MID,Southampton,643,357,8,0,True,2021-05-15T14:00:00Z,3,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6,815,62,68
Alexis Mac Allister,MID,Brighton,80,349,19,0,True,2021-05-15T19:00:00Z,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,1,3204,38,37
Alex Iwobi,MID,Everton,159,351,15,0,True,2021-05-16T18:00:00Z,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,18,17696,339,321
Alex McCarthy,GK,Southampton,363,357,8,2,True,2021-05-15T14:00:00Z,3,1,36,90,0,0,0,1,0,0,0,0,0,2,0,12,16.0,0.0,0.0,1.6,44,-10675,918089,5583,16258
