season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2018/19,92259,45,43,7,101,0,0,0,3,0,0,0,0,0,0,0,24,17.6,8.3,8.0,3.4
2020/21,92259,50,47,6,116,0,0,0,3,0,0,0,0,0,0,0,13,1.4,14.6,47.0,5.9
