name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex McCarthy,GK,Southampton,0,0,15,0,0.0,318,118,2,0,2.5,24.6,2019-11-09T15:00:00Z,90,8,0,0,0,0,12,3,28633,2,1,0.0,2,828,1573,745,43,True,0
Alex Oxlade-Chamberlain,MID,Liverpool,0,0,3,0,0.3,193,114,0,0,0.2,2.0,2019-11-10T16:30:00Z,11,11,0,0,0,0,12,0,36235,1,3,0.0,1,5729,8384,2655,62,True,0
Alfie Whiteman,GK,Spurs,0,0,0,0,0.0,543,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,15,0,0,0,0,12,0,25089,1,1,0.0,0,772,1718,946,40,True,0
Alireza Jahanbakhsh,MID,Brighton,0,0,0,0,0.0,50,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,12,0,0,0,0,12,0,4449,1,3,0.0,0,-57,40,97,58,False,0
Alisson Ramses Becker,GK,Liverpool,0,0,18,0,0.0,189,114,1,0,2.5,24.6,2019-11-10T16:30:00Z,90,11,0,0,0,0,12,2,522736,1,3,0.0,2,11686,27618,15932,59,True,0
Allan Saint-Maximin,MID,Newcastle,1,0,15,0,31.2,500,116,1,0,7.7,16.0,2019-11-09T15:00:00Z,89,3,0,0,0,0,12,0,28192,1,2,30.0,5,5760,7000,1240,54,True,0
Andreas Christensen,DEF,Chelsea,0,0,0,0,0.0,108,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,0,7,0,0,0,0,12,0,44338,0,2,0.0,0,-1595,143,1738,49,True,0
Andreas Pereira,MID,Man Utd,0,1,28,0,36.1,246,115,1,1,12.0,48.4,2019-11-10T14:00:00Z,69,4,0,0,0,0,12,0,33499,1,3,35.0,8,340,2586,2246,50,True,0
Andrew Robertson,DEF,Liverpool,1,0,24,0,29.7,181,114,1,0,6.6,36.2,2019-11-10T16:30:00Z,90,11,0,0,0,0,12,0,1499335,1,3,0.0,5,61932,81187,19255,69,True,0
Andrew Surman,MID,Bournemouth,0,0,0,0,0.0,80,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,13,0,0,0,0,12,0,2766,1,2,0.0,0,-158,11,169,47,False,0
Andre Gray,FWD,Watford,0,0,24,0,13.3,364,117,0,1,8.9,37.6,2019-11-08T20:00:00Z,59,14,0,0,0,0,12,0,29793,2,0,38.0,5,-572,744,1316,57,False,0
Andre Green,MID,Aston Villa,0,0,0,0,0.0,32,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,20,0,0,0,0,12,0,785,1,2,0.0,0,-9,13,22,49,False,0
Andriy Yarmolenko,MID,West Ham,0,0,0,0,17.5,392,111,2,0,6.0,10.4,2019-11-09T15:00:00Z,70,5,0,0,0,0,12,0,374996,0,3,32.0,2,-57405,14446,71851,60,False,0
Andros Townsend,MID,Crystal Palace,0,0,7,0,4.8,135,112,2,0,1.5,8.6,2019-11-09T12:30:00Z,90,6,0,0,0,0,12,0,91202,0,2,2.0,2,-7205,172,7377,56,False,0
André Filipe Tavares Gomes,MID,Everton,0,0,0,0,0.0,422,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,16,0,0,0,0,12,0,25837,2,1,0.0,0,-2819,217,3036,53,False,0
Andy Carroll,FWD,Newcastle,0,0,4,0,1.2,520,116,0,0,0.5,4.2,2019-11-09T15:00:00Z,7,3,0,0,0,0,12,0,6732,1,2,0.0,1,-153,223,376,54,True,0
Andy King,MID,Leicester,0,0,0,0,0.0,480,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,1,0,0,0,0,12,0,33927,0,2,0.0,0,3079,6613,3534,43,True,0
Andy Lonergan,GK,Liverpool,0,0,0,0,0.0,530,114,0,0,0.0,0.0,2019-11-10T16:30:00Z,0,11,0,0,0,0,12,0,1700,1,3,0.0,0,-31,30,61,43,True,0
Angelo Ogbonna,DEF,West Ham,0,0,0,0,0.0,377,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,5,0,0,0,0,12,0,29985,0,3,0.0,0,-2698,169,2867,45,False,0
Angel Gomes,MID,Man Utd,0,0,0,0,0.0,245,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,4,0,0,0,0,12,0,6657,1,3,0.0,0,-213,138,351,48,True,0
Angus Gunn,GK,Southampton,0,0,0,0,0.0,319,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,8,0,0,0,0,12,0,191293,2,1,0.0,0,-15281,657,15938,45,True,0
Anthony Gordon,FWD,Everton,0,0,0,0,0.0,561,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,16,0,0,0,0,12,0,0,2,1,0.0,0,0,0,0,45,False,0
Anthony Knockaert,MID,Brighton,0,0,0,0,0.0,52,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,12,0,0,0,0,12,0,666,1,3,0.0,0,2,5,3,54,False,0
Anthony Martial,MID,Man Utd,2,2,32,0,44.0,239,115,1,0,13.4,45.0,2019-11-10T14:00:00Z,90,4,0,0,0,0,12,0,568782,1,3,45.0,10,141072,154170,13098,77,True,0
Antonio Rüdiger,DEF,Chelsea,0,0,0,0,0.0,104,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,0,7,0,0,0,0,12,0,6612,0,2,0.0,0,-141,45,186,60,True,0
Anwar El Ghazi,MID,Aston Villa,0,0,12,0,31.1,30,120,2,0,5.6,12.2,2019-11-10T14:00:00Z,90,20,0,0,0,0,12,0,113096,1,2,13.0,2,2648,13985,11337,55,False,0
Archie Mair,GK,Norwich,0,0,0,0,0.0,551,117,0,0,0.0,0.0,2019-11-08T20:00:00Z,0,18,0,0,0,0,12,0,2083,2,0,0.0,0,173,304,131,40,True,0
Arnaut Danjuma Groeneveld,MID,Bournemouth,0,0,2,0,0.6,492,116,0,0,0.6,1.4,2019-11-09T15:00:00Z,12,13,0,0,0,0,12,0,2069,1,2,4.0,1,-12,60,72,58,False,0
Arthur Masuaku,DEF,West Ham,0,0,0,0,0.0,378,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,5,0,0,0,0,12,0,46857,0,3,0.0,0,-5181,123,5304,45,False,0
Artur Boruc,GK,Bournemouth,0,0,0,0,0.0,73,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,13,0,0,0,0,12,0,20073,1,2,0.0,0,-455,217,672,44,False,0
Ashley Barnes,FWD,Burnley,0,2,29,1,5.1,90,111,0,1,7.6,33.6,2019-11-09T15:00:00Z,80,19,0,0,0,0,12,0,265392,0,3,37.0,8,-15992,6858,22850,63,True,0
Ashley Westwood,MID,Burnley,1,0,18,1,16.8,101,111,0,0,2.3,6.0,2019-11-09T15:00:00Z,90,19,0,0,0,0,12,0,33001,0,3,0.0,5,-305,1579,1884,54,True,1
Ashley Young,DEF,Man Utd,0,0,0,0,0.0,224,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,4,0,0,0,0,12,0,24564,1,3,0.0,0,-4124,98,4222,54,True,0
Asmir Begovic,GK,Bournemouth,0,0,0,0,0.0,72,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,13,0,0,0,0,12,0,70095,1,2,0.0,0,-3067,43,3110,43,False,0
Axel Tuanzebe,DEF,Man Utd,0,0,0,0,0.0,481,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,4,0,0,0,0,12,0,9406,1,3,0.0,0,-725,83,808,44,True,0
Aymeric Laporte,DEF,Man City,0,0,0,0,0.0,202,114,0,0,0.0,0.0,2019-11-10T16:30:00Z,0,10,0,0,0,0,12,0,151157,1,3,0.0,0,-2329,574,2903,63,False,0
Ayoze Pérez,MID,Leicester,0,0,2,0,7.3,265,113,0,0,1.9,0.8,2019-11-09T17:30:00Z,59,1,0,0,0,0,12,0,464027,0,2,11.0,1,63361,82821,19460,61,True,0
Bailey Peacock-Farrell,GK,Burnley,0,0,0,0,0.0,495,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,5501,0,3,0.0,0,-97,13,110,44,True,0
Bamidele Alli,MID,Spurs,0,0,11,1,26.3,344,119,0,0,4.5,18.8,2019-11-09T15:00:00Z,71,15,0,0,0,0,12,0,63463,1,1,0.0,3,22951,26149,3198,84,True,0
Beni Baningime,MID,Everton,0,0,0,0,0.0,557,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,16,0,0,0,0,12,0,293,2,1,0.0,0,27,81,54,45,False,0
Benjamin Chilwell,DEF,Leicester,0,0,23,1,27.3,161,113,0,0,4.4,12.4,2019-11-09T17:30:00Z,90,1,0,0,0,0,12,0,803122,0,2,4.0,6,95108,111668,16560,57,True,0
Benjamin Mendy,DEF,Man City,0,0,0,0,0.0,204,114,0,0,0.0,0.0,2019-11-10T16:30:00Z,0,10,0,0,0,0,12,0,115412,1,3,0.0,0,-29488,2822,32310,60,False,0
Ben Davies,DEF,Spurs,0,0,8,0,8.8,329,119,1,0,2.9,18.6,2019-11-09T15:00:00Z,90,15,0,0,0,0,12,0,11543,1,1,2.0,2,263,654,391,54,True,0
Ben Foster,GK,Watford,0,2,32,1,0.0,366,117,0,0,3.3,32.8,2019-11-08T20:00:00Z,90,14,0,0,0,0,12,5,130830,2,0,0.0,9,10164,14183,4019,48,False,0
Ben Gibson,DEF,Burnley,0,0,0,0,0.0,89,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,182142,0,3,0.0,0,-3883,1201,5084,40,True,0
Ben Godfrey,DEF,Norwich,0,0,12,0,3.8,273,117,2,0,3.0,24.4,2019-11-08T20:00:00Z,90,18,0,0,0,0,12,0,15351,2,0,2.0,1,-165,471,636,45,True,0
Ben Johnson,DEF,West Ham,0,0,0,0,0.0,384,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,5,0,0,0,0,12,0,102608,0,3,0.0,0,-2059,1335,3394,40,False,0
Ben Mee,DEF,Burnley,0,0,24,1,10.5,83,111,0,0,7.4,25.4,2019-11-09T15:00:00Z,90,19,0,0,0,0,12,0,62731,0,3,38.0,5,-2387,1130,3517,50,True,1
Ben Osborn,MID,Sheffield Utd,0,0,0,0,0.0,472,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,17,0,0,0,0,12,0,2253,1,1,0.0,0,-41,29,70,47,False,0
Beram Kayal,MID,Brighton,0,0,0,0,0.0,56,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,12,0,0,0,0,12,0,3355,1,3,0.0,0,-96,27,123,44,False,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,0,3,30,0,24.3,218,114,3,1,10.2,52.4,2019-11-10T16:30:00Z,90,10,0,0,0,0,12,0,907759,1,3,25.0,10,-46294,26270,72564,79,False,0
Bernardo Fernandes da Silva Junior,DEF,Brighton,0,0,0,0,0.0,39,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,12,0,0,0,0,12,0,6542,1,3,0.0,0,-191,19,210,43,False,0
Bernard Anício Caldeira Duarte,MID,Everton,0,0,0,0,0.0,152,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,16,0,0,0,0,12,0,51397,2,1,0.0,0,-6111,62,6173,65,False,0
Bernard Ashley-Seal,FWD,Wolves,0,0,0,0,0.0,559,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,2,0,0,0,0,12,0,1374,1,2,0.0,0,205,455,250,45,True,0
Bernd Leno,GK,Arsenal,0,0,22,0,0.0,14,113,2,0,4.2,42.4,2019-11-09T17:30:00Z,90,9,0,0,0,0,12,5,418549,0,2,0.0,2,-15265,3591,18856,50,False,0
Billy Gilmour,MID,Chelsea,0,0,4,0,11.8,533,112,0,0,1.4,2.4,2019-11-09T12:30:00Z,3,7,0,0,0,0,12,0,1639,0,2,0.0,1,-28,92,120,45,True,0
Billy Sharp,FWD,Sheffield Utd,0,0,0,0,0.0,298,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,17,0,0,0,0,12,0,23733,1,1,0.0,0,-617,184,801,57,False,0
Birkir Bjarnason,MID,Aston Villa,0,0,0,0,0.0,33,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,20,0,0,0,0,12,0,2944,1,2,0.0,0,-64,19,83,45,False,0
Bjorn Engels,DEF,Aston Villa,0,0,0,0,0.0,455,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,20,0,0,0,0,12,0,64266,1,2,0.0,0,-1451,1553,3004,45,False,0
Brandon Austin,GK,Spurs,0,0,0,0,0.0,558,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,15,0,0,0,0,12,0,3796,1,1,0.0,0,538,832,294,40,True,0
Brandon Williams,DEF,Man Utd,0,0,7,0,12.8,549,115,1,0,4.7,15.2,2019-11-10T14:00:00Z,90,4,0,0,0,0,12,0,40708,1,3,19.0,1,8492,11309,2817,40,True,1
Bukayo Saka,MID,Arsenal,0,0,0,0,0.0,541,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,9,0,0,0,0,12,0,73164,0,2,0.0,0,-5404,3758,9162,45,False,0
Callum Hudson-Odoi,MID,Chelsea,0,0,2,0,0.3,116,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,10,7,0,0,0,0,12,0,162927,0,2,1.0,1,-41727,9898,51625,59,True,0
Callum Robinson,MID,Sheffield Utd,0,0,2,0,0.0,453,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,3,17,0,0,0,0,12,0,29553,1,1,0.0,1,-3163,441,3604,53,False,0
Callum Slattery,MID,Southampton,0,0,0,0,0.0,327,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,8,0,0,0,0,12,0,28017,2,1,0.0,0,144,1422,1278,44,True,0
Callum Wilson,FWD,Bournemouth,0,0,2,0,2.5,67,116,2,0,3.3,0.4,2019-11-09T15:00:00Z,90,13,0,0,0,0,12,0,698323,1,2,30.0,2,-108818,13018,121836,78,False,0
Calum Chambers,DEF,Arsenal,0,0,14,0,0.8,467,113,2,0,2.3,22.6,2019-11-09T17:30:00Z,90,9,0,0,0,0,12,0,110458,0,2,0.0,1,-4334,3043,7377,44,False,0
Caoimhin Kelleher,GK,Liverpool,0,0,0,0,0.0,531,114,0,0,0.0,0.0,2019-11-10T16:30:00Z,0,11,0,0,0,0,12,0,1940,1,3,0.0,0,-27,40,67,45,True,0
Carlos Sánchez,MID,West Ham,0,0,0,0,0.0,397,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,5,0,0,0,0,12,0,24341,0,3,0.0,0,-254,715,969,44,False,0
Carl Jenkinson,DEF,Arsenal,0,0,0,0,0.0,9,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,9,0,0,0,0,12,0,1652,0,2,0.0,0,-12,18,30,45,False,0
Cenk Tosun,FWD,Everton,0,0,5,0,24.1,146,118,1,0,6.6,2.4,2019-11-09T15:00:00Z,73,16,0,0,0,0,12,0,7976,2,1,39.0,2,555,742,187,57,False,0
Charlie Austin,FWD,Southampton,0,0,0,0,0.0,312,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,8,0,0,0,0,12,0,3587,2,1,0.0,0,-30,16,46,60,True,0
Charlie Daniels,DEF,Bournemouth,0,0,0,0,0.0,60,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,13,0,0,0,0,12,0,6785,1,2,0.0,0,-219,16,235,43,False,0
Charlie Taylor,DEF,Burnley,0,0,21,1,6.1,87,111,0,0,1.9,12.6,2019-11-09T15:00:00Z,90,19,0,0,0,0,12,0,39161,0,3,0.0,6,-830,692,1522,42,True,0
Cheikhou Kouyaté,MID,Crystal Palace,0,0,13,0,1.9,139,112,2,0,2.2,12.2,2019-11-09T12:30:00Z,81,6,0,0,0,0,12,0,12354,0,2,8.0,2,75,724,649,49,False,0
Che Adams,FWD,Southampton,0,0,2,0,0.0,437,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,9,8,0,0,0,0,12,0,27734,2,1,0.0,1,-1212,348,1560,55,True,0
Christian Atsu,MID,Newcastle,0,0,3,0,0.0,267,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,1,3,0,0,0,0,12,0,11168,1,2,0.0,1,-606,350,956,54,True,0
Christian Benteke,FWD,Crystal Palace,0,0,0,0,0.0,129,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,0,6,0,0,0,0,12,0,41682,0,2,0.0,0,-873,335,1208,57,False,0
Christian Eriksen,MID,Spurs,0,0,0,0,0.0,343,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,15,0,0,0,0,12,0,226070,1,1,0.0,0,957,8205,7248,87,True,0
Christian Fuchs,DEF,Leicester,0,0,0,0,0.0,163,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,1,0,0,0,0,12,0,25913,0,2,0.0,0,-879,273,1152,43,True,0
Christian Kabasele,DEF,Watford,0,0,13,1,0.4,354,117,0,0,1.1,10.8,2019-11-08T20:00:00Z,64,14,0,0,0,1,12,0,14579,2,0,0.0,3,260,990,730,43,False,0
Christian Pulisic,MID,Chelsea,0,0,24,1,38.1,431,112,0,1,18.6,48.0,2019-11-09T12:30:00Z,79,7,0,0,0,0,12,0,801573,0,2,100.0,8,416566,425067,8501,73,True,0
Christoph Zimmermann,DEF,Norwich,0,0,0,0,0.0,275,117,0,0,0.0,0.0,2019-11-08T20:00:00Z,0,18,0,0,0,0,12,0,940,2,0,0.0,0,-16,7,23,44,True,0
Chris Basham,DEF,Sheffield Utd,0,0,11,0,1.7,423,119,1,0,1.7,15.2,2019-11-09T15:00:00Z,90,17,0,0,0,0,12,0,19761,1,1,0.0,1,1176,1919,743,45,False,1
Chris Mepham,DEF,Bournemouth,0,0,0,0,0.0,61,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,13,0,0,0,0,12,0,62941,1,2,0.0,0,-2350,76,2426,44,False,0
Chris Smalling,DEF,Man Utd,0,0,0,0,0.0,223,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,4,0,0,0,0,12,0,9392,1,3,0.0,0,-109,26,135,53,True,0
Chris Wood,FWD,Burnley,0,0,14,1,1.3,91,111,0,1,11.7,38.2,2019-11-09T15:00:00Z,90,19,0,0,0,0,12,0,59088,0,3,77.0,6,-13994,754,14748,62,True,0
Ciaran Clark,DEF,Newcastle,0,2,25,0,0.1,259,116,1,1,10.4,53.8,2019-11-09T15:00:00Z,90,3,0,0,0,0,12,0,13719,1,2,50.0,10,1931,2368,437,43,True,0
Claudio Bravo,GK,Man City,0,0,16,0,0.0,213,114,3,0,1.6,16.2,2019-11-10T16:30:00Z,90,10,0,0,0,0,12,2,20005,1,3,0.0,1,960,1374,414,48,False,0
Connor Wickham,FWD,Crystal Palace,0,0,0,0,0.0,130,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,0,6,0,0,0,0,12,0,193667,0,2,0.0,0,-10022,185,10207,45,False,0
Conor Coady,DEF,Wolves,0,0,14,0,10.1,403,120,1,0,3.0,20.0,2019-11-10T14:00:00Z,90,2,0,0,0,0,12,0,106229,1,2,0.0,2,2615,6646,4031,50,True,0
Conor Hourihane,MID,Aston Villa,0,0,0,0,0.0,28,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,20,0,0,0,0,12,0,9121,1,2,0.0,0,-125,306,431,57,False,0
Craig Cathcart,DEF,Watford,0,0,20,1,0.3,358,117,0,0,1.0,8.0,2019-11-08T20:00:00Z,90,14,0,0,0,0,12,0,95811,2,0,2.0,6,-5934,166,6100,44,False,0
Craig Dawson,DEF,Watford,0,0,26,1,0.1,439,117,0,0,2.0,20.0,2019-11-08T20:00:00Z,90,14,0,0,0,0,12,0,13437,2,0,0.0,6,-84,522,606,48,False,0
Cédric Soares,DEF,Southampton,0,0,3,0,0.3,486,118,1,0,0.8,5.4,2019-11-09T15:00:00Z,45,8,0,0,0,0,12,0,12155,2,1,2.0,1,-366,54,420,48,True,0
César Azpilicueta,DEF,Chelsea,0,0,0,0,0.0,105,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,0,7,0,0,0,0,12,0,435726,0,2,0.0,0,-2924,10982,13906,59,True,0
Dale Stephens,MID,Brighton,0,0,10,0,2.1,57,115,3,0,2.0,18.0,2019-11-10T14:00:00Z,90,12,0,0,0,0,12,0,187741,1,3,0.0,1,-3217,3593,6810,45,False,1
Daniel Amartey,MID,Leicester,0,0,0,0,0.0,178,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,1,0,0,0,0,12,0,18378,0,2,0.0,0,-601,242,843,44,True,0
Daniel Ceballos Fernández,MID,Arsenal,0,0,0,0,0.0,469,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,9,0,0,0,0,12,0,404098,0,2,0.0,0,-65420,2098,67518,54,False,0
Daniel Drinkwater,MID,Burnley,0,0,0,0,0.0,120,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,50167,0,3,0.0,0,-1735,61,1796,44,True,0
Daniel James,MID,Man Utd,0,0,10,0,23.0,243,115,1,0,7.4,14.0,2019-11-10T14:00:00Z,90,4,0,0,0,0,12,0,903504,1,3,37.0,2,37848,85925,48077,62,True,0
Daniel N'Lundulu,FWD,Southampton,0,0,0,0,0.0,535,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,8,0,0,0,0,12,0,6916,2,1,0.0,0,-262,152,414,45,True,0
Danilo Luiz da Silva,DEF,Man City,0,0,0,0,0.0,209,114,0,0,0.0,0.0,2019-11-10T16:30:00Z,0,10,0,0,0,0,12,0,3230,1,3,0.0,0,-14,31,45,50,False,0
Danny Ings,FWD,Southampton,0,1,27,0,0.6,313,118,2,1,7.4,38.6,2019-11-09T15:00:00Z,90,8,0,0,0,0,12,0,190281,2,1,35.0,7,-11700,10180,21880,60,True,0
