name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron Connolly,FWD,Brighton,0,0,0,0,0.1,534,334,1,0,0.4,0.0,2020-07-08T19:15:00Z,19,10,0,0,0,0,43,0,193857,3,1,6.0,1,-342,18924,19266,42,True,0
Aaron Cresswell,DEF,West Ham,0,0,15,0,18.8,376,340,1,0,3.1,12.4,2020-07-08T17:00:00Z,90,5,0,0,0,0,43,0,102714,1,0,0.0,2,10722,12833,2111,45,True,0
Aaron Lennon,MID,Burnley,0,0,0,0,0.0,430,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,19,0,0,0,0,43,0,6433,1,0,0.0,0,-132,5,137,46,False,0
Aaron Mooy,MID,Brighton,0,0,5,0,15.0,516,334,1,0,2.1,5.6,2020-07-08T19:15:00Z,19,10,0,0,0,0,43,0,35559,3,1,0.0,1,362,1706,1344,47,True,0
Aaron Ramsdale,GK,Bournemouth,0,0,20,1,4.0,494,333,0,0,0.7,3.2,2020-07-09T17:00:00Z,90,17,0,0,0,0,43,0,247887,0,0,0.0,6,-6334,1997,8331,45,True,0
Aaron Wan-Bissaka,DEF,Man Utd,0,0,13,1,3.2,122,332,0,0,1.3,2.6,2020-07-09T19:15:00Z,65,2,0,0,0,0,43,0,1481804,3,0,7.0,5,17221,75256,58035,55,False,1
Abd-Al-Ali Morakinyo Olaposi Koiki,DEF,Burnley,0,0,0,0,0.0,596,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,19,0,0,0,0,43,0,3216,1,0,0.0,0,-184,6,190,40,False,0
Abdoulaye Doucouré,MID,Watford,0,0,7,0,4.6,368,339,1,0,1.8,5.4,2020-07-07T17:00:00Z,90,14,0,0,0,0,43,0,154065,1,2,8.0,2,3874,11461,7587,55,True,0
Adalberto Peñaranda,FWD,Watford,0,0,0,0,0.0,648,339,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,14,0,0,0,0,43,0,172,1,2,0.0,0,25,54,29,45,True,0
Adama Traoré,MID,Wolves,0,0,8,1,8.4,417,338,0,0,2.1,6.8,2020-07-08T17:00:00Z,78,15,0,0,0,0,43,0,1275503,0,1,6.0,3,-76247,30391,106638,57,False,0
Adam Idah,FWD,Norwich,0,0,-2,0,0.6,538,339,0,0,0.5,0.0,2020-07-07T17:00:00Z,14,18,0,0,0,0,43,0,9978,1,2,7.0,1,61,342,281,44,False,0
Adam Lallana,MID,Liverpool,0,0,0,0,0.0,195,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,4,0,0,0,0,43,0,9438,3,1,0.0,0,-38,21,59,57,False,0
Adam Masina,DEF,Watford,0,0,6,0,1.8,355,339,1,0,0.4,0.4,2020-07-07T17:00:00Z,90,14,0,0,0,0,43,0,32402,1,2,2.0,2,4381,5688,1307,43,True,0
Adam Smith,DEF,Bournemouth,0,0,20,1,0.9,63,333,0,0,1.5,12.0,2020-07-09T17:00:00Z,62,17,0,0,0,0,43,0,30133,0,0,2.0,6,-189,191,380,43,True,0
Adam Webster,DEF,Brighton,0,0,19,0,0.8,493,334,3,0,4.7,46.6,2020-07-08T19:15:00Z,90,10,0,0,0,0,43,0,33601,3,1,0.0,1,2199,3036,837,44,True,0
Addji Keaninkin Marc-Israel Guehi,DEF,Chelsea,0,0,0,0,0.0,545,335,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,7,0,0,0,0,43,0,6439,3,2,0.0,0,83,171,88,39,False,0
Ademola Lookman,MID,Everton,0,0,0,0,0.0,155,336,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,16,0,0,0,0,43,0,464,1,1,0.0,0,1,1,0,50,True,0
Adrian Mariappa,DEF,Watford,0,0,0,0,0.0,356,339,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,14,0,0,0,0,43,0,19529,1,2,0.0,0,207,604,397,42,True,0
Adrián San Miguel del Castillo,GK,Liverpool,0,0,0,0,0.0,526,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,4,0,0,0,0,43,0,155979,3,1,0.0,0,-614,1261,1875,40,False,0
Ahmed El Mohamady,DEF,Aston Villa,0,0,0,0,0.0,22,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,12,0,0,0,0,43,0,78855,3,0,0.0,0,926,2897,1971,41,True,0
Ainsley Maitland-Niles,DEF,Arsenal,0,0,3,0,0.5,4,331,0,0,0.1,0.4,2020-07-07T19:15:00Z,1,9,0,0,0,0,43,0,168886,1,1,0.0,1,-985,658,1643,45,True,0
Akin Famewo,DEF,Norwich,0,0,0,0,0.0,552,339,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,18,0,0,0,0,43,0,4972,1,2,0.0,0,162,283,121,39,False,0
Albian Ajeti,FWD,West Ham,0,0,2,0,0.0,514,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,4,5,0,0,0,0,43,0,2770,1,0,1.0,1,-27,36,63,56,True,0
Alexander Tettey,MID,Norwich,0,0,5,0,2.0,289,339,1,0,0.8,5.6,2020-07-07T17:00:00Z,54,18,0,0,0,0,43,0,23446,1,2,0.0,0,-657,315,972,45,False,1
Alexandre Nascimento Costa Silva,FWD,West Ham,0,0,0,0,0.0,387,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,5,0,0,0,0,43,0,66769,1,0,0.0,0,-282,952,1234,43,True,0
Alexandre Jankewitz,MID,Southampton,0,0,0,0,0.0,649,336,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,8,0,0,0,0,43,0,31,1,1,0.0,0,4,8,4,45,False,0
Alexandre Lacazette,FWD,Arsenal,0,0,-2,1,12.6,12,331,0,0,5.3,6.2,2020-07-07T19:15:00Z,70,9,0,0,0,0,43,0,149215,1,1,34.0,2,-914,2945,3859,92,True,0
Alexis Mac Allister,MID,Brighton,0,0,5,0,11.3,627,334,2,0,1.9,7.2,2020-07-08T19:15:00Z,70,10,0,0,0,0,43,0,1079,3,1,0.0,2,-106,41,147,55,True,0
Alexis Sánchez,MID,Man Utd,0,0,0,0,0.0,240,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,2,0,0,0,0,43,0,28339,3,0,0.0,0,-10,22,32,68,False,0
Alex Iwobi,MID,Everton,0,0,0,0,0.7,17,336,1,0,2.1,3.6,2020-07-09T17:00:00Z,45,16,0,0,0,0,43,0,66584,1,1,17.0,1,-374,208,582,56,True,0
Alex McCarthy,GK,Southampton,0,0,14,0,0.0,318,336,1,0,2.4,24.0,2020-07-09T17:00:00Z,90,8,0,0,0,0,43,3,272752,1,1,0.0,3,4718,9903,5185,45,False,0
Alex Oxlade-Chamberlain,MID,Liverpool,0,0,9,0,15.8,193,334,1,0,4.6,0.4,2020-07-08T19:15:00Z,60,4,0,0,0,0,43,0,42957,3,1,30.0,2,-966,565,1531,61,False,0
Alfie Lewis,MID,West Ham,0,0,0,0,0.0,651,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,5,0,0,0,0,43,0,67,1,0,0.0,0,11,23,12,45,True,0
Alfie Whiteman,GK,Spurs,0,0,0,0,0.0,543,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,3,0,0,0,0,43,0,35574,0,0,0.0,0,-177,66,243,40,False,0
Alireza Jahanbakhsh,MID,Brighton,0,0,0,0,0.0,50,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,10,0,0,0,0,43,0,7445,3,1,0.0,0,-63,12,75,58,True,0
Alisson Ramses Becker,GK,Liverpool,0,0,11,0,0.0,189,334,1,0,1.2,11.8,2020-07-08T19:15:00Z,90,4,0,0,0,0,43,1,724458,3,1,0.0,2,7360,12722,5362,62,False,0
Allan Saint-Maximin,MID,Newcastle,0,0,0,0,0.0,500,337,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,11,0,0,0,0,43,0,260201,0,5,0.0,0,-22959,27235,50194,55,False,0
Andreas Christensen,DEF,Chelsea,0,0,14,0,0.7,108,335,2,0,1.6,15.4,2020-07-07T17:00:00Z,90,7,0,0,0,0,43,0,60401,3,2,0.0,1,6583,7476,893,48,False,0
Andreas Pereira,MID,Man Utd,0,0,0,0,0.0,246,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,2,0,0,0,0,43,0,28380,3,0,0.0,0,-428,71,499,48,False,0
Andrew Robertson,DEF,Liverpool,1,1,30,0,59.8,181,334,0,0,9.7,32.8,2020-07-08T19:15:00Z,45,4,0,0,0,0,43,0,1332327,3,1,4.0,5,-3188,16426,19614,70,False,0
Andrew Surman,MID,Bournemouth,0,0,0,0,0.0,80,333,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,17,0,0,0,0,43,0,2719,0,0,0.0,0,-20,11,31,47,True,0
Andre Gray,FWD,Watford,0,0,0,0,0.0,364,339,0,0,0.0,0.0,2020-07-07T17:00:00Z,0,14,0,0,0,0,43,0,27266,1,2,0.0,0,42,437,395,55,True,0
Andre Green,MID,Aston Villa,0,0,0,0,0.0,32,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,12,0,0,0,0,43,0,787,3,0,0.0,0,16,28,12,48,True,0
Andriy Yarmolenko,MID,West Ham,0,0,13,0,24.8,392,340,1,0,8.1,15.0,2020-07-08T17:00:00Z,61,5,0,0,0,0,43,0,56721,1,0,41.0,2,878,1522,644,52,True,0
Andros Townsend,MID,Crystal Palace,0,0,2,0,4.7,135,335,0,0,0.7,2.4,2020-07-07T17:00:00Z,10,6,0,0,0,0,43,0,71044,3,2,0.0,1,-227,189,416,56,True,0
André Filipe Tavares Gomes,MID,Everton,0,0,-1,0,10.4,422,336,1,0,0.8,0.0,2020-07-09T17:00:00Z,41,16,0,0,0,0,43,0,23018,1,1,0.0,1,21,284,263,52,True,0
Andy Carroll,FWD,Newcastle,0,0,0,0,0.0,520,337,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,11,0,0,0,0,43,0,7574,0,5,0.0,0,-350,150,500,54,False,0
Andy King,MID,Leicester,0,0,0,0,0.0,480,331,0,0,0.0,0.0,2020-07-07T19:15:00Z,0,1,0,0,0,0,43,0,29566,1,1,0.0,0,70,1613,1543,42,False,0
Andy Lonergan,GK,Liverpool,0,0,0,0,0.0,530,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,4,0,0,0,0,43,0,2021,3,1,0.0,0,-13,3,16,42,False,0
Angelo Ogbonna,DEF,West Ham,0,0,14,0,14.6,377,340,1,0,3.5,15.8,2020-07-08T17:00:00Z,90,5,0,0,0,0,43,0,66236,1,0,5.0,2,155,1177,1022,45,True,0
Angel Gomes,MID,Man Utd,0,0,0,0,0.0,245,332,0,0,0.0,0.0,2020-07-09T19:15:00Z,0,2,0,0,0,0,43,0,6728,3,0,0.0,0,-83,2,85,47,False,0
Angus Gunn,GK,Southampton,0,0,0,0,0.0,319,336,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,8,0,0,0,0,43,0,100551,1,1,0.0,0,-701,228,929,42,False,0
Anthony Driscoll-Glennon,DEF,Burnley,0,0,0,0,0.0,572,340,0,0,0.0,0.0,2020-07-08T17:00:00Z,0,19,0,0,0,0,43,0,2906,1,0,0.0,0,52,138,86,39,False,0
