name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Adam Masina,DEF,Watford,0,0,5,0,15.8,355,143,2,0,3.3,17.2,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,0,4482,0,2,0.0,0,-49,29,78,43,False,1
Adam Smith,DEF,Bournemouth,0,0,16,0,3.5,63,148,1,0,2.5,17.4,2019-12-03T19:30:00Z,90,7,0,0,0,0,15,0,64719,0,1,4.0,2,-6137,376,6513,43,False,0
Adam Webster,DEF,Brighton,0,0,26,0,10.3,493,141,1,1,13.0,51.4,2019-12-05T20:15:00Z,90,1,0,0,0,0,15,0,11370,2,1,68.0,8,-167,139,306,44,False,0
Addji Keaninkin Marc-Israel Guehi,DEF,Chelsea,0,0,0,0,0.0,545,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,2,0,0,0,0,15,0,5916,1,2,0.0,0,-13,231,244,40,True,0
Ademola Lookman,MID,Everton,0,0,0,0,0.0,155,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,10,0,0,0,0,15,0,461,2,5,0.0,0,3,9,6,50,False,0
Adrian Mariappa,DEF,Watford,0,0,11,0,0.0,356,143,2,0,1.5,13.2,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,0,10670,0,2,2.0,1,27,243,216,42,False,0
Adrián San Miguel del Castillo,GK,Liverpool,0,0,13,0,0.0,526,149,2,0,1.5,15.4,2019-12-04T20:15:00Z,90,8,0,0,0,0,15,2,206719,2,5,0.0,1,16635,20610,3975,42,True,0
Ahmed El Mohamady,DEF,Aston Villa,1,2,28,0,34.9,22,147,2,0,8.2,40.6,2019-12-04T19:30:00Z,90,6,0,0,0,0,15,0,63658,1,2,6.0,6,-1156,553,1709,42,False,0
Ainsley Maitland-Niles,DEF,Arsenal,0,0,0,0,0.0,4,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,4,0,0,0,0,15,0,200192,2,1,0.0,0,-7794,163,7957,47,True,0
Akin Famewo,DEF,Norwich,0,0,0,0,0.0,552,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,16,0,0,0,0,15,0,4233,1,2,0.0,0,-3,180,183,40,False,0
Albian Ajeti,FWD,West Ham,0,0,2,0,0.0,514,146,1,0,0.0,0.0,2019-12-04T19:30:00Z,10,20,0,0,0,0,15,0,2558,0,2,0.0,1,-8,48,56,58,False,0
Alexander Tettey,MID,Norwich,1,1,27,0,15.8,289,150,0,0,4.1,25.6,2019-12-04T19:30:00Z,45,16,0,0,0,0,15,0,13485,1,2,0.0,5,-1016,44,1060,45,False,0
Alexandre Nascimento Costa Silva,FWD,West Ham,0,0,0,0,0.0,387,146,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,20,0,0,0,0,15,0,69932,0,2,0.0,0,-1251,183,1434,44,False,0
Alexandre Lacazette,FWD,Arsenal,0,1,29,0,22.8,12,141,1,1,8.8,38.2,2019-12-05T20:15:00Z,76,4,0,0,0,0,15,0,179286,2,1,27.0,7,4910,16146,11236,93,True,0
Alexis Sánchez,MID,Man Utd,0,0,0,0,0.0,240,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,17,0,0,0,0,15,0,29213,1,2,0.0,0,-76,18,94,68,True,0
Alex Iwobi,MID,Everton,0,0,11,0,31.9,17,149,5,0,3.9,4.4,2019-12-04T20:15:00Z,90,10,0,0,0,0,15,0,85799,2,5,3.0,2,-2953,443,3396,57,False,0
Alex McCarthy,GK,Southampton,0,0,12,0,0.0,318,150,1,0,1.4,14.0,2019-12-04T19:30:00Z,90,14,0,0,0,0,15,2,40083,1,2,0.0,2,2725,3832,1107,43,True,0
Alex Oxlade-Chamberlain,MID,Liverpool,0,0,0,0,0.0,193,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,8,0,0,0,0,15,0,45714,2,5,0.0,0,990,4232,3242,62,True,0
Alfie Whiteman,GK,Spurs,0,0,0,0,0.0,543,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,12,0,0,0,0,15,0,29794,1,2,0.0,0,344,1105,761,40,False,0
Alireza Jahanbakhsh,MID,Brighton,0,0,0,0,0.0,50,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,1,0,0,0,0,15,0,4525,2,1,0.0,0,-26,19,45,58,False,0
Alisson Ramses Becker,GK,Liverpool,0,0,0,0,0.0,189,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,8,0,0,0,0,15,0,520844,2,5,0.0,0,-97976,1627,99603,60,True,0
Allan Saint-Maximin,MID,Newcastle,0,0,20,1,11.5,500,145,0,1,6.5,34.6,2019-12-05T19:30:00Z,80,15,0,0,0,0,15,0,32267,2,0,19.0,8,-2905,904,3809,54,False,0
Andreas Christensen,DEF,Chelsea,0,0,20,0,0.5,108,147,1,0,2.0,19.0,2019-12-04T19:30:00Z,90,2,0,0,0,0,15,0,42626,1,2,0.0,2,-538,135,673,49,True,0
Andreas Pereira,MID,Man Utd,0,0,2,0,0.4,246,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,10,17,0,0,0,0,15,0,44842,1,2,0.0,1,-3359,983,4342,50,True,0
Andrew Robertson,DEF,Liverpool,0,0,9,0,26.3,181,149,2,0,4.0,13.6,2019-12-04T20:15:00Z,90,8,0,0,0,0,15,0,1603499,2,5,0.0,1,-3577,26982,30559,71,True,0
Andrew Surman,MID,Bournemouth,0,0,0,0,0.0,80,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,7,0,0,0,0,15,0,2498,0,1,0.0,0,-45,11,56,47,False,0
Andre Gray,FWD,Watford,0,0,3,0,0.0,364,143,1,0,0.0,0.0,2019-12-04T19:30:00Z,3,9,0,0,0,0,15,0,29262,0,2,0.0,1,-806,290,1096,57,False,0
Andre Green,MID,Aston Villa,0,0,0,0,0.0,32,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,6,0,0,0,0,15,0,783,1,2,0.0,0,4,13,9,49,False,0
Andriy Yarmolenko,MID,West Ham,0,0,3,0,1.3,392,146,1,0,2.0,0.4,2019-12-04T19:30:00Z,28,20,0,0,0,0,15,0,176647,0,2,18.0,1,-39269,1076,40345,57,False,0
Andros Townsend,MID,Crystal Palace,0,0,0,0,1.7,135,148,0,0,0.7,3.6,2019-12-03T19:30:00Z,45,3,0,0,0,0,15,0,93340,0,1,2.0,1,750,2266,1516,56,True,0
André Filipe Tavares Gomes,MID,Everton,0,0,0,0,0.0,422,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,10,0,0,0,0,15,0,22880,2,5,0.0,0,-363,25,388,53,False,0
Andy Carroll,FWD,Newcastle,1,0,20,1,11.9,520,145,0,0,4.2,23.6,2019-12-05T19:30:00Z,71,15,0,0,0,0,15,0,6331,2,0,6.0,5,-338,21,359,54,False,0
Andy King,MID,Leicester,0,0,0,0,0.0,480,143,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,18,0,0,0,0,15,0,27946,0,2,0.0,0,-1437,361,1798,43,True,0
Andy Lonergan,GK,Liverpool,0,0,0,0,0.0,530,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,8,0,0,0,0,15,0,1737,2,5,0.0,0,-11,29,40,43,True,0
Angelo Ogbonna,DEF,West Ham,0,0,12,0,0.6,377,146,2,0,1.1,10.6,2019-12-04T19:30:00Z,90,20,0,0,0,0,15,0,30183,0,2,0.0,1,781,1235,454,45,False,0
Angel Gomes,MID,Man Utd,0,0,0,0,0.0,245,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,17,0,0,0,0,15,0,6372,1,2,0.0,0,-41,84,125,48,True,0
Angus Gunn,GK,Southampton,0,0,0,0,0.0,319,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,14,0,0,0,0,15,0,157628,1,2,0.0,0,-10220,719,10939,45,True,0
Anthony Gordon,FWD,Everton,0,0,0,0,0.0,561,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,10,0,0,0,0,15,0,1230,2,5,0.0,0,108,266,158,45,False,0
Anthony Knockaert,MID,Brighton,0,0,0,0,0.0,52,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,1,0,0,0,0,15,0,660,2,1,0.0,0,-2,5,7,54,False,0
Anthony Martial,MID,Man Utd,0,0,0,0,0.0,239,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,17,0,0,0,0,15,0,545207,1,2,0.0,0,-109240,5286,114526,77,True,0
Antonio Rüdiger,DEF,Chelsea,0,0,0,0,0.0,104,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,2,0,0,0,0,15,0,6499,1,2,0.0,0,-34,29,63,60,True,0
Anwar El Ghazi,MID,Aston Villa,0,0,0,0,0.0,30,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,6,0,0,0,0,15,0,99633,1,2,0.0,0,-12708,2936,15644,55,False,0
Archie Mair,GK,Norwich,0,0,0,0,0.0,551,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,16,0,0,0,0,15,0,3137,1,2,0.0,0,82,213,131,40,False,0
Arnaut Danjuma Groeneveld,MID,Bournemouth,0,0,8,1,5.6,492,148,0,0,1.2,0.8,2019-12-03T19:30:00Z,63,7,0,0,0,0,15,0,2300,0,1,6.0,3,48,88,40,58,False,0
Arthur Masuaku,DEF,West Ham,0,0,0,0,0.0,378,146,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,20,0,0,0,0,15,0,39234,0,2,0.0,0,-1205,119,1324,44,False,0
Artur Boruc,GK,Bournemouth,0,0,0,0,0.0,73,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,7,0,0,0,0,15,0,19410,0,1,0.0,0,-207,94,301,43,False,0
Ashley Barnes,FWD,Burnley,0,0,2,0,0.2,90,142,2,0,0.1,1.2,2019-12-03T20:15:00Z,31,11,0,0,0,0,15,0,313567,4,1,0.0,1,-20549,8826,29375,63,True,0
Ashley Westwood,MID,Burnley,0,0,0,0,0.0,101,142,0,0,0.0,0.0,2019-12-03T20:15:00Z,0,11,0,0,0,0,15,0,26777,4,1,0.0,0,-1668,104,1772,54,True,0
Ashley Young,DEF,Man Utd,0,0,15,0,12.4,224,144,1,0,3.9,26.8,2019-12-04T19:30:00Z,90,17,0,0,0,0,15,0,23937,1,2,0.0,2,-477,165,642,54,True,0
Asmir Begovic,GK,Bournemouth,0,0,0,0,0.0,72,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,7,0,0,0,0,15,0,64141,0,1,0.0,0,-1165,17,1182,43,False,0
Axel Tuanzebe,DEF,Man Utd,0,0,0,0,0.0,481,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,17,0,0,0,0,15,0,8979,1,2,0.0,0,-58,114,172,44,True,0
Aymeric Laporte,DEF,Man City,0,0,0,0,0.0,202,142,0,0,0.0,0.0,2019-12-03T20:15:00Z,0,5,0,0,0,0,15,0,146897,4,1,0.0,0,-852,232,1084,63,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0,0,0,0,0.0,563,143,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,9,0,0,0,0,15,0,152,0,2,0.0,0,23,46,23,45,False,0
Ayoze Pérez,MID,Leicester,0,0,1,0,14.2,265,143,0,0,2.6,0.0,2019-12-04T19:30:00Z,45,18,0,0,0,0,15,0,521167,0,2,12.0,1,-696,25456,26152,62,True,0
Bailey Peacock-Farrell,GK,Burnley,0,0,0,0,0.0,495,142,0,0,0.0,0.0,2019-12-03T20:15:00Z,0,11,0,0,0,0,15,0,5454,4,1,0.0,0,-36,21,57,44,True,0
Bamidele Alli,MID,Spurs,0,2,29,0,23.6,344,144,2,1,12.4,44.2,2019-12-04T19:30:00Z,90,12,0,0,0,0,15,0,328786,1,2,56.0,9,200863,205711,4848,85,False,0
Beni Baningime,MID,Everton,0,0,0,0,0.0,557,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,10,0,0,0,0,15,0,396,2,5,0.0,0,-30,14,44,45,False,0
Benjamin Chilwell,DEF,Leicester,0,0,0,0,0.0,161,143,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,18,0,0,0,0,15,0,1080539,0,2,0.0,0,27629,46543,18914,59,True,0
Benjamin Mendy,DEF,Man City,0,0,0,0,0.0,204,142,0,0,0.0,0.0,2019-12-03T20:15:00Z,0,5,0,0,0,0,15,0,68994,4,1,0.0,0,-5751,2498,8249,57,False,0
Ben Davies,DEF,Spurs,0,0,0,0,0.0,329,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,12,0,0,0,0,15,0,10468,1,2,0.0,0,-698,10,708,54,False,0
Ben Foster,GK,Watford,0,0,15,0,0.0,366,143,2,0,2.6,25.6,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,3,145955,0,2,0.0,2,-6449,1055,7504,48,False,0
Ben Gibson,DEF,Burnley,0,0,0,0,0.0,89,142,0,0,0.0,0.0,2019-12-03T20:15:00Z,0,11,0,0,0,0,15,0,192177,4,1,0.0,0,1655,4808,3153,39,True,0
Ben Godfrey,DEF,Norwich,0,0,16,0,1.1,273,150,2,0,2.9,23.8,2019-12-04T19:30:00Z,90,16,0,0,0,0,15,0,15366,1,2,4.0,1,12,348,336,44,False,0
Ben Johnson,DEF,West Ham,0,0,0,0,0.0,384,146,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,20,0,0,0,0,15,0,98610,0,2,0.0,0,-1217,343,1560,40,False,0
Ben Mee,DEF,Burnley,0,0,12,0,0.5,83,142,4,0,2.0,19.6,2019-12-03T20:15:00Z,90,11,0,0,0,0,15,0,61929,4,1,0.0,0,-2201,522,2723,50,True,0
Ben Osborn,MID,Sheffield Utd,0,0,0,0,0.0,472,145,0,0,0.0,0.0,2019-12-05T19:30:00Z,0,13,0,0,0,0,15,0,2273,2,0,0.0,0,-28,19,47,47,True,0
Beram Kayal,MID,Brighton,0,0,0,0,0.0,56,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,1,0,0,0,0,15,0,18093,2,1,0.0,0,2392,4363,1971,43,False,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,2,0,31,0,43.2,218,142,1,0,13.1,46.6,2019-12-03T20:15:00Z,90,5,0,0,0,0,15,0,733497,4,1,41.0,7,-19244,13252,32496,79,False,1
Bernardo Fernandes da Silva Junior,DEF,Brighton,0,0,0,0,0.0,39,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,1,0,0,0,0,15,0,6202,2,1,0.0,0,-61,13,74,43,False,0
Bernard Anício Caldeira Duarte,MID,Everton,1,0,15,0,17.0,152,149,2,0,4.0,22.6,2019-12-04T20:15:00Z,55,10,0,0,0,0,15,0,45834,2,5,0.0,4,-459,133,592,64,False,0
Bernard Ashley-Seal,FWD,Wolves,0,0,0,0,0.0,559,146,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,19,0,0,0,0,15,0,2504,0,2,0.0,0,72,318,246,45,True,0
Bernd Leno,GK,Arsenal,0,0,25,0,0.0,14,141,2,0,5.1,51.2,2019-12-05T20:15:00Z,90,4,0,0,0,0,15,7,425444,2,1,0.0,3,2338,10722,8384,50,True,0
Billy Gilmour,MID,Chelsea,0,0,0,0,0.0,533,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,2,0,0,0,0,15,0,1800,1,2,0.0,0,-31,42,73,45,True,0
Billy Sharp,FWD,Sheffield Utd,0,0,4,0,32.8,298,145,1,0,5.0,3.4,2019-12-05T19:30:00Z,62,13,0,0,0,0,15,0,23026,2,0,14.0,1,-268,242,510,57,True,1
Birkir Bjarnason,MID,Aston Villa,0,0,0,0,0.0,33,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,6,0,0,0,0,15,0,2757,1,2,0.0,0,-36,17,53,45,False,0
Bjorn Engels,DEF,Aston Villa,0,0,0,0,0.0,455,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,6,0,0,0,0,15,0,50848,1,2,0.0,0,-2540,93,2633,45,False,0
Brandon Austin,GK,Spurs,0,0,0,0,0.0,558,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,12,0,0,0,0,15,0,6959,1,2,0.0,0,254,587,333,40,False,0
Brandon Williams,DEF,Man Utd,0,0,0,0,0.0,549,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,17,0,0,0,0,15,0,131032,1,2,0.0,0,7883,14046,6163,41,True,0
Bukayo Saka,MID,Arsenal,0,0,0,0,0.0,541,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,4,0,0,0,0,15,0,52285,2,1,0.0,0,-4274,989,5263,45,True,0
Callum Hudson-Odoi,MID,Chelsea,0,0,5,0,0.3,116,147,0,0,3.0,2.0,2019-12-04T19:30:00Z,4,2,0,0,0,0,15,0,57617,1,2,28.0,1,-7347,1030,8377,57,True,0
Callum Robinson,MID,Sheffield Utd,0,0,0,0,0.0,453,145,0,0,0.0,0.0,2019-12-05T19:30:00Z,0,13,0,0,0,0,15,0,25346,2,0,0.0,0,-1087,196,1283,52,True,0
Callum Slattery,MID,Southampton,0,0,0,0,0.0,327,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,14,0,0,0,0,15,0,28006,1,2,0.0,0,-289,571,860,44,True,0
Callum Wilson,FWD,Bournemouth,0,0,4,0,11.3,67,148,1,0,1.7,1.2,2019-12-03T19:30:00Z,90,7,0,0,0,0,15,0,505765,0,1,4.0,2,-22343,15065,37408,76,False,0
Calum Chambers,DEF,Arsenal,0,0,0,0,0.0,467,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,4,0,0,0,0,15,0,110115,2,1,0.0,0,-3423,2391,5814,44,True,0
Caoimhin Kelleher,GK,Liverpool,0,0,0,0,0.0,531,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,8,0,0,0,0,15,0,1898,2,5,0.0,0,-17,13,30,45,True,0
Carlos Sánchez,MID,West Ham,0,0,0,0,0.0,397,146,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,20,0,0,0,0,15,0,23790,0,2,0.0,0,-294,309,603,44,False,0
Carl Jenkinson,DEF,Arsenal,0,0,0,0,0.0,9,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,4,0,0,0,0,15,0,1616,2,1,0.0,0,-5,6,11,45,True,0
Cenk Tosun,FWD,Everton,0,0,0,0,0.0,146,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,10,0,0,0,0,15,0,8581,2,5,0.0,0,-185,230,415,57,False,0
Charlie Austin,FWD,Southampton,0,0,0,0,0.0,312,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,14,0,0,0,0,15,0,3527,1,2,0.0,0,-9,22,31,60,True,0
Charlie Daniels,DEF,Bournemouth,0,0,0,0,0.0,60,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,7,0,0,0,0,15,0,6323,0,1,0.0,0,-83,12,95,43,False,0
Charlie Taylor,DEF,Burnley,0,0,0,0,0.0,87,142,0,0,0.0,0.0,2019-12-03T20:15:00Z,0,11,0,0,0,0,15,0,64444,4,1,0.0,0,-4950,1554,6504,42,True,0
Cheikhou Kouyaté,MID,Crystal Palace,0,0,11,1,1.6,139,148,0,0,2.9,19.6,2019-12-03T19:30:00Z,90,3,0,0,0,0,15,0,12396,0,1,8.0,3,-25,379,404,49,True,0
Che Adams,FWD,Southampton,0,0,1,0,1.6,437,150,0,0,0.3,0.0,2019-12-04T19:30:00Z,13,14,0,0,0,0,15,0,25516,1,2,2.0,1,-588,214,802,54,True,0
Christian Atsu,MID,Newcastle,0,0,2,0,0.3,267,145,0,0,0.5,1.0,2019-12-05T19:30:00Z,9,15,0,0,0,0,15,0,10051,2,0,4.0,1,-74,246,320,54,False,0
Christian Benteke,FWD,Crystal Palace,0,0,0,0,0.0,129,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,3,0,0,0,0,15,0,41358,0,1,0.0,0,-47,654,701,57,True,0
Christian Eriksen,MID,Spurs,0,0,5,0,11.6,343,144,0,0,1.9,5.4,2019-12-04T19:30:00Z,26,12,0,0,0,0,15,0,207863,1,2,2.0,1,-6619,672,7291,86,False,0
Christian Fuchs,DEF,Leicester,0,0,31,1,2.6,163,143,0,0,3.2,29.2,2019-12-04T19:30:00Z,90,18,0,0,0,0,15,0,24306,0,2,0.0,6,-369,150,519,43,True,0
Christian Kabasele,DEF,Watford,0,0,0,0,0.0,354,143,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,9,0,0,0,0,15,0,11795,0,2,0.0,0,-532,21,553,43,False,0
Christian Pulisic,MID,Chelsea,0,0,12,0,24.6,431,147,1,0,13.2,13.8,2019-12-04T19:30:00Z,85,2,0,0,0,0,15,0,1115853,1,2,94.0,2,31811,86774,54963,75,True,0
Christian Saydee,MID,Bournemouth,0,0,0,0,0.0,564,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,7,0,0,0,0,15,0,34,0,1,0.0,0,23,31,8,45,False,0
Christoph Zimmermann,DEF,Norwich,0,0,19,0,0.4,275,150,2,0,3.1,30.4,2019-12-04T19:30:00Z,90,16,0,0,0,0,15,0,1383,1,2,0.0,1,108,148,40,44,False,0
Chris Basham,DEF,Sheffield Utd,0,0,19,0,18.5,423,145,2,0,4.1,16.2,2019-12-05T19:30:00Z,74,13,0,0,0,0,15,0,35582,2,0,6.0,1,2476,3646,1170,45,True,0
Chris Mepham,DEF,Bournemouth,0,0,12,0,1.4,61,148,1,0,4.8,25.6,2019-12-03T19:30:00Z,90,7,0,0,0,0,15,0,58764,0,1,21.0,2,-891,59,950,43,False,0
Chris Smalling,DEF,Man Utd,0,0,0,0,0.0,223,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,17,0,0,0,0,15,0,9255,1,2,0.0,0,-26,15,41,53,True,0
Chris Wood,FWD,Burnley,0,0,2,0,11.6,91,142,2,0,1.7,1.2,2019-12-03T20:15:00Z,58,11,0,0,0,0,15,0,89430,4,1,4.0,1,-8103,3926,12029,62,True,0
Ciaran Clark,DEF,Newcastle,0,0,23,1,0.2,259,145,0,0,1.7,12.8,2019-12-05T19:30:00Z,90,15,0,0,0,0,15,0,37432,2,0,4.0,6,7708,9507,1799,43,False,0
Claudio Bravo,GK,Man City,0,0,0,0,0.0,213,142,0,0,0.0,0.0,2019-12-03T20:15:00Z,0,5,0,0,0,0,15,0,21247,4,1,0.0,0,-783,141,924,48,False,0
Connor Wickham,FWD,Crystal Palace,0,0,0,0,0.0,130,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,3,0,0,0,0,15,0,180928,0,1,0.0,0,-3228,728,3956,45,True,0
Conor Coady,DEF,Wolves,0,1,27,1,0.0,403,146,0,0,1.8,18.4,2019-12-04T19:30:00Z,90,19,0,0,0,0,15,0,104049,0,2,0.0,7,-1045,1589,2634,50,True,0
Conor Hourihane,MID,Aston Villa,0,0,4,0,0.9,28,147,2,0,0.2,1.2,2019-12-04T19:30:00Z,57,6,0,0,0,0,15,0,11542,1,2,0.0,1,203,802,599,57,False,0
Craig Cathcart,DEF,Watford,0,0,15,0,0.1,358,143,2,0,2.6,20.2,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,0,93815,0,2,6.0,1,-1967,440,2407,44,False,0
Craig Dawson,DEF,Watford,0,0,0,0,0.0,439,143,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,9,0,0,0,0,15,0,12037,0,2,0.0,0,-657,12,669,48,False,0
Cédric Soares,DEF,Southampton,0,0,13,0,15.5,486,150,1,0,4.4,19.2,2019-12-04T19:30:00Z,90,14,0,0,0,0,15,0,12812,1,2,9.0,2,67,290,223,48,True,0
César Azpilicueta,DEF,Chelsea,0,0,10,0,34.6,105,147,1,0,6.7,26.4,2019-12-04T19:30:00Z,90,2,0,0,0,0,15,0,379107,1,2,6.0,2,-16602,1851,18453,59,True,0
Dale Stephens,MID,Brighton,0,0,17,0,22.8,57,141,1,0,4.6,23.6,2019-12-05T20:15:00Z,90,1,0,0,0,0,15,0,172095,2,1,0.0,2,-4295,1107,5402,45,False,0
Daniel Amartey,MID,Leicester,0,0,0,0,0.0,178,143,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,18,0,0,0,0,15,0,23498,0,2,0.0,0,425,1786,1361,43,True,0
Daniel Ceballos Fernández,MID,Arsenal,0,0,0,0,0.0,469,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,4,0,0,0,0,15,0,278334,2,1,0.0,0,-15929,21,15950,53,True,0
Daniel Drinkwater,MID,Burnley,0,0,4,0,0.9,120,142,2,0,0.4,3.4,2019-12-03T20:15:00Z,58,11,0,0,0,0,15,0,47540,4,1,0.0,1,-272,351,623,44,True,0
Daniel James,MID,Man Utd,0,0,6,0,6.3,243,144,1,0,3.8,17.4,2019-12-04T19:30:00Z,90,17,0,0,0,0,15,0,805515,1,2,14.0,2,-76551,9830,86381,62,True,0
Daniel N'Lundulu,FWD,Southampton,0,0,0,0,0.0,535,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,14,0,0,0,0,15,0,6888,1,2,0.0,0,-79,120,199,45,True,0
