name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron Connolly,FWD,Brighton,0,0,3,0,0.0,534,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,15,15,0,0,0,0,27,0,94497,1,1,0.0,1,1722,8872,7150,43,False,0
Aaron Cresswell,DEF,West Ham,0,0,10,0,1.5,376,266,3,0,2.0,14.4,2020-02-24T20:00:00Z,90,10,0,0,0,0,27,0,92399,2,3,4.0,1,-6228,969,7197,46,False,0
Aaron Lennon,MID,Burnley,0,0,-1,0,0.3,430,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,8,3,0,0,0,0,27,0,6380,0,3,0.0,0,-6,134,140,46,True,1
Aaron Mooy,MID,Brighton,0,0,8,0,41.9,516,268,1,0,5.5,13.0,2020-02-22T15:00:00Z,90,15,0,0,0,0,27,0,59107,1,1,0.0,2,-1276,5867,7143,48,False,0
Aaron Ramsdale,GK,Bournemouth,0,0,24,0,0.0,494,262,3,0,4.2,42.4,2020-02-22T15:00:00Z,90,5,0,0,0,0,27,7,285821,0,3,0.0,3,-11563,3955,15518,46,False,0
Aaron Wan-Bissaka,DEF,Man Utd,0,0,25,1,1.3,122,267,0,0,1.1,5.6,2020-02-23T14:00:00Z,90,18,0,0,0,0,27,0,1051382,0,3,4.0,6,42350,50502,8152,53,True,0
Abd-Al-Ali Morakinyo Olaposi Koiki,DEF,Burnley,0,0,0,0,0.0,596,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,3,0,0,0,0,27,0,1446,0,3,0.0,0,139,227,88,40,True,0
Abdoulaye Doucouré,MID,Watford,0,0,10,0,4.8,368,267,3,0,3.8,6.2,2020-02-23T14:00:00Z,79,12,0,0,0,0,27,0,178341,0,3,27.0,2,578,15193,14615,57,False,0
Adama Traoré,MID,Wolves,0,0,1,0,0.7,417,270,0,0,0.2,0.2,2020-02-23T14:00:00Z,18,14,0,0,0,0,27,0,1612794,0,3,1.0,1,131680,197837,66157,58,True,0
Adam Idah,FWD,Norwich,0,0,0,0,0.0,538,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,20,0,0,0,0,27,0,9083,0,3,0.0,0,-59,313,372,44,False,0
Adam Lallana,MID,Liverpool,0,0,0,0,0.0,195,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,19,0,0,0,0,27,0,9107,2,3,0.0,0,-87,64,151,57,True,0
Adam Masina,DEF,Watford,0,0,11,0,6.8,355,267,3,0,3.2,15.0,2020-02-23T14:00:00Z,90,12,0,0,0,0,27,0,19075,0,3,10.0,1,1293,3470,2177,43,False,0
Adam Smith,DEF,Bournemouth,0,0,1,0,16.3,63,262,3,0,2.8,8.0,2020-02-22T15:00:00Z,90,5,0,0,0,0,27,0,30590,0,3,4.0,0,-151,357,508,43,False,1
