name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Adam Masina,DEF,Watford,0,2,24,1,14.3,355,299,0,0,2.7,11.6,2020-06-20T11:30:00Z,87,9,0,0,0,0,39,0,17463,1,1,1.0,8,-4391,1781,6172,43,True,0
Adam Smith,DEF,Bournemouth,0,0,8,0,15.4,63,292,2,0,2.9,13.4,2020-06-20T18:45:00Z,90,7,0,0,0,0,39,0,31062,2,0,0.0,0,592,2975,2383,43,True,1
Adam Webster,DEF,Brighton,0,0,16,0,0.7,493,293,1,0,2.4,22.8,2020-06-20T14:00:00Z,90,1,0,0,0,0,39,0,36338,1,2,0.0,2,-10649,5444,16093,45,True,0
Addji Keaninkin Marc-Israel Guehi,DEF,Chelsea,0,0,0,0,0.0,545,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,2,0,0,0,0,39,0,6246,2,1,0.0,0,396,762,366,39,False,0
Ademola Lookman,MID,Everton,0,0,0,0,0.0,155,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,0,10,0,0,0,0,39,0,463,0,0,0.0,0,-1,9,10,50,True,0
Adrian Mariappa,DEF,Watford,0,0,2,0,0.0,356,299,1,0,0.0,0.0,2020-06-20T11:30:00Z,13,9,0,0,0,0,39,0,19778,1,1,0.0,1,-2720,1275,3995,42,True,0
Adrián San Miguel del Castillo,GK,Liverpool,0,0,0,0,0.0,526,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,158546,0,0,0.0,0,-2131,15850,17981,40,False,0
Ahmed El Mohamady,DEF,Aston Villa,0,0,3,0,0.5,22,271,0,0,0.5,4.6,2020-06-17T17:00:00Z,14,15,0,0,0,0,39,0,68762,0,0,0.0,1,5197,11118,5921,41,True,0
Ahmed El Mohamady,DEF,Aston Villa,0,0,0,0,0.0,22,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,6,0,0,0,0,39,0,68762,2,1,0.0,0,5197,11118,5921,41,True,0
Ainsley Maitland-Niles,DEF,Arsenal,0,0,2,0,1.6,4,275,1,0,0.3,1.6,2020-06-17T19:15:00Z,23,11,0,0,0,0,39,0,174895,0,3,0.0,1,3495,13364,9869,45,False,0
Ainsley Maitland-Niles,DEF,Arsenal,0,0,0,0,0.0,4,293,0,0,0.0,0.0,2020-06-20T14:00:00Z,0,4,0,0,0,0,39,0,174895,1,2,0.0,0,3495,13364,9869,45,False,0
Akin Famewo,DEF,Norwich,0,0,0,0,0.0,552,297,0,0,0.0,0.0,2020-06-19T17:00:00Z,0,16,0,0,0,0,39,0,4651,3,0,0.0,0,318,575,257,39,True,0
Albian Ajeti,FWD,West Ham,0,0,0,0,0.0,514,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,2765,2,0,0.0,0,75,272,197,56,True,0
Alexander Tettey,MID,Norwich,0,0,0,0,0.0,289,297,0,0,0.0,0.0,2020-06-19T17:00:00Z,0,16,0,0,0,0,39,0,25492,3,0,0.0,0,-1354,2746,4100,45,True,0
Alexandre Nascimento Costa Silva,FWD,West Ham,0,0,0,0,0.0,387,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,65881,2,0,0.0,0,151,3289,3138,43,True,0
Alexandre Lacazette,FWD,Arsenal,0,0,3,0,0.3,12,275,1,0,0.3,0.4,2020-06-17T19:15:00Z,23,11,0,0,0,0,39,0,189462,0,3,2.0,1,23836,53645,29809,94,False,0
Alexandre Lacazette,FWD,Arsenal,0,0,3,0,6.3,12,293,1,0,4.9,4.0,2020-06-20T14:00:00Z,77,4,0,0,0,0,39,0,189462,1,2,39.0,1,23836,53645,29809,94,False,1
Alexis Mac Allister,MID,Brighton,0,0,5,0,0.5,627,293,0,0,0.3,2.2,2020-06-20T14:00:00Z,1,1,0,0,0,0,39,0,924,1,2,0.0,1,181,384,203,55,True,0
Alexis Sánchez,MID,Man Utd,0,0,0,0,0.0,240,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,17,0,0,0,0,39,0,28357,1,1,0.0,0,-91,46,137,68,False,0
Alex Iwobi,MID,Everton,0,0,9,1,1.0,17,294,0,0,1.1,7.8,2020-06-21T18:00:00Z,87,10,0,0,0,0,39,0,66162,0,0,2.0,3,-140,859,999,56,True,0
Alex McCarthy,GK,Southampton,0,0,22,1,0.0,318,297,0,0,0.7,7.2,2020-06-19T17:00:00Z,90,14,0,0,0,0,39,1,260089,3,0,0.0,6,-79873,40190,120063,45,False,0
Alex Oxlade-Chamberlain,MID,Liverpool,0,0,4,0,5.1,193,294,0,0,1.3,5.6,2020-06-21T18:00:00Z,45,8,0,0,0,0,39,0,46766,0,0,2.0,1,-6016,3559,9575,62,False,0
Alfie Whiteman,GK,Spurs,0,0,0,0,0.0,543,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,12,0,0,0,0,39,0,36350,1,1,0.0,0,-1735,438,2173,40,True,0
Alireza Jahanbakhsh,MID,Brighton,0,0,0,0,0.0,50,293,0,0,0.0,0.0,2020-06-20T14:00:00Z,0,1,0,0,0,0,39,0,7653,1,2,0.0,0,-302,242,544,58,True,0
Alisson Ramses Becker,GK,Liverpool,0,3,31,1,0.0,189,294,0,0,2.9,29.2,2020-06-21T18:00:00Z,90,8,0,0,0,0,39,3,680992,0,0,0.0,10,-19352,24729,44081,62,False,0
Allan Saint-Maximin,MID,Newcastle,0,2,33,1,16.3,500,296,0,1,8.2,41.0,2020-06-21T13:00:00Z,78,15,0,0,0,0,39,0,53149,0,3,25.0,10,5151,20838,15687,54,True,0
Andreas Christensen,DEF,Chelsea,0,0,14,0,3.6,108,291,1,0,1.8,14.0,2020-06-21T15:15:00Z,90,2,0,0,0,0,39,0,43135,2,1,0.0,2,-52,1236,1288,48,False,0
Andreas Pereira,MID,Man Utd,0,0,0,0,0.0,246,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,17,0,0,0,0,39,0,29955,1,1,0.0,0,-580,1386,1966,48,False,0
Andrew Robertson,DEF,Liverpool,0,0,0,0,0.0,181,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,1366439,0,0,0.0,0,-114362,60255,174617,70,False,0
Andrew Surman,MID,Bournemouth,0,0,0,0,0.0,80,292,0,0,0.0,0.0,2020-06-20T18:45:00Z,0,7,0,0,0,0,39,0,2755,2,0,0.0,0,51,192,141,47,True,0
Andre Gray,FWD,Watford,0,0,0,0,0.0,364,299,0,0,0.0,0.0,2020-06-20T11:30:00Z,0,9,0,0,0,0,39,0,27102,1,1,0.0,0,600,1579,979,55,True,0
Andre Green,MID,Aston Villa,0,0,0,0,0.0,32,271,0,0,0.0,0.0,2020-06-17T17:00:00Z,0,15,0,0,0,0,39,0,765,0,0,0.0,0,2,30,28,48,True,0
Andre Green,MID,Aston Villa,0,0,0,0,0.0,32,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,6,0,0,0,0,39,0,765,2,1,0.0,0,2,30,28,48,True,0
Andriy Yarmolenko,MID,West Ham,0,0,6,0,11.1,392,300,1,0,1.5,4.2,2020-06-20T16:30:00Z,9,20,0,0,0,0,39,0,54544,2,0,0.0,1,-280,1129,1409,52,True,0
Andros Townsend,MID,Crystal Palace,0,0,1,0,3.5,135,292,0,0,1.0,6.8,2020-06-20T18:45:00Z,14,3,0,0,0,0,39,0,71214,2,0,0.0,1,330,1448,1118,56,False,0
André Filipe Tavares Gomes,MID,Everton,0,0,11,1,0.8,422,294,0,0,1.9,18.4,2020-06-21T18:00:00Z,90,10,0,0,0,0,39,0,22152,0,0,0.0,3,-103,722,825,52,True,0
Andy Carroll,FWD,Newcastle,0,0,2,0,2.3,520,296,0,0,0.2,0.0,2020-06-21T13:00:00Z,11,15,0,0,0,0,39,0,6761,0,3,0.0,1,441,880,439,54,True,0
Andy King,MID,Leicester,0,0,0,0,0.0,480,299,0,0,0.0,0.0,2020-06-20T11:30:00Z,0,18,0,0,0,0,39,0,30698,1,1,0.0,0,7171,12778,5607,42,False,0
Andy Lonergan,GK,Liverpool,0,0,0,0,0.0,530,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,1982,0,0,0.0,0,12,51,39,42,False,0
Angelo Ogbonna,DEF,West Ham,0,0,0,0,0.0,377,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,71625,2,0,0.0,0,-9987,3192,13179,45,True,0
Angel Gomes,MID,Man Utd,0,0,0,0,0.0,245,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,17,0,0,0,0,39,0,6921,1,1,0.0,0,94,299,205,47,False,0
Angus Gunn,GK,Southampton,0,0,0,0,0.0,319,297,0,0,0.0,0.0,2020-06-19T17:00:00Z,0,14,0,0,0,0,39,0,104170,3,0,0.0,0,-659,6710,7369,42,False,0
Anthony Driscoll-Glennon,DEF,Burnley,0,0,0,0,0.0,572,295,0,0,0.0,0.0,2020-06-22T19:00:00Z,0,11,0,0,0,0,39,0,2812,0,5,0.0,0,167,701,534,39,False,0
Anthony Gordon,FWD,Everton,0,0,5,0,24.3,561,294,0,0,2.9,5.0,2020-06-21T18:00:00Z,59,10,0,0,0,0,39,0,3840,0,0,0.0,1,239,523,284,45,True,0
Anthony Knockaert,MID,Brighton,0,0,0,0,0.0,52,293,0,0,0.0,0.0,2020-06-20T14:00:00Z,0,1,0,0,0,0,39,0,656,1,2,0.0,0,-6,6,12,53,True,0
Anthony Martial,MID,Man Utd,0,0,2,0,11.6,239,298,1,0,5.1,4.4,2020-06-19T19:15:00Z,77,17,0,0,0,0,39,0,841904,1,1,35.0,2,-120425,116249,236674,80,False,0
Antonio Rüdiger,DEF,Chelsea,0,0,15,0,3.5,104,291,1,0,1.8,14.4,2020-06-21T15:15:00Z,90,2,0,0,0,0,39,0,50442,2,1,0.0,2,151,6197,6046,60,False,0
Anwar El Ghazi,MID,Aston Villa,0,0,6,1,2.3,30,271,0,0,1.7,3.0,2020-06-17T17:00:00Z,68,15,0,0,0,0,39,0,94136,0,0,12.0,3,33147,48826,15679,55,True,0
Anwar El Ghazi,MID,Aston Villa,0,0,7,0,15.6,30,291,2,0,2.8,5.8,2020-06-21T15:15:00Z,69,6,0,0,0,0,39,0,94136,2,1,7.0,2,33147,48826,15679,55,True,0
Archie Mair,GK,Norwich,0,0,0,0,0.0,551,297,0,0,0.0,0.0,2020-06-19T17:00:00Z,0,16,0,0,0,0,39,0,5606,3,0,0.0,0,-49,519,568,40,True,0
Armando Broja,FWD,Chelsea,0,0,0,0,0.0,631,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,2,0,0,0,0,39,0,777,2,1,0.0,0,370,692,322,45,False,0
Arnaut Danjuma Groeneveld,MID,Bournemouth,0,0,1,0,26.0,492,292,0,0,3.8,10.0,2020-06-20T18:45:00Z,45,7,0,0,0,0,39,0,2105,2,0,2.0,1,56,149,93,58,True,0
Arthur Masuaku,DEF,West Ham,0,0,0,0,0.0,378,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,35330,2,0,0.0,0,3049,6370,3321,41,True,0
Artur Boruc,GK,Bournemouth,0,0,0,0,0.0,73,292,0,0,0.0,0.0,2020-06-20T18:45:00Z,0,7,0,0,0,0,39,0,18545,2,0,0.0,0,319,1087,768,42,True,0
Ashley Barnes,FWD,Burnley,0,0,0,0,0.0,90,295,0,0,0.0,0.0,2020-06-22T19:00:00Z,0,11,0,0,0,0,39,0,161108,0,5,0.0,0,-1829,400,2229,61,False,0
Ashley Westwood,MID,Burnley,0,0,13,0,2.6,101,295,5,0,0.6,3.2,2020-06-22T19:00:00Z,90,11,0,0,0,0,39,0,50356,0,5,0.0,2,-13804,3642,17446,55,False,0
Ashley Young,DEF,Man Utd,0,0,0,0,0.0,224,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,17,0,0,0,0,39,0,22038,1,1,0.0,0,-130,40,170,54,False,0
Asmir Begovic,GK,Bournemouth,0,0,0,0,0.0,72,292,0,0,0.0,0.0,2020-06-20T18:45:00Z,0,7,0,0,0,0,39,0,52001,2,0,0.0,0,-1359,34,1393,42,True,0
Axel Tuanzebe,DEF,Man Utd,0,0,0,0,0.0,481,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,17,0,0,0,0,39,0,7525,1,1,0.0,0,18,223,205,44,False,0
Aymeric Laporte,DEF,Man City,0,0,23,1,2.1,202,275,0,0,1.1,9.2,2020-06-17T19:15:00Z,69,1,0,0,0,0,39,0,261054,0,3,0.0,6,104875,139395,34520,63,True,0
Aymeric Laporte,DEF,Man City,0,0,9,0,0.4,202,295,0,0,0.5,4.2,2020-06-22T19:00:00Z,29,5,0,0,0,0,39,0,261054,0,5,0.0,1,104875,139395,34520,63,True,0
Ayotomiwa Dele-Bashiru,MID,Watford,0,0,0,0,0.0,563,299,0,0,0.0,0.0,2020-06-20T11:30:00Z,0,9,0,0,0,0,39,0,883,1,1,0.0,0,67,184,117,45,True,0
Ayoze Pérez,MID,Leicester,0,0,0,0,0.0,265,299,0,0,0.0,0.0,2020-06-20T11:30:00Z,0,18,0,0,0,0,39,0,453720,1,1,0.0,0,-173063,2150,175213,62,False,0
Bailey Peacock-Farrell,GK,Burnley,0,0,0,0,0.0,495,295,0,0,0.0,0.0,2020-06-22T19:00:00Z,0,11,0,0,0,0,39,0,5716,0,5,0.0,0,21,184,163,43,False,0
Bamidele Alli,MID,Spurs,0,0,0,0,0.0,344,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,12,0,0,0,0,39,0,264259,1,1,0.0,0,-96140,5376,101516,83,True,0
Beni Baningime,MID,Everton,0,0,0,0,0.0,557,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,0,10,0,0,0,0,39,0,962,0,0,0.0,0,268,464,196,45,True,0
Benjamin Chilwell,DEF,Leicester,0,3,26,0,34.1,161,299,1,1,11.6,58.8,2020-06-20T11:30:00Z,90,18,0,0,0,0,39,0,641464,1,1,23.0,11,9104,83896,74792,55,False,0
Benjamin Mendy,DEF,Man City,0,1,28,1,9.9,204,275,0,0,2.0,9.6,2020-06-17T19:15:00Z,90,1,0,0,0,0,39,0,99711,0,3,0.0,7,16872,42132,25260,55,True,0
Benjamin Mendy,DEF,Man City,0,0,0,0,0.0,204,295,0,0,0.0,0.0,2020-06-22T19:00:00Z,0,5,0,0,0,0,39,0,99711,0,5,0.0,0,16872,42132,25260,55,True,0
Ben Davies,DEF,Spurs,0,0,10,0,1.5,329,298,1,0,1.5,13.6,2020-06-19T19:15:00Z,90,12,0,0,0,0,39,0,9654,1,1,0.0,2,275,649,374,53,True,0
Ben Foster,GK,Watford,0,0,11,0,0.0,366,299,1,0,0.8,7.6,2020-06-20T11:30:00Z,90,9,0,0,0,0,39,1,270550,1,1,0.0,2,-44608,16617,61225,49,True,0
Ben Gibson,DEF,Burnley,0,0,0,0,0.0,89,295,0,0,0.0,0.0,2020-06-22T19:00:00Z,0,11,0,0,0,0,39,0,172282,0,5,0.0,0,-13510,2858,16368,39,False,0
Ben Godfrey,DEF,Norwich,0,0,12,0,0.0,273,297,3,0,2.6,25.8,2020-06-19T17:00:00Z,90,16,0,0,0,0,39,0,11505,3,0,0.0,1,223,669,446,44,True,0
Ben Johnson,DEF,West Ham,0,0,0,0,0.0,384,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,178000,2,0,0.0,0,-12329,3594,15923,40,True,0
Ben Mee,DEF,Burnley,0,0,7,0,0.3,83,295,5,0,0.3,2.6,2020-06-22T19:00:00Z,90,11,0,0,0,0,39,0,82012,0,5,0.0,0,-7799,8608,16407,50,False,0
Ben Osborn,MID,Sheffield Utd,0,0,0,0,0.0,472,271,0,0,0.0,0.0,2020-06-17T17:00:00Z,0,2,0,0,0,0,39,0,2770,0,0,0.0,0,108,267,159,47,False,0
Ben Osborn,MID,Sheffield Utd,0,0,0,0,0.0,472,296,0,0,0.0,0.0,2020-06-21T13:00:00Z,0,13,0,0,0,0,39,0,2770,0,3,0.0,0,108,267,159,47,False,0
Beram Kayal,MID,Brighton,0,0,0,0,0.0,56,293,0,0,0.0,0.0,2020-06-20T14:00:00Z,0,1,0,0,0,0,39,0,11347,1,2,0.0,0,-791,623,1414,43,True,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,0,0,3,0,3.8,218,275,0,0,1.0,2.4,2020-06-17T19:15:00Z,25,1,0,0,0,0,39,0,673462,0,3,4.0,1,22293,70300,48007,77,True,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,2,1,36,1,48.6,218,295,0,0,12.0,41.8,2020-06-22T19:00:00Z,90,5,0,0,0,0,39,0,673462,0,5,30.0,10,22293,70300,48007,77,True,0
Bernardo Costa Da Rosa,MID,West Ham,0,0,0,0,0.0,595,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,606,2,0,0.0,0,89,170,81,45,True,0
Bernardo Fernandes da Silva Junior,DEF,Brighton,0,0,0,0,0.0,39,293,0,0,0.0,0.0,2020-06-20T14:00:00Z,0,1,0,0,0,0,39,0,8094,1,2,0.0,0,-440,212,652,43,True,0
Bernard Anício Caldeira Duarte,MID,Everton,0,0,3,0,0.0,152,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,2,10,0,0,0,0,39,0,48962,0,0,0.0,1,-722,1042,1764,64,True,0
Bernard Ashley-Seal,FWD,Wolves,0,0,0,0,0.0,559,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,19,0,0,0,0,39,0,3507,2,0,0.0,0,-89,81,170,45,False,0
Bernd Leno,GK,Arsenal,0,1,28,0,0.0,14,275,3,0,6.4,64.2,2020-06-17T19:15:00Z,90,11,0,0,0,0,39,9,614482,0,3,0.0,5,183514,249238,65724,50,False,0
Bernd Leno,GK,Arsenal,0,0,3,0,0.0,14,293,0,0,0.1,1.2,2020-06-20T14:00:00Z,39,4,0,0,0,0,39,0,614482,1,2,0.0,1,183514,249238,65724,50,False,0
Billy Gilmour,MID,Chelsea,0,0,0,0,0.0,533,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,2,0,0,0,0,39,0,29818,2,1,0.0,0,10036,17624,7588,45,False,0
Billy Sharp,FWD,Sheffield Utd,0,0,6,1,1.4,298,271,0,0,0.9,0.0,2020-06-17T17:00:00Z,68,2,0,0,0,0,39,0,51358,0,0,8.0,2,11680,20317,8637,56,False,0
Billy Sharp,FWD,Sheffield Utd,0,0,-3,0,10.9,298,296,2,0,3.6,0.0,2020-06-21T13:00:00Z,73,13,0,0,0,0,39,0,51358,0,3,28.0,2,11680,20317,8637,56,False,0
Birkir Bjarnason,MID,Aston Villa,0,0,0,0,0.0,33,271,0,0,0.0,0.0,2020-06-17T17:00:00Z,0,15,0,0,0,0,39,0,2315,0,0,0.0,0,-34,19,53,45,True,0
Birkir Bjarnason,MID,Aston Villa,0,0,0,0,0.0,33,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,6,0,0,0,0,39,0,2315,2,1,0.0,0,-34,19,53,45,True,0
Bjorn Engels,DEF,Aston Villa,0,0,0,0,0.0,455,271,0,0,0.0,0.0,2020-06-17T17:00:00Z,0,15,0,0,0,0,39,0,35546,0,0,0.0,0,2692,5903,3211,43,True,0
Bjorn Engels,DEF,Aston Villa,0,0,0,0,0.0,455,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,6,0,0,0,0,39,0,35546,2,1,0.0,0,2692,5903,3211,43,True,0
Bobby Thomas,DEF,Burnley,0,0,0,0,0.0,639,295,0,0,0.0,0.0,2020-06-22T19:00:00Z,0,11,0,0,0,0,39,0,0,0,5,0.0,0,0,0,0,40,False,0
Borja González Tomás,FWD,Aston Villa,0,0,0,0,0.0,623,271,0,0,0.0,0.0,2020-06-17T17:00:00Z,0,15,0,0,0,0,39,0,1012,0,0,0.0,0,618,1051,433,55,True,0
Borja González Tomás,FWD,Aston Villa,0,0,0,0,0.0,623,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,6,0,0,0,0,39,0,1012,2,1,0.0,0,618,1051,433,55,True,0
Brandon Austin,GK,Spurs,0,0,0,0,0.0,558,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,12,0,0,0,0,39,0,13193,1,1,0.0,0,-464,524,988,40,True,0
Brandon Pierrick,MID,Crystal Palace,0,0,0,0,0.0,580,292,0,0,0.0,0.0,2020-06-20T18:45:00Z,0,3,0,0,0,0,39,0,483,2,0,0.0,0,76,123,47,45,False,0
Brandon Williams,DEF,Man Utd,0,0,0,0,0.0,549,298,0,0,0.0,0.0,2020-06-19T19:15:00Z,0,17,0,0,0,0,39,0,315729,1,1,0.0,0,-80670,33870,114540,42,False,0
Bruno André Cavaco Jordao,MID,Wolves,0,0,0,0,0.0,609,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,19,0,0,0,0,39,0,1060,2,0,0.0,0,162,364,202,45,False,0
Bruno Miguel Borges Fernandes,MID,Man Utd,0,2,30,0,26.6,618,298,1,1,12.4,52.4,2020-06-19T19:15:00Z,90,17,0,0,0,0,39,0,1304122,1,1,45.0,9,45975,246920,200945,86,False,0
Bukayo Saka,MID,Arsenal,0,0,4,0,15.3,541,275,3,0,2.1,5.2,2020-06-17T19:15:00Z,90,11,0,0,0,0,39,0,400726,0,3,0.0,2,21601,151601,130000,47,False,0
Bukayo Saka,MID,Arsenal,1,0,12,0,13.0,541,293,1,0,5.4,18.4,2020-06-20T14:00:00Z,86,4,0,0,0,0,39,0,400726,1,2,23.0,5,21601,151601,130000,47,False,0
Callum Hudson-Odoi,MID,Chelsea,0,0,0,0,0.0,116,291,0,0,0.0,0.0,2020-06-21T15:15:00Z,0,2,0,0,0,0,39,0,35524,2,1,0.0,0,1284,6144,4860,52,False,0
Callum Robinson,MID,Sheffield Utd,0,0,0,0,0.0,453,271,0,0,0.0,0.0,2020-06-17T17:00:00Z,0,2,0,0,0,0,39,0,15675,0,0,0.0,0,-322,24,346,49,False,0
Callum Robinson,MID,Sheffield Utd,0,0,0,0,0.0,453,296,0,0,0.0,0.0,2020-06-21T13:00:00Z,0,13,0,0,0,0,39,0,15675,0,3,0.0,0,-322,24,346,49,False,0
Callum Slattery,MID,Southampton,0,0,0,0,0.0,327,297,0,0,0.0,0.0,2020-06-19T17:00:00Z,0,14,0,0,0,0,39,0,20052,3,0,0.0,0,-726,55,781,44,False,0
Callum Wilson,FWD,Bournemouth,0,0,4,0,3.7,67,292,2,0,2.0,0.4,2020-06-20T18:45:00Z,90,7,0,0,0,0,39,0,349206,2,0,16.0,2,-7796,15252,23048,74,True,0
Calum Chambers,DEF,Arsenal,0,0,0,0,0.0,467,275,0,0,0.0,0.0,2020-06-17T19:15:00Z,0,11,0,0,0,0,39,0,44251,0,3,0.0,0,-1099,87,1186,43,False,0
Calum Chambers,DEF,Arsenal,0,0,0,0,0.0,467,293,0,0,0.0,0.0,2020-06-20T14:00:00Z,0,4,0,0,0,0,39,0,44251,1,2,0.0,0,-1099,87,1186,43,False,0
Caoimhin Kelleher,GK,Liverpool,0,0,0,0,0.0,531,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,2382,0,0,0.0,0,141,266,125,44,False,0
Carlos Sánchez,MID,West Ham,0,0,0,0,0.0,397,300,0,0,0.0,0.0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,35002,2,0,0.0,0,-1373,1614,2987,43,True,0
Carl Jenkinson,DEF,Arsenal,0,0,0,0,0.0,9,275,0,0,0.0,0.0,2020-06-17T19:15:00Z,0,11,0,0,0,0,39,0,1574,0,3,0.0,0,-11,18,29,45,False,0
Carl Jenkinson,DEF,Arsenal,0,0,0,0,0.0,9,293,0,0,0.0,0.0,2020-06-20T14:00:00Z,0,4,0,0,0,0,39,0,1574,1,2,0.0,0,-11,18,29,45,False,0
Cenk Tosun,FWD,Crystal Palace,0,0,0,0,0.0,146,292,0,0,0.0,0.0,2020-06-20T18:45:00Z,0,3,0,0,0,0,39,0,9308,2,0,0.0,0,-583,19,602,57,False,0
Charlie Austin,FWD,Southampton,0,0,0,0,0.0,312,297,0,0,0.0,0.0,2020-06-19T17:00:00Z,0,14,0,0,0,0,39,0,3449,3,0,0.0,0,-9,36,45,60,False,0
Charlie Daniels,DEF,Bournemouth,0,0,0,0,0.0,60,292,0,0,0.0,0.0,2020-06-20T18:45:00Z,0,7,0,0,0,0,39,0,5318,2,0,0.0,0,-71,21,92,42,True,0
Charlie Taylor,DEF,Burnley,0,0,9,0,0.9,87,295,5,0,1.5,14.4,2020-06-22T19:00:00Z,90,11,0,0,0,0,39,0,139883,0,5,0.0,0,-36231,29704,65935,43,False,0
